"Espoon väestö äidinkielen ja iän mukaan 31.12."

"Alue","Äidinkieli","Ikä","2013","2014","2015","2016","2017","2018","2019","2020"
"049 413 Kivenlahti","Kaikki äidinkielet","Väestö yhteensä",7877,7867,7882,7859,7872,8135,8130,8210
"049 413 Kivenlahti","Suomi ja saame","Väestö yhteensä",6020,5875,5846,5712,5633,5718,5651,5595
"049 413 Kivenlahti","Ruotsi","Väestö yhteensä",550,560,562,562,566,591,556,545
"049 413 Kivenlahti","Muu kieli","Väestö yhteensä",1307,1432,1474,1585,1673,1826,1923,2070
"049 414 Laurinlahti","Kaikki äidinkielet","Väestö yhteensä",4033,4063,4052,4030,4019,3988,3987,3940
"049 414 Laurinlahti","Suomi ja saame","Väestö yhteensä",3245,3257,3248,3194,3164,3116,3115,3047
"049 414 Laurinlahti","Ruotsi","Väestö yhteensä",540,527,502,507,502,502,496,494
"049 414 Laurinlahti","Muu kieli","Väestö yhteensä",248,279,302,329,353,370,376,399
"049 415 Soukanniemi","Kaikki äidinkielet","Väestö yhteensä",1183,1373,1398,1481,1504,1600,1593,1602
"049 415 Soukanniemi","Suomi ja saame","Väestö yhteensä",876,1013,1039,1101,1107,1149,1137,1130
"049 415 Soukanniemi","Ruotsi","Väestö yhteensä",266,288,296,298,299,307,298,299
"049 415 Soukanniemi","Muu kieli","Väestö yhteensä",41,72,63,82,98,144,158,173
"049 42 Saunalahti","Kaikki äidinkielet","Väestö yhteensä",6729,6939,7198,7719,8244,8807,9637,10207
"049 42 Saunalahti","Suomi ja saame","Väestö yhteensä",5726,5859,6082,6460,6844,7268,7879,8192
"049 42 Saunalahti","Ruotsi","Väestö yhteensä",591,583,601,624,611,630,649,657
"049 42 Saunalahti","Muu kieli","Väestö yhteensä",412,497,515,635,789,909,1109,1358
"049 421 Kattilalaakso","Kaikki äidinkielet","Väestö yhteensä",1590,1636,1731,1778,1816,1908,1923,2083
"049 421 Kattilalaakso","Suomi ja saame","Väestö yhteensä",1343,1378,1463,1489,1517,1602,1615,1718
"049 421 Kattilalaakso","Ruotsi","Väestö yhteensä",195,192,197,200,187,188,180,184
"049 421 Kattilalaakso","Muu kieli","Väestö yhteensä",52,66,71,89,112,118,128,181
"049 422 Tillinmäki","Kaikki äidinkielet","Väestö yhteensä",1968,2008,2086,2062,2040,2068,2136,2164
"049 422 Tillinmäki","Suomi ja saame","Väestö yhteensä",1739,1750,1819,1804,1794,1815,1871,1868
"049 422 Tillinmäki","Ruotsi","Väestö yhteensä",147,143,152,155,136,135,133,138
"049 422 Tillinmäki","Muu kieli","Väestö yhteensä",82,115,115,103,110,118,132,158
"049 423 Saunaniemi","Kaikki äidinkielet","Väestö yhteensä",3171,3295,3381,3879,4388,4831,5578,5960
"049 423 Saunaniemi","Suomi ja saame","Väestö yhteensä",2644,2731,2800,3167,3533,3851,4393,4606
"049 423 Saunaniemi","Ruotsi","Väestö yhteensä",249,248,252,269,288,307,336,335
"049 423 Saunaniemi","Muu kieli","Väestö yhteensä",278,316,329,443,567,673,849,1019
"049 43 Nöykkiö-Latokaski","Kaikki äidinkielet","Väestö yhteensä",15336,15384,15452,15446,15429,15431,15594,15546
"049 43 Nöykkiö-Latokaski","Suomi ja saame","Väestö yhteensä",12890,12834,12845,12784,12647,12529,12511,12317
"049 43 Nöykkiö-Latokaski","Ruotsi","Väestö yhteensä",1346,1344,1323,1287,1267,1249,1242,1212
"049 43 Nöykkiö-Latokaski","Muu kieli","Väestö yhteensä",1100,1206,1284,1375,1515,1653,1841,2017
"049 431 Latokaskenmäki","Kaikki äidinkielet","Väestö yhteensä",4811,4820,4822,4804,4755,4762,4726,4686
"049 431 Latokaskenmäki","Suomi ja saame","Väestö yhteensä",4244,4206,4212,4179,4127,4093,4032,3929
"049 431 Latokaskenmäki","Ruotsi","Väestö yhteensä",300,310,298,298,286,278,259,248
"049 431 Latokaskenmäki","Muu kieli","Väestö yhteensä",267,304,312,327,342,391,435,509
"049 432 Eestinmalmi","Kaikki äidinkielet","Väestö yhteensä",3080,3103,3135,3129,3095,3115,3274,3334
"049 432 Eestinmalmi","Suomi ja saame","Väestö yhteensä",2402,2415,2421,2398,2346,2343,2447,2458
"049 432 Eestinmalmi","Ruotsi","Väestö yhteensä",346,357,359,357,365,360,367,375
"049 432 Eestinmalmi","Muu kieli","Väestö yhteensä",332,331,355,374,384,412,460,501
"049 433 Malminmäki","Kaikki äidinkielet","Väestö yhteensä",2484,2486,2515,2515,2522,2533,2515,2513
"049 433 Malminmäki","Suomi ja saame","Väestö yhteensä",2105,2089,2105,2107,2079,2066,2018,2001
"049 433 Malminmäki","Ruotsi","Väestö yhteensä",240,234,222,219,218,212,221,187
"049 433 Malminmäki","Muu kieli","Väestö yhteensä",139,163,188,189,225,255,276,325
"049 434 Nöykkiönlaakso","Kaikki äidinkielet","Väestö yhteensä",4961,4975,4980,4998,5057,5021,5079,5013
"049 434 Nöykkiönlaakso","Suomi ja saame","Väestö yhteensä",4139,4124,4107,4100,4095,4027,4014,3929
"049 434 Nöykkiönlaakso","Ruotsi","Väestö yhteensä",460,443,444,413,398,399,395,402
"049 434 Nöykkiönlaakso","Muu kieli","Väestö yhteensä",362,408,429,485,564,595,670,682
"049 44 Kaitaa","Kaikki äidinkielet","Väestö yhteensä",5927,5955,5893,5891,5902,5905,5850,5733
"049 44 Kaitaa","Suomi ja saame","Väestö yhteensä",4875,4838,4766,4742,4719,4700,4580,4449
"049 44 Kaitaa","Ruotsi","Väestö yhteensä",587,571,551,541,535,517,529,515
"049 44 Kaitaa","Muu kieli","Väestö yhteensä",465,546,576,608,648,688,741,769
"049 441 Iivisniemi","Kaikki äidinkielet","Väestö yhteensä",3541,3526,3461,3457,3470,3471,3449,3374
"049 441 Iivisniemi","Suomi ja saame","Väestö yhteensä",2970,2925,2864,2853,2817,2780,2722,2631
"049 441 Iivisniemi","Ruotsi","Väestö yhteensä",289,278,258,247,249,237,244,240
"049 441 Iivisniemi","Muu kieli","Väestö yhteensä",282,323,339,357,404,454,483,503
"049 442 Hannus","Kaikki äidinkielet","Väestö yhteensä",850,879,859,860,840,817,812,798
"049 442 Hannus","Suomi ja saame","Väestö yhteensä",670,674,643,641,644,651,618,585
"049 442 Hannus","Ruotsi","Väestö yhteensä",81,82,82,85,76,74,79,84
"049 442 Hannus","Muu kieli","Väestö yhteensä",99,123,134,134,120,92,115,129
"049 443 Hannusjärvi","Kaikki äidinkielet","Väestö yhteensä",1536,1550,1573,1574,1592,1617,1589,1561
"049 443 Hannusjärvi","Suomi ja saame","Väestö yhteensä",1235,1239,1259,1248,1258,1269,1240,1233
"049 443 Hannusjärvi","Ruotsi","Väestö yhteensä",217,211,211,209,210,206,206,191
"049 443 Hannusjärvi","Muu kieli","Väestö yhteensä",84,100,103,117,124,142,143,137
"049 45 Suvisaaristo","Kaikki äidinkielet","Väestö yhteensä",644,640,640,638,669,644,640,631
"049 45 Suvisaaristo","Suomi ja saame","Väestö yhteensä",404,395,387,397,416,395,392,387
"049 45 Suvisaaristo","Ruotsi","Väestö yhteensä",220,223,226,213,223,216,214,209
"049 45 Suvisaaristo","Muu kieli","Väestö yhteensä",20,22,27,28,30,33,34,35
"049 451 Suvisaari","Kaikki äidinkielet","Väestö yhteensä",639,635,635,634,664,640,636,627
"049 451 Suvisaari","Suomi ja saame","Väestö yhteensä",399,390,382,393,412,392,389,384
"049 451 Suvisaari","Ruotsi","Väestö yhteensä",220,223,226,213,223,216,214,209
"049 451 Suvisaari","Muu kieli","Väestö yhteensä",20,22,27,28,29,32,33,34
"049 452 Ulkosaaret","Kaikki äidinkielet","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 452 Ulkosaaret","Suomi ja saame","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 452 Ulkosaaret","Ruotsi","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 452 Ulkosaaret","Muu kieli","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 5 Suur-Kauklahti","Kaikki äidinkielet","Väestö yhteensä",7998,8438,8959,9634,10149,10535,11145,11639
"049 5 Suur-Kauklahti","Suomi ja saame","Väestö yhteensä",6458,6752,7197,7614,7906,8184,8602,8992
"049 5 Suur-Kauklahti","Ruotsi","Väestö yhteensä",894,914,905,929,951,956,1003,1021
"049 5 Suur-Kauklahti","Muu kieli","Väestö yhteensä",646,772,857,1091,1292,1395,1540,1626
"049 51 Kanta-Kauklahti","Kaikki äidinkielet","Väestö yhteensä",4620,4945,5471,5745,6016,6151,6499,6544
"049 51 Kanta-Kauklahti","Suomi ja saame","Väestö yhteensä",3686,3904,4328,4425,4556,4626,4869,4885
"049 51 Kanta-Kauklahti","Ruotsi","Väestö yhteensä",450,469,469,489,501,493,507,510
"049 51 Kanta-Kauklahti","Muu kieli","Väestö yhteensä",484,572,674,831,959,1032,1123,1149
"049 511 Kauklahti","Kaikki äidinkielet","Väestö yhteensä",4030,4354,4877,5140,5411,5568,5912,5977
"049 511 Kauklahti","Suomi ja saame","Väestö yhteensä",3296,3518,3943,4053,4197,4255,4488,4523
"049 511 Kauklahti","Ruotsi","Väestö yhteensä",279,289,289,306,320,318,334,341
"049 511 Kauklahti","Muu kieli","Väestö yhteensä",455,547,645,781,894,995,1090,1113
"049 512 Espoonkartano","Kaikki äidinkielet","Väestö yhteensä",590,591,594,605,605,583,587,567
"049 512 Espoonkartano","Suomi ja saame","Väestö yhteensä",390,386,385,372,359,371,381,362
"049 512 Espoonkartano","Ruotsi","Väestö yhteensä",171,180,180,183,181,175,173,169
"049 512 Espoonkartano","Muu kieli","Väestö yhteensä",29,25,29,50,65,37,33,36
"049 52 Kurttila-Vanttila","Kaikki äidinkielet","Väestö yhteensä",3378,3493,3488,3889,4133,4384,4646,5095
"049 52 Kurttila-Vanttila","Suomi ja saame","Väestö yhteensä",2772,2848,2869,3189,3350,3558,3733,4107
"049 52 Kurttila-Vanttila","Ruotsi","Väestö yhteensä",444,445,436,440,450,463,496,511
"049 52 Kurttila-Vanttila","Muu kieli","Väestö yhteensä",162,200,183,260,333,363,417,477
"049 521 Kurttila","Kaikki äidinkielet","Väestö yhteensä",1407,1469,1503,1905,2136,2278,2486,2814
"049 521 Kurttila","Suomi ja saame","Väestö yhteensä",1115,1156,1195,1511,1696,1840,1965,2235
"049 521 Kurttila","Ruotsi","Väestö yhteensä",252,253,251,262,271,268,302,323
"049 521 Kurttila","Muu kieli","Väestö yhteensä",40,60,57,132,169,170,219,256
"049 522 Vanttila","Kaikki äidinkielet","Väestö yhteensä",1971,2024,1985,1984,1997,2106,2160,2281
"049 522 Vanttila","Suomi ja saame","Väestö yhteensä",1657,1692,1674,1678,1654,1718,1768,1872
"049 522 Vanttila","Ruotsi","Väestö yhteensä",192,192,185,178,179,195,194,188
"049 522 Vanttila","Muu kieli","Väestö yhteensä",122,140,126,128,164,193,198,221
"049 6 Vanha-Espoo","Kaikki äidinkielet","Väestö yhteensä",39031,39431,39670,39908,40523,41077,41260,41270
"049 6 Vanha-Espoo","Suomi ja saame","Väestö yhteensä",29691,29660,29343,29206,29350,29249,28836,28224
"049 6 Vanha-Espoo","Ruotsi","Väestö yhteensä",2913,2888,2807,2758,2692,2650,2590,2570
"049 6 Vanha-Espoo","Muu kieli","Väestö yhteensä",6427,6883,7520,7944,8481,9178,9834,10476
"049 61 Kanta-Espoo","Kaikki äidinkielet","Väestö yhteensä",24788,25101,25285,25353,25627,26077,26129,26052
"049 61 Kanta-Espoo","Suomi ja saame","Väestö yhteensä",17733,17751,17456,17196,17150,17096,16683,16229
"049 61 Kanta-Espoo","Ruotsi","Väestö yhteensä",1619,1614,1540,1528,1476,1448,1413,1365
"049 61 Kanta-Espoo","Muu kieli","Väestö yhteensä",5436,5736,6289,6629,7001,7533,8033,8458
"049 611 Kirkkojärvi","Kaikki äidinkielet","Väestö yhteensä",3799,3838,3848,3659,3954,4009,3997,4089
"049 611 Kirkkojärvi","Suomi ja saame","Väestö yhteensä",2660,2690,2663,2512,2659,2618,2520,2513
"049 611 Kirkkojärvi","Ruotsi","Väestö yhteensä",240,244,214,206,202,196,222,194
"049 611 Kirkkojärvi","Muu kieli","Väestö yhteensä",899,904,971,941,1093,1195,1255,1382
"049 612 Tuomarila","Kaikki äidinkielet","Väestö yhteensä",2875,2911,2888,2955,2973,2917,3039,3046
"049 612 Tuomarila","Suomi ja saame","Väestö yhteensä",2403,2418,2375,2390,2368,2304,2337,2283
"049 612 Tuomarila","Ruotsi","Väestö yhteensä",209,185,193,197,182,182,185,168
"049 612 Tuomarila","Muu kieli","Väestö yhteensä",263,308,320,368,423,431,517,595
"049 613 Suvela","Kaikki äidinkielet","Väestö yhteensä",12276,12350,12515,12627,12501,12796,12778,12564
"049 613 Suvela","Suomi ja saame","Väestö yhteensä",8050,7938,7669,7523,7275,7254,7012,6674
"049 613 Suvela","Ruotsi","Väestö yhteensä",602,606,574,571,545,549,509,501
"049 613 Suvela","Muu kieli","Väestö yhteensä",3624,3806,4272,4533,4681,4993,5257,5389
"049 614 Kuurinniitty","Kaikki äidinkielet","Väestö yhteensä",1796,1886,1956,1993,2010,2040,2038,2086
"049 614 Kuurinniitty","Suomi ja saame","Väestö yhteensä",1529,1584,1650,1688,1689,1701,1675,1670
"049 614 Kuurinniitty","Ruotsi","Väestö yhteensä",158,172,166,165,167,149,146,159
"049 614 Kuurinniitty","Muu kieli","Väestö yhteensä",109,130,140,140,154,190,217,257
"049 615 Kaupunginkallio","Kaikki äidinkielet","Väestö yhteensä",1690,1685,1658,1663,1661,1642,1630,1619
"049 615 Kaupunginkallio","Suomi ja saame","Väestö yhteensä",1387,1379,1372,1357,1347,1331,1314,1292
"049 615 Kaupunginkallio","Ruotsi","Väestö yhteensä",186,188,183,186,192,183,173,169
"049 615 Kaupunginkallio","Muu kieli","Väestö yhteensä",117,118,103,120,122,128,143,158
"049 616 Ymmersta","Kaikki äidinkielet","Väestö yhteensä",2352,2431,2420,2456,2528,2673,2647,2648
"049 616 Ymmersta","Suomi ja saame","Väestö yhteensä",1704,1742,1727,1726,1812,1888,1825,1797
"049 616 Ymmersta","Ruotsi","Väestö yhteensä",224,219,210,203,188,189,178,174
"049 616 Ymmersta","Muu kieli","Väestö yhteensä",424,470,483,527,528,596,644,677
"049 62 Muurala-Gumböle","Kaikki äidinkielet","Väestö yhteensä",4391,4409,4323,4310,4362,4339,4286,4277
"049 62 Muurala-Gumböle","Suomi ja saame","Väestö yhteensä",3612,3560,3469,3439,3464,3377,3316,3227
"049 62 Muurala-Gumböle","Ruotsi","Väestö yhteensä",420,426,422,415,403,401,390,409
"049 62 Muurala-Gumböle","Muu kieli","Väestö yhteensä",359,423,432,456,495,561,580,641
"049 621 Muurala","Kaikki äidinkielet","Väestö yhteensä",3213,3235,3189,3173,3124,3115,3081,3074
"049 621 Muurala","Suomi ja saame","Väestö yhteensä",2605,2583,2540,2508,2440,2368,2314,2249
"049 621 Muurala","Ruotsi","Väestö yhteensä",324,319,316,309,302,300,297,312
"049 621 Muurala","Muu kieli","Väestö yhteensä",284,333,333,356,382,447,470,513
"049 622 Gumböle","Kaikki äidinkielet","Väestö yhteensä",1178,1174,1134,1137,1238,1224,1205,1203
"049 622 Gumböle","Suomi ja saame","Väestö yhteensä",1007,977,929,931,1024,1009,1002,978
"049 622 Gumböle","Ruotsi","Väestö yhteensä",96,107,106,106,101,101,93,97
"049 622 Gumböle","Muu kieli","Väestö yhteensä",75,90,99,100,113,114,110,128
"049 63 Bemböle","Kaikki äidinkielet","Väestö yhteensä",7841,7923,8111,8273,8563,8656,8778,8773
"049 63 Bemböle","Suomi ja saame","Väestö yhteensä",6605,6633,6756,6891,7066,7083,7094,6970
"049 63 Bemböle","Ruotsi","Väestö yhteensä",664,638,635,604,609,593,586,590
"049 63 Bemböle","Muu kieli","Väestö yhteensä",572,652,720,778,888,980,1098,1213
"049 631 Karvasmäki","Kaikki äidinkielet","Väestö yhteensä",839,836,833,813,829,811,825,810
"049 631 Karvasmäki","Suomi ja saame","Väestö yhteensä",651,654,635,601,608,586,576,532
"049 631 Karvasmäki","Ruotsi","Väestö yhteensä",89,80,82,76,79,76,74,67
"049 631 Karvasmäki","Muu kieli","Väestö yhteensä",99,102,116,136,142,149,175,211
"049 632 Järvenperä","Kaikki äidinkielet","Väestö yhteensä",4140,4121,4174,4345,4607,4633,4771,4747
"049 632 Järvenperä","Suomi ja saame","Väestö yhteensä",3595,3540,3584,3735,3924,3926,3987,3906
"049 632 Järvenperä","Ruotsi","Väestö yhteensä",290,289,278,263,268,252,255,265
"049 632 Järvenperä","Muu kieli","Väestö yhteensä",255,292,312,347,415,455,529,576
"049 633 Högnäs","Kaikki äidinkielet","Väestö yhteensä",221,219,213,213,204,211,211,206
"049 633 Högnäs","Suomi ja saame","Väestö yhteensä",162,157,156,162,157,162,158,156
"049 633 Högnäs","Ruotsi","Väestö yhteensä",49,50,47,44,40,40,38,35
"049 633 Högnäs","Muu kieli","Väestö yhteensä",10,12,10,7,7,9,15,15
"049 634 Karhusuo","Kaikki äidinkielet","Väestö yhteensä",2377,2479,2628,2624,2646,2730,2709,2745
"049 634 Karhusuo","Suomi ja saame","Väestö yhteensä",1975,2052,2156,2158,2148,2184,2155,2157
"049 634 Karhusuo","Ruotsi","Väestö yhteensä",211,195,205,197,199,200,196,201
"049 634 Karhusuo","Muu kieli","Väestö yhteensä",191,232,267,269,299,346,358,387
"049 635 Kunnarla","Kaikki äidinkielet","Väestö yhteensä",264,268,263,278,277,271,262,265
"049 635 Kunnarla","Suomi ja saame","Väestö yhteensä",222,230,225,235,229,225,218,219
"049 635 Kunnarla","Ruotsi","Väestö yhteensä",25,24,23,24,23,25,23,22
"049 635 Kunnarla","Muu kieli","Väestö yhteensä",17,14,15,19,25,21,21,24
"049 64 Nuuksio-Nupuri","Kaikki äidinkielet","Väestö yhteensä",2011,1998,1951,1972,1971,2005,2067,2168
"049 64 Nuuksio-Nupuri","Suomi ja saame","Väestö yhteensä",1741,1716,1662,1680,1670,1693,1743,1798
"049 64 Nuuksio-Nupuri","Ruotsi","Väestö yhteensä",210,210,210,211,204,208,201,206
"049 64 Nuuksio-Nupuri","Muu kieli","Väestö yhteensä",60,72,79,81,97,104,123,164
"049 641 Kolmperä","Kaikki äidinkielet","Väestö yhteensä",.,.,.,.,.,.,.,.
"049 641 Kolmperä","Suomi ja saame","Väestö yhteensä",.,.,.,.,.,.,.,.
"049 641 Kolmperä","Ruotsi","Väestö yhteensä",.,.,.,.,.,.,.,.
"049 641 Kolmperä","Muu kieli","Väestö yhteensä",.,.,.,.,.,.,.,.
"049 642 Vanha-Nuuksio-Nupuri","Kaikki äidinkielet","Väestö yhteensä",935,949,899,959,966,1028,1102,1185
"049 642 Vanha-Nuuksio-Nupuri","Suomi ja saame","Väestö yhteensä",796,798,742,791,797,849,904,966
"049 642 Vanha-Nuuksio-Nupuri","Ruotsi","Väestö yhteensä",123,127,129,133,126,127,125,124
"049 642 Vanha-Nuuksio-Nupuri","Muu kieli","Väestö yhteensä",16,24,28,35,43,52,73,95
"049 643 Siikajärvi","Kaikki äidinkielet","Väestö yhteensä",943,919,921,879,874,848,850,867
"049 643 Siikajärvi","Suomi ja saame","Väestö yhteensä",834,812,814,780,770,743,751,743
"049 643 Siikajärvi","Ruotsi","Väestö yhteensä",69,65,64,61,58,61,57,64
"049 643 Siikajärvi","Muu kieli","Väestö yhteensä",40,42,43,38,46,44,42,60
"049 644 Nuuksionpää","Kaikki äidinkielet","Väestö yhteensä",133,130,131,134,131,129,115,116
"049 644 Nuuksionpää","Suomi ja saame","Väestö yhteensä",111,106,106,109,103,101,88,89
"049 644 Nuuksionpää","Ruotsi","Väestö yhteensä",18,18,17,17,20,20,19,18
"049 644 Nuuksionpää","Muu kieli","Väestö yhteensä",4,6,8,8,8,8,8,9
"049 645 Ämmässuo","Kaikki äidinkielet","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 645 Ämmässuo","Suomi ja saame","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 645 Ämmässuo","Ruotsi","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 645 Ämmässuo","Muu kieli","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 7 Pohjois-Espoo","Kaikki äidinkielet","Väestö yhteensä",11175,11165,11195,11200,11347,11610,11648,11708
"049 7 Pohjois-Espoo","Suomi ja saame","Väestö yhteensä",9851,9824,9830,9789,9869,10040,10008,10015
"049 7 Pohjois-Espoo","Ruotsi","Väestö yhteensä",627,619,614,612,607,599,584,585
"049 7 Pohjois-Espoo","Muu kieli","Väestö yhteensä",697,722,751,799,871,971,1056,1108
"049 71 Vanhakartano-Röylä","Kaikki äidinkielet","Väestö yhteensä",7165,7148,7219,7262,7284,7550,7605,7714
"049 71 Vanhakartano-Röylä","Suomi ja saame","Väestö yhteensä",6285,6261,6304,6324,6297,6503,6515,6585
"049 71 Vanhakartano-Röylä","Ruotsi","Väestö yhteensä",457,458,455,443,440,441,422,433
"049 71 Vanhakartano-Röylä","Muu kieli","Väestö yhteensä",423,429,460,495,547,606,668,696
"049 711 Röylä","Kaikki äidinkielet","Väestö yhteensä",358,365,370,388,388,401,410,404
"049 711 Röylä","Suomi ja saame","Väestö yhteensä",283,287,291,311,311,320,326,321
"049 711 Röylä","Ruotsi","Väestö yhteensä",56,58,55,53,52,53,56,53
"049 711 Röylä","Muu kieli","Väestö yhteensä",19,20,24,24,25,28,28,30
"049 712 Puotinen","Kaikki äidinkielet","Väestö yhteensä",339,338,342,332,315,309,304,319
"049 712 Puotinen","Suomi ja saame","Väestö yhteensä",250,248,244,242,223,218,216,232
"049 712 Puotinen","Ruotsi","Väestö yhteensä",76,74,72,67,67,61,57,53
"049 712 Puotinen","Muu kieli","Väestö yhteensä",13,16,26,23,25,30,31,34
"049 713 Vanhakartano","Kaikki äidinkielet","Väestö yhteensä",1462,1442,1443,1406,1408,1421,1406,1394
"049 713 Vanhakartano","Suomi ja saame","Väestö yhteensä",1259,1235,1247,1203,1200,1202,1172,1158
"049 713 Vanhakartano","Ruotsi","Väestö yhteensä",115,116,107,97,97,94,89,89
"049 713 Vanhakartano","Muu kieli","Väestö yhteensä",88,91,89,106,111,125,145,147
"049 714 Perusmäki","Kaikki äidinkielet","Väestö yhteensä",1502,1551,1611,1693,1805,2055,2244,2329
"049 714 Perusmäki","Suomi ja saame","Väestö yhteensä",1378,1420,1462,1530,1618,1846,1999,2072
"049 714 Perusmäki","Ruotsi","Väestö yhteensä",76,77,89,93,99,98,99,109
"049 714 Perusmäki","Muu kieli","Väestö yhteensä",48,54,60,70,88,111,146,148
"049 715 Niipperi","Kaikki äidinkielet","Väestö yhteensä",3504,3452,3453,3443,3368,3364,3241,3268
"049 715 Niipperi","Suomi ja saame","Väestö yhteensä",3115,3071,3060,3038,2945,2917,2802,2802
"049 715 Niipperi","Ruotsi","Väestö yhteensä",134,133,132,133,125,135,121,129
"049 715 Niipperi","Muu kieli","Väestö yhteensä",255,248,261,272,298,312,318,337
"049 72 Kalajärvi-Lakisto","Kaikki äidinkielet","Väestö yhteensä",4010,4017,3976,3938,4063,4060,4043,3994
"049 72 Kalajärvi-Lakisto","Suomi ja saame","Väestö yhteensä",3566,3563,3526,3465,3572,3537,3493,3430
"049 72 Kalajärvi-Lakisto","Ruotsi","Väestö yhteensä",170,161,159,169,167,158,162,152
"049 72 Kalajärvi-Lakisto","Muu kieli","Väestö yhteensä",274,293,291,304,324,365,388,412
"049 721 Kalajärvi","Kaikki äidinkielet","Väestö yhteensä",2631,2611,2572,2552,2716,2736,2718,2675
"049 721 Kalajärvi","Suomi ja saame","Väestö yhteensä",2373,2351,2306,2267,2400,2383,2339,2291
"049 721 Kalajärvi","Ruotsi","Väestö yhteensä",83,75,73,80,78,75,79,77
"049 721 Kalajärvi","Muu kieli","Väestö yhteensä",175,185,193,205,238,278,300,307
"049 722 Luukki","Kaikki äidinkielet","Väestö yhteensä",111,112,114,111,112,113,107,101
"049 722 Luukki","Suomi ja saame","Väestö yhteensä",89,91,90,89,94,92,86,80
"049 722 Luukki","Ruotsi","Väestö yhteensä",21,18,20,19,16,16,16,16
"049 722 Luukki","Muu kieli","Väestö yhteensä",1,3,4,3,2,5,5,5
"049 723 Lahnus","Kaikki äidinkielet","Väestö yhteensä",940,974,995,995,990,974,995,991
"049 723 Lahnus","Suomi ja saame","Väestö yhteensä",851,876,899,895,886,871,891,889
"049 723 Lahnus","Ruotsi","Väestö yhteensä",58,60,58,62,65,60,56,50
"049 723 Lahnus","Muu kieli","Väestö yhteensä",31,38,38,38,39,43,48,52
"049 724 Lakisto","Kaikki äidinkielet","Väestö yhteensä",264,255,235,214,185,172,160,160
"049 724 Lakisto","Suomi ja saame","Väestö yhteensä",196,187,179,156,138,132,122,118
"049 724 Lakisto","Ruotsi","Väestö yhteensä",6,6,6,6,6,5,6,4
"049 724 Lakisto","Muu kieli","Väestö yhteensä",62,62,50,52,41,35,32,38
"049 725 Velskola","Kaikki äidinkielet","Väestö yhteensä",64,65,60,66,60,65,63,67
"049 725 Velskola","Suomi ja saame","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 725 Velskola","Ruotsi","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 725 Velskola","Muu kieli","Väestö yhteensä",..,..,..,..,..,..,..,..
"049 999 Muut","Kaikki äidinkielet","Väestö yhteensä",4443,4941,5233,5338,5526,5274,5251,4759
"049 999 Muut","Suomi ja saame","Väestö yhteensä",2612,2807,2988,3005,3093,2919,2932,2572
"049 999 Muut","Ruotsi","Väestö yhteensä",231,233,246,226,246,204,205,187
"049 999 Muut","Muu kieli","Väestö yhteensä",1600,1901,1999,2107,2187,2151,2114,2000
