municipal,district,name_population,Year,all,finnish_sami,other,swedish,5874358,5878088,5911249,5934892,5934906,5952975,5958354,5961860,5961890,5961894,5968821,5975374,5978639,5980222,5980260,name_district,non_official_lang_percentage,time_to_fastest_cbd,id
91,140,Taka-Töölö,2017,15492.0,12809.0,1186.0,1497.0,39,22,19,21,21,7,21,20,10,18,12,5,11,33,13,Taka-Töölö,0.07655564162148205,5,091140
91,140,Taka-Töölö,2018,15548.0,12851.0,1211.0,1486.0,34,21,21,22,21,7,22,23,11,18,12,5,12,33,13,Taka-Töölö,0.07788783123231284,5,091140
91,140,Taka-Töölö,2019,15734.0,12921.0,1280.0,1533.0,34,21,21,22,21,7,22,23,11,18,12,5,12,33,13,Taka-Töölö,0.0813524850641922,5,091140
91,140,Taka-Töölö,2020,15478.0,12755.0,1197.0,1526.0,34,21,21,22,21,7,22,23,11,18,12,5,12,33,13,Taka-Töölö,0.07733557307145626,5,091140
91,150,Meilahti,2013,5023.0,4267.0,294.0,462.0,37,28,25,19,15,13,25,12,21,24,15,12,18,35,20,Meilahti,0.05853075851085009,12,091150
91,150,Meilahti,2014,5062.0,4273.0,342.0,447.0,37,28,25,19,15,13,25,12,21,24,15,12,18,35,20,Meilahti,0.0675622283682339,12,091150
91,150,Meilahti,2015,5091.0,4327.0,324.0,440.0,35,29,26,19,16,14,26,12,22,23,17,13,18,34,21,Meilahti,0.06364172068355922,12,091150
91,150,Meilahti,2016,5109.0,4311.0,353.0,445.0,35,29,26,19,16,14,26,12,22,23,17,13,18,34,21,Meilahti,0.06909375611665688,12,091150
91,150,Meilahti,2017,5111.0,4326.0,350.0,435.0,35,29,26,19,16,14,26,12,22,23,17,13,18,34,21,Meilahti,0.06847974955977304,12,091150
91,150,Meilahti,2018,5146.0,4358.0,357.0,431.0,34,27,27,20,15,13,30,14,23,26,19,13,19,27,20,Meilahti,0.06937427127866304,13,091150
91,150,Meilahti,2019,5198.0,4436.0,331.0,431.0,34,27,27,20,15,13,30,14,23,26,19,13,19,27,20,Meilahti,0.06367833782223932,13,091150
91,150,Meilahti,2020,5142.0,4384.0,337.0,421.0,34,27,27,20,15,13,30,14,23,26,19,13,19,27,20,Meilahti,0.06553870089459354,13,091150
91,162,Pikku Huopalahti,2013,7270.0,5950.0,917.0,403.0,33,28,26,19,14,13,26,16,21,28,19,16,21,35,25,Pikku Huopalahti,0.12613480055020632,13,091162
91,162,Pikku Huopalahti,2014,7319.0,5862.0,1066.0,391.0,33,28,26,19,14,13,26,16,21,28,19,16,21,35,25,Pikku Huopalahti,0.14564831261101244,13,091162
91,162,Pikku Huopalahti,2015,7373.0,5836.0,1143.0,394.0,33,31,29,19,14,15,29,15,23,27,22,16,21,34,25,Pikku Huopalahti,0.1550250915502509,14,091162
91,162,Pikku Huopalahti,2016,7342.0,5742.0,1208.0,392.0,33,31,29,19,14,15,29,15,23,27,22,16,21,34,25,Pikku Huopalahti,0.16453282484336693,14,091162
91,162,Pikku Huopalahti,2017,7341.0,5733.0,1238.0,370.0,33,31,29,19,14,15,29,15,23,27,22,16,21,34,25,Pikku Huopalahti,0.16864187440403214,14,091162
91,162,Pikku Huopalahti,2018,7290.0,5647.0,1274.0,369.0,32,26,26,20,14,13,29,18,22,30,23,17,23,31,24,Pikku Huopalahti,0.1747599451303155,13,091162
91,162,Pikku Huopalahti,2019,7260.0,5632.0,1282.0,346.0,32,26,26,20,14,13,29,18,22,30,23,17,23,31,24,Pikku Huopalahti,0.1765840220385675,13,091162
91,162,Pikku Huopalahti,2020,7023.0,5428.0,1251.0,344.0,32,26,26,20,14,13,29,18,22,30,23,17,23,31,24,Pikku Huopalahti,0.17812900469884665,13,091162
91,171,Länsi-Pasila,2013,5107.0,4361.0,551.0,195.0,32,19,18,15,10,5,17,20,13,22,17,13,21,41,25,Länsi-Pasila,0.1078911298218132,5,091171
91,171,Länsi-Pasila,2014,5105.0,4340.0,589.0,176.0,32,19,18,15,10,5,17,20,13,22,17,13,21,41,25,Länsi-Pasila,0.11537708129285015,5,091171
91,171,Länsi-Pasila,2015,5093.0,4339.0,572.0,182.0,39,19,16,16,10,7,19,21,15,16,17,12,21,41,23,Länsi-Pasila,0.11231101511879049,7,091171
91,171,Länsi-Pasila,2016,5103.0,4335.0,596.0,172.0,39,19,16,16,10,7,19,21,15,16,17,12,21,41,23,Länsi-Pasila,0.11679404271996864,7,091171
91,171,Länsi-Pasila,2017,5235.0,4385.0,685.0,165.0,39,19,16,16,10,7,19,21,15,16,17,12,21,41,23,Länsi-Pasila,0.1308500477554919,7,091171
91,171,Länsi-Pasila,2018,5627.0,4713.0,735.0,179.0,31,16,16,16,10,5,23,23,16,24,17,16,24,37,23,Länsi-Pasila,0.13062022392038386,5,091171
91,171,Länsi-Pasila,2019,5574.0,4634.0,764.0,176.0,31,16,16,16,10,5,23,23,16,24,17,16,24,37,23,Länsi-Pasila,0.13706494438464298,5,091171
91,171,Länsi-Pasila,2020,5635.0,4633.0,822.0,180.0,31,16,16,16,10,5,23,23,16,24,17,16,24,37,23,Länsi-Pasila,0.1458740017746229,5,091171
91,173,Itä-Pasila,2013,3946.0,2946.0,872.0,128.0,19,14,13,11,12,0,15,26,10,18,15,12,19,43,22,Itä-Pasila,0.22098327420172326,0,091173
91,173,Itä-Pasila,2014,3944.0,2934.0,895.0,115.0,19,14,13,11,12,0,15,26,10,18,15,12,19,43,22,Itä-Pasila,0.22692697768762676,0,091173
91,173,Itä-Pasila,2015,3994.0,2927.0,951.0,116.0,31,15,11,11,12,0,15,27,10,13,13,12,19,44,22,Itä-Pasila,0.23810716074111166,0,091173
91,173,Itä-Pasila,2016,3960.0,2878.0,982.0,100.0,31,15,11,11,12,0,15,27,10,13,13,12,19,44,22,Itä-Pasila,0.24797979797979797,0,091173
91,173,Itä-Pasila,2017,4009.0,2879.0,1030.0,100.0,31,15,11,11,12,0,15,27,10,13,13,12,19,44,22,Itä-Pasila,0.2569219256672487,0,091173
91,173,Itä-Pasila,2018,3940.0,2783.0,1063.0,94.0,18,11,11,12,13,0,16,29,10,17,13,12,19,39,21,Itä-Pasila,0.26979695431472084,0,091173
91,173,Itä-Pasila,2019,3879.0,2716.0,1055.0,108.0,18,11,11,12,13,0,16,29,10,17,13,12,19,39,21,Itä-Pasila,0.2719773137406548,0,091173
91,173,Itä-Pasila,2020,3904.0,2743.0,1062.0,99.0,18,11,11,12,13,0,16,29,10,17,13,12,19,39,21,Itä-Pasila,0.27202868852459017,0,091173
91,174,Keski-Pasila,2013,131.0,120.0,5.0,6.0,31,14,13,11,10,0,15,20,12,20,17,12,19,42,22,Keski-Pasila,0.03816793893129771,0,091174
91,174,Keski-Pasila,2014,133.0,123.0,8.0,2.0,31,14,13,11,10,0,15,20,12,20,17,12,19,42,22,Keski-Pasila,0.06015037593984962,0,091174
91,174,Keski-Pasila,2015,132.0,122.0,8.0,2.0,41,15,11,11,10,0,15,21,12,13,17,12,19,41,22,Keski-Pasila,0.06060606060606061,0,091174
91,174,Keski-Pasila,2016,125.0,113.0,8.0,4.0,41,15,11,11,10,0,15,21,12,13,17,12,19,41,22,Keski-Pasila,0.064,0,091174
91,174,Keski-Pasila,2017,133.0,120.0,12.0,1.0,41,15,11,11,10,0,15,21,12,13,17,12,19,41,22,Keski-Pasila,0.09022556390977443,0,091174
91,174,Keski-Pasila,2020,649.0,538.0,89.0,22.0,41,15,11,11,10,0,15,21,12,13,17,12,19,41,22,Keski-Pasila,0.13713405238828968,0,091174
91,180,Laakso,2013,1886.0,1599.0,137.0,150.0,36,22,20,19,15,8,20,17,16,24,19,12,18,36,23,Laakso,0.07264050901378578,8,091180
91,180,Laakso,2014,1916.0,1606.0,153.0,157.0,36,22,20,19,15,8,20,17,16,24,19,12,18,36,23,Laakso,0.07985386221294363,8,091180
91,180,Laakso,2015,1941.0,1632.0,157.0,152.0,35,25,22,22,16,10,22,19,18,19,21,13,18,38,21,Laakso,0.08088614116434828,10,091180
91,180,Laakso,2016,1988.0,1674.0,163.0,151.0,35,25,22,22,16,10,22,19,18,19,21,13,18,38,21,Laakso,0.08199195171026157,10,091180
91,180,Laakso,2017,1986.0,1674.0,171.0,141.0,35,25,22,22,16,10,22,19,18,19,21,13,18,38,21,Laakso,0.08610271903323263,10,091180
91,180,Laakso,2018,2060.0,1654.0,185.0,221.0,34,22,22,22,15,10,30,22,21,25,19,13,19,36,20,Laakso,0.08980582524271845,10,091180
91,180,Laakso,2019,2090.0,1667.0,198.0,225.0,34,22,22,22,15,10,30,22,21,25,19,13,19,36,20,Laakso,0.09473684210526316,10,091180
91,180,Laakso,2020,2028.0,1615.0,175.0,238.0,34,22,22,22,15,10,30,22,21,25,19,13,19,36,20,Laakso,0.08629191321499013,10,091180
91,201,Ruoholahti,2013,3026.0,2416.0,490.0,120.0,46,28,29,30,30,20,18,17,12,14,11,8,12,19,0,Ruoholahti,0.16192994051553206,0,091201
91,201,Ruoholahti,2014,3003.0,2405.0,486.0,112.0,46,28,29,30,30,20,18,17,12,14,11,8,12,19,0,Ruoholahti,0.16183816183816183,0,091201
91,201,Ruoholahti,2015,3051.0,2399.0,537.0,115.0,53,28,30,30,30,20,18,18,12,14,11,8,11,21,0,Ruoholahti,0.176007866273353,0,091201
91,201,Ruoholahti,2016,2987.0,2318.0,551.0,118.0,53,28,30,30,30,20,18,18,12,14,11,8,11,21,0,Ruoholahti,0.18446601941747573,0,091201
91,201,Ruoholahti,2017,3029.0,2322.0,579.0,128.0,53,28,30,30,30,20,18,18,12,14,11,8,11,21,0,Ruoholahti,0.19115219544404094,0,091201
91,201,Ruoholahti,2018,3020.0,2290.0,606.0,124.0,42,26,29,28,29,20,18,16,12,13,11,8,10,23,0,Ruoholahti,0.20066225165562915,0,091201
91,201,Ruoholahti,2019,2964.0,2192.0,634.0,138.0,42,26,29,28,29,20,18,16,12,13,11,8,10,23,0,Ruoholahti,0.21390013495276652,0,091201
91,201,Ruoholahti,2020,2934.0,2129.0,669.0,136.0,42,26,29,28,29,20,18,16,12,13,11,8,10,23,0,Ruoholahti,0.2280163599182004,0,091201
91,203,Jätkäsaari,2013,4433.0,3665.0,531.0,237.0,46,28,29,30,30,20,19,23,12,14,11,8,11,25,5,Jätkäsaari,0.11978344236408753,5,091203
91,203,Jätkäsaari,2014,5845.0,4796.0,721.0,328.0,46,28,29,30,30,20,19,23,12,14,11,8,11,25,5,Jätkäsaari,0.12335329341317365,5,091203
91,203,Jätkäsaari,2015,6067.0,4935.0,800.0,332.0,53,28,30,30,31,20,19,21,12,14,11,8,9,24,5,Jätkäsaari,0.1318608867644635,5,091203
91,203,Jätkäsaari,2016,7039.0,5544.0,947.0,548.0,53,28,30,30,31,20,19,21,12,14,11,8,9,24,5,Jätkäsaari,0.1345361557039352,5,091203
91,203,Jätkäsaari,2017,9342.0,7351.0,1272.0,719.0,53,28,30,30,31,20,19,21,12,14,11,8,9,24,5,Jätkäsaari,0.1361592806679512,5,091203
91,203,Jätkäsaari,2018,10449.0,8111.0,1548.0,790.0,42,26,29,28,29,20,18,16,12,13,11,8,8,23,5,Jätkäsaari,0.14814814814814814,5,091203
91,203,Jätkäsaari,2019,11391.0,8754.0,1813.0,824.0,42,26,29,28,29,20,18,16,12,13,11,8,8,23,5,Jätkäsaari,0.15916074093582652,5,091203
91,203,Jätkäsaari,2020,12896.0,9735.0,2210.0,951.0,42,26,29,28,29,20,18,16,12,13,11,8,8,23,5,Jätkäsaari,0.17137096774193547,5,091203
91,204,Hernesaari,2013,1191.0,934.0,136.0,121.0,49,34,32,35,37,24,27,25,20,23,19,12,9,27,9,Hernesaari,0.11418975650713686,9,091204
91,204,Hernesaari,2014,1111.0,855.0,131.0,125.0,49,34,32,35,37,24,27,25,20,23,19,12,9,27,9,Hernesaari,0.11791179117911792,9,091204
91,204,Hernesaari,2015,1232.0,981.0,121.0,130.0,60,33,32,33,32,24,27,25,20,22,19,11,8,28,9,Hernesaari,0.09821428571428571,8,091204
91,204,Hernesaari,2016,1249.0,981.0,141.0,127.0,60,33,32,33,32,24,27,25,20,22,19,11,8,28,9,Hernesaari,0.11289031224979984,8,091204
91,204,Hernesaari,2017,1202.0,967.0,121.0,114.0,60,33,32,33,32,24,27,25,20,22,19,11,8,28,9,Hernesaari,0.10066555740432612,8,091204
91,204,Hernesaari,2018,1219.0,949.0,138.0,132.0,50,29,36,32,32,24,27,25,21,22,19,11,8,32,9,Hernesaari,0.11320754716981132,8,091204
91,204,Hernesaari,2019,1243.0,941.0,158.0,144.0,50,29,36,32,32,24,27,25,21,22,19,11,8,32,9,Hernesaari,0.12711182622687048,8,091204
91,204,Hernesaari,2020,1232.0,940.0,159.0,133.0,50,29,36,32,32,24,27,25,21,22,19,11,8,32,9,Hernesaari,0.12905844155844157,8,091204
91,220,Vallila,2013,8589.0,7548.0,710.0,331.0,22,17,16,14,15,3,9,27,0,6,7,8,16,32,12,Vallila,0.08266387239492375,0,091220
91,220,Vallila,2014,8959.0,7872.0,742.0,345.0,22,17,16,14,15,3,9,27,0,6,7,8,16,32,12,Vallila,0.08282174349815828,0,091220
91,220,Vallila,2015,9326.0,8197.0,755.0,374.0,32,17,14,14,15,3,10,28,0,6,6,8,16,34,12,Vallila,0.08095646579455286,0,091220
91,220,Vallila,2016,10013.0,8789.0,830.0,394.0,32,17,14,14,15,3,10,28,0,6,6,8,16,34,12,Vallila,0.08289224008788575,0,091220
91,220,Vallila,2017,10140.0,8852.0,859.0,429.0,32,17,14,14,15,3,10,28,0,6,6,8,16,34,12,Vallila,0.08471400394477317,0,091220
91,220,Vallila,2018,10375.0,9051.0,904.0,420.0,19,14,14,15,16,4,9,24,0,5,7,9,17,29,11,Vallila,0.08713253012048193,0,091220
91,220,Vallila,2019,10431.0,9077.0,925.0,429.0,19,14,14,15,16,4,9,24,0,5,7,9,17,29,11,Vallila,0.08867797910075736,0,091220
91,220,Vallila,2020,10462.0,9076.0,961.0,425.0,19,14,14,15,16,4,9,24,0,5,7,9,17,29,11,Vallila,0.0918562416363984,0,091220
91,240,Kumpula,2013,4033.0,3473.0,460.0,100.0,21,24,16,21,22,10,20,31,11,9,13,14,21,34,23,Kumpula,0.11405901314158196,9,091240
91,240,Kumpula,2014,3941.0,3376.0,460.0,105.0,21,24,16,21,22,10,20,31,11,9,13,14,21,34,23,Kumpula,0.11672164425272774,9,091240
91,240,Kumpula,2015,3838.0,3272.0,460.0,106.0,32,24,18,21,22,8,21,32,10,10,13,19,26,46,23,Kumpula,0.11985409067222512,8,091240
91,240,Kumpula,2016,3895.0,3285.0,505.0,105.0,32,24,18,21,22,8,21,32,10,10,13,19,26,46,23,Kumpula,0.12965340179717585,8,091240
91,240,Kumpula,2017,3949.0,3283.0,541.0,125.0,32,24,18,21,22,8,21,32,10,10,13,19,26,46,23,Kumpula,0.1369967080273487,8,091240
91,240,Kumpula,2018,4397.0,3648.0,611.0,138.0,19,22,19,22,23,10,21,34,10,11,13,20,26,42,24,Kumpula,0.13895838071412325,10,091240
91,240,Kumpula,2019,4372.0,3621.0,613.0,138.0,19,22,19,22,23,10,21,34,10,11,13,20,26,42,24,Kumpula,0.14021043000914912,10,091240
91,240,Kumpula,2020,4305.0,3551.0,615.0,139.0,19,22,19,22,23,10,21,34,10,11,13,20,26,42,24,Kumpula,0.14285714285714285,10,091240
91,250,Käpylä,2013,7715.0,6976.0,353.0,386.0,19,20,11,20,21,9,22,28,12,13,16,16,22,43,24,Käpylä,0.0457550226830849,9,091250
91,250,Käpylä,2014,8089.0,7263.0,438.0,388.0,19,20,11,20,21,9,22,28,12,13,16,16,22,43,24,Käpylä,0.05414760786252936,9,091250
91,250,Käpylä,2015,8114.0,7280.0,452.0,382.0,31,20,11,22,20,6,24,29,13,15,15,18,26,46,25,Käpylä,0.0557061868375647,6,091250
91,250,Käpylä,2016,8051.0,7220.0,444.0,387.0,31,20,11,22,20,6,24,29,13,15,15,18,26,46,25,Käpylä,0.05514842876661284,6,091250
91,250,Käpylä,2017,8073.0,7244.0,461.0,368.0,31,20,11,22,20,6,24,29,13,15,15,18,26,46,25,Käpylä,0.05710392666914406,6,091250
91,250,Käpylä,2018,7996.0,7148.0,488.0,360.0,18,16,11,21,23,8,23,37,13,14,14,18,26,43,25,Käpylä,0.061030515257628815,8,091250
91,250,Käpylä,2019,7788.0,7002.0,453.0,333.0,18,16,11,21,23,8,23,37,13,14,14,18,26,43,25,Käpylä,0.05816640986132512,8,091250
91,250,Käpylä,2020,7787.0,6963.0,468.0,356.0,18,16,11,21,23,8,23,37,13,14,14,18,26,43,25,Käpylä,0.06010016694490818,8,091250
91,260,Koskela,2013,3344.0,2684.0,543.0,117.0,29,22,13,29,25,13,23,34,14,13,18,18,25,40,27,Koskela,0.16238038277511962,13,091260
91,260,Koskela,2014,3325.0,2640.0,567.0,118.0,29,22,13,29,25,13,23,34,14,13,18,18,25,40,27,Koskela,0.1705263157894737,13,091260
91,260,Koskela,2015,3336.0,2670.0,568.0,98.0,41,20,12,25,27,10,26,35,15,16,19,23,30,49,27,Koskela,0.17026378896882494,10,091260
91,260,Koskela,2016,3339.0,2659.0,573.0,107.0,41,20,12,25,27,10,26,35,15,16,19,23,30,49,27,Koskela,0.17160826594788858,10,091260
91,260,Koskela,2017,3349.0,2642.0,606.0,101.0,41,20,12,25,27,10,26,35,15,16,19,23,30,49,27,Koskela,0.1809495371752762,10,091260
91,260,Koskela,2018,3337.0,2587.0,648.0,102.0,28,18,12,26,29,13,24,40,16,14,18,24,31,46,28,Koskela,0.1941863949655379,12,091260
91,260,Koskela,2019,3328.0,2550.0,670.0,108.0,28,18,12,26,29,13,24,40,16,14,18,24,31,46,28,Koskela,0.2013221153846154,12,091260
91,260,Koskela,2020,3389.0,2550.0,724.0,115.0,28,18,12,26,29,13,24,40,16,14,18,24,31,46,28,Koskela,0.2136323399232812,12,091260
91,270,Vanhakaupunki,2013,799.0,718.0,56.0,25.0,33,31,16,31,27,20,24,36,12,14,16,16,23,36,25,Vanhakaupunki,0.07008760951188986,12,091270
91,270,Vanhakaupunki,2014,789.0,711.0,59.0,19.0,33,31,16,31,27,20,24,36,12,14,16,16,23,36,25,Vanhakaupunki,0.07477820025348543,12,091270
91,270,Vanhakaupunki,2015,797.0,709.0,65.0,23.0,37,32,18,32,30,16,23,41,12,18,16,22,28,49,25,Vanhakaupunki,0.08155583437892096,12,091270
91,270,Vanhakaupunki,2016,783.0,696.0,60.0,27.0,37,32,18,32,30,16,23,41,12,18,16,22,28,49,25,Vanhakaupunki,0.07662835249042145,12,091270
91,270,Vanhakaupunki,2017,809.0,716.0,65.0,28.0,37,32,18,32,30,16,23,41,12,18,16,22,28,49,25,Vanhakaupunki,0.08034610630407911,12,091270
91,270,Vanhakaupunki,2018,788.0,692.0,69.0,27.0,39,29,20,34,29,22,23,37,13,15,17,23,29,45,27,Vanhakaupunki,0.08756345177664974,13,091270
91,270,Vanhakaupunki,2019,806.0,692.0,86.0,28.0,39,29,20,34,29,22,23,37,13,15,17,23,29,45,27,Vanhakaupunki,0.10669975186104218,13,091270
91,270,Vanhakaupunki,2020,808.0,704.0,80.0,24.0,39,29,20,34,29,22,23,37,13,15,17,23,29,45,27,Vanhakaupunki,0.09900990099009901,13,091270
91,281,Pirkkola,2013,474.0,435.0,7.0,32.0,23,32,18,14,18,19,31,29,20,27,25,24,32,50,33,Pirkkola,0.014767932489451477,14,091281
91,281,Pirkkola,2014,470.0,431.0,8.0,31.0,23,32,18,14,18,19,31,29,20,27,25,24,32,50,33,Pirkkola,0.01702127659574468,14,091281
91,281,Pirkkola,2015,493.0,453.0,10.0,30.0,23,28,20,15,15,20,32,27,21,28,26,24,29,44,33,Pirkkola,0.02028397565922921,15,091281
91,281,Pirkkola,2016,486.0,449.0,6.0,31.0,23,28,20,15,15,20,32,27,21,28,26,24,29,44,33,Pirkkola,0.012345679012345678,15,091281
91,281,Pirkkola,2017,485.0,452.0,6.0,27.0,23,28,20,15,15,20,32,27,21,28,26,24,29,44,33,Pirkkola,0.012371134020618556,15,091281
91,281,Pirkkola,2018,477.0,446.0,5.0,26.0,26,25,20,14,16,19,35,27,23,31,27,23,29,42,29,Pirkkola,0.010482180293501049,14,091281
91,281,Pirkkola,2019,474.0,440.0,8.0,26.0,26,25,20,14,16,19,35,27,23,31,27,23,29,42,29,Pirkkola,0.016877637130801686,14,091281
91,281,Pirkkola,2020,481.0,444.0,11.0,26.0,26,25,20,14,16,19,35,27,23,31,27,23,29,42,29,Pirkkola,0.02286902286902287,14,091281
91,282,Maunula,2013,6974.0,5795.0,913.0,266.0,16,31,18,15,21,14,26,30,15,21,18,24,30,47,30,Maunula,0.1309148264984227,14,091282
91,282,Maunula,2014,7228.0,5951.0,1010.0,267.0,16,31,18,15,21,14,26,30,15,21,18,24,30,47,30,Maunula,0.13973436635307138,14,091282
91,282,Maunula,2015,7425.0,6119.0,1040.0,266.0,20,28,19,18,18,17,29,29,18,25,17,25,31,42,30,Maunula,0.14006734006734006,17,091282
91,282,Maunula,2016,7389.0,6038.0,1075.0,276.0,20,28,19,18,18,17,29,29,18,25,17,25,31,42,30,Maunula,0.14548653403708214,17,091282
91,282,Maunula,2017,7524.0,6101.0,1152.0,271.0,20,28,19,18,18,17,29,29,18,25,17,25,31,42,30,Maunula,0.15311004784688995,17,091282
91,282,Maunula,2018,7476.0,6080.0,1121.0,275.0,14,24,18,16,19,14,26,29,16,21,17,26,32,45,28,Maunula,0.14994649545211344,14,091282
91,282,Maunula,2019,7500.0,6066.0,1160.0,274.0,14,24,18,16,19,14,26,29,16,21,17,26,32,45,28,Maunula,0.15466666666666667,14,091282
91,282,Maunula,2020,7655.0,6197.0,1187.0,271.0,14,24,18,16,19,14,26,29,16,21,17,26,32,45,28,Maunula,0.1550620509470934,14,091282
91,283,Metsälä,2013,1075.0,970.0,50.0,55.0,19,22,13,22,21,11,27,37,17,18,21,18,24,47,28,Metsälä,0.046511627906976744,11,091283
91,283,Metsälä,2014,1079.0,959.0,59.0,61.0,19,22,13,22,21,11,27,37,17,18,21,18,24,47,28,Metsälä,0.05468025949953661,11,091283
91,283,Metsälä,2015,1083.0,959.0,57.0,67.0,31,22,13,24,22,11,29,34,18,21,21,20,28,50,30,Metsälä,0.05263157894736842,11,091283
91,283,Metsälä,2016,1096.0,966.0,62.0,68.0,31,22,13,24,22,11,29,34,18,21,21,20,28,50,30,Metsälä,0.05656934306569343,11,091283
91,283,Metsälä,2017,1076.0,933.0,61.0,82.0,31,22,13,24,22,11,29,34,18,21,21,20,28,50,30,Metsälä,0.056691449814126396,11,091283
91,283,Metsälä,2018,1077.0,940.0,59.0,78.0,18,18,13,23,25,11,29,35,19,20,21,20,28,47,29,Metsälä,0.05478180129990715,11,091283
91,283,Metsälä,2019,1060.0,930.0,60.0,70.0,18,18,13,23,25,11,29,35,19,20,21,20,28,47,29,Metsälä,0.05660377358490566,11,091283
91,283,Metsälä,2020,1108.0,969.0,63.0,76.0,18,18,13,23,25,11,29,35,19,20,21,20,28,47,29,Metsälä,0.05685920577617329,11,091283
91,284,Patola,2013,9785.0,8629.0,741.0,415.0,16,16,7,19,23,10,26,35,15,18,18,16,23,45,27,Patola,0.07572815533980583,7,091284
91,284,Patola,2014,9871.0,8683.0,780.0,408.0,16,16,7,19,23,10,26,35,15,18,18,16,23,45,27,Patola,0.07901934960996859,7,091284
91,284,Patola,2015,9994.0,8749.0,856.0,389.0,27,14,6,19,20,9,28,32,18,21,17,18,25,49,28,Patola,0.0856513908345007,6,091284
91,284,Patola,2016,10130.0,8831.0,918.0,381.0,27,14,6,19,20,9,28,32,18,21,17,18,25,49,28,Patola,0.09062191510365251,6,091284
91,284,Patola,2017,10289.0,8957.0,942.0,390.0,27,14,6,19,20,9,28,32,18,21,17,18,25,49,28,Patola,0.0915540868889105,6,091284
91,284,Patola,2018,10247.0,8857.0,985.0,405.0,14,12,6,20,23,9,26,33,16,20,17,18,25,45,26,Patola,0.09612569532546111,6,091284
91,284,Patola,2019,10661.0,9135.0,1111.0,415.0,14,12,6,20,23,9,26,33,16,20,17,18,25,45,26,Patola,0.10421161241909764,6,091284
91,284,Patola,2020,10585.0,9024.0,1142.0,419.0,14,12,6,20,23,9,26,33,16,20,17,18,25,45,26,Patola,0.10788852149267832,6,091284
91,285,Veräjämäki,2013,2855.0,2522.0,228.0,105.0,23,16,7,21,23,10,28,37,19,21,24,16,23,45,27,Veräjämäki,0.07985989492119089,7,091285
91,285,Veräjämäki,2014,2853.0,2478.0,270.0,105.0,23,16,7,21,23,10,28,37,19,21,24,16,23,45,27,Veräjämäki,0.0946372239747634,7,091285
91,285,Veräjämäki,2015,2940.0,2536.0,296.0,108.0,33,14,6,19,21,9,28,39,20,23,25,18,25,49,28,Veräjämäki,0.10068027210884353,6,091285
91,285,Veräjämäki,2016,2851.0,2498.0,239.0,114.0,33,14,6,19,21,9,28,39,20,23,25,18,25,49,28,Veräjämäki,0.08383023500526131,6,091285
91,285,Veräjämäki,2017,2949.0,2523.0,303.0,123.0,33,14,6,19,21,9,28,39,20,23,25,18,25,49,28,Veräjämäki,0.10274669379450661,6,091285
91,285,Veräjämäki,2018,2928.0,2471.0,339.0,118.0,22,12,6,22,23,9,27,38,21,19,25,18,25,45,26,Veräjämäki,0.11577868852459017,6,091285
91,285,Veräjämäki,2019,2909.0,2463.0,338.0,108.0,22,12,6,22,23,9,27,38,21,19,25,18,25,45,26,Veräjämäki,0.11619113097284291,6,091285
91,285,Veräjämäki,2020,2782.0,2377.0,300.0,105.0,22,12,6,22,23,9,27,38,21,19,25,18,25,45,26,Veräjämäki,0.10783608914450037,6,091285
91,287,Veräjälaakso,2013,1402.0,1149.0,234.0,19.0,31,22,13,26,30,15,28,40,26,26,30,22,28,51,32,Veräjälaakso,0.16690442225392296,13,091287
91,287,Veräjälaakso,2014,1394.0,1121.0,254.0,19.0,31,22,13,26,30,15,28,40,26,26,30,22,28,51,32,Veräjälaakso,0.18220946915351507,13,091287
91,287,Veräjälaakso,2015,1398.0,1089.0,287.0,22.0,33,20,12,24,27,14,28,40,28,27,31,23,31,55,33,Veräjälaakso,0.20529327610872675,12,091287
91,287,Veräjälaakso,2016,1393.0,1098.0,276.0,19.0,33,20,12,24,27,14,28,40,28,27,31,23,31,55,33,Veräjälaakso,0.1981335247666906,12,091287
91,287,Veräjälaakso,2017,1359.0,1047.0,293.0,19.0,33,20,12,24,27,14,28,40,28,27,31,23,31,55,33,Veräjälaakso,0.21559970566593084,12,091287
91,287,Veräjälaakso,2018,1347.0,1029.0,300.0,18.0,33,17,11,28,28,14,27,41,29,24,33,23,31,50,32,Veräjälaakso,0.22271714922049,11,091287
91,287,Veräjälaakso,2019,1333.0,1011.0,306.0,16.0,33,17,11,28,28,14,27,41,29,24,33,23,31,50,32,Veräjälaakso,0.22955738934733683,11,091287
91,287,Veräjälaakso,2020,1299.0,972.0,313.0,14.0,33,17,11,28,28,14,27,41,29,24,33,23,31,50,32,Veräjälaakso,0.2409545804464973,11,091287
91,291,Etelä-Haaga,2013,11548.0,9675.0,923.0,950.0,30,25,25,10,6,12,26,24,21,25,26,19,27,43,29,Etelä-Haaga,0.07992726013162452,6,091291
91,291,Etelä-Haaga,2014,11740.0,9810.0,997.0,933.0,30,25,25,10,6,12,26,24,21,25,26,19,27,43,29,Etelä-Haaga,0.08492333901192504,6,091291
91,291,Etelä-Haaga,2015,11983.0,10012.0,999.0,972.0,29,24,22,9,6,11,29,20,23,27,27,19,27,44,30,Etelä-Haaga,0.0833681048151548,6,091291
91,291,Etelä-Haaga,2016,12425.0,10386.0,1050.0,989.0,29,24,22,9,6,11,29,20,23,27,27,19,27,44,30,Etelä-Haaga,0.08450704225352113,6,091291
