municipal,district,name_population,Year,all,finnish_sami,other,swedish,5874358,5878088,5911249,5934892,5934906,5952975,5958354,5961860,5961890,5961894,5968821,5975374,5978639,5980222,5980260,name_district
49,311,Matinmetsä,2017,4749.0,3074.0,1276.0,399.0,,,,,,,,,,,,,,,,
49,311,Matinmetsä,2018,4713.0,3043.0,1284.0,386.0,58,41,46,32,44,36,34,14,28,30,28,24,32,0,20,Matinmetsä
49,311,Matinmetsä,2019,4731.0,2979.0,1371.0,381.0,,,,,,,,,,,,,,,,
49,311,Matinmetsä,2020,4720.0,2884.0,1446.0,390.0,,,,,,,,,,,,,,,,
49,312,Tiistilä,2013,5147.0,3641.0,1079.0,427.0,55,51,47,36,48,42,39,25,32,34,31,26,34,5,20,Tiistilä
49,312,Tiistilä,2014,5192.0,3634.0,1122.0,436.0,,,,,,,,,,,,,,,,
49,312,Tiistilä,2015,5385.0,3722.0,1197.0,466.0,60,50,48,34,50,42,39,25,32,34,31,26,32,5,20,Tiistilä
49,312,Tiistilä,2016,5502.0,3685.0,1341.0,476.0,,,,,,,,,,,,,,,,
49,312,Tiistilä,2017,5509.0,3620.0,1429.0,460.0,,,,,,,,,,,,,,,,
49,312,Tiistilä,2018,5606.0,3659.0,1465.0,482.0,58,41,46,32,44,36,34,14,28,30,28,24,32,4,20,Tiistilä
49,312,Tiistilä,2019,5866.0,3762.0,1604.0,500.0,,,,,,,,,,,,,,,,
49,312,Tiistilä,2020,5719.0,3598.0,1621.0,500.0,,,,,,,,,,,,,,,,
49,313,Matinlahti,2013,5429.0,3925.0,737.0,767.0,57,51,45,32,44,37,35,22,28,30,27,24,30,0,16,Matinlahti
49,313,Matinlahti,2014,5792.0,4160.0,868.0,764.0,,,,,,,,,,,,,,,,
49,313,Matinlahti,2015,5915.0,4192.0,955.0,768.0,56,52,50,33,46,41,39,22,32,34,31,26,31,0,18,Matinlahti
49,313,Matinlahti,2016,6157.0,4299.0,1062.0,796.0,,,,,,,,,,,,,,,,
49,313,Matinlahti,2017,6391.0,4445.0,1133.0,813.0,,,,,,,,,,,,,,,,
49,313,Matinlahti,2018,6498.0,4401.0,1265.0,832.0,59,42,46,33,45,36,35,14,28,30,28,25,32,0,21,Matinlahti
49,313,Matinlahti,2019,6398.0,4296.0,1230.0,872.0,,,,,,,,,,,,,,,,
49,313,Matinlahti,2020,6410.0,4198.0,1341.0,871.0,,,,,,,,,,,,,,,,
49,314,Matinkylän keskus,2013,3086.0,2325.0,540.0,221.0,55,51,45,32,48,38,35,22,28,30,27,24,30,0,16,Matinkylän Keskus
49,314,Matinkylän keskus,2014,3108.0,2321.0,570.0,217.0,,,,,,,,,,,,,,,,
49,314,Matinkylän keskus,2015,3100.0,2288.0,600.0,212.0,56,50,47,30,46,38,37,22,31,33,30,24,31,0,17,Matinkylän Keskus
49,314,Matinkylän keskus,2016,3213.0,2375.0,612.0,226.0,,,,,,,,,,,,,,,,
49,314,Matinkylän keskus,2017,3614.0,2595.0,732.0,287.0,,,,,,,,,,,,,,,,
49,314,Matinkylän keskus,2018,3617.0,2588.0,752.0,277.0,58,41,46,32,44,36,34,14,28,30,28,24,32,0,20,Matinkylän Keskus
49,314,Matinkylän keskus,2019,3644.0,2532.0,835.0,277.0,,,,,,,,,,,,,,,,
49,314,Matinkylän keskus,2020,3609.0,2454.0,882.0,273.0,,,,,,,,,,,,,,,,
49,315,Nuottaniemi,2013,1302.0,987.0,106.0,209.0,61,55,51,40,55,43,40,30,33,35,32,29,35,8,21,Nuottaniemi
49,315,Nuottaniemi,2014,1269.0,969.0,89.0,211.0,,,,,,,,,,,,,,,,
49,315,Nuottaniemi,2015,1265.0,963.0,79.0,223.0,61,59,58,38,50,46,45,29,38,40,37,31,37,8,23,Nuottaniemi
49,315,Nuottaniemi,2016,1295.0,992.0,74.0,229.0,,,,,,,,,,,,,,,,
49,315,Nuottaniemi,2017,1294.0,974.0,77.0,243.0,,,,,,,,,,,,,,,,
49,315,Nuottaniemi,2018,1313.0,982.0,83.0,248.0,75,60,63,48,63,54,53,32,46,48,46,43,50,9,39,Nuottaniemi
49,315,Nuottaniemi,2019,1292.0,955.0,88.0,249.0,,,,,,,,,,,,,,,,
49,315,Nuottaniemi,2020,1279.0,937.0,97.0,245.0,,,,,,,,,,,,,,,,
49,321,Friisilä,2013,2524.0,2091.0,201.0,232.0,49,51,47,33,50,42,39,25,32,34,31,26,34,7,20,Friisilä
49,321,Friisilä,2014,2529.0,2091.0,199.0,239.0,,,,,,,,,,,,,,,,
49,321,Friisilä,2015,2522.0,2074.0,208.0,240.0,58,50,48,33,46,42,39,25,32,34,31,26,32,7,20,Friisilä
49,321,Friisilä,2016,2515.0,2046.0,230.0,239.0,,,,,,,,,,,,,,,,
49,321,Friisilä,2017,2523.0,2022.0,261.0,240.0,,,,,,,,,,,,,,,,
49,321,Friisilä,2018,2654.0,2129.0,276.0,249.0,62,47,50,32,47,41,40,19,33,36,33,30,37,7,26,Friisilä
49,321,Friisilä,2019,2678.0,2153.0,301.0,224.0,,,,,,,,,,,,,,,,
49,321,Friisilä,2020,2799.0,2247.0,336.0,216.0,,,,,,,,,,,,,,,,
49,322,Olarinmäki,2013,6825.0,5836.0,362.0,627.0,42,52,48,26,47,39,37,22,30,33,29,24,32,6,18,Olarinmäki
49,322,Olarinmäki,2014,6927.0,5896.0,385.0,646.0,,,,,,,,,,,,,,,,
49,322,Olarinmäki,2015,7013.0,5939.0,464.0,610.0,49,50,49,25,38,41,38,25,31,34,30,26,33,7,20,Olarinmäki
49,322,Olarinmäki,2016,6958.0,5874.0,491.0,593.0,,,,,,,,,,,,,,,,
49,322,Olarinmäki,2017,6944.0,5822.0,526.0,596.0,,,,,,,,,,,,,,,,
49,322,Olarinmäki,2018,6940.0,5761.0,609.0,570.0,63,46,51,26,39,41,40,19,33,35,33,29,37,6,25,Olarinmäki
49,322,Olarinmäki,2019,6954.0,5691.0,689.0,574.0,,,,,,,,,,,,,,,,
49,322,Olarinmäki,2020,6850.0,5538.0,724.0,588.0,,,,,,,,,,,,,,,,
49,323,Kuitinmäki,2013,5971.0,4638.0,958.0,375.0,47,51,47,31,48,41,37,23,30,32,29,26,32,6,18,Kuitinmäki
49,323,Kuitinmäki,2014,6111.0,4642.0,1078.0,391.0,,,,,,,,,,,,,,,,
49,323,Kuitinmäki,2015,6207.0,4642.0,1162.0,403.0,56,50,48,30,45,39,39,23,32,34,31,26,32,7,18,Kuitinmäki
49,323,Kuitinmäki,2016,6207.0,4631.0,1165.0,411.0,,,,,,,,,,,,,,,,
49,323,Kuitinmäki,2017,6612.0,4887.0,1284.0,441.0,,,,,,,,,,,,,,,,
49,323,Kuitinmäki,2018,6585.0,4797.0,1371.0,417.0,60,44,47,31,44,39,37,17,31,33,31,27,34,5,23,Kuitinmäki
49,323,Kuitinmäki,2019,6601.0,4685.0,1513.0,403.0,,,,,,,,,,,,,,,,
49,323,Kuitinmäki,2020,6446.0,4569.0,1477.0,400.0,,,,,,,,,,,,,,,,
49,331,Henttaa,2013,460.0,400.0,17.0,43.0,46,59,57,29,52,48,46,34,39,41,38,32,38,10,24,Henttaa
49,331,Henttaa,2014,484.0,429.0,21.0,34.0,,,,,,,,,,,,,,,,
49,331,Henttaa,2015,505.0,452.0,21.0,32.0,52,58,57,27,40,47,45,30,38,40,37,35,40,11,26,Henttaa
49,331,Henttaa,2016,522.0,465.0,25.0,32.0,,,,,,,,,,,,,,,,
49,331,Henttaa,2017,508.0,457.0,22.0,29.0,,,,,,,,,,,,,,,,
49,331,Henttaa,2018,746.0,655.0,60.0,31.0,74,53,57,28,41,48,46,25,40,42,40,36,43,11,32,Henttaa
49,331,Henttaa,2019,860.0,730.0,92.0,38.0,,,,,,,,,,,,,,,,
49,331,Henttaa,2020,1202.0,986.0,159.0,57.0,,,,,,,,,,,,,,,,
49,332,Suurpelto,2013,2035.0,1647.0,261.0,127.0,38,51,52,22,43,39,43,30,36,38,35,32,38,15,25,Suurpelto
49,332,Suurpelto,2014,2193.0,1731.0,319.0,143.0,,,,,,,,,,,,,,,,
49,332,Suurpelto,2015,2611.0,1889.0,578.0,144.0,37,51,49,22,36,39,45,26,38,40,37,32,39,11,25,Suurpelto
49,332,Suurpelto,2016,3320.0,2305.0,872.0,143.0,,,,,,,,,,,,,,,,
49,332,Suurpelto,2017,3539.0,2378.0,1027.0,134.0,,,,,,,,,,,,,,,,
49,332,Suurpelto,2018,4025.0,2682.0,1210.0,133.0,67,52,48,24,36,39,45,24,38,40,38,34,42,13,30,Suurpelto
49,332,Suurpelto,2019,4110.0,2637.0,1344.0,129.0,,,,,,,,,,,,,,,,
49,332,Suurpelto,2020,4445.0,2696.0,1617.0,132.0,,,,,,,,,,,,,,,,
49,411,Espoonlahden keskus,2013,4167.0,3169.0,683.0,315.0,62,51,51,35,50,41,39,25,32,34,31,26,34,14,20,Espoonlahden Keskus
49,411,Espoonlahden keskus,2014,4285.0,3231.0,714.0,340.0,,,,,,,,,,,,,,,,
49,411,Espoonlahden keskus,2015,4408.0,3274.0,753.0,381.0,61,53,50,35,51,43,42,27,35,38,34,28,34,14,21,Espoonlahden Keskus
49,411,Espoonlahden keskus,2016,4486.0,3250.0,865.0,371.0,,,,,,,,,,,,,,,,
49,411,Espoonlahden keskus,2017,4393.0,3161.0,886.0,346.0,,,,,,,,,,,,,,,,
49,411,Espoonlahden keskus,2018,4411.0,3130.0,939.0,342.0,69,53,56,43,56,47,46,25,39,42,39,36,43,10,32,Espoonlahden Keskus
49,411,Espoonlahden keskus,2019,4460.0,3108.0,996.0,356.0,,,,,,,,,,,,,,,,
49,411,Espoonlahden keskus,2020,4412.0,3056.0,1011.0,345.0,,,,,,,,,,,,,,,,
49,412,Soukanmäki,2013,6569.0,5037.0,956.0,576.0,67,54,51,39,55,44,44,29,37,40,37,29,37,17,23,Soukanmäki
49,412,Soukanmäki,2014,6475.0,4854.0,1062.0,559.0,,,,,,,,,,,,,,,,
49,412,Soukanmäki,2015,6599.0,4803.0,1258.0,538.0,67,56,54,38,52,46,44,30,37,40,36,31,37,17,24,Soukanmäki
49,412,Soukanmäki,2016,6698.0,4787.0,1373.0,538.0,,,,,,,,,,,,,,,,
49,412,Soukanmäki,2017,6663.0,4677.0,1472.0,514.0,,,,,,,,,,,,,,,,
49,412,Soukanmäki,2018,6699.0,4588.0,1594.0,517.0,70,57,58,45,60,51,48,27,41,44,41,38,45,12,34,Soukanmäki
49,412,Soukanmäki,2019,6653.0,4470.0,1672.0,511.0,,,,,,,,,,,,,,,,
49,412,Soukanmäki,2020,6634.0,4342.0,1761.0,531.0,,,,,,,,,,,,,,,,
49,413,Kivenlahti,2013,7877.0,6020.0,1307.0,550.0,63,60,55,39,55,48,43,29,37,39,36,31,38,17,25,Kivenlahti
49,413,Kivenlahti,2014,7867.0,5875.0,1432.0,560.0,,,,,,,,,,,,,,,,
49,413,Kivenlahti,2015,7882.0,5846.0,1474.0,562.0,61,54,56,36,52,46,45,31,38,40,37,32,38,18,24,Kivenlahti
49,413,Kivenlahti,2016,7859.0,5712.0,1585.0,562.0,,,,,,,,,,,,,,,,
49,413,Kivenlahti,2017,7872.0,5633.0,1673.0,566.0,,,,,,,,,,,,,,,,
49,413,Kivenlahti,2018,8135.0,5718.0,1826.0,591.0,74,60,60,41,57,52,50,30,44,46,44,40,48,10,36,Kivenlahti
49,413,Kivenlahti,2019,8130.0,5651.0,1923.0,556.0,,,,,,,,,,,,,,,,
49,413,Kivenlahti,2020,8210.0,5595.0,2070.0,545.0,,,,,,,,,,,,,,,,
49,414,Laurinlahti,2013,4033.0,3245.0,248.0,540.0,67,58,58,43,56,49,45,33,39,41,38,33,41,21,27,Laurinlahti
49,414,Laurinlahti,2014,4063.0,3257.0,279.0,527.0,,,,,,,,,,,,,,,,
49,414,Laurinlahti,2015,4052.0,3248.0,302.0,502.0,65,59,56,41,55,50,49,33,43,45,42,34,40,20,27,Laurinlahti
49,414,Laurinlahti,2016,4030.0,3194.0,329.0,507.0,,,,,,,,,,,,,,,,
49,414,Laurinlahti,2017,4019.0,3164.0,353.0,502.0,,,,,,,,,,,,,,,,
49,414,Laurinlahti,2018,3988.0,3116.0,370.0,502.0,77,60,65,43,58,53,53,33,47,49,47,43,50,17,39,Laurinlahti
49,414,Laurinlahti,2019,3987.0,3115.0,376.0,496.0,,,,,,,,,,,,,,,,
49,414,Laurinlahti,2020,3940.0,3047.0,399.0,494.0,,,,,,,,,,,,,,,,
49,415,Soukanniemi,2013,1183.0,876.0,41.0,266.0,71,59,55,45,57,48,46,35,39,41,38,36,42,23,29,Soukanniemi
49,415,Soukanniemi,2014,1373.0,1013.0,72.0,288.0,,,,,,,,,,,,,,,,
49,415,Soukanniemi,2015,1398.0,1039.0,63.0,296.0,70,64,58,45,57,53,50,35,43,45,42,36,42,22,29,Soukanniemi
49,415,Soukanniemi,2016,1481.0,1101.0,82.0,298.0,,,,,,,,,,,,,,,,
49,415,Soukanniemi,2017,1504.0,1107.0,98.0,299.0,,,,,,,,,,,,,,,,
49,415,Soukanniemi,2018,1600.0,1149.0,144.0,307.0,73,65,61,51,64,55,51,30,44,46,44,41,48,15,37,Soukanniemi
49,415,Soukanniemi,2019,1593.0,1137.0,158.0,298.0,,,,,,,,,,,,,,,,
49,415,Soukanniemi,2020,1602.0,1130.0,173.0,299.0,,,,,,,,,,,,,,,,
49,421,Kattilalaakso,2013,1590.0,1343.0,52.0,195.0,60,58,55,39,55,48,42,30,35,38,34,32,38,17,25,Kattilalaakso
49,421,Kattilalaakso,2014,1636.0,1378.0,66.0,192.0,,,,,,,,,,,,,,,,
49,421,Kattilalaakso,2015,1731.0,1463.0,71.0,197.0,59,59,57,37,53,47,45,35,38,40,37,33,39,19,25,Kattilalaakso
49,421,Kattilalaakso,2016,1778.0,1489.0,89.0,200.0,,,,,,,,,,,,,,,,
49,421,Kattilalaakso,2017,1816.0,1517.0,112.0,187.0,,,,,,,,,,,,,,,,
49,421,Kattilalaakso,2018,1908.0,1602.0,118.0,188.0,74,59,58,37,54,48,51,30,44,46,44,41,48,14,36,Kattilalaakso
49,421,Kattilalaakso,2019,1923.0,1615.0,128.0,180.0,,,,,,,,,,,,,,,,
49,421,Kattilalaakso,2020,2083.0,1718.0,181.0,184.0,,,,,,,,,,,,,,,,
49,422,Tillinmäki,2013,1968.0,1739.0,82.0,147.0,64,61,61,39,56,49,48,33,41,43,40,34,41,18,28,Tillinmäki
49,422,Tillinmäki,2014,2008.0,1750.0,115.0,143.0,,,,,,,,,,,,,,,,
49,422,Tillinmäki,2015,2086.0,1819.0,115.0,152.0,65,61,59,38,54,48,53,38,46,49,45,41,47,26,33,Tillinmäki
49,422,Tillinmäki,2016,2062.0,1804.0,103.0,155.0,,,,,,,,,,,,,,,,
49,422,Tillinmäki,2017,2040.0,1794.0,110.0,136.0,,,,,,,,,,,,,,,,
49,422,Tillinmäki,2018,2068.0,1815.0,118.0,135.0,77,65,59,38,53,48,60,39,53,55,53,50,57,23,46,Tillinmäki
49,422,Tillinmäki,2019,2136.0,1871.0,132.0,133.0,,,,,,,,,,,,,,,,
49,422,Tillinmäki,2020,2164.0,1868.0,158.0,138.0,,,,,,,,,,,,,,,,
49,423,Saunaniemi,2013,3171.0,2644.0,278.0,249.0,69,64,60,42,56,50,46,32,39,41,38,33,40,17,27,Saunaniemi
49,423,Saunaniemi,2014,3295.0,2731.0,316.0,248.0,,,,,,,,,,,,,,,,
49,423,Saunaniemi,2015,3381.0,2800.0,329.0,252.0,60,56,56,35,50,45,46,33,39,41,38,33,39,19,25,Saunaniemi
49,423,Saunaniemi,2016,3879.0,3167.0,443.0,269.0,,,,,,,,,,,,,,,,
49,423,Saunaniemi,2017,4388.0,3533.0,567.0,288.0,,,,,,,,,,,,,,,,
49,423,Saunaniemi,2018,4831.0,3851.0,673.0,307.0,76,63,58,37,59,48,54,33,47,49,47,44,51,12,40,Saunaniemi
49,423,Saunaniemi,2019,5578.0,4393.0,849.0,336.0,,,,,,,,,,,,,,,,
49,423,Saunaniemi,2020,5960.0,4606.0,1019.0,335.0,,,,,,,,,,,,,,,,
49,431,Latokaskenmäki,2013,4811.0,4244.0,267.0,300.0,53,51,52,29,45,39,45,30,38,41,37,32,38,16,25,Latokaskenmäki
49,431,Latokaskenmäki,2014,4820.0,4206.0,304.0,310.0,,,,,,,,,,,,,,,,
49,431,Latokaskenmäki,2015,4822.0,4212.0,312.0,298.0,52,51,49,28,44,38,45,31,38,40,37,32,38,15,25,Latokaskenmäki
49,431,Latokaskenmäki,2016,4804.0,4179.0,327.0,298.0,,,,,,,,,,,,,,,,
49,431,Latokaskenmäki,2017,4755.0,4127.0,342.0,286.0,,,,,,,,,,,,,,,,
49,431,Latokaskenmäki,2018,4762.0,4093.0,391.0,278.0,67,55,49,28,46,38,51,30,44,46,44,41,48,15,37,Latokaskenmäki
49,431,Latokaskenmäki,2019,4726.0,4032.0,435.0,259.0,,,,,,,,,,,,,,,,
49,431,Latokaskenmäki,2020,4686.0,3929.0,509.0,248.0,,,,,,,,,,,,,,,,
49,432,Eestinmalmi,2013,3080.0,2402.0,332.0,346.0,55,52,47,35,50,39,37,25,30,33,29,27,33,12,20,Eestinmalmi
49,432,Eestinmalmi,2014,3103.0,2415.0,331.0,357.0,,,,,,,,,,,,,,,,
49,432,Eestinmalmi,2015,3135.0,2421.0,355.0,359.0,54,50,49,33,48,41,39,25,32,35,31,27,34,13,20,Eestinmalmi
49,432,Eestinmalmi,2016,3129.0,2398.0,374.0,357.0,,,,,,,,,,,,,,,,
49,432,Eestinmalmi,2017,3095.0,2346.0,384.0,365.0,,,,,,,,,,,,,,,,
49,432,Eestinmalmi,2018,3115.0,2343.0,412.0,360.0,67,52,56,35,50,47,45,24,38,41,38,35,42,8,31,Eestinmalmi
49,432,Eestinmalmi,2019,3274.0,2447.0,460.0,367.0,,,,,,,,,,,,,,,,
49,432,Eestinmalmi,2020,3334.0,2458.0,501.0,375.0,,,,,,,,,,,,,,,,
49,433,Malminmäki,2013,2484.0,2105.0,139.0,240.0,53,51,52,29,45,39,43,28,37,39,36,30,37,12,23,Malminmäki
49,433,Malminmäki,2014,2486.0,2089.0,163.0,234.0,,,,,,,,,,,,,,,,
49,433,Malminmäki,2015,2515.0,2105.0,188.0,222.0,52,51,49,28,44,38,43,31,37,39,36,30,37,13,23,Malminmäki
49,433,Malminmäki,2016,2515.0,2107.0,189.0,219.0,,,,,,,,,,,,,,,,
49,433,Malminmäki,2017,2522.0,2079.0,225.0,218.0,,,,,,,,,,,,,,,,
49,433,Malminmäki,2018,2533.0,2066.0,255.0,212.0,67,55,49,28,46,38,49,29,43,45,43,39,47,13,35,Malminmäki
49,433,Malminmäki,2019,2515.0,2018.0,276.0,221.0,,,,,,,,,,,,,,,,
49,433,Malminmäki,2020,2513.0,2001.0,325.0,187.0,,,,,,,,,,,,,,,,
49,434,Nöykkiönlaakso,2013,4961.0,4139.0,362.0,460.0,56,54,54,39,53,44,39,29,33,35,32,28,36,16,22,Nöykkiönlaakso
49,434,Nöykkiönlaakso,2014,4975.0,4124.0,408.0,443.0,,,,,,,,,,,,,,,,
49,434,Nöykkiönlaakso,2015,4980.0,4107.0,429.0,444.0,55,55,53,37,51,46,42,30,36,38,35,30,36,16,23,Nöykkiönlaakso
49,434,Nöykkiönlaakso,2016,4998.0,4100.0,485.0,413.0,,,,,,,,,,,,,,,,
49,434,Nöykkiönlaakso,2017,5057.0,4095.0,564.0,398.0,,,,,,,,,,,,,,,,
49,434,Nöykkiönlaakso,2018,5021.0,4027.0,595.0,399.0,71,56,58,37,52,48,49,28,42,44,42,39,46,12,35,Nöykkiönlaakso
49,434,Nöykkiönlaakso,2019,5079.0,4014.0,670.0,395.0,,,,,,,,,,,,,,,,
49,434,Nöykkiönlaakso,2020,5013.0,3929.0,682.0,402.0,,,,,,,,,,,,,,,,
49,441,Iivisniemi,2013,3541.0,2970.0,282.0,289.0,65,52,48,41,52,40,41,30,34,36,33,28,34,14,20,Iivisniemi
49,441,Iivisniemi,2014,3526.0,2925.0,323.0,278.0,,,,,,,,,,,,,,,,
49,441,Iivisniemi,2015,3461.0,2864.0,339.0,258.0,67,54,51,37,50,45,42,27,35,37,34,30,36,16,22,Iivisniemi
49,441,Iivisniemi,2016,3457.0,2853.0,357.0,247.0,,,,,,,,,,,,,,,,
49,441,Iivisniemi,2017,3470.0,2817.0,404.0,249.0,,,,,,,,,,,,,,,,
49,441,Iivisniemi,2018,3471.0,2780.0,454.0,237.0,68,51,54,41,54,46,44,24,38,40,38,34,42,8,30,Iivisniemi
49,441,Iivisniemi,2019,3449.0,2722.0,483.0,244.0,,,,,,,,,,,,,,,,
49,441,Iivisniemi,2020,3374.0,2631.0,503.0,240.0,,,,,,,,,,,,,,,,
49,442,Hannus,2013,850.0,670.0,99.0,81.0,57,51,47,35,50,39,37,25,30,33,29,27,33,14,20,Hannus
49,442,Hannus,2014,879.0,674.0,123.0,82.0,,,,,,,,,,,,,,,,
49,442,Hannus,2015,859.0,643.0,134.0,82.0,61,50,49,33,49,41,39,25,32,35,31,27,34,14,20,Hannus
49,442,Hannus,2016,860.0,641.0,134.0,85.0,,,,,,,,,,,,,,,,
49,442,Hannus,2017,840.0,644.0,120.0,76.0,,,,,,,,,,,,,,,,
49,442,Hannus,2018,817.0,651.0,92.0,74.0,67,51,54,35,50,46,44,24,38,40,38,34,42,8,30,Hannus
49,442,Hannus,2019,812.0,618.0,115.0,79.0,,,,,,,,,,,,,,,,
49,442,Hannus,2020,798.0,585.0,129.0,84.0,,,,,,,,,,,,,,,,
49,443,Hannusjärvi,2013,1536.0,1235.0,84.0,217.0,62,51,50,35,50,41,39,25,32,34,31,26,34,14,20,Hannusjärvi
49,443,Hannusjärvi,2014,1550.0,1239.0,100.0,211.0,,,,,,,,,,,,,,,,
49,443,Hannusjärvi,2015,1573.0,1259.0,103.0,211.0,61,53,50,35,51,43,42,27,35,38,34,28,34,14,21,Hannusjärvi
49,443,Hannusjärvi,2016,1574.0,1248.0,117.0,209.0,,,,,,,,,,,,,,,,
49,443,Hannusjärvi,2017,1592.0,1258.0,124.0,210.0,,,,,,,,,,,,,,,,
49,443,Hannusjärvi,2018,1617.0,1269.0,142.0,206.0,69,53,56,43,56,47,46,25,39,42,39,36,43,10,32,Hannusjärvi
49,443,Hannusjärvi,2019,1589.0,1240.0,143.0,206.0,,,,,,,,,,,,,,,,
49,443,Hannusjärvi,2020,1561.0,1233.0,137.0,191.0,,,,,,,,,,,,,,,,
49,451,Suvisaari,2013,639.0,399.0,20.0,220.0,78,69,60,49,61,52,50,39,43,46,42,40,47,27,33,Suvisaaret
49,451,Suvisaari,2014,635.0,390.0,22.0,223.0,,,,,,,,,,,,,,,,
49,451,Suvisaari,2015,635.0,382.0,27.0,226.0,85,71,63,49,63,58,54,40,47,50,46,41,48,28,34,Suvisaaret
49,451,Suvisaari,2016,634.0,393.0,28.0,213.0,,,,,,,,,,,,,,,,
49,451,Suvisaari,2017,664.0,412.0,29.0,223.0,,,,,,,,,,,,,,,,
49,451,Suvisaari,2018,640.0,392.0,32.0,216.0,77,70,65,52,68,60,55,34,48,51,48,45,52,19,41,Suvisaaret
49,451,Suvisaari,2019,636.0,389.0,33.0,214.0,,,,,,,,,,,,,,,,
49,451,Suvisaari,2020,627.0,384.0,34.0,209.0,,,,,,,,,,,,,,,,
49,511,Kauklahti,2013,4030.0,3296.0,455.0,279.0,55,41,42,19,35,28,51,37,45,47,44,36,44,24,34,Kauklahti
49,511,Kauklahti,2014,4354.0,3518.0,547.0,289.0,,,,,,,,,,,,,,,,
49,511,Kauklahti,2015,4877.0,3943.0,645.0,289.0,43,41,39,18,33,28,46,37,45,43,44,36,44,31,37,Kauklahti
49,511,Kauklahti,2016,5140.0,4053.0,781.0,306.0,,,,,,,,,,,,,,,,
49,511,Kauklahti,2017,5411.0,4197.0,894.0,320.0,,,,,,,,,,,,,,,,
49,511,Kauklahti,2018,5568.0,4255.0,995.0,318.0,58,43,38,18,36,28,52,41,47,48,46,36,44,26,47,Kauklahti
49,511,Kauklahti,2019,5912.0,4488.0,1090.0,334.0,,,,,,,,,,,,,,,,
49,511,Kauklahti,2020,5977.0,4523.0,1113.0,341.0,,,,,,,,,,,,,,,,
49,512,Espoonkartano,2013,590.0,390.0,29.0,171.0,56,53,51,26,44,35,52,40,45,47,44,41,47,24,34,Espoonkartano
49,512,Espoonkartano,2014,591.0,386.0,25.0,180.0,,,,,,,,,,,,,,,,
49,512,Espoonkartano,2015,594.0,385.0,29.0,180.0,55,53,48,25,46,35,53,46,49,50,53,43,51,36,42,Espoonkartano
49,512,Espoonkartano,2016,605.0,372.0,50.0,183.0,,,,,,,,,,,,,,,,
49,512,Espoonkartano,2017,605.0,359.0,65.0,181.0,,,,,,,,,,,,,,,,
49,512,Espoonkartano,2018,583.0,371.0,37.0,175.0,74,53,48,27,49,38,60,52,54,57,55,45,54,35,57,Espoonkartano
49,512,Espoonkartano,2019,587.0,381.0,33.0,173.0,,,,,,,,,,,,,,,,
49,512,Espoonkartano,2020,567.0,362.0,36.0,169.0,,,,,,,,,,,,,,,,
49,521,Kurttila,2013,1407.0,1115.0,40.0,252.0,63,50,48,23,41,33,48,36,41,43,40,37,43,20,30,Kurttila
49,521,Kurttila,2014,1469.0,1156.0,60.0,253.0,,,,,,,,,,,,,,,,
49,521,Kurttila,2015,1503.0,1195.0,57.0,251.0,50,50,45,22,42,32,50,40,43,46,42,38,44,24,31,Kurttila
49,521,Kurttila,2016,1905.0,1511.0,132.0,262.0,,,,,,,,,,,,,,,,
49,521,Kurttila,2017,2136.0,1696.0,169.0,271.0,,,,,,,,,,,,,,,,
49,521,Kurttila,2018,2278.0,1840.0,170.0,268.0,66,50,45,24,45,35,58,38,52,54,52,43,51,18,44,Kurttila
49,521,Kurttila,2019,2486.0,1965.0,219.0,302.0,,,,,,,,,,,,,,,,
49,521,Kurttila,2020,2814.0,2235.0,256.0,323.0,,,,,,,,,,,,,,,,
49,522,Vanttila,2013,1971.0,1657.0,122.0,192.0,53,41,42,19,35,28,48,36,41,43,40,36,43,20,30,Vanttila
49,522,Vanttila,2014,2024.0,1692.0,140.0,192.0,,,,,,,,,,,,,,,,
49,522,Vanttila,2015,1985.0,1674.0,126.0,185.0,43,41,39,18,33,28,46,37,45,43,44,36,44,28,34,Vanttila
49,522,Vanttila,2016,1984.0,1678.0,128.0,178.0,,,,,,,,,,,,,,,,
49,522,Vanttila,2017,1997.0,1654.0,164.0,179.0,,,,,,,,,,,,,,,,
49,522,Vanttila,2018,2106.0,1718.0,193.0,195.0,58,43,38,18,36,28,52,41,47,48,46,36,44,21,47,Vanttila
49,522,Vanttila,2019,2160.0,1768.0,198.0,194.0,,,,,,,,,,,,,,,,
49,522,Vanttila,2020,2281.0,1872.0,221.0,188.0,,,,,,,,,,,,,,,,
49,611,Kirkkojärvi,2013,3799.0,2660.0,899.0,240.0,33,35,36,14,30,23,46,31,39,41,38,30,38,23,32,Kirkkojärvi
49,611,Kirkkojärvi,2014,3838.0,2690.0,904.0,244.0,,,,,,,,,,,,,,,,
49,611,Kirkkojärvi,2015,3848.0,2663.0,971.0,214.0,31,36,34,13,29,24,44,32,40,42,39,31,39,24,31,Kirkkojärvi
49,611,Kirkkojärvi,2016,3659.0,2512.0,941.0,206.0,,,,,,,,,,,,,,,,
49,611,Kirkkojärvi,2017,3954.0,2659.0,1093.0,202.0,,,,,,,,,,,,,,,,
49,611,Kirkkojärvi,2018,4009.0,2618.0,1195.0,196.0,52,39,33,13,31,24,48,33,42,43,41,31,39,22,38,Kirkkojärvi
49,611,Kirkkojärvi,2019,3997.0,2520.0,1255.0,222.0,,,,,,,,,,,,,,,,
