municipal,district,name_population,Year,all,finnish_sami,other,swedish,5874358,5878088,5911249,5934892,5934906,5952975,5958354,5961860,5961890,5961894,5968821,5975374,5978639,5980222,5980260,name_district
49,611,Kirkkojärvi,2020,4089.0,2513.0,1382.0,194.0,,,,,,,,,,,,,,,,
49,612,Tuomarila,2013,2875.0,2403.0,263.0,209.0,50,35,36,14,30,23,46,31,39,41,38,30,38,31,37,Tuomarila
49,612,Tuomarila,2014,2911.0,2418.0,308.0,185.0,,,,,,,,,,,,,,,,
49,612,Tuomarila,2015,2888.0,2375.0,320.0,193.0,31,36,34,13,29,24,44,32,40,42,39,31,39,29,35,Tuomarila
49,612,Tuomarila,2016,2955.0,2390.0,368.0,197.0,,,,,,,,,,,,,,,,
49,612,Tuomarila,2017,2973.0,2368.0,423.0,182.0,,,,,,,,,,,,,,,,
49,612,Tuomarila,2018,2917.0,2304.0,431.0,182.0,52,39,33,13,31,24,48,33,42,43,41,31,39,27,38,Tuomarila
49,612,Tuomarila,2019,3039.0,2337.0,517.0,185.0,,,,,,,,,,,,,,,,
49,612,Tuomarila,2020,3046.0,2283.0,595.0,168.0,,,,,,,,,,,,,,,,
49,613,Suvela,2013,12276.0,8050.0,3624.0,602.0,36,41,42,20,35,29,50,35,43,45,42,35,43,20,29,Suvela
49,613,Suvela,2014,12350.0,7938.0,3806.0,606.0,,,,,,,,,,,,,,,,
49,613,Suvela,2015,12515.0,7669.0,4272.0,574.0,35,41,39,18,33,28,49,34,42,44,41,36,42,21,28,Suvela
49,613,Suvela,2016,12627.0,7523.0,4533.0,571.0,,,,,,,,,,,,,,,,
49,613,Suvela,2017,12501.0,7275.0,4681.0,545.0,,,,,,,,,,,,,,,,
49,613,Suvela,2018,12796.0,7254.0,4993.0,549.0,57,44,38,18,36,28,53,34,47,48,46,36,44,20,41,Suvela
49,613,Suvela,2019,12778.0,7012.0,5257.0,509.0,,,,,,,,,,,,,,,,
49,613,Suvela,2020,12564.0,6674.0,5389.0,501.0,,,,,,,,,,,,,,,,
49,614,Kuurinniitty,2013,1796.0,1529.0,109.0,158.0,54,45,46,23,39,32,52,34,46,48,45,39,46,22,32,Kuurinniitty
49,614,Kuurinniitty,2014,1886.0,1584.0,130.0,172.0,,,,,,,,,,,,,,,,
49,614,Kuurinniitty,2015,1956.0,1650.0,140.0,166.0,42,45,43,21,37,32,50,32,45,47,44,39,45,23,31,Kuurinniitty
49,614,Kuurinniitty,2016,1993.0,1688.0,140.0,165.0,,,,,,,,,,,,,,,,
49,614,Kuurinniitty,2017,2010.0,1689.0,154.0,167.0,,,,,,,,,,,,,,,,
49,614,Kuurinniitty,2018,2040.0,1701.0,190.0,149.0,60,47,42,21,39,32,56,37,50,51,49,39,48,21,43,Kuurinniitty
49,614,Kuurinniitty,2019,2038.0,1675.0,217.0,146.0,,,,,,,,,,,,,,,,
49,614,Kuurinniitty,2020,2086.0,1670.0,257.0,159.0,,,,,,,,,,,,,,,,
49,615,Kaupunginkallio,2013,1690.0,1387.0,117.0,186.0,38,45,46,22,40,33,46,31,39,42,38,33,39,16,26,Kaupunginkallio
49,615,Kaupunginkallio,2014,1685.0,1379.0,118.0,188.0,,,,,,,,,,,,,,,,
49,615,Kaupunginkallio,2015,1658.0,1372.0,103.0,183.0,37,45,43,22,36,33,45,31,38,41,37,32,38,15,25,Kaupunginkallio
49,615,Kaupunginkallio,2016,1663.0,1357.0,120.0,186.0,,,,,,,,,,,,,,,,
49,615,Kaupunginkallio,2017,1661.0,1347.0,122.0,192.0,,,,,,,,,,,,,,,,
49,615,Kaupunginkallio,2018,1642.0,1331.0,128.0,183.0,61,48,42,22,40,33,51,30,44,47,44,40,48,15,37,Kaupunginkallio
49,615,Kaupunginkallio,2019,1630.0,1314.0,143.0,173.0,,,,,,,,,,,,,,,,
49,615,Kaupunginkallio,2020,1619.0,1292.0,158.0,169.0,,,,,,,,,,,,,,,,
49,616,Ymmersta,2013,2352.0,1704.0,424.0,224.0,51,36,37,14,30,23,46,31,39,41,38,30,39,34,38,Ymmersta
49,616,Ymmersta,2014,2431.0,1742.0,470.0,219.0,,,,,,,,,,,,,,,,
49,616,Ymmersta,2015,2420.0,1727.0,483.0,210.0,35,36,34,12,28,23,43,29,39,41,38,30,39,29,37,Ymmersta
49,616,Ymmersta,2016,2456.0,1726.0,527.0,203.0,,,,,,,,,,,,,,,,
49,616,Ymmersta,2017,2528.0,1812.0,528.0,188.0,,,,,,,,,,,,,,,,
49,616,Ymmersta,2018,2673.0,1888.0,596.0,189.0,51,38,33,12,30,23,47,34,41,42,40,30,39,31,38,Ymmersta
49,616,Ymmersta,2019,2647.0,1825.0,644.0,178.0,,,,,,,,,,,,,,,,
49,616,Ymmersta,2020,2648.0,1797.0,677.0,174.0,,,,,,,,,,,,,,,,
49,621,Muurala,2013,3213.0,2605.0,284.0,324.0,33,46,47,16,36,33,50,34,45,47,44,33,42,27,40,Muurala
49,621,Muurala,2014,3235.0,2583.0,333.0,319.0,,,,,,,,,,,,,,,,
49,621,Muurala,2015,3189.0,2540.0,333.0,316.0,31,46,44,16,30,33,51,36,45,47,44,37,43,28,39,Muurala
49,621,Muurala,2016,3173.0,2508.0,356.0,309.0,,,,,,,,,,,,,,,,
49,621,Muurala,2017,3124.0,2440.0,382.0,302.0,,,,,,,,,,,,,,,,
49,621,Muurala,2018,3115.0,2368.0,447.0,300.0,62,48,43,23,39,33,52,39,45,47,43,36,43,29,43,Muurala
49,621,Muurala,2019,3081.0,2314.0,470.0,297.0,,,,,,,,,,,,,,,,
49,621,Muurala,2020,3074.0,2249.0,513.0,312.0,,,,,,,,,,,,,,,,
49,622,Gumböle,2013,1178.0,1007.0,75.0,96.0,40,57,55,24,46,40,65,37,56,60,58,47,55,39,51,Gumböle
49,622,Gumböle,2014,1174.0,977.0,90.0,107.0,,,,,,,,,,,,,,,,
49,622,Gumböle,2015,1134.0,929.0,99.0,106.0,39,54,53,24,35,42,61,37,56,58,57,49,57,34,50,Gumböle
49,622,Gumböle,2016,1137.0,931.0,100.0,106.0,,,,,,,,,,,,,,,,
49,622,Gumböle,2017,1238.0,1024.0,113.0,101.0,,,,,,,,,,,,,,,,
49,622,Gumböle,2018,1224.0,1009.0,114.0,101.0,74,62,57,26,44,46,60,46,53,55,51,44,51,39,51,Gumböle
49,622,Gumböle,2019,1205.0,1002.0,110.0,93.0,,,,,,,,,,,,,,,,
49,622,Gumböle,2020,1203.0,978.0,128.0,97.0,,,,,,,,,,,,,,,,
49,631,Karvasmäki,2013,839.0,651.0,99.0,89.0,33,49,47,17,35,36,51,33,45,47,44,34,42,28,42,Karvasmäki
49,631,Karvasmäki,2014,836.0,654.0,102.0,80.0,,,,,,,,,,,,,,,,
49,631,Karvasmäki,2015,833.0,635.0,116.0,82.0,32,48,47,17,31,35,52,34,45,47,44,37,43,29,40,Karvasmäki
49,631,Karvasmäki,2016,813.0,601.0,136.0,76.0,,,,,,,,,,,,,,,,
49,631,Karvasmäki,2017,829.0,608.0,142.0,79.0,,,,,,,,,,,,,,,,
49,631,Karvasmäki,2018,811.0,586.0,149.0,76.0,64,51,46,22,35,36,52,40,46,48,43,37,44,30,43,Karvasmäki
49,631,Karvasmäki,2019,825.0,576.0,175.0,74.0,,,,,,,,,,,,,,,,
49,631,Karvasmäki,2020,810.0,532.0,211.0,67.0,,,,,,,,,,,,,,,,
49,632,Järvenperä,2013,4140.0,3595.0,255.0,290.0,44,54,52,21,28,36,59,34,54,57,54,44,52,32,45,Järvenperä
49,632,Järvenperä,2014,4121.0,3540.0,292.0,289.0,,,,,,,,,,,,,,,,
49,632,Järvenperä,2015,4174.0,3584.0,312.0,278.0,41,51,49,21,31,38,59,34,56,58,55,46,55,33,43,Järvenperä
49,632,Järvenperä,2016,4345.0,3735.0,347.0,263.0,,,,,,,,,,,,,,,,
49,632,Järvenperä,2017,4607.0,3924.0,415.0,268.0,,,,,,,,,,,,,,,,
49,632,Järvenperä,2018,4633.0,3926.0,455.0,252.0,62,52,47,22,31,37,59,41,53,57,54,45,53,34,55,Järvenperä
49,632,Järvenperä,2019,4771.0,3987.0,529.0,255.0,,,,,,,,,,,,,,,,
49,632,Järvenperä,2020,4747.0,3906.0,576.0,265.0,,,,,,,,,,,,,,,,
49,633,Högnäs,2013,221.0,162.0,10.0,49.0,40,57,55,21,32,42,57,34,50,53,49,41,48,32,46,Högnäs
49,633,Högnäs,2014,219.0,157.0,12.0,50.0,,,,,,,,,,,,,,,,
49,633,Högnäs,2015,213.0,156.0,10.0,47.0,41,52,50,22,32,39,58,35,51,54,50,43,50,33,43,Högnäs
49,633,Högnäs,2016,213.0,162.0,7.0,44.0,,,,,,,,,,,,,,,,
49,633,Högnäs,2017,204.0,157.0,7.0,40.0,,,,,,,,,,,,,,,,
49,633,Högnäs,2018,211.0,162.0,9.0,40.0,63,54,49,23,35,39,61,44,55,59,60,47,55,34,58,Högnäs
49,633,Högnäs,2019,211.0,158.0,15.0,38.0,,,,,,,,,,,,,,,,
49,633,Högnäs,2020,206.0,156.0,15.0,35.0,,,,,,,,,,,,,,,,
49,634,Karhusuo,2013,2377.0,1975.0,191.0,211.0,40,55,53,21,37,37,57,34,50,53,49,41,48,32,47,Karhusuo
49,634,Karhusuo,2014,2479.0,2052.0,232.0,195.0,,,,,,,,,,,,,,,,
49,634,Karhusuo,2015,2628.0,2156.0,267.0,205.0,40,52,50,21,32,39,58,34,51,54,50,43,50,33,44,Karhusuo
49,634,Karhusuo,2016,2624.0,2158.0,269.0,197.0,,,,,,,,,,,,,,,,
49,634,Karhusuo,2017,2646.0,2148.0,299.0,199.0,,,,,,,,,,,,,,,,
49,634,Karhusuo,2018,2730.0,2184.0,346.0,200.0,70,55,50,23,37,40,58,44,52,54,49,43,50,34,49,Karhusuo
49,634,Karhusuo,2019,2709.0,2155.0,358.0,196.0,,,,,,,,,,,,,,,,
49,634,Karhusuo,2020,2745.0,2157.0,387.0,201.0,,,,,,,,,,,,,,,,
49,635,Kunnarla,2013,264.0,222.0,17.0,25.0,49,66,64,32,53,51,66,50,60,62,59,50,57,38,55,Kunnarla
49,635,Kunnarla,2014,268.0,230.0,14.0,24.0,,,,,,,,,,,,,,,,
49,635,Kunnarla,2015,263.0,225.0,15.0,23.0,56,70,61,38,53,48,64,50,57,59,56,48,55,38,53,Kunnarla
49,635,Kunnarla,2016,278.0,235.0,19.0,24.0,,,,,,,,,,,,,,,,
49,635,Kunnarla,2017,277.0,229.0,25.0,23.0,,,,,,,,,,,,,,,,
49,635,Kunnarla,2018,271.0,225.0,21.0,25.0,84,65,59,39,56,49,74,59,68,69,67,57,65,43,65,Kunnarla
49,635,Kunnarla,2019,262.0,218.0,21.0,23.0,,,,,,,,,,,,,,,,
49,635,Kunnarla,2020,265.0,219.0,24.0,22.0,,,,,,,,,,,,,,,,
49,642,Vanha-Nuuksio-Nupuri,2013,935.0,796.0,16.0,123.0,53,58,56,26,47,41,66,39,57,61,60,48,56,44,53,Vanha-Nuuksio-Nupuri
49,642,Vanha-Nuuksio-Nupuri,2014,949.0,798.0,24.0,127.0,,,,,,,,,,,,,,,,
49,642,Vanha-Nuuksio-Nupuri,2015,899.0,742.0,28.0,129.0,58,56,54,26,37,43,64,39,60,62,59,51,59,40,52,Vanha-Nuuksio-Nupuri
49,642,Vanha-Nuuksio-Nupuri,2016,959.0,791.0,35.0,133.0,,,,,,,,,,,,,,,,
49,642,Vanha-Nuuksio-Nupuri,2017,966.0,797.0,43.0,126.0,,,,,,,,,,,,,,,,
49,642,Vanha-Nuuksio-Nupuri,2018,1028.0,849.0,52.0,127.0,78,67,60,28,46,49,72,48,64,68,62,54,62,43,64,Vanha-Nuuksio-Nupuri
49,642,Vanha-Nuuksio-Nupuri,2019,1102.0,904.0,73.0,125.0,,,,,,,,,,,,,,,,
49,642,Vanha-Nuuksio-Nupuri,2020,1185.0,966.0,95.0,124.0,,,,,,,,,,,,,,,,
49,643,Siikajärvi,2013,943.0,834.0,40.0,69.0,54,65,63,31,56,47,72,44,63,68,64,55,63,54,63,Siikajärvi
49,643,Siikajärvi,2014,919.0,812.0,42.0,65.0,,,,,,,,,,,,,,,,
49,643,Siikajärvi,2015,921.0,814.0,43.0,64.0,64,63,61,33,43,50,68,46,66,66,65,57,66,45,59,Siikajärvi
49,643,Siikajärvi,2016,879.0,780.0,38.0,61.0,,,,,,,,,,,,,,,,
49,643,Siikajärvi,2017,874.0,770.0,46.0,58.0,,,,,,,,,,,,,,,,
49,643,Siikajärvi,2018,848.0,743.0,44.0,61.0,84,73,67,33,51,55,78,55,70,73,68,59,67,50,67,Siikajärvi
49,643,Siikajärvi,2019,850.0,751.0,42.0,57.0,,,,,,,,,,,,,,,,
49,643,Siikajärvi,2020,867.0,743.0,60.0,64.0,,,,,,,,,,,,,,,,
49,644,Nuuksionpää,2013,133.0,111.0,4.0,18.0,68,65,66,43,57,52,74,57,66,70,67,59,68,56,59,Nuuksionpää
49,644,Nuuksionpää,2014,130.0,106.0,6.0,18.0,,,,,,,,,,,,,,,,
49,644,Nuuksionpää,2015,131.0,106.0,8.0,17.0,76,72,70,44,58,59,79,57,74,77,74,66,74,47,67,Nuuksionpää
49,644,Nuuksionpää,2016,134.0,109.0,8.0,17.0,,,,,,,,,,,,,,,,
49,644,Nuuksionpää,2017,131.0,103.0,8.0,20.0,,,,,,,,,,,,,,,,
49,644,Nuuksionpää,2018,129.0,101.0,8.0,20.0,88,69,64,43,54,54,74,52,66,69,64,55,63,53,64,Nuuksionpää
49,644,Nuuksionpää,2019,115.0,88.0,8.0,19.0,,,,,,,,,,,,,,,,
49,644,Nuuksionpää,2020,116.0,89.0,9.0,18.0,,,,,,,,,,,,,,,,
49,711,Röylä,2013,358.0,283.0,19.0,56.0,53,71,61,37,37,50,66,54,63,66,63,54,61,43,60,Röylä
49,711,Röylä,2014,365.0,287.0,20.0,58.0,,,,,,,,,,,,,,,,
49,711,Röylä,2015,370.0,291.0,24.0,55.0,61,74,66,38,44,53,68,53,61,63,60,53,59,43,57,Röylä
49,711,Röylä,2016,388.0,311.0,24.0,53.0,,,,,,,,,,,,,,,,
49,711,Röylä,2017,388.0,311.0,25.0,52.0,,,,,,,,,,,,,,,,
49,711,Röylä,2018,401.0,320.0,28.0,53.0,71,69,64,38,43,54,78,59,72,73,71,61,69,49,71,Röylä
49,711,Röylä,2019,410.0,326.0,28.0,56.0,,,,,,,,,,,,,,,,
49,711,Röylä,2020,404.0,321.0,30.0,53.0,,,,,,,,,,,,,,,,
49,712,Puotinen,2013,339.0,250.0,13.0,76.0,55,65,62,31,36,52,66,46,61,67,62,53,62,45,61,Puotinen
49,712,Puotinen,2014,338.0,248.0,16.0,74.0,,,,,,,,,,,,,,,,
49,712,Puotinen,2015,342.0,244.0,26.0,72.0,63,69,62,30,41,51,70,46,63,65,62,55,61,45,59,Puotinen
49,712,Puotinen,2016,332.0,242.0,23.0,67.0,,,,,,,,,,,,,,,,
49,712,Puotinen,2017,315.0,223.0,25.0,67.0,,,,,,,,,,,,,,,,
49,712,Puotinen,2018,309.0,218.0,30.0,61.0,65,68,60,30,39,51,77,48,71,73,66,58,66,50,63,Puotinen
49,712,Puotinen,2019,304.0,216.0,31.0,57.0,,,,,,,,,,,,,,,,
49,712,Puotinen,2020,319.0,232.0,34.0,53.0,,,,,,,,,,,,,,,,
49,713,Vanhakartano,2013,1462.0,1259.0,88.0,115.0,51,61,56,27,28,41,58,42,53,55,52,44,52,42,55,Vanhakartano
49,713,Vanhakartano,2014,1442.0,1235.0,91.0,116.0,,,,,,,,,,,,,,,,
49,713,Vanhakartano,2015,1443.0,1247.0,89.0,107.0,55,62,53,27,35,42,63,42,60,62,59,51,59,45,53,Vanhakartano
49,713,Vanhakartano,2016,1406.0,1203.0,106.0,97.0,,,,,,,,,,,,,,,,
49,713,Vanhakartano,2017,1408.0,1200.0,111.0,97.0,,,,,,,,,,,,,,,,
49,713,Vanhakartano,2018,1421.0,1202.0,125.0,94.0,51,55,56,28,32,46,71,45,64,66,63,51,60,48,60,Vanhakartano
49,713,Vanhakartano,2019,1406.0,1172.0,145.0,89.0,,,,,,,,,,,,,,,,
49,713,Vanhakartano,2020,1394.0,1158.0,147.0,89.0,,,,,,,,,,,,,,,,
49,714,Perusmäki,2013,1502.0,1378.0,48.0,76.0,54,65,57,32,31,45,59,48,54,59,56,47,56,47,59,Perusmäki
49,714,Perusmäki,2014,1551.0,1420.0,54.0,77.0,,,,,,,,,,,,,,,,
49,714,Perusmäki,2015,1611.0,1462.0,60.0,89.0,57,66,56,32,45,51,71,48,64,66,63,54,63,48,61,Perusmäki
49,714,Perusmäki,2016,1693.0,1530.0,70.0,93.0,,,,,,,,,,,,,,,,
49,714,Perusmäki,2017,1805.0,1618.0,88.0,99.0,,,,,,,,,,,,,,,,
49,714,Perusmäki,2018,2055.0,1846.0,111.0,98.0,55,60,60,33,43,54,77,51,70,68,68,57,66,53,66,Perusmäki
49,714,Perusmäki,2019,2244.0,1999.0,146.0,99.0,,,,,,,,,,,,,,,,
49,714,Perusmäki,2020,2329.0,2072.0,148.0,109.0,,,,,,,,,,,,,,,,
49,715,Niipperi,2013,3504.0,3115.0,255.0,134.0,48,55,51,35,26,39,53,50,48,54,51,42,50,49,54,Niipperi
49,715,Niipperi,2014,3452.0,3071.0,248.0,133.0,,,,,,,,,,,,,,,,
49,715,Niipperi,2015,3453.0,3060.0,261.0,132.0,51,59,49,34,38,45,65,50,58,60,57,48,56,53,58,Niipperi
49,715,Niipperi,2016,3443.0,3038.0,272.0,133.0,,,,,,,,,,,,,,,,
49,715,Niipperi,2017,3368.0,2945.0,298.0,125.0,,,,,,,,,,,,,,,,
49,715,Niipperi,2018,3364.0,2917.0,312.0,135.0,46,53,54,35,41,50,68,53,63,62,63,51,59,53,61,Niipperi
49,715,Niipperi,2019,3241.0,2802.0,318.0,121.0,,,,,,,,,,,,,,,,
49,715,Niipperi,2020,3268.0,2802.0,337.0,129.0,,,,,,,,,,,,,,,,
49,721,Kalajärvi,2013,2631.0,2373.0,175.0,83.0,53,61,50,38,26,39,55,53,52,58,54,43,51,57,53,Kalajärvi
49,721,Kalajärvi,2014,2611.0,2351.0,185.0,75.0,,,,,,,,,,,,,,,,
49,721,Kalajärvi,2015,2572.0,2306.0,193.0,73.0,58,56,53,41,30,42,59,55,55,57,54,45,53,62,57,Kalajärvi
49,721,Kalajärvi,2016,2552.0,2267.0,205.0,80.0,,,,,,,,,,,,,,,,
49,721,Kalajärvi,2017,2716.0,2400.0,238.0,78.0,,,,,,,,,,,,,,,,
49,721,Kalajärvi,2018,2736.0,2383.0,278.0,75.0,57,58,53,37,27,41,62,53,56,57,55,44,53,61,52,Kalajärvi
49,721,Kalajärvi,2019,2718.0,2339.0,300.0,79.0,,,,,,,,,,,,,,,,
49,721,Kalajärvi,2020,2675.0,2291.0,307.0,77.0,,,,,,,,,,,,,,,,
49,722,Luukki,2013,111.0,89.0,1.0,21.0,57,64,53,44,29,43,59,57,56,62,57,47,55,61,57,Luukki
49,722,Luukki,2014,112.0,91.0,3.0,18.0,,,,,,,,,,,,,,,,
49,722,Luukki,2015,114.0,90.0,4.0,20.0,63,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Luukki
49,722,Luukki,2016,111.0,89.0,3.0,19.0,,,,,,,,,,,,,,,,
49,722,Luukki,2017,112.0,94.0,2.0,16.0,,,,,,,,,,,,,,,,
49,722,Luukki,2018,113.0,92.0,5.0,16.0,67,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Luukki
49,722,Luukki,2019,107.0,86.0,5.0,16.0,,,,,,,,,,,,,,,,
49,722,Luukki,2020,101.0,80.0,5.0,16.0,,,,,,,,,,,,,,,,
49,723,Lahnus,2013,940.0,851.0,31.0,58.0,50,64,53,44,29,43,59,57,56,62,57,47,55,63,57,Lahnus
49,723,Lahnus,2014,974.0,876.0,38.0,60.0,,,,,,,,,,,,,,,,
49,723,Lahnus,2015,995.0,899.0,38.0,58.0,58,61,59,45,32,48,62,61,58,60,57,48,56,65,60,Lahnus
49,723,Lahnus,2016,995.0,895.0,38.0,62.0,,,,,,,,,,,,,,,,
49,723,Lahnus,2017,990.0,886.0,39.0,65.0,,,,,,,,,,,,,,,,
49,723,Lahnus,2018,974.0,871.0,43.0,60.0,57,62,57,43,30,45,66,57,60,61,59,48,57,64,56,Lahnus
49,723,Lahnus,2019,995.0,891.0,48.0,56.0,,,,,,,,,,,,,,,,
49,723,Lahnus,2020,991.0,889.0,52.0,50.0,,,,,,,,,,,,,,,,
49,724,Lakisto,2013,264.0,196.0,62.0,6.0,61,69,58,47,34,47,63,62,61,67,62,51,60,78,62,Lakisto
49,724,Lakisto,2014,255.0,187.0,62.0,6.0,,,,,,,,,,,,,,,,
49,724,Lakisto,2015,235.0,179.0,50.0,6.0,71,70,61,50,37,53,67,64,63,65,62,52,61,74,65,Lakisto
49,724,Lakisto,2016,214.0,156.0,52.0,6.0,,,,,,,,,,,,,,,,
49,724,Lakisto,2017,185.0,138.0,41.0,6.0,,,,,,,,,,,,,,,,
49,724,Lakisto,2018,172.0,132.0,35.0,5.0,69,67,61,46,36,49,71,62,65,66,64,53,62,78,60,Lakisto
49,724,Lakisto,2019,160.0,122.0,32.0,6.0,,,,,,,,,,,,,,,,
49,724,Lakisto,2020,160.0,118.0,38.0,4.0,,,,,,,,,,,,,,,,
91,111,Siltasaari,2013,2378.0,2103.0,170.0,105.0,31,26,26,24,25,18,13,26,7,9,0,7,15,31,11,Siltasaari
91,111,Siltasaari,2014,2431.0,2147.0,184.0,100.0,,,,,,,,,,,,,,,,
91,111,Siltasaari,2015,2458.0,2155.0,195.0,108.0,42,29,21,24,25,14,13,28,7,9,0,8,15,34,12,Siltasaari
91,111,Siltasaari,2016,2471.0,2159.0,205.0,107.0,,,,,,,,,,,,,,,,
91,111,Siltasaari,2017,2563.0,2234.0,215.0,114.0,,,,,,,,,,,,,,,,
91,111,Siltasaari,2018,2546.0,2202.0,221.0,123.0,29,24,20,24,25,14,12,23,6,8,0,8,16,28,10,Siltasaari
91,111,Siltasaari,2019,2533.0,2185.0,227.0,121.0,,,,,,,,,,,,,,,,
91,111,Siltasaari,2020,2399.0,2061.0,233.0,105.0,,,,,,,,,,,,,,,,
91,112,Linjat,2013,9702.0,8543.0,740.0,419.0,30,29,26,25,26,13,12,27,7,10,5,8,15,33,12,Linjat
91,112,Linjat,2014,9760.0,8530.0,768.0,462.0,,,,,,,,,,,,,,,,
91,112,Linjat,2015,9914.0,8630.0,811.0,473.0,41,29,25,26,27,13,15,28,8,10,5,9,15,35,13,Linjat
91,112,Linjat,2016,9885.0,8561.0,878.0,446.0,,,,,,,,,,,,,,,,
91,112,Linjat,2017,9884.0,8542.0,876.0,466.0,,,,,,,,,,,,,,,,
91,112,Linjat,2018,9677.0,8316.0,881.0,480.0,29,28,27,26,27,14,14,24,7,9,5,9,16,29,11,Linjat
91,112,Linjat,2019,9695.0,8308.0,910.0,477.0,,,,,,,,,,,,,,,,
91,112,Linjat,2020,9562.0,8201.0,916.0,445.0,,,,,,,,,,,,,,,,
91,113,Torkkelinmäki,2013,7111.0,6303.0,571.0,237.0,29,29,25,25,27,12,10,27,0,6,7,8,16,32,12,Torkkelinmäki
91,113,Torkkelinmäki,2014,7172.0,6297.0,607.0,268.0,,,,,,,,,,,,,,,,
91,113,Torkkelinmäki,2015,7062.0,6137.0,642.0,283.0,39,29,25,27,26,13,10,28,0,6,6,8,16,34,12,Torkkelinmäki
91,113,Torkkelinmäki,2016,6984.0,6035.0,675.0,274.0,,,,,,,,,,,,,,,,
91,113,Torkkelinmäki,2017,7117.0,6120.0,722.0,275.0,,,,,,,,,,,,,,,,
91,113,Torkkelinmäki,2018,7122.0,6130.0,726.0,266.0,27,28,27,30,30,14,9,24,0,5,6,9,17,29,11,Torkkelinmäki
91,113,Torkkelinmäki,2019,7105.0,6084.0,748.0,273.0,,,,,,,,,,,,,,,,
91,113,Torkkelinmäki,2020,6804.0,5804.0,698.0,302.0,,,,,,,,,,,,,,,,
91,161,Vanha Ruskeasuo,2013,2803.0,2332.0,209.0,262.0,33,23,21,19,14,7,21,22,16,25,21,16,21,42,25,Vanha Ruskeasuo
91,161,Vanha Ruskeasuo,2014,2911.0,2400.0,242.0,269.0,,,,,,,,,,,,,,,,
91,161,Vanha Ruskeasuo,2015,3000.0,2452.0,255.0,293.0,33,26,23,19,15,9,23,23,18,24,23,16,21,41,25,Vanha Ruskeasuo
91,161,Vanha Ruskeasuo,2016,2967.0,2406.0,270.0,291.0,,,,,,,,,,,,,,,,
91,161,Vanha Ruskeasuo,2017,2963.0,2410.0,269.0,284.0,,,,,,,,,,,,,,,,
91,161,Vanha Ruskeasuo,2018,2990.0,2449.0,255.0,286.0,32,21,21,20,15,8,23,28,17,25,21,17,23,42,24,Vanha Ruskeasuo
91,161,Vanha Ruskeasuo,2019,2992.0,2438.0,259.0,295.0,,,,,,,,,,,,,,,,
91,161,Vanha Ruskeasuo,2020,2908.0,2394.0,246.0,268.0,,,,,,,,,,,,,,,,
91,211,Hermanninmäki,2013,5617.0,4992.0,439.0,186.0,27,32,19,29,29,11,11,30,5,4,9,11,18,34,14,Hermanninmäki
91,211,Hermanninmäki,2014,5858.0,5195.0,480.0,183.0,,,,,,,,,,,,,,,,
91,211,Hermanninmäki,2015,6019.0,5303.0,517.0,199.0,38,30,20,27,26,12,12,31,5,5,9,11,18,37,14,Hermanninmäki
91,211,Hermanninmäki,2016,6112.0,5395.0,531.0,186.0,,,,,,,,,,,,,,,,
91,211,Hermanninmäki,2017,6073.0,5354.0,543.0,176.0,,,,,,,,,,,,,,,,
91,211,Hermanninmäki,2018,6036.0,5297.0,559.0,180.0,26,31,22,28,29,13,12,26,5,5,9,12,19,32,14,Hermanninmäki
91,211,Hermanninmäki,2019,6019.0,5247.0,586.0,186.0,,,,,,,,,,,,,,,,
91,211,Hermanninmäki,2020,5972.0,5197.0,583.0,192.0,,,,,,,,,,,,,,,,
91,213,Kyläsaari,2013,213.0,31.0,7.0,175.0,32,34,19,34,33,20,16,34,11,5,11,14,21,34,21,Kyläsaari
91,213,Kyläsaari,2014,306.0,45.0,8.0,253.0,,,,,,,,,,,,,,,,
91,213,Kyläsaari,2015,306.0,46.0,10.0,250.0,39,31,20,33,36,21,18,41,11,8,15,20,25,44,23,Kyläsaari
91,213,Kyläsaari,2016,306.0,44.0,7.0,255.0,,,,,,,,,,,,,,,,
91,213,Kyläsaari,2017,319.0,49.0,6.0,264.0,,,,,,,,,,,,,,,,
91,213,Kyläsaari,2018,320.0,45.0,11.0,264.0,32,31,22,37,35,21,17,34,12,7,13,20,27,40,22,Kyläsaari
91,213,Kyläsaari,2019,418.0,52.0,23.0,343.0,,,,,,,,,,,,,,,,
91,213,Kyläsaari,2020,417.0,58.0,22.0,337.0,,,,,,,,,,,,,,,,
91,231,Toukola,2013,1484.0,1297.0,101.0,86.0,29,31,16,29,31,17,20,34,11,9,13,14,21,34,23,Toukola
91,231,Toukola,2014,1493.0,1278.0,124.0,91.0,,,,,,,,,,,,,,,,
91,231,Toukola,2015,1506.0,1300.0,121.0,85.0,37,31,18,30,37,16,21,36,11,10,15,21,26,47,23,Toukola
91,231,Toukola,2016,1503.0,1312.0,105.0,86.0,,,,,,,,,,,,,,,,
91,231,Toukola,2017,1485.0,1283.0,122.0,80.0,,,,,,,,,,,,,,,,
91,231,Toukola,2018,1478.0,1279.0,115.0,84.0,35,26,20,29,31,17,21,36,12,11,14,21,26,42,24,Toukola
91,231,Toukola,2019,1494.0,1292.0,126.0,76.0,,,,,,,,,,,,,,,,
91,231,Toukola,2020,1452.0,1248.0,129.0,75.0,,,,,,,,,,,,,,,,
