from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5798987;5975374;394;27613;113;98;28871;120;107;32957;52;30028;46;28289
5798988;5975374;389;27206;124;111;28111;132;119;28111;47;29262;42;27524
5800879;5975374;379;26529;78;59;25955;69;53;25955;35;26462;31;26500
5800880;5975374;383;26808;84;63;26234;76;57;26234;36;26737;31;26775
5800881;5975374;431;30203;100;83;30869;115;91;30869;34;26366;30;26403
5800882;5975374;391;27350;100;80;28907;110;88;28907;52;33540;46;33577
5800883;5975374;391;27386;100;80;28943;110;88;28943;51;33317;45;33354
5800884;5975374;390;27307;78;59;28030;100;67;28030;46;31326;40;31363
5800885;5975374;386;27043;72;56;27804;100;64;27804;45;31028;40;31066
5800886;5975374;384;26895;74;58;27947;100;66;27947;48;31319;42;31357
5800887;5975374;386;27016;78;62;28220;100;70;28220;48;31404;42;31441
5800888;5975374;378;26474;99;82;27732;106;90;27732;48;28595;42;26856
5800889;5975374;384;26877;105;87;28136;111;95;28136;48;29184;43;27445
5800890;5975374;385;26953;105;88;28212;111;96;28212;50;29097;45;27358
5800891;5975374;388;27164;110;91;28423;115;99;28423;47;28973;42;27235
5800892;5975374;387;27101;105;90;28360;115;98;28360;49;29448;44;27709
5800893;5975374;389;27262;110;93;28521;115;101;28521;51;29989;46;28250
5800894;5975374;387;27116;120;109;28020;132;117;28020;47;29269;42;27530
5800895;5975374;384;26876;117;106;27780;129;114;27780;47;29169;42;27430
5802783;5975374;378;26431;74;57;25857;69;51;25857;36;26459;32;26497
5802784;5975374;376;26312;74;56;25738;66;50;25738;38;26430;33;26467
5802785;5975374;380;26590;78;60;26016;69;54;26016;32;25936;28;25973
5802786;5975374;393;27487;100;82;29044;114;90;29044;33;26118;30;26155
5802787;5975374;389;27250;100;78;28807;110;86;28807;49;33351;43;33388
5802788;5975374;386;27052;100;75;28609;110;83;28609;49;33104;43;33141
5802789;5975374;386;27053;100;75;28610;110;83;28610;47;31567;42;31604
5802790;5975374;387;27121;78;59;28053;100;67;28053;46;31089;41;31127
5802791;5975374;380;26623;74;58;27410;100;66;27410;46;31362;41;31400
5802792;5975374;384;26859;78;62;27647;100;70;27647;47;31665;41;31702
5802793;5975374;375;26245;98;78;27504;105;86;27504;47;28536;41;26797
5802794;5975374;380;26581;100;83;27840;110;91;27840;47;28821;42;27082
5802795;5975374;380;26581;100;83;27840;110;91;27840;47;28822;41;27083
5802796;5975374;381;26695;104;85;27954;111;93;27954;48;29018;43;27279
5802797;5975374;387;27056;105;90;28315;112;98;28315;49;29339;44;27600
5802798;5975374;389;27231;110;92;28490;115;100;28490;51;29082;45;27343
5802799;5975374;379;26559;113;101;27463;119;109;27463;46;28582;40;26843
5802800;5975374;378;26480;112;100;27384;117;108;27384;46;28750;41;27011
5802801;5975374;384;26848;117;105;27752;126;113;27752;48;29109;42;27370
5804689;5975374;375;26265;72;55;25691;63;49;25691;35;26151;31;26188
5804690;5975374;373;26094;68;52;25520;60;46;25520;37;26142;32;26180
5804691;5975374;376;26295;78;60;26045;69;54;26045;36;26126;32;26163
5804692;5975374;378;26487;84;63;26237;76;57;26237;39;26565;35;26602
5804693;5975374;389;27251;100;78;28808;110;86;28808;51;33415;45;33452
5804694;5975374;383;26812;94;72;28369;105;80;28369;49;33021;43;33058
5804695;5975374;382;26738;92;71;28295;105;79;28295;47;31653;41;31691
5804696;5975374;378;26462;74;56;27276;100;64;27276;47;32102;41;32140
5804697;5975374;377;26393;68;55;27181;100;63;27181;47;31698;41;31736
5804698;5975374;385;26921;78;63;27709;100;71;27709;47;31766;41;31803
5804699;5975374;372;26024;98;75;27282;102;83;27282;46;28252;41;26513
5804700;5975374;371;25982;98;75;27240;102;83;27240;46;28192;41;26453
5804701;5975374;375;26232;98;78;27490;105;86;27490;48;28581;43;26842
5804702;5975374;376;26296;98;79;27554;105;87;27554;47;28400;42;26661
5804703;5975374;378;26445;99;81;27704;106;89;27704;47;28574;41;26836
5804704;5975374;380;26593;100;83;27852;110;91;27852;49;28974;44;27235
5804705;5975374;376;26315;108;98;27219;117;106;27219;45;28396;40;26657
5804706;5975374;375;26275;108;97;27180;117;105;27180;49;28685;43;26946
5804707;5975374;379;26550;113;101;27454;119;109;27454;50;29198;45;27460
5806593;5975374;375;26280;67;55;25706;63;49;25706;36;26248;32;26285
5806594;5975374;370;25910;66;50;25336;57;44;25336;35;25900;31;25938
5806595;5975374;370;25877;68;49;25303;57;43;25303;35;25782;30;25820
5806596;5975374;372;26061;74;57;25811;69;51;25811;32;25509;28;25546
5806597;5975374;378;26436;82;62;26186;76;56;26186;36;26418;32;26456
5806598;5975374;382;26747;91;66;26496;83;60;26496;37;26650;33;26688
5806599;5975374;381;26648;88;70;28206;105;78;28206;48;32772;43;32809
5806600;5975374;377;26421;88;66;27978;104;74;27978;49;32629;43;32666
5806601;5975374;375;26222;74;58;27388;100;66;27388;47;32024;41;32061
5806602;5975374;379;26504;74;57;27318;100;65;27318;47;31836;42;31874
5806603;5975374;381;26652;78;59;27466;100;67;27466;48;28198;42;26459
5806604;5975374;372;26019;98;75;27278;102;83;27278;46;28135;41;26396
5806605;5975374;367;25706;91;71;26965;101;79;26965;47;27998;42;26259
5806606;5975374;370;25893;97;73;27152;102;81;27152;46;28058;41;26320
5806607;5975374;373;26076;98;76;27335;105;84;27335;48;28421;42;26682
5806608;5975374;377;26396;99;80;27655;105;88;27655;50;28765;44;27026
5806609;5975374;382;26717;104;85;27975;111;93;27975;49;28946;43;27207
5806610;5975374;371;25960;106;93;26864;116;101;26864;46;28133;41;26394
5806611;5975374;373;26119;106;95;27024;116;103;27024;48;28538;43;26799
5806612;5975374;377;26366;108;99;27270;117;107;27270;50;28688;45;26949
5806613;5975374;400;27982;137;122;28886;144;130;28886;50;29987;45;28248
5808496;5975374;376;26337;69;60;26052;64;54;26052;36;26178;32;26215
5808497;5975374;380;26607;73;60;26033;69;54;26033;37;26626;33;26663
5808498;5975374;379;26503;74;58;25929;69;52;25929;37;26416;32;26453
5808499;5975374;367;25662;68;51;25412;60;45;25412;34;25641;30;25678
5808500;5975374;371;25953;74;55;25702;63;49;25702;31;25214;27;25251
5808501;5975374;383;26787;94;67;26537;83;61;26537;37;26728;32;26765
5808502;5975374;383;26799;94;67;26549;83;61;26549;39;26926;35;26963
5808503;5975374;382;26746;94;71;28303;105;79;28303;51;32900;45;32938
5808504;5975374;378;26434;88;67;27991;104;75;27991;49;32520;43;32557
5808505;5975374;372;26055;78;61;27612;100;69;27612;48;32199;42;32236
5808506;5975374;371;25969;78;61;27600;100;69;27600;47;28168;41;26429
5808507;5975374;368;25751;87;68;26818;101;76;26818;46;27972;40;26233
5808508;5975374;365;25566;87;66;26633;99;74;26633;45;27673;40;25934
5808509;5975374;364;25509;87;68;26768;99;76;26768;45;27748;40;26009
5808510;5975374;369;25811;97;72;27069;101;80;27069;48;28237;43;26498
5808511;5975374;367;25690;91;70;26948;101;78;26948;51;28638;46;26900
5808512;5975374;370;25933;106;92;26838;116;100;26838;51;28824;45;27085
5808513;5975374;368;25732;103;90;26637;114;98;26637;45;27623;39;25884
5808514;5975374;366;25647;103;88;26551;110;96;26551;44;27883;39;26144
5808515;5975374;371;25939;106;92;26843;116;100;26843;45;28147;40;26408
5808516;5975374;374;26176;106;96;27080;116;104;27080;49;28606;43;26867
5808517;5975374;380;26587;110;100;26733;118;109;26733;51;28792;46;27053
5808518;5975374;385;26972;116;105;27118;128;114;27118;52;30266;47;28527
5810399;5975374;372;26073;75;55;25470;66;50;25470;36;25782;32;25819
5810400;5975374;375;26251;77;58;25648;70;53;25648;38;26208;34;26246
5810401;5975374;383;26795;76;62;26221;74;56;26221;39;26762;34;26800
5810402;5975374;362;25341;68;53;25554;60;47;25554;34;25287;30;25325
5810403;5975374;363;25412;68;53;25568;60;47;25568;34;25615;30;25652
5810404;5975374;372;26058;74;57;25808;69;51;25808;34;25221;30;25258
5810405;5975374;383;26844;94;68;26594;83;62;26594;38;26880;34;26918
5810406;5975374;385;26949;94;69;26699;83;63;26699;38;26975;34;27013
5810407;5975374;387;27114;94;72;26864;84;66;26864;50;28643;44;26904
5810408;5975374;377;26370;88;66;27927;100;74;27927;48;28309;42;26570
5810409;5975374;368;25758;74;58;26571;100;66;26571;47;27933;41;26194
5810410;5975374;365;25568;72;55;26382;99;63;26382;47;27755;41;26016
5810411;5975374;369;25822;87;69;26889;101;77;26889;46;27920;41;26181
5810412;5975374;361;25273;77;62;26340;95;70;26340;45;27615;39;25876
5810413;5975374;359;25116;77;62;26375;95;70;26375;45;27402;39;25663
5810414;5975374;361;25287;83;65;26546;98;73;26546;47;27665;41;25926
5810415;5975374;367;25695;91;70;26953;101;78;26953;50;27981;45;26242
5810416;5975374;363;25377;97;84;26281;105;92;26281;46;27410;41;25671
5810417;5975374;362;25345;94;84;26249;104;92;26249;44;27490;39;25751
5810418;5975374;366;25603;103;88;26507;110;96;26507;45;27919;40;26181
5810419;5975374;373;26137;106;95;27042;116;103;27042;48;28271;42;26532
5810420;5975374;377;26359;108;98;27263;117;106;27263;50;28674;44;26935
5810421;5975374;380;26574;110;99;26720;118;108;26720;51;28781;46;27042
5810422;5975374;383;26816;113;103;26962;122;112;26962;50;30101;45;28362
5810423;5975374;403;28219;142;123;29763;144;128;31365;49;29481;44;29481
5810457;5975374;388;27172;82;73;35224;78;70;27695;39;29123;35;29162
5810458;5975374;384;26887;78;68;36583;76;67;27439;40;29678;35;29717
5810462;5975374;381;26637;66;53;33370;63;50;33370;43;31104;38;31143
5810463;5975374;380;26632;63;51;32867;60;48;32867;43;31176;38;31215
5810464;5975374;381;26673;61;52;32982;59;49;32982;44;31585;39;31624
5812300;5975374;366;25639;69;49;25036;62;44;25036;35;25389;31;25427
5812301;5975374;370;25870;69;52;25267;66;47;25267;38;25867;34;25904
5812302;5975374;374;26176;77;57;25573;69;52;25573;41;26293;37;26331
5812303;5975374;362;25353;75;61;26126;69;55;26126;39;26827;35;26864
5812304;5975374;359;25100;70;58;25879;69;52;25879;34;25058;30;25095
5812305;5975374;359;25150;70;58;25937;69;52;25937;30;24626;27;24663
5812306;5975374;361;25263;73;61;24704;69;55;24704;37;25484;33;25521
5812307;5975374;363;25401;77;63;24843;74;57;24843;36;25362;32;25399
5812308;5975374;367;25723;90;80;26056;88;74;26056;37;26578;33;26615
5812309;5975374;368;25735;92;81;26068;88;75;26068;49;28577;43;26838
5812310;5975374;370;25932;94;83;26265;94;77;26265;48;28383;42;26644
5812311;5975374;367;25704;74;57;26517;100;65;26517;47;27937;41;26198
5812312;5975374;363;25405;68;54;26274;94;62;26274;46;27685;40;25946
5812313;5975374;360;25233;73;57;26488;98;65;26488;46;27395;40;25656
5812314;5975374;359;25161;73;57;26046;92;65;26046;45;27412;39;25673
5812315;5975374;355;24857;77;60;26230;86;68;26230;44;27109;39;25370
5812316;5975374;358;25059;78;63;25922;98;71;25922;47;27480;41;25741
5812317;5975374;361;25304;87;66;26167;99;74;26167;49;27887;43;26148
5812318;5975374;361;25241;94;82;26145;104;90;26145;44;27268;39;25530
5812319;5975374;358;25094;93;80;25999;102;88;25999;46;27499;41;25760
5812320;5975374;371;25937;106;92;26841;116;100;26841;45;27988;39;26249
5812321;5975374;371;25959;106;93;26863;116;101;26863;47;28356;42;26617
5812322;5975374;374;26160;105;92;26190;113;101;28965;51;28783;46;27045
5812323;5975374;377;26416;110;96;26446;116;105;29222;51;28130;46;26391
5812324;5975374;384;26894;115;104;27040;123;113;27040;51;29670;46;29670
5812325;5975374;403;28180;142;123;29724;143;128;31326;48;29488;43;29488
5812353;5975374;366;25632;99;80;28263;96;79;28263;38;27647;34;27686
5812354;5975374;369;25838;100;83;28468;99;82;28468;38;27866;34;27905
5812355;5975374;377;26389;100;89;37986;99;87;28842;36;28004;32;28043
5812356;5975374;375;26271;99;87;37846;97;85;37469;39;28425;34;28464
5812358;5975374;392;27433;87;76;37129;84;74;35514;43;29105;38;29144
5812359;5975374;389;27231;82;74;35312;82;71;35312;40;29134;36;29173
5812360;5975374;384;26896;78;68;36592;76;67;27448;40;30084;36;30123
5812361;5975374;382;26758;73;64;36282;72;62;27138;40;30056;36;30095
5812362;5975374;379;26545;70;58;34200;71;56;26671;44;30661;40;30700
5812363;5975374;378;26432;67;57;34083;69;54;26558;41;30591;36;30630
5812364;5975374;377;26399;66;51;33252;63;48;33252;42;30833;38;30872
5812365;5975374;378;26495;66;51;33245;63;48;33245;44;31302;39;31341
5812366;5975374;377;26398;61;51;34076;61;51;33698;45;31981;40;32020
5814173;5975374;432;30273;104;78;30442;109;80;30442;60;36605;53;36631
5814174;5975374;442;30952;104;88;31121;116;90;31121;61;37245;54;37272
5814175;5975374;443;31043;109;89;31212;116;91;31212;59;35747;52;35774
5814176;5975374;413;28891;132;119;33282;144;121;33282;53;34133;46;34159
5814201;5975374;364;25452;69;46;24849;62;41;24849;37;25409;32;25446
5814202;5975374;367;25702;69;50;25099;62;45;25099;38;25070;34;25107
5814203;5975374;374;26194;77;57;25591;69;52;25591;39;26003;34;26041
5814204;5975374;359;25144;70;59;24585;69;53;24585;35;25091;31;25128
5814205;5975374;355;24874;67;56;24316;66;50;24316;34;24724;29;24762
5814206;5975374;355;24872;67;55;24313;63;49;24313;31;24479;28;24516
5814207;5975374;357;25019;69;58;24461;69;52;24461;34;25117;30;25154
5814208;5975374;360;25182;70;60;24623;69;54;24623;35;25253;31;25291
5814209;5975374;365;25575;89;78;25908;88;72;25908;36;26405;32;26443
5814210;5975374;364;25512;87;77;25844;85;71;25844;38;26397;34;26435
5814211;5975374;368;25728;90;80;26061;88;74;26061;51;28626;45;26887
5814212;5975374;368;25785;74;58;26598;100;66;26598;49;28097;43;26359
5814213;5975374;363;25439;74;59;26626;98;67;26626;49;28017;43;26278
5814214;5975374;358;25088;72;55;25904;95;63;25904;45;27266;40;25528
5814215;5975374;356;24950;68;53;25766;85;61;25766;47;27306;41;25567
5814216;5975374;353;24688;73;57;25551;92;65;25551;45;26983;39;25244
5814217;5975374;353;24710;73;58;25573;92;66;25573;48;26939;42;25200
5814218;5975374;354;24777;74;59;25640;92;67;25640;48;27575;43;25836
5814219;5975374;358;25037;92;80;25941;102;88;25941;44;27178;39;25440
5814220;5975374;355;24853;92;77;25757;95;83;24924;46;27259;41;25520
5814221;5975374;374;26203;107;96;27107;116;104;27107;48;28338;43;26599
5814222;5975374;375;26222;107;97;27126;116;105;27126;50;28527;44;26788
5814223;5975374;371;25941;102;89;25971;108;98;28746;50;28050;45;26311
5814224;5975374;370;25895;102;88;25925;105;97;28700;51;28139;46;26400
5814225;5975374;403;28175;142;123;29719;143;128;31321;51;29720;46;29720
5814226;5975374;399;27941;137;119;29485;137;126;31087;49;29545;44;29545
5814227;5975374;395;27626;130;115;29170;134;122;30772;48;29410;43;29410
5814253;5975374;359;25118;93;72;27749;89;71;27749;41;27695;37;27734
5814254;5975374;362;25311;73;54;26446;76;53;26446;41;27909;37;27948
5814255;5975374;361;25257;73;53;26392;69;52;26392;41;28084;36;28123
5814256;5975374;379;26551;101;91;38148;100;89;37770;39;28486;35;28525
5814257;5975374;386;26997;107;96;38572;104;95;38194;39;28970;34;29009
5814258;5975374;381;26699;102;92;38274;101;91;37896;39;28811;35;28850
5814259;5975374;385;26919;105;95;38494;104;94;38117;42;29081;38;29120
5814260;5975374;389;27208;82;74;35289;82;71;35289;44;31507;39;31546
5814261;5975374;385;26953;78;69;36649;78;67;27504;41;30278;37;30317
5814262;5975374;383;26813;71;61;36083;71;59;26939;40;30152;36;30191
5814263;5975374;381;26700;72;61;34355;71;58;26826;41;30411;36;30450
5814264;5975374;375;26271;68;55;33946;64;52;33946;41;30468;36;30507
5814265;5975374;372;26008;59;50;33596;60;47;33596;41;30705;37;30744
5814266;5975374;371;25976;71;56;34016;66;52;35157;43;31165;39;31204
5814267;5975374;373;26084;62;49;34225;62;49;33847;47;32598;41;31159
5814268;5975374;370;25900;58;46;34021;58;46;33643;46;32463;41;31024
5816065;5975374;438;30628;104;84;30897;116;86;30897;59;36900;51;35954
5816068;5975374;427;29916;90;76;30186;109;76;30186;57;36208;50;35262
5816069;5975374;430;30129;104;77;30398;109;79;30398;56;35527;49;35553
5816070;5975374;417;29207;77;65;29376;97;65;29376;57;35523;50;35549
5816071;5975374;417;29202;78;66;29431;97;66;29431;57;35367;50;35393
5816072;5975374;418;29295;79;67;29524;97;67;29524;54;34539;47;34566
5816073;5975374;404;28264;85;71;29816;97;71;29816;55;34403;48;34429
5816074;5975374;399;27906;100;85;30788;110;85;30788;54;34061;47;34087
5816075;5975374;414;28952;136;119;33343;148;121;33343;53;34205;47;34231
5816099;5975374;373;26140;77;56;25526;72;51;25526;35;25817;31;25854
5816100;5975374;358;25072;65;48;24965;62;43;24965;34;24900;30;24937
5816101;5975374;357;24988;68;54;25356;66;49;25356;36;24928;32;24966
5816102;5975374;357;24982;70;55;24386;66;50;24386;34;24438;30;24476
5816103;5975374;356;24915;67;56;24356;66;50;24356;34;24999;30;25036
5816104;5975374;352;24645;63;52;24087;60;46;24087;33;24748;29;24785
5816105;5975374;352;24657;63;52;24098;60;46;24098;31;24229;27;24267
5816106;5975374;355;24859;67;55;24300;63;49;24300;34;24834;30;24871
5816107;5975374;360;25202;70;60;24643;69;54;24643;35;25223;31;25261
5816108;5975374;363;25401;84;76;25734;85;70;25734;34;25332;30;25369
5816109;5975374;360;25206;83;73;25539;83;67;25539;37;26124;33;26161
5816110;5975374;363;25435;84;75;28968;85;70;25768;38;26364;34;26402
5816111;5975374;364;25462;90;71;28696;92;78;26280;40;26832;35;26869
5816112;5975374;362;25342;96;69;28576;102;85;26604;39;27224;35;27262
5816113;5975374;357;24976;73;56;25973;92;64;25973;47;27327;41;25588
5816114;5975374;353;24676;68;53;25496;85;61;25496;44;26885;39;25146
5816115;5975374;349;24416;68;54;25510;82;62;25510;43;26610;38;24871
5816116;5975374;349;24424;68;54;25286;82;62;25286;46;26837;41;25099
5816117;5975374;352;24670;73;57;25533;92;65;25533;46;26827;41;25089
5816118;5975374;352;24645;88;79;24716;95;80;24716;43;26610;37;24871
5816119;5975374;352;24672;89;79;24743;95;80;24743;46;27156;41;25417
5816120;5975374;374;26182;107;92;26212;113;101;28987;52;28593;46;26854
5816121;5975374;372;26047;104;90;26077;109;99;28853;48;28464;43;26725
5816122;5975374;366;25648;95;85;25678;104;94;28453;46;27757;41;26018
5816123;5975374;366;25633;95;84;25663;104;93;28438;49;27993;44;26254
5816124;5975374;367;25705;97;85;25735;104;94;28510;50;28081;45;26342
5816125;5975374;400;27999;139;120;29543;143;129;29543;52;29800;47;29800
5816126;5975374;398;27846;132;118;29390;134;125;30992;51;29575;46;29575
5816127;5975374;392;27411;126;112;28955;129;119;30557;48;29073;43;29073
5816152;5975374;349;24459;76;57;26706;76;56;26706;41;27539;37;27578
5816153;5975374;360;25213;73;52;26348;69;51;26348;42;28341;37;28380
5816154;5975374;357;24998;73;54;26304;63;49;26133;45;27910;40;27948
5816155;5975374;358;25078;73;55;26384;66;49;26213;44;28008;40;28045
5816156;5975374;385;26975;107;96;38550;104;95;38173;39;29021;35;29060
5816157;5975374;384;26899;105;95;38474;104;94;38097;41;28982;37;29021
5816158;5975374;371;25998;78;67;35863;74;65;37033;44;31538;40;31577
5816159;5975374;371;25959;75;66;37372;73;65;36994;44;31488;40;31527
5816160;5975374;371;25958;75;66;37371;73;65;36993;42;30735;38;30774
5816161;5975374;376;26303;80;70;37715;76;68;36168;44;31648;39;31687
5816162;5975374;368;25747;66;56;34464;65;53;34464;44;31652;39;31691
5816163;5975374;368;25759;63;53;33808;61;50;33808;44;31277;39;31316
5816164;5975374;368;25794;60;48;35184;61;47;34807;42;30939;37;30978
5816165;5975374;368;25731;61;48;34880;61;47;34503;43;31234;38;31273
5816166;5975374;366;25645;65;50;34993;63;49;34615;43;31552;38;31591
5816167;5975374;365;25542;59;47;34036;61;47;33658;48;32334;42;30895
5817963;5975374;442;30948;109;89;31217;116;91;31217;59;37266;51;36320
5817964;5975374;438;30681;104;85;30950;116;87;30950;60;37055;52;36109
5817965;5975374;436;30518;104;83;30787;110;85;30787;59;36672;51;35726
5817966;5975374;432;30255;104;79;30525;109;81;30525;59;36557;51;35611
5817967;5975374;419;29363;85;70;29770;97;70;29770;57;35911;49;34813
5817968;5975374;419;29295;78;66;29441;97;66;29441;56;35452;49;35478
5817969;5975374;415;29018;77;62;29164;97;62;29164;56;35253;49;35279
5817970;5975374;414;28951;77;62;29180;97;62;29180;55;34909;48;34935
5817971;5975374;406;28434;78;66;29445;97;66;29445;54;34588;47;34615
5817972;5975374;401;28090;82;70;29745;97;70;29745;53;34258;47;34284
5817973;5975374;396;27751;100;83;30633;110;83;30633;52;33906;46;33932
5817974;5975374;394;27612;99;81;30494;109;81;30494;52;33699;45;33725
5817975;5975374;388;27128;100;83;30634;110;83;30634;52;33377;46;33403
5817976;5975374;386;26990;100;84;32976;116;88;31018;51;33020;44;33046
5817977;5975374;384;26882;106;83;32869;116;92;31274;51;32711;45;32737
5817997;5975374;374;26197;77;57;25582;73;52;25582;38;25886;33;25923
5817998;5975374;375;26253;77;58;25638;78;53;25638;38;26003;34;26040
