from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5797071;5968821;419;29299;116;73;27564;109;89;31916;123;97;31916;61;32553;54;32590;33
5797072;5968821;392;27452;116;73;27564;93;75;30095;117;83;30095;60;32269;53;32307;32
5797073;5968821;388;27168;116;73;27564;93;71;29810;111;81;32274;58;32354;51;32391;31
5797074;5968821;386;27050;115;73;27319;88;70;29706;111;79;32169;58;31218;51;31256;31
5797075;5968821;389;27258;115;73;27527;93;73;29914;111;82;32378;59;31551;52;31589;31
5797076;5968821;385;26974;115;73;27429;134;107;30184;134;114;34218;60;30173;53;28434;32
5797077;5968821;387;27101;115;73;27429;134;109;30311;134;116;34345;61;30606;53;28867;32
5797078;5968821;392;27435;121;76;27571;140;114;30645;136;120;34679;61;31143;53;29404;33
5797079;5968821;391;27342;121;76;27571;140;112;30552;136;119;34586;61;30979;53;29240;33
5797080;5968821;391;27386;121;76;27571;140;113;30597;136;120;34630;61;30190;54;28451;33
5797081;5968821;391;27373;121;76;27571;140;113;30583;136;120;34616;61;30810;54;29071;33
5797082;5968821;388;27166;118;75;27382;143;122;45360;146;122;42901;62;30342;54;28603;34
5798974;5968821;380;26569;109;69;26528;112;69;28245;114;97;29690;51;27296;45;27334;26
5798975;5968821;422;29542;122;78;29781;112;92;32160;134;100;32160;59;31500;52;31537;32
5798976;5968821;422;29537;122;78;29781;112;92;32154;134;100;32154;58;31387;51;31425;32
5798977;5968821;422;29544;116;73;27564;112;92;32161;134;100;32161;60;32593;53;32630;32
5798978;5968821;385;26982;113;72;26988;93;72;29633;111;82;32097;60;32064;53;32101;32
5798979;5968821;383;26806;113;72;26878;91;70;29456;111;79;31920;61;32422;53;32460;33
5798980;5968821;383;26806;113;72;26997;91;70;29457;111;79;31920;59;31582;52;31619;31
5798981;5968821;387;27078;115;73;27297;93;74;29728;117;82;29728;60;31970;53;32007;32
5798982;5968821;383;26806;115;73;27429;129;105;30017;130;113;30017;60;30034;53;28295;32
5798983;5968821;381;26681;115;73;27429;129;103;29891;128;110;33925;60;29974;52;28235;32
5798984;5968821;381;26674;118;75;26839;127;103;29884;128;110;33918;60;29965;52;28226;32
5798985;5968821;386;27039;118;75;26839;134;108;30249;134;115;34283;60;29857;52;28118;32
5798986;5968821;384;26901;121;76;27571;129;106;30111;132;113;34145;60;30123;52;28384;32
5798987;5968821;388;27157;121;76;27571;134;110;30367;136;116;34401;61;30583;54;28844;33
5798988;5968821;382;26750;116;73;26848;135;123;45426;142;123;42967;61;29817;53;28078;33
5800879;5968821;372;26073;108;68;26190;97;70;27749;106;92;27834;52;27017;45;27055;27
5800880;5968821;376;26352;109;69;26524;103;74;28028;110;96;28113;51;27292;45;27330;26
5800881;5968821;425;29747;109;69;26524;115;95;32364;134;103;32364;59;26921;52;26958;32
5800882;5968821;384;26894;122;78;29781;109;91;30403;127;99;30403;61;34095;53;34132;33
5800883;5968821;385;26930;115;73;27311;114;92;30439;133;100;30439;61;33872;53;33909;32
5800884;5968821;384;26851;113;72;26988;93;71;29526;111;80;31990;60;31880;52;31918;32
5800885;5968821;380;26587;113;72;26976;86;68;29299;111;77;31763;59;31583;52;31621;31
5800886;5968821;378;26439;113;72;26974;88;70;29442;111;79;31906;59;31874;52;31912;31
5800887;5968821;379;26560;115;73;27297;93;74;29716;111;83;32180;59;31959;52;31996;31
5800888;5968821;372;26018;114;72;26087;116;93;29228;122;100;33262;59;29150;51;27411;31
5800889;5968821;377;26421;114;72;26087;124;99;29632;124;106;33665;60;29739;52;28000;32
5800890;5968821;379;26497;115;73;26210;124;100;29708;127;107;33741;60;29651;52;27912;32
5800891;5968821;382;26708;118;74;26782;129;103;29918;130;111;29918;60;29528;52;27789;32
5800892;5968821;381;26645;118;75;26839;127;102;29855;127;109;33889;60;30003;52;28264;32
5800893;5968821;383;26806;118;75;26839;129;105;30017;130;113;30017;60;30543;52;28804;32
5800894;5968821;381;26660;116;73;26848;134;121;29515;137;126;43225;61;29824;53;28085;33
5800895;5968821;377;26420;115;73;26679;133;118;29276;134;121;31766;60;29724;53;27985;33
5802783;5968821;371;25975;107;68;25940;93;69;27651;104;91;27736;52;27014;45;27052;27
5802784;5968821;369;25856;107;68;25940;89;67;27531;104;89;27617;52;26985;45;27022;27
5802785;5968821;373;26134;109;69;26511;99;71;27810;106;93;27896;52;26491;45;26528;27
5802786;5968821;386;27031;109;69;26524;116;93;30540;133;101;30540;61;26673;53;26710;33
5802787;5968821;383;26794;109;69;26524;109;90;30303;127;98;30303;61;33906;53;33943;32
5802788;5968821;380;26596;115;73;27320;109;87;30105;123;95;30105;60;33659;53;33696;32
5802789;5968821;380;26597;115;73;27320;109;87;30105;123;95;30105;60;32121;53;32159;32
5802790;5968821;381;26665;115;73;27370;93;71;29548;111;81;32012;60;31644;53;31681;32
5802791;5968821;374;26167;111;70;26399;91;70;28906;111;80;31370;59;31917;52;31955;31
5802792;5968821;377;26403;111;70;26398;93;73;29142;111;83;31606;60;32220;53;32257;32
5802793;5968821;368;25789;114;72;26087;109;90;29000;117;97;33033;59;29091;51;27352;31
5802794;5968821;373;26125;114;72;26087;116;95;29335;123;102;33369;59;29376;52;27637;31
5802795;5968821;373;26125;115;73;26210;116;95;29336;123;102;33369;60;29377;52;27638;32
5802796;5968821;375;26239;117;74;26769;116;97;29449;123;103;33483;60;29573;52;27834;32
5802797;5968821;380;26600;118;75;26824;124;102;29811;127;109;33844;60;29894;52;28155;32
5802798;5968821;382;26775;116;73;26496;129;104;29985;130;112;29985;60;29636;52;27898;32
5802799;5968821;373;26103;114;72;26261;128;113;28959;128;117;31448;59;29137;52;27398;32
5802800;5968821;372;26024;114;72;26359;128;112;28880;126;116;31369;60;29305;52;27566;32
5802801;5968821;377;26392;115;73;26529;133;117;29248;134;121;31738;60;29664;52;27925;32
5804689;5968821;369;25809;108;69;25847;85;66;27485;97;80;26973;53;26706;46;26743;27
5804690;5968821;366;25638;107;68;25621;85;64;27314;101;86;27399;52;26697;46;26734;27
5804691;5968821;369;25839;111;70;25832;97;71;27839;104;91;26297;50;26681;44;26718;26
5804692;5968821;372;26031;113;72;25921;103;74;28031;106;94;26490;53;27120;46;27157;27
5804693;5968821;383;26795;113;72;25921;109;90;30304;127;98;30304;60;33970;53;34007;32
5804694;5968821;377;26356;115;73;27498;109;84;29865;123;92;29865;60;33576;53;33613;32
5804695;5968821;375;26282;115;73;27498;109;83;29790;121;91;29790;60;32208;53;32246;32
5804696;5968821;372;26006;111;70;26120;86;68;28771;111;78;31235;59;32657;52;32695;31
5804697;5968821;371;25937;111;70;26159;86;67;28676;111;76;31140;59;32253;52;32291;31
5804698;5968821;378;26465;113;71;26757;93;74;29204;117;82;29204;60;32321;53;32358;32
5804699;5968821;365;25567;113;72;25844;109;87;28778;115;94;32811;59;28807;51;27068;31
5804700;5968821;365;25526;112;71;25711;109;86;28736;115;93;32770;58;28747;51;27008;31
5804701;5968821;368;25776;115;73;26195;109;90;28986;117;97;33020;59;29136;51;27397;31
5804702;5968821;369;25839;113;71;25846;109;91;29050;117;98;33083;60;28955;52;27216;32
5804703;5968821;371;25989;116;73;26496;116;93;29199;122;100;33233;60;29129;52;27390;32
5804704;5968821;373;26137;116;73;26496;116;95;29347;123;102;33381;60;29528;52;27789;32
5804705;5968821;369;25859;116;73;26496;125;110;28714;124;113;31204;60;28951;52;27212;32
5804706;5968821;369;25819;114;72;26255;125;109;28675;124;113;31165;59;29240;52;27501;32
5804707;5968821;373;26094;115;73;26529;128;113;28949;128;117;31439;60;29753;52;28014;32
5806593;5968821;369;25824;109;69;25939;80;66;27500;94;73;26535;53;26802;46;26840;27
5806594;5968821;364;25454;106;67;25532;83;61;27130;97;79;26894;52;26455;46;26493;27
5806595;5968821;363;25421;105;67;25430;85;61;27096;101;83;27182;51;26337;45;26375;27
5806596;5968821;366;25605;111;70;25832;89;68;27605;101;88;26064;50;26064;44;26101;26
5806597;5968821;371;25980;113;72;25921;99;73;27980;106;93;26439;54;26973;48;27011;29
5806598;5968821;376;26291;111;70;25889;109;70;28290;110;97;28108;53;27205;47;27243;28
5806599;5968821;374;26192;111;70;26192;109;81;29701;121;89;29701;60;33326;52;33364;32
5806600;5968821;371;25965;111;70;26192;101;78;29473;117;86;29473;59;33183;52;33221;31
5806601;5968821;368;25766;111;70;26120;88;70;28884;111;79;31347;59;32579;52;32616;31
5806602;5968821;372;26048;111;70;26355;86;69;28813;111;78;31277;59;32391;52;32429;31
5806603;5968821;374;26196;111;71;26398;93;71;28962;111;80;31425;60;28753;52;27014;31
5806604;5968821;365;25563;112;71;25563;109;87;28773;115;94;32807;58;28690;51;26951;31
5806605;5968821;361;25250;112;71;25563;109;82;28460;113;89;32494;58;28553;51;26814;31
5806606;5968821;363;25437;113;71;25837;109;85;28648;115;92;32681;58;28613;51;26874;31
5806607;5968821;366;25620;113;71;25843;109;88;28830;116;95;32864;59;28976;51;27237;31
5806608;5968821;371;25940;114;72;26061;114;92;29150;122;99;33184;59;29320;51;27581;31
5806609;5968821;375;26261;116;73;26496;119;97;29471;123;104;33505;60;29501;52;27762;32
5806610;5968821;364;25504;111;70;25606;119;105;28359;121;108;30849;58;28688;51;26949;31
5806611;5968821;367;25663;111;70;25606;124;107;28519;123;110;31009;58;29093;51;27354;31
5806612;5968821;370;25910;113;71;25820;127;116;27932;125;114;31255;59;29243;52;27504;32
5806613;5968821;393;27526;118;75;27554;153;133;32792;140;123;34112;62;30542;54;28803;34
5808496;5968821;370;25881;108;69;25935;80;67;27530;83;63;27530;54;26732;47;26770;28
5808497;5968821;374;26151;109;69;26246;85;71;27827;96;78;26887;54;27181;47;27218;28
5808498;5968821;372;26047;110;70;26115;87;70;27723;97;80;27009;54;26971;47;27008;28
5808499;5968821;360;25206;105;67;25394;85;62;27206;101;82;25664;52;26196;45;26233;27
5808500;5968821;364;25496;119;75;26183;89;66;27496;101;86;25955;53;25769;47;25806;28
5808501;5968821;376;26331;122;78;26338;112;70;28331;110;97;28149;54;27283;47;27320;28
5808502;5968821;376;26343;111;70;25889;112;70;28343;110;97;28161;54;27481;47;27518;28
5808503;5968821;376;26290;109;69;25793;109;83;29799;121;91;29799;54;33455;47;33492;28
5808504;5968821;371;25978;111;70;26192;101;78;29487;117;86;29487;59;33075;52;33112;31
5808505;5968821;366;25599;110;69;25841;93;73;29107;111;82;31571;59;32754;51;32791;31
5808506;5968821;364;25513;110;69;25772;93;73;29095;111;82;31559;59;28723;51;26984;31
5808507;5968821;361;25295;112;71;25617;109;80;28313;112;88;32391;59;28526;52;26788;31
5808508;5968821;359;25110;110;70;25330;96;78;28128;112;85;32206;58;28228;50;26489;31
5808509;5968821;358;25053;110;70;25223;101;80;28264;112;86;32297;58;28303;51;26564;31
5808510;5968821;362;25354;110;70;25333;109;84;28565;113;91;32598;59;28792;51;27053;31
5808511;5968821;360;25234;114;72;26061;109;82;28444;113;89;32478;59;29193;51;27454;31
5808512;5968821;364;25477;114;72;26061;119;104;28333;121;108;30823;59;29379;51;27640;31
5808513;5968821;361;25276;109;69;25330;116;101;28132;121;105;30622;58;28177;51;26439;31
5808514;5968821;360;25191;111;70;25606;116;100;28047;119;104;30537;58;28438;51;26699;31
5808515;5968821;364;25482;113;71;25820;119;104;28338;121;108;30828;59;28702;51;26963;32
5808516;5968821;367;25720;118;75;26365;125;108;28575;123;111;31065;59;29161;52;27422;32
5808517;5968821;373;26131;118;75;26365;126;110;28228;123;110;30317;59;29347;52;27608;32
5808518;5968821;379;26516;118;75;26365;127;116;28613;129;115;30702;62;30821;54;29082;34
5810399;5968821;366;25617;107;68;25633;82;64;27266;74;60;27266;52;26336;46;26374;27
5810400;5968821;368;25795;108;68;25762;84;66;27443;81;62;27443;54;26763;47;26801;28
5810401;5968821;376;26339;110;69;26324;87;74;28015;101;81;27076;54;27317;48;27355;28
5810402;5968821;355;24885;110;69;26324;81;64;27348;96;77;25344;54;25842;48;25879;28
5810403;5968821;357;24956;108;68;25351;81;64;27361;96;78;25415;51;26170;44;26207;26
5810404;5968821;366;25602;122;78;26338;89;68;27602;101;87;26061;52;25776;45;25813;27
5810405;5968821;377;26388;122;78;26338;112;71;28388;114;98;28206;54;27435;47;27473;28
5810406;5968821;378;26493;109;69;25793;112;73;28493;114;99;28311;54;27530;48;27568;29
5810407;5968821;381;26658;108;69;25610;112;75;28658;120;102;28476;59;29198;51;27459;31
5810408;5968821;370;25914;111;70;25785;96;77;29422;117;85;29422;59;28864;51;27125;31
5810409;5968821;361;25302;109;69;25646;88;70;28067;111;79;30531;58;28488;51;26749;31
5810410;5968821;359;25112;108;68;25360;86;67;27877;111;76;30341;58;28310;50;26571;30
5810411;5968821;362;25366;108;68;25380;109;81;28384;113;89;32462;58;28474;51;26735;31
5810412;5968821;355;24817;110;69;25257;93;73;27835;108;83;30299;58;28170;50;26431;31
5810413;5968821;352;24660;108;68;24827;93;74;27870;108;81;31904;58;27957;50;26218;30
5810414;5968821;355;24831;109;69;25145;93;76;28041;109;83;32075;58;28220;50;26481;31
5810415;5968821;361;25239;109;69;25145;109;82;28449;113;89;32483;58;28536;51;26797;31
5810416;5968821;356;24921;114;72;26061;112;96;27777;116;100;30267;58;27965;50;26226;31
5810417;5968821;356;24889;109;69;25330;112;96;27745;113;99;30234;58;28044;50;26305;31
5810418;5968821;359;25147;109;69;25330;116;100;28003;119;103;30493;58;28474;51;26735;31
5810419;5968821;367;25681;111;70;25780;124;107;28537;123;111;31027;59;28826;51;27087;31
5810420;5968821;370;25903;118;75;26365;126;112;28331;124;111;30419;59;29229;52;27490;32
5810421;5968821;373;26118;118;75;26365;126;110;28216;123;109;30305;59;29336;52;27597;32
5810422;5968821;377;26360;118;75;26365;127;114;28458;124;113;30547;57;30656;50;28917;32
5810423;5968821;393;27525;125;79;27273;145;130;46986;136;116;33637;57;29293;50;29122;32
5810457;5968821;368;25729;108;68;25481;84;76;28936;81;70;29136;47;26066;41;25944;25
5810458;5968821;363;25444;112;71;25469;82;74;28800;81;68;28999;47;26621;41;26499;25
5810462;5968821;360;25194;116;73;25500;73;62;28863;75;60;28863;50;28047;44;27925;27
5810463;5968821;360;25189;116;73;25424;68;59;28640;70;57;28640;50;28119;44;27997;27
5810464;5968821;360;25230;115;73;25456;67;63;28842;70;60;28842;50;32616;44;32623;27
5812300;5968821;360;25183;105;67;25234;78;58;26831;68;54;26831;52;25944;46;25982;27
5812301;5968821;363;25414;106;67;25437;80;61;27063;74;57;27063;52;26421;46;26459;27
5812302;5968821;367;25720;107;68;25578;84;65;27369;78;61;27369;52;26848;46;26886;27
5812303;5968821;356;24897;110;69;26324;85;72;27920;96;77;25356;51;27382;44;27419;26
5812304;5968821;352;24643;108;68;25351;84;69;27673;94;74;25102;51;25613;44;25650;26
5812305;5968821;353;24694;108;68;25351;84;70;27731;94;74;25152;50;25181;44;25218;25
5812306;5968821;354;24807;107;68;25131;84;73;26498;96;76;25265;52;26039;46;26076;27
5812307;5968821;356;24945;106;67;25028;89;78;26763;96;78;25404;52;25917;46;25954;27
5812308;5968821;361;25266;106;67;25255;104;96;27976;106;95;26617;55;27133;48;27170;29
5812309;5968821;361;25279;108;69;25610;106;85;27862;110;96;26629;59;29131;51;27392;31
5812310;5968821;364;25476;111;70;25870;111;88;28059;110;98;28185;59;28938;51;27199;31
5812311;5968821;361;25248;111;70;25846;88;69;28013;111;78;30477;58;28492;51;26753;31
5812312;5968821;356;24949;108;68;25247;86;65;27770;109;75;30233;58;28240;50;26501;30
5812313;5968821;354;24777;107;68;25035;86;69;27984;108;78;30448;57;27950;50;26211;30
5812314;5968821;353;24705;107;68;25008;88;69;27541;105;79;32011;58;27967;50;26228;30
5812315;5968821;349;24401;107;68;24672;91;72;27725;104;79;31759;57;27664;49;25925;30
5812316;5968821;351;24603;108;68;24889;93;75;27417;107;83;32051;57;28035;50;26296;30
5812317;5968821;355;24848;108;68;24889;101;78;27663;109;86;32297;57;28442;50;26703;30
5812318;5968821;354;24785;108;68;24889;112;94;27641;111;98;30131;57;27823;50;26084;30
5812319;5968821;352;24638;109;69;25330;106;92;27494;110;96;29984;57;28054;50;26315;30
5812320;5968821;364;25481;111;70;25780;119;104;28336;121;108;30826;59;28543;51;26804;31
5812321;5968821;364;25503;111;70;25780;119;105;28358;121;108;30848;59;28911;52;27172;32
5812322;5968821;367;25704;111;70;25780;121;103;27685;119;102;29774;59;29338;52;27599;32
5812323;5968821;371;25960;118;75;26365;123;106;27942;121;106;30030;59;28685;52;26946;32
5812324;5968821;378;26438;128;81;27027;127;115;28535;125;114;30624;57;29482;50;29311;32
5812325;5968821;393;27486;128;81;27027;145;131;47871;136;115;32705;57;29300;50;29129;32
5812353;5968821;346;24198;103;65;24060;62;48;24206;67;49;24206;44;24590;39;24468;23
5812354;5968821;349;24404;104;66;24357;64;51;24412;71;52;24412;45;24809;39;24687;23
5812355;5968821;357;24955;106;67;24936;68;59;24988;76;60;24988;46;24947;40;24825;24
5812356;5968821;355;24837;106;67;24932;66;57;24848;74;58;24848;45;25368;40;25246;24
5812358;5968821;371;25990;107;68;25210;92;82;29603;96;81;29603;46;26048;40;25926;24
5812359;5968821;368;25788;115;73;25208;90;80;29402;90;79;29402;48;26077;42;25955;25
5812360;5968821;364;25453;113;72;25259;87;75;29066;87;74;29066;48;27027;42;26905;25
5812361;5968821;362;25315;114;72;25489;83;70;28757;80;69;28757;48;26999;42;26877;25
5812362;5968821;359;25102;113;72;25158;79;64;28289;79;63;28289;48;27604;42;27481;26
5812363;5968821;357;24989;115;73;25147;75;62;28173;79;61;28173;49;27533;43;27411;26
5812364;5968821;357;24956;114;72;25132;71;57;28148;71;56;28148;49;27776;43;27654;26
5812365;5968821;358;25052;114;72;25137;71;59;28256;72;58;28256;50;28244;43;28122;26
5812366;5968821;357;24955;114;72;25258;69;63;35431;74;64;29101;50;32829;44;32836;28
5814173;5968821;431;30187;128;81;30490;111;90;31869;128;92;31869;69;37160;58;37186;38
5814174;5968821;441;30866;131;83;31111;115;100;32547;134;102;32547;70;37800;59;37826;38
5814175;5968821;442;30957;131;83;31111;115;101;32639;134;103;32639;70;36302;59;36329;38
5814176;5968821;411;28804;117;74;29149;145;130;34709;156;132;34709;67;34688;57;34714;36
5814201;5968821;357;24996;105;66;25093;76;55;26645;68;51;26645;52;25964;45;26001;27
5814202;5968821;361;25246;105;67;25276;78;58;26895;68;54;26895;52;25625;46;25662;27
5814203;5968821;368;25738;103;65;24666;84;65;27387;78;61;27387;51;26558;45;26595;26
5814204;5968821;353;24688;103;65;24666;84;72;26379;94;74;25146;51;25646;45;25683;26
5814205;5968821;349;24418;102;64;24293;80;68;26110;94;71;24877;50;25279;44;25317;26
5814206;5968821;349;24416;107;68;25234;80;68;26107;94;71;24874;50;25034;44;25071;25
5814207;5968821;351;24563;106;67;25028;82;70;26254;94;73;25022;51;25672;45;25709;26
5814208;5968821;353;24726;105;66;24711;84;72;26417;94;75;25184;52;25808;46;25845;27
5814209;5968821;359;25119;106;67;25255;104;94;27828;106;93;26469;54;26960;47;26997;28
5814210;5968821;358;25056;106;67;25255;103;93;27765;106;92;26406;54;26952;47;26990;28
5814211;5968821;361;25272;111;70;25870;104;96;27982;106;95;26622;59;29181;51;27442;31
5814212;5968821;362;25329;108;69;25496;91;70;28094;111;80;30558;58;28652;51;26913;31
5814213;5968821;357;24983;108;69;25496;91;71;28122;110;80;30586;58;28572;51;26833;31
5814214;5968821;352;24632;106;67;24804;86;67;27400;106;77;31869;57;27821;50;26082;30
5814215;5968821;350;24494;106;67;24702;86;65;27262;104;75;29726;57;27861;49;26122;30
5814216;5968821;346;24232;107;68;24990;88;69;27047;103;80;29511;58;27538;50;25799;30
5814217;5968821;346;24254;108;68;24889;88;70;27068;103;80;29532;57;27494;50;25755;30
5814218;5968821;347;24321;108;68;24889;88;71;27135;106;81;29599;57;28129;50;26391;30
5814219;5968821;351;24581;105;67;24298;101;91;27436;109;95;29926;57;27733;50;25994;30
5814220;5968821;349;24397;105;67;24298;100;89;27252;108;92;29742;57;27813;50;26075;30
5814221;5968821;368;25747;111;70;25780;125;108;28602;123;112;31092;57;28893;50;27154;30
5814222;5968821;368;25766;111;70;25780;125;108;28622;124;112;31112;59;29082;52;27343;32
5814223;5968821;364;25485;120;76;25577;118;100;27467;115;99;29555;59;28605;52;26866;32
5814224;5968821;363;25439;120;76;25577;118;99;27420;112;98;29509;59;28694;52;26955;33
5814225;5968821;393;27481;119;76;25595;145;130;47866;136;115;32700;60;29532;53;29361;33
5814226;5968821;389;27247;128;81;27027;142;127;47632;132;111;32466;60;29357;53;29186;33
5814227;5968821;385;26932;128;81;27027;135;123;47317;129;107;32151;57;30353;50;29965;32
5814253;5968821;338;23684;101;64;23471;64;53;24573;74;54;24573;44;24638;39;24516;23
5814254;5968821;341;23876;103;65;24060;82;68;27696;87;69;27853;44;24852;39;24730;23
5814255;5968821;340;23823;104;66;24421;80;67;27643;83;68;27800;45;25027;39;24905;23
5814256;5968821;359;25116;106;67;24944;72;61;25149;82;62;25149;47;25429;41;25307;25
5814257;5968821;365;25562;110;70;25545;80;67;25573;89;68;25573;47;25912;41;25790;25
5814258;5968821;361;25264;108;69;25278;76;63;25275;82;64;25275;46;25754;40;25632;24
5814259;5968821;364;25485;109;69;25411;77;66;25496;89;67;25496;46;26024;41;25902;24
5814260;5968821;368;25765;115;73;25208;89;79;29378;88;78;29378;48;28450;42;28858;25
5814261;5968821;364;25510;115;73;25208;89;76;29123;87;75;29123;49;27221;43;27099;26
5814262;5968821;362;25370;114;72;24970;83;67;28557;79;66;28557;48;27095;42;26973;26
5814263;5968821;361;25258;113;72;24855;83;66;28444;79;65;28444;48;27354;42;27232;26
5814264;5968821;355;24828;114;72;25027;73;60;28027;76;59;28027;49;27411;43;27289;26
5814265;5968821;351;24565;113;72;24835;69;56;27778;72;55;27778;49;27648;43;27526;26
