from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5795170;5911249;334;23415;91;58;21388;128;104;31518;122;104;31518;49;28951;42;22363;28
5795171;5911249;333;23334;91;57;21291;128;103;31437;122;103;31437;48;29252;41;22665;27
5795172;5911249;338;23668;96;61;21433;126;108;31771;126;108;31771;48;29694;42;23107;28
5795173;5911249;341;23897;96;61;21433;126;111;32000;128;111;32000;48;29785;42;23198;28
5795174;5911249;339;23706;96;61;21433;126;108;31810;126;108;31810;49;29419;42;22832;28
5795175;5911249;338;23644;96;61;21433;126;107;31747;126;107;31747;49;29556;42;22969;28
5795176;5911249;349;24438;94;60;21244;149;110;33801;147;110;33487;49;29080;43;28301;29
5797069;5911249;344;24066;96;61;23797;122;85;27309;122;105;34594;-1;-1;-1;-1;-1
5797070;5911249;362;25306;96;61;23797;98;80;32816;106;80;32816;50;29877;43;30038;28
5797071;5911249;363;25423;91;58;21426;98;81;32933;106;81;32933;50;31277;43;31438;28
5797072;5911249;337;23576;91;58;21426;84;70;31112;100;68;31112;49;30994;42;31155;28
5797073;5911249;333;23291;91;58;21426;84;66;30827;94;64;30827;49;31079;42;31239;27
5797074;5911249;331;23173;90;57;21181;78;64;30722;94;62;30722;49;29943;42;30104;27
5797075;5911249;334;23382;91;58;21388;84;67;30931;94;65;30931;49;30276;42;30437;28
5797076;5911249;330;23098;91;57;21291;122;99;31201;119;99;31201;49;28898;42;22311;28
5797077;5911249;332;23225;91;57;21291;123;101;31328;121;101;31328;48;29330;41;22743;27
5797078;5911249;337;23558;96;61;21433;127;106;31662;122;106;31662;48;29868;42;23280;28
5797079;5911249;335;23465;96;61;21433;127;105;31569;122;105;31569;48;29704;42;23117;28
5797080;5911249;336;23510;96;61;21433;127;105;31613;122;105;31613;49;28915;42;22327;28
5797081;5911249;336;23496;96;61;21433;127;105;31599;122;105;31599;49;29535;42;22948;28
5797082;5911249;319;22296;94;60;21243;130;108;33664;137;108;33350;49;29066;43;28288;29
5798974;5911249;324;22693;92;58;22366;110;65;25936;110;94;27536;43;26021;37;26182;23
5798975;5911249;367;25666;98;62;23642;102;85;33176;118;85;33176;50;30225;44;30385;28
5798976;5911249;367;25660;98;62;23642;102;85;33170;118;85;33170;50;30112;43;30273;28
5798977;5911249;367;25667;91;58;21426;102;85;33177;118;85;33177;49;31317;42;31478;28
5798978;5911249;330;23106;89;56;20850;84;67;30650;94;65;30650;49;30789;42;30949;28
5798979;5911249;328;22929;89;56;20739;81;64;30473;94;62;30473;50;31147;43;31308;28
5798980;5911249;328;22930;89;56;20858;81;64;30473;94;62;30473;48;30307;41;30467;27
5798981;5911249;331;23201;90;57;21158;84;68;30745;100;66;30745;49;30694;42;30855;28
5798982;5911249;328;22930;91;57;21291;118;97;31033;115;97;31033;49;28758;42;22171;28
5798983;5911249;326;22804;91;57;21291;118;95;30908;113;95;30908;47;28699;41;22111;27
5798984;5911249;326;22798;93;59;20700;115;95;30901;113;95;30901;47;28690;41;22103;27
5798985;5911249;331;23162;93;59;20700;123;100;31266;119;100;31266;48;28582;41;21995;27
5798986;5911249;329;23024;96;61;21433;118;98;31128;117;98;31128;48;28848;41;22261;27
5798987;5911249;333;23280;96;61;21433;124;102;31384;122;102;31384;49;29307;42;22720;28
5798988;5911249;313;21880;92;58;20710;122;109;33730;132;109;33416;48;28542;42;21955;28
5800879;5911249;317;22197;90;57;22028;91;58;25850;101;87;27039;44;25742;37;25903;23
5800880;5911249;321;22476;92;58;22362;98;62;26128;105;91;27318;43;26017;37;26178;23
5800881;5911249;370;25871;92;58;22362;105;88;33381;118;88;33381;50;25645;44;25806;28
5800882;5911249;329;23018;98;62;23642;98;84;31419;111;84;31419;48;32820;42;22227;28
5800883;5911249;329;23054;90;57;21172;102;84;31455;117;84;31455;48;32597;42;22004;27
5800884;5911249;328;22975;89;56;20849;84;65;30543;94;63;30543;48;30605;42;30766;27
5800885;5911249;324;22711;89;56;20837;75;62;30316;94;60;30316;48;30308;41;30469;27
5800886;5911249;322;22563;89;56;20835;78;64;30459;94;62;30459;48;30599;41;30760;27
5800887;5911249;324;22683;90;57;21158;84;68;30732;94;66;30732;48;30683;41;30844;27
5800888;5911249;316;22141;90;57;19948;105;86;30244;108;86;30244;46;27874;40;21287;26
5800889;5911249;322;22545;90;57;19948;112;92;30648;110;92;30648;47;28463;41;21876;27
5800890;5911249;323;22621;90;57;20071;112;93;30724;112;93;30724;47;28376;41;21789;27
5800891;5911249;326;22832;93;59;20644;118;96;30935;115;96;30935;47;28253;41;21666;27
5800892;5911249;325;22769;93;59;20700;115;95;30872;112;95;30872;48;28727;41;22140;27
5800893;5911249;328;22930;93;59;20700;118;97;31033;115;97;31033;48;29268;41;22681;27
5800894;5911249;311;21789;92;58;20710;123;112;33988;127;112;33674;48;28548;42;21961;28
5800895;5911249;308;21550;91;58;20541;118;109;33749;125;111;30292;48;28448;41;21861;28
5802783;5911249;316;22099;90;57;21778;87;57;25751;98;86;26941;44;25739;37;25900;23
5802784;5911249;314;21979;90;57;21778;83;55;25632;98;84;26822;44;25710;37;25870;23
5802785;5911249;318;22258;92;58;22350;94;59;25911;100;88;27100;44;25215;37;25376;23
5802786;5911249;331;23155;92;58;22362;105;86;31556;117;86;31556;48;25398;42;25558;28
5802787;5911249;327;22918;92;58;22362;98;82;31319;111;82;31319;48;32631;42;22038;27
5802788;5911249;325;22720;90;57;21181;98;80;31122;106;80;31122;48;32384;41;21791;27
5802789;5911249;325;22720;90;57;21181;98;80;31122;106;80;31122;49;30846;42;31007;28
5802790;5911249;326;22789;90;57;21232;84;66;30565;94;64;30565;49;30369;42;30530;28
5802791;5911249;318;22291;87;55;20260;81;65;29922;94;63;29922;47;30642;40;30803;26
5802792;5911249;322;22527;87;55;20260;84;68;30159;94;66;30159;48;30944;41;31105;27
5802793;5911249;313;21913;90;57;19948;98;83;30016;103;83;30016;46;27816;40;21228;26
5802794;5911249;318;22249;90;57;19948;105;87;30352;109;87;30352;47;28101;40;21513;26
5802795;5911249;318;22249;90;57;20071;105;87;30352;109;87;30352;47;28102;41;21514;27
5802796;5911249;319;22363;93;59;20631;105;89;30466;109;89;30466;47;28298;40;21710;27
5802797;5911249;325;22724;93;59;20686;112;94;30827;112;94;30827;47;28619;41;22031;27
5802798;5911249;327;22898;92;58;20358;118;97;31002;115;97;31002;48;28361;41;21774;27
5802799;5911249;310;21707;89;56;20122;117;108;29975;119;107;29975;47;27862;40;21274;27
5802800;5911249;307;21457;90;57;20221;116;106;29896;116;105;29896;47;28030;41;21442;27
5802801;5911249;304;21291;90;57;20390;118;111;30264;125;111;30264;47;28389;41;21801;27
5804689;5911249;313;21933;91;58;21685;78;55;25586;92;75;26178;44;25430;38;25591;24
5804690;5911249;311;21762;90;57;21459;78;52;25415;95;81;26604;44;25422;38;25583;23
5804691;5911249;314;21963;94;60;21591;92;60;25939;98;86;25502;42;25405;36;25566;22
5804692;5911249;316;22155;96;61;21502;98;62;26132;100;89;25695;44;25845;38;26005;24
5804693;5911249;327;22919;96;61;21502;98;82;31320;111;82;31320;48;32694;41;22102;27
5804694;5911249;321;22480;91;58;21360;98;76;30881;106;76;30881;48;32300;41;21708;27
5804695;5911249;320;22406;91;58;21360;98;75;30807;105;75;30807;49;30933;42;31094;28
5804696;5911249;316;22130;86;55;19982;75;63;29788;94;61;29788;47;31382;40;31543;26
5804697;5911249;315;22061;86;55;20020;75;61;29693;94;59;29693;47;30978;40;31139;26
5804698;5911249;323;22589;88;56;20618;84;69;30221;100;67;30221;48;31046;41;31206;27
5804699;5911249;310;21691;89;56;19705;98;79;29794;100;79;29794;46;27532;40;20945;26
5804700;5911249;309;21649;88;56;19573;98;79;29753;100;79;29753;46;27472;39;20885;26
5804701;5911249;313;21899;90;57;20056;98;82;30002;103;82;30002;46;27861;40;21274;26
5804702;5911249;314;21963;88;56;19707;98;83;30066;103;83;30066;47;27680;40;21092;27
5804703;5911249;316;22113;92;58;20358;105;85;30216;108;85;30216;47;27854;41;21267;27
5804704;5911249;318;22261;92;58;20358;105;88;30364;109;88;30364;47;28253;41;21666;27
5804705;5911249;313;21880;92;58;20358;114;103;29731;114;103;29731;47;27676;41;21089;27
5804706;5911249;311;21790;89;56;20116;114;103;29692;114;103;29692;47;27965;40;21378;27
5804707;5911249;314;22014;90;57;20390;117;107;29966;119;106;29966;47;28478;41;21891;27
5806593;5911249;314;21947;91;58;21778;73;55;25600;89;69;25740;45;25527;38;25688;24
5806594;5911249;308;21578;89;56;21370;76;50;25231;92;74;26099;44;25180;37;25341;23
5806595;5911249;308;21544;88;56;21268;79;49;25197;95;78;26387;43;25062;37;25223;23
5806596;5911249;310;21729;94;60;21591;83;56;25706;95;83;25269;42;24788;36;24949;22
5806597;5911249;316;22104;96;61;21502;94;62;26081;100;88;25644;46;25698;39;25859;25
5806598;5911249;320;22414;94;60;21000;105;66;25981;105;92;25954;45;25930;39;26091;24
5806599;5911249;319;22316;87;55;20053;98;74;30718;105;74;30718;47;32051;41;21459;27
5806600;5911249;316;22088;87;55;20053;91;71;30490;100;71;30490;47;31908;40;21316;26
5806601;5911249;313;21890;86;55;19982;78;64;29900;94;62;29900;47;31303;40;31464;26
5806602;5911249;317;22172;87;55;20216;75;63;29830;94;61;29830;47;31116;40;31277;26
5806603;5911249;319;22320;87;55;20260;84;65;29978;94;63;29978;47;27477;40;20890;27
5806604;5911249;310;21687;87;55;19425;98;79;29790;100;79;29790;45;27414;39;20827;26
5806605;5911249;305;21374;87;55;19425;98;75;29477;98;75;29477;46;27277;39;20690;26
5806606;5911249;308;21561;88;56;19698;98;78;29664;100;78;29664;46;27338;39;20751;26
5806607;5911249;311;21744;88;56;19704;98;80;29847;101;80;29847;46;27700;40;21113;26
5806608;5911249;315;22064;89;57;19923;102;85;30167;108;85;30167;46;28045;40;21457;26
5806609;5911249;320;22384;92;58;20358;108;89;30488;109;89;30488;47;28225;41;21638;27
5806610;5911249;309;21627;87;55;19467;110;99;29376;112;98;29376;46;27412;40;20825;26
5806611;5911249;311;21787;87;55;19467;114;100;29536;112;100;29536;46;27818;40;21230;26
5806612;5911249;304;21281;88;56;19681;117;104;29782;115;104;29782;47;27968;40;21381;27
5806613;5911249;293;20500;94;59;21415;139;122;35766;133;119;33609;50;29266;43;28453;29
5808496;5911249;314;22004;91;58;21773;73;60;25946;79;63;25375;45;25457;39;25618;25
5808497;5911249;318;22274;92;59;22084;79;60;25927;90;74;26092;46;25905;39;26066;25
5808498;5911249;317;22170;93;59;21954;81;58;25823;92;75;26214;45;25695;39;25856;24
5808499;5911249;305;21330;88;56;21232;79;51;25306;95;77;24869;43;24920;37;25081;23
5808500;5911249;309;21620;102;65;21423;83;55;25597;95;81;25160;45;24493;39;24654;24
5808501;5911249;321;22455;105;67;21577;109;67;26022;105;93;25995;45;26007;39;26168;25
5808502;5911249;321;22467;94;60;21000;109;67;26034;105;93;26007;45;26205;39;26366;25
5808503;5911249;320;22414;92;58;20904;98;75;30816;105;75;30816;45;32180;39;21587;25
5808504;5911249;316;22102;87;55;20053;91;71;30503;100;71;30503;47;31799;40;21207;26
5808505;5911249;310;21722;85;54;19702;84;67;30124;94;65;30124;46;31478;40;20886;26
5808506;5911249;309;21636;85;54;19633;84;67;30112;94;65;30112;46;27447;40;20860;26
5808507;5911249;306;21419;87;55;19479;98;73;29330;96;73;29330;47;27251;40;20664;26
5808508;5911249;303;21234;86;54;19191;87;72;29145;96;70;29145;45;26952;39;20365;26
5808509;5911249;303;21177;85;54;19085;91;72;29280;96;72;29280;45;27027;39;20440;26
5808510;5911249;307;21478;86;54;19195;98;76;29581;98;76;29581;46;27517;40;20929;26
5808511;5911249;305;21357;89;57;19923;98;75;29460;98;75;29460;46;27918;40;21331;26
5808512;5911249;309;21601;89;57;19923;110;99;29350;112;98;29350;46;28104;40;21516;26
5808513;5911249;306;21400;85;54;19192;106;96;29149;110;95;29149;46;26902;39;20315;26
5808514;5911249;304;21315;87;55;19467;106;95;29063;110;94;29063;46;27162;39;20575;26
5808515;5911249;303;21229;88;56;19681;110;99;29355;112;98;29355;46;27426;40;20839;27
5808516;5911249;301;21052;93;59;20227;114;101;29592;112;101;29592;47;27886;40;21298;27
5808517;5911249;297;20775;93;59;20227;116;103;26568;115;108;26517;47;28071;40;21484;27
5808518;5911249;290;20324;93;59;20227;118;108;26953;122;113;26902;50;29546;43;28733;29
5810399;5911249;311;21741;90;57;21471;76;59;25366;70;60;25111;44;25061;38;25222;24
5810400;5911249;313;21918;91;57;21601;78;62;25544;77;62;25289;46;25488;39;25649;25
5810401;5911249;321;22463;93;59;22162;81;62;26116;95;76;26281;46;26042;39;26203;25
5810402;5911249;300;21009;93;59;22162;75;53;25448;90;72;24548;46;24567;39;24728;25
5810403;5911249;301;21080;90;57;21190;75;53;25462;90;73;24620;42;24894;36;25055;23
5810404;5911249;310;21726;105;67;21577;83;56;25702;95;83;25266;43;24500;37;24661;23
5810405;5911249;322;22512;105;67;21577;109;67;26079;109;94;26052;45;26160;39;26321;25
5810406;5911249;323;22617;92;58;20904;109;69;26184;109;95;26157;46;26255;39;26416;25
5810407;5911249;325;22782;91;58;20721;108;71;26349;115;98;26322;46;27923;40;21335;26
5810408;5911249;315;22037;86;55;19647;87;72;30439;100;70;30439;46;27588;40;21001;26
5810409;5911249;306;21425;85;54;19508;78;64;29083;94;62;29083;46;27213;39;20625;26
5810410;5911249;303;21236;84;53;19221;75;61;28894;94;59;28894;45;27035;39;20448;25
5810411;5911249;307;21490;84;53;19241;98;74;29401;98;74;29401;45;27199;39;20612;26
5810412;5911249;299;20941;85;54;19118;84;68;28852;91;66;28852;45;26895;39;20308;26
5810413;5911249;297;20784;83;53;18689;84;68;28887;93;66;28887;45;26682;39;20095;25
5810414;5911249;299;20955;85;54;19006;84;71;29058;93;69;29058;45;26944;39;20357;26
5810415;5911249;305;21362;85;54;19006;98;75;29466;98;75;29466;46;27261;39;20674;26
5810416;5911249;301;21045;89;57;19923;101;91;28793;106;90;28793;45;26690;39;20102;26
5810417;5911249;300;21013;85;54;19192;101;90;28761;104;89;28761;45;26769;39;20182;26
5810418;5911249;304;21271;85;54;19192;106;94;29020;110;93;29020;46;27199;39;20612;26
5810419;5911249;305;21331;87;55;19642;114;101;29554;112;101;29554;46;27550;40;20963;26
5810420;5911249;300;20979;93;59;20227;116;104;26670;114;104;29775;47;27954;40;21366;27
5810421;5911249;294;20583;93;59;20227;116;102;26555;115;107;26504;47;28060;40;21473;27
5810422;5911249;292;20445;93;59;20227;116;106;26797;117;111;26746;44;29380;39;28567;26
5810423;5911249;286;20025;87;55;19875;132;115;35290;127;112;26056;44;21169;39;21167;26
5810457;5911249;231;16162;68;43;16607;60;46;17119;57;41;17119;35;17987;30;17987;19
5810458;5911249;227;15878;71;45;15804;58;44;16983;57;39;16983;35;18542;30;18542;19
5810462;5911249;223;15628;71;45;15836;47;38;16775;47;39;17550;38;19968;33;19968;21
5810463;5911249;223;15622;70;45;15760;41;35;16552;42;36;16552;38;20040;33;20040;21
5810464;5911249;224;15663;70;45;15792;42;38;16692;42;38;16692;36;20449;32;20449;22
5812300;5911249;304;21306;88;56;21072;72;53;24932;64;54;24677;44;24669;38;24830;24
5812301;5911249;308;21538;89;57;21276;74;56;25164;70;57;24908;44;25146;38;25307;24
5812302;5911249;312;21844;90;57;21416;78;61;25470;74;61;25215;44;25573;38;25734;24
5812303;5911249;300;21021;93;59;22162;79;61;26020;90;72;24560;42;26106;36;26267;23
5812304;5911249;297;20767;90;57;21190;78;57;25774;89;69;24307;42;24337;36;24498;23
5812305;5911249;297;20818;90;57;21190;78;58;25832;89;70;24358;41;23905;36;24066;22
5812306;5911249;299;20930;90;57;20969;78;62;24599;90;71;24470;44;24763;38;24924;24
5812307;5911249;301;21069;89;56;20866;84;74;24864;90;73;24609;44;24642;38;24802;24
5812308;5911249;306;21390;89;57;20367;100;94;27996;101;90;25822;46;25857;40;26018;25
5812309;5911249;306;21403;91;58;20721;102;81;25553;106;91;25834;46;27856;40;21269;26
5812310;5911249;309;21600;87;55;19732;107;84;25750;106;93;26031;46;27663;40;21075;26
5812311;5911249;305;21372;87;55;19708;78;63;29029;94;61;29029;45;27216;39;20629;26
5812312;5911249;301;21073;83;53;19108;75;60;28786;93;58;28786;45;26965;39;20377;25
5812313;5911249;299;20901;83;52;18897;75;63;29000;91;61;29000;45;26675;38;20088;25
5812314;5911249;298;20829;83;52;18870;78;64;28558;89;62;28558;45;26692;39;20104;25
5812315;5911249;293;20524;82;52;18533;81;66;28742;88;64;28742;44;26389;38;19801;25
5812316;5911249;296;20726;84;53;18750;84;69;28434;92;68;28434;44;26759;38;20172;25
5812317;5911249;300;20972;84;53;18750;91;73;28679;93;72;28679;44;27166;38;20579;25
5812318;5911249;299;20909;84;53;18750;101;89;28657;102;88;28657;45;26548;38;19961;25
5812319;5911249;297;20762;85;54;19192;96;87;28511;102;86;28511;45;26778;38;20191;25
5812320;5911249;309;21604;87;55;19642;110;99;29353;112;98;29353;46;27267;40;20680;26
5812321;5911249;309;21626;87;55;19642;110;99;29375;112;98;29375;47;27636;40;21048;27
5812322;5911249;302;21108;87;55;19642;112;95;26025;112;100;25973;47;28063;40;21476;27
5812323;5911249;301;21069;93;59;20227;114;99;26281;113;104;26230;47;27409;40;20822;27
5812324;5911249;298;20878;91;58;20120;116;107;26875;118;112;26824;44;21358;39;21356;26
5812325;5911249;287;20125;91;58;20120;132;116;36175;128;111;25125;44;21176;39;21175;26
5812353;5911249;221;15454;63;40;15245;62;51;16452;62;48;16626;32;16511;27;16510;17
5812354;5911249;224;15659;64;41;15542;63;47;16953;66;51;16832;32;16730;28;16730;18
5812355;5911249;232;16211;67;42;16121;66;55;17529;71;57;18745;33;16868;29;16867;18
5812356;5911249;230;16092;67;42;16117;65;53;17389;68;55;18605;33;17289;28;17289;18
5812358;5911249;235;16424;67;43;16395;69;59;17515;71;54;18056;33;17969;28;17969;18
5812359;5911249;232;16222;70;45;15544;66;56;17314;65;51;17854;35;17998;31;17998;20
5812360;5911249;227;15886;70;45;15595;62;52;16978;62;47;17519;35;18948;31;18947;20
5812361;5911249;225;15748;72;46;15824;58;47;16669;56;45;17381;36;18920;31;18920;20
5812362;5911249;222;15536;70;44;15493;52;41;16201;53;37;16124;35;19524;31;19524;20
5812363;5911249;220;15422;69;44;15482;48;39;16085;53;36;16011;36;19454;31;19454;20
5812364;5911249;220;15389;69;44;15468;45;34;16060;45;35;16060;37;19697;32;19697;21
5812365;5911249;221;15486;69;44;15473;45;36;16168;45;37;16168;37;20165;32;20165;21
5812366;5911249;220;15389;69;44;15594;45;39;16787;45;39;16787;37;20845;33;20845;22
5814173;5911249;424;29702;129;82;29965;108;85;32065;122;86;31525;61;35885;52;36034;35
5814174;5911249;434;30381;133;84;30585;112;95;32743;128;96;32204;61;36525;53;36675;35
5814175;5911249;435;30472;133;84;30585;112;96;32835;128;97;32295;62;35027;53;35177;35
5814176;5911249;405;28320;119;75;28623;142;127;37780;151;127;34365;59;33412;51;33562;33
5814201;5911249;302;21120;88;56;20931;69;50;24746;64;52;24491;43;24688;37;24849;23
5814202;5911249;305;21370;88;56;21114;72;54;24996;64;55;24741;44;24349;38;24510;24
5814203;5911249;312;21862;86;54;20505;78;61;25487;74;61;25232;42;25283;36;25444;23
5814204;5911249;297;20812;86;54;20505;78;60;24480;89;69;24351;42;24370;36;24531;23
5814205;5911249;293;20542;85;54;20131;74;56;24210;89;66;24082;42;24004;36;24165;22
5814206;5911249;293;20540;90;57;21072;74;56;24208;89;66;24080;41;23758;36;23919;22
5814207;5911249;296;20687;89;56;20866;76;58;24355;89;68;24227;43;24396;37;24557;23
5814208;5911249;298;20850;87;55;20549;78;61;24518;89;70;24389;44;24533;38;24694;24
5814209;5911249;303;21243;89;57;20367;100;91;27848;101;88;25674;46;25685;39;25846;25
5814210;5911249;303;21179;89;57;20367;98;90;27785;101;87;25611;46;25677;39;25838;25
5814211;5911249;306;21396;87;55;19732;100;94;28002;101;91;25828;46;27906;40;21318;26
5814212;5911249;306;21452;84;53;19357;81;65;29110;94;63;29110;46;27377;39;20790;26
5814213;5911249;302;21107;84;53;19357;81;65;29138;93;63;29138;45;27297;39;20710;26
5814214;5911249;297;20755;82;52;18665;75;62;28417;90;60;28417;44;26546;38;19959;25
5814215;5911249;295;20617;82;52;18563;75;60;28279;88;58;28279;44;26585;38;19998;25
5814216;5911249;291;20356;82;52;18851;78;64;28063;88;63;28063;45;26263;39;19676;25
5814217;5911249;291;20378;84;53;18750;78;64;28085;88;63;28085;44;26218;38;19631;25
5814218;5911249;292;20445;84;53;18750;78;65;28152;90;64;28152;44;26854;38;20267;25
5814219;5911249;296;20704;81;51;18160;92;86;28453;101;85;28453;45;26458;38;19871;25
5814220;5911249;293;20520;81;51;18160;91;83;28269;100;82;28269;45;26538;38;19951;25
5814221;5911249;312;21870;87;55;19642;114;101;29619;114;101;29619;45;27617;38;21030;25
5814222;5911249;313;21890;87;55;19642;114;102;29638;114;102;29638;47;27807;40;21220;27
5814223;5911249;298;20890;95;60;19438;109;92;25806;105;97;25755;47;27330;40;20743;27
5814224;5911249;298;20843;95;60;19438;108;91;25760;102;96;25709;46;27419;40;20831;28
5814225;5911249;289;20224;95;60;19456;132;116;36170;128;111;25120;47;21408;41;21406;28
5814226;5911249;286;19989;91;58;20120;127;113;35936;125;107;24886;47;21233;41;21231;28
5814227;5911249;281;19675;91;58;20120;121;108;35621;121;103;24571;44;21394;39;21392;26
5814253;5911249;213;14940;61;39;14656;62;49;17114;64;54;20916;32;16559;27;16559;18
5814254;5911249;216;15132;63;40;15245;61;40;16007;61;40;16007;32;16773;27;16773;17
5814255;5911249;215;15078;65;41;15606;58;39;15953;55;39;15953;32;16948;28;16948;18
5814256;5911249;234;16372;67;42;16129;71;58;17690;76;61;17569;34;17350;29;17350;19
5814257;5911249;240;16818;70;45;16730;77;64;18114;80;66;19331;34;17833;29;17833;19
5814258;5911249;236;16520;69;44;16463;73;59;17816;76;63;17695;34;17675;29;17675;19
5814259;5911249;239;16740;70;44;16596;74;63;18037;80;65;19253;34;17945;29;17945;19
5814260;5911249;231;16198;70;45;15544;65;56;17290;63;51;17831;35;20371;31;20371;20
5814261;5911249;228;15943;70;45;15544;63;53;17035;62;47;17576;36;19142;31;19142;21
5814262;5911249;226;15804;69;44;15305;56;44;16469;55;41;16392;35;19016;31;19016;20
5814263;5911249;224;15691;68;43;15191;55;43;16357;54;39;16280;36;19275;31;19275;20
5814264;5911249;218;15262;69;44;15363;48;37;15939;51;37;16117;36;19332;31;19331;21
5814265;5911249;214;14998;68;43;15170;44;33;15690;47;34;15690;36;19569;31;19568;21
