from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5795174;5961860;388;27168;142;122;32593;143;127;32593;54;32316;48;30540
5795175;5961860;387;27106;142;121;32530;143;126;32530;55;32453;49;30676
5795176;5961860;433;30322;208;189;34558;204;191;35392;51;31977;45;30200
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5961860;407;28511;116;93;33599;126;98;33599;47;32774;42;32774
5797071;5961860;409;28628;116;95;33716;127;100;33716;50;34174;44;34174
5797072;5961860;386;27038;96;78;29436;116;87;31895;50;33891;44;33891
5797073;5961860;382;26753;93;74;29151;116;82;31610;49;33975;43;33975
5797074;5961860;381;26635;89;72;29047;116;81;31505;47;32840;41;32840
5797075;5961860;383;26844;93;75;29255;116;84;31714;49;33173;43;33173
5797076;5961860;379;26560;127;113;31984;135;118;31984;52;31795;46;30018
5797077;5961860;381;26687;129;115;32111;138;120;32111;55;32227;49;30451
5797078;5961860;386;27020;135;120;32445;141;125;32445;57;32764;51;30988
5797079;5961860;385;26928;135;119;32352;139;124;32352;55;32601;49;30824
5797080;5961860;385;26972;135;119;32396;141;124;32396;51;31812;45;30035
5797081;5961860;385;26958;135;119;32383;139;124;32383;55;32432;49;30655
5797082;5961860;382;26752;149;135;31822;158;140;31822;51;31963;45;30187
5798974;5961860;357;24970;103;69;29814;92;68;27369;39;28918;34;28918
5798975;5961860;412;28872;116;98;33959;127;103;33959;48;33121;42;33121
5798976;5961860;412;28866;116;98;33954;127;103;33954;50;33009;44;33009
5798977;5961860;412;28873;116;99;33961;127;104;33961;51;34214;45;34214
5798978;5961860;380;26568;93;75;28974;116;84;31433;49;33685;43;33685
5798979;5961860;377;26392;89;72;28798;116;81;31256;50;34044;44;34044
5798980;5961860;377;26392;89;72;28798;116;81;31256;48;33203;42;33203
5798981;5961860;381;26663;93;76;29070;116;85;31528;50;33591;45;33591
5798982;5961860;377;26392;126;111;31816;132;116;31816;51;31655;45;29879
5798983;5961860;375;26267;126;109;31691;132;114;31691;53;31595;47;29819
5798984;5961860;375;26260;121;109;31684;132;114;31684;55;31587;49;29810
5798985;5961860;380;26624;128;114;32049;135;119;32049;52;31479;46;29702
5798986;5961860;378;26486;126;112;31911;135;117;31911;52;31745;46;29968
5798987;5961860;382;26742;129;116;32167;138;121;32167;55;32204;49;30428
5798988;5961860;376;26336;141;129;31406;149;138;31406;50;31439;44;29662
5800879;5961860;350;24473;85;64;26872;78;61;26872;38;28639;33;28639
5800880;5961860;354;24752;91;68;27151;85;65;27151;39;28914;34;28914
5800881;5961860;415;29076;116;101;34164;132;106;34164;36;28542;32;28542
5800882;5961860;378;26480;116;98;32203;127;103;32203;55;35716;48;35716
5800883;5961860;379;26516;116;98;32238;127;103;32238;54;35493;47;35493
5800884;5961860;378;26437;93;73;28867;116;82;31326;49;33502;43;33502
5800885;5961860;374;26173;87;70;28640;116;79;31099;48;33205;42;33205
5800886;5961860;372;26025;89;72;28784;116;81;31242;51;33496;45;33496
5800887;5961860;374;26146;93;76;29057;116;85;31516;51;33580;45;33580
5800888;5961860;366;25603;115;100;31028;123;105;31028;51;30771;45;28995
5800889;5961860;372;26007;121;105;31431;129;110;31431;51;31360;45;29584
5800890;5961860;373;26083;121;106;31507;129;111;31507;53;31273;47;29497
5800891;5961860;376;26294;126;109;31718;132;114;31718;50;31150;44;29373
5800892;5961860;375;26231;121;109;31655;132;114;31655;52;31624;46;29848
5800893;5961860;377;26392;126;111;31816;132;116;31816;54;32165;48;30389
5800894;5961860;375;26245;136;127;31315;149;136;31315;50;31445;44;29669
5800895;5961860;372;26006;133;124;31076;144;129;31076;50;31345;45;29569
5802783;5961860;348;24375;82;63;26774;78;60;26774;39;28636;34;28636
5802784;5961860;347;24256;82;61;26655;75;58;26655;40;28606;36;28606
5802785;5961860;350;24535;85;65;26934;78;62;26934;34;28112;30;28112
5802786;5961860;380;26617;116;100;32340;131;105;32340;36;28294;32;28294
5802787;5961860;377;26380;116;96;32102;127;101;32102;52;35527;46;35527
5802788;5961860;374;26182;116;93;31905;127;98;31905;52;35280;46;35280
5802789;5961860;374;26182;116;93;31905;127;98;31905;50;33743;44;33743
5802790;5961860;375;26251;93;74;28889;116;82;31348;49;33265;43;33265
5802791;5961860;368;25753;89;72;28247;116;81;30706;49;33539;43;33539
5802792;5961860;371;25989;93;76;28483;116;85;30942;50;33841;44;33841
5802793;5961860;363;25375;114;96;30799;122;101;30799;50;30712;44;28936
5802794;5961860;367;25711;116;101;31135;127;106;31135;50;30998;44;29221
5802795;5961860;367;25711;116;101;31135;127;106;31135;50;30998;44;29222
5802796;5961860;369;25825;120;103;31249;129;108;31249;51;31195;45;29418
5802797;5961860;374;26186;121;108;31610;130;113;31610;52;31515;46;29739
5802798;5961860;377;26360;126;110;31785;132;115;31785;53;31258;47;29482
5802799;5961860;367;25689;129;119;30758;137;124;30758;48;30759;43;28982
5802800;5961860;366;25610;128;118;30679;134;123;30679;49;30927;43;29150
5802801;5961860;371;25978;133;124;31047;142;129;31047;51;31286;45;29509
5804689;5961860;346;24209;79;61;26608;72;58;26608;38;28327;34;28327
5804690;5961860;343;24038;75;58;26438;69;55;26438;40;28318;35;28318
5804691;5961860;346;24239;85;66;26962;78;63;26962;39;28302;34;28302
5804692;5961860;349;24431;91;68;27154;85;65;27154;42;28741;37;28741
5804693;5961860;377;26381;116;96;32103;127;101;32103;54;35591;47;35591
5804694;5961860;371;25942;110;90;31664;121;95;31664;52;35197;46;35197
5804695;5961860;370;25868;108;89;31590;121;94;31590;50;33830;43;33830
5804696;5961860;366;25592;89;70;28112;116;79;30571;50;34279;44;34279
5804697;5961860;365;25523;83;69;28018;116;78;30476;50;33875;44;33875
5804698;5961860;372;26051;93;77;28546;116;86;31004;50;33942;44;33942
5804699;5961860;359;25153;114;93;30578;119;98;30578;49;30429;43;28652
5804700;5961860;359;25112;114;93;30536;119;98;30536;49;30369;43;28592
5804701;5961860;362;25362;114;96;30786;122;101;30786;51;30758;45;28981
5804702;5961860;363;25425;114;97;30850;122;102;30850;50;30576;44;28800
5804703;5961860;365;25575;115;99;30999;123;104;30999;49;30751;44;28975
5804704;5961860;367;25723;116;101;31147;127;106;31147;52;31150;46;29374
5804705;5961860;363;25445;124;116;30514;134;121;30514;48;30573;42;28796
5804706;5961860;363;25405;124;115;30475;134;120;30475;51;30862;46;29085
5804707;5961860;367;25679;129;119;30749;137;124;30749;53;31375;47;29599
5806593;5961860;346;24224;74;61;26623;72;58;26623;39;28424;34;28424
5806594;5961860;341;23854;74;55;26254;66;52;26254;38;28077;33;28077
5806595;5961860;340;23821;75;55;26220;66;52;26220;38;27959;33;27959
5806596;5961860;343;24005;82;62;26728;78;59;26728;35;27685;31;27685
5806597;5961860;348;24380;89;68;27104;85;65;27104;39;28595;35;28595
5806598;5961860;353;24691;99;70;29860;92;69;27414;40;28827;35;28827
5806599;5961860;368;25778;104;88;31501;121;93;31501;51;34948;45;34948
5806600;5961860;365;25550;104;84;31273;120;89;31273;52;34805;46;34805
5806601;5961860;362;25352;89;72;28225;116;81;30683;50;34200;44;34200
5806602;5961860;366;25634;89;71;28154;116;80;30613;50;34013;44;34013
5806603;5961860;368;25782;93;73;28303;116;82;30761;51;30374;45;28598
5806604;5961860;359;25149;114;93;30573;119;98;30573;49;30311;43;28535
5806605;5961860;355;24836;106;89;30260;118;94;30260;50;30174;44;28398
5806606;5961860;357;25023;112;91;30447;119;96;30447;49;30235;43;28459
5806607;5961860;360;25206;114;94;30630;122;99;30630;51;30597;45;28821
5806608;5961860;365;25526;115;99;30950;122;104;30950;52;30942;47;29165
5806609;5961860;369;25846;120;103;31271;129;108;31271;52;31122;46;29346
5806610;5961860;358;25089;122;111;30159;132;116;30159;49;30309;43;28533
5806611;5961860;361;25249;122;113;30319;132;118;30319;51;30714;46;28938
5806612;5961860;364;25496;124;117;30565;134;122;30565;53;30865;48;29088
5806613;5961860;387;27112;154;140;32182;160;145;32182;53;32163;47;30387
5808496;5961860;347;24262;76;66;26969;74;63;26969;39;28354;34;28354
5808497;5961860;351;24551;80;65;26950;78;62;26950;40;28802;35;28802
5808498;5961860;349;24447;81;64;26846;78;61;26846;39;28592;35;28592
5808499;5961860;337;23606;75;57;26329;69;54;26329;37;27817;33;27817
5808500;5961860;341;23897;82;61;26620;72;58;26620;34;27390;30;27390
5808501;5961860;353;24732;103;71;29900;92;70;27454;39;28904;35;28904
5808502;5961860;353;24744;103;71;29912;92;70;27467;42;29102;37;29102
5808503;5961860;370;25876;110;89;31599;121;94;31599;54;35076;48;35076
5808504;5961860;365;25564;104;85;31287;120;90;31287;51;34696;45;34696
5808505;5961860;360;25184;93;75;28448;116;84;30907;50;34375;44;34375
5808506;5961860;359;25099;93;75;28437;116;84;30895;50;30344;44;28568
5808507;5961860;355;24881;102;87;30113;118;92;30113;49;30148;43;28372
5808508;5961860;353;24696;102;84;29928;115;89;29928;48;29849;42;28073
5808509;5961860;352;24639;102;86;30063;115;91;30063;48;29924;42;28148
5808510;5961860;356;24940;112;90;30365;118;95;30365;51;30413;45;28637
5808511;5961860;355;24820;106;88;30244;118;93;30244;54;30815;48;29038
5808512;5961860;358;25063;122;110;30133;132;115;30133;53;31000;48;29224
5808513;5961860;355;24862;119;108;29932;130;113;29932;47;29799;42;28023
5808514;5961860;354;24777;119;106;29846;127;111;29846;47;30059;42;28283
5808515;5961860;358;25068;122;111;30138;132;116;30138;48;30323;42;28547
5808516;5961860;362;25305;122;114;30375;132;119;30375;52;30782;46;29006
5808517;5961860;367;25717;126;116;30028;135;124;30028;54;30968;49;29192
5808518;5961860;373;26102;132;121;30413;145;128;37640;55;32442;50;30666
5810399;5961860;343;23998;82;62;28833;78;66;28833;39;27958;34;27958
5810400;5961860;345;24176;84;64;29010;80;67;27244;41;28385;36;28385
5810401;5961860;353;24740;83;68;27139;84;65;27139;42;28939;37;28939
5810402;5961860;333;23285;76;59;26471;69;56;26471;37;27463;33;27463
5810403;5961860;334;23356;76;59;26485;69;56;26485;37;27791;32;27791
5810404;5961860;343;24002;82;62;26725;78;59;26725;37;27397;33;27397
5810405;5961860;354;24788;103;71;29957;92;70;27511;41;29057;36;29057
5810406;5961860;356;24894;103;73;30062;92;72;27617;41;29152;36;29152
5810407;5961860;358;25058;103;75;30227;94;74;27781;53;30820;46;29043
5810408;5961860;364;25499;104;84;31222;116;89;31222;51;30485;44;28709
5810409;5961860;356;24888;89;72;27408;116;81;29866;50;30110;43;28333
5810410;5961860;353;24698;87;69;27219;115;78;29677;50;29932;44;28155
5810411;5961860;356;24952;102;88;30184;118;93;30184;49;30096;43;28320
5810412;5961860;349;24403;92;76;27176;111;85;29635;48;29792;42;28015
5810413;5961860;346;24246;92;76;27211;111;85;29670;48;29579;42;27802
5810414;5961860;349;24417;98;79;27383;113;88;29841;50;29841;44;28065
5810415;5961860;355;24824;106;88;30249;118;93;30249;53;30158;47;28381
5810416;5961860;350;24507;113;103;29577;122;108;29577;48;29587;43;27810
5810417;5961860;350;24475;110;102;29544;120;107;29544;47;29666;42;27890
5810418;5961860;353;24733;119;106;29803;127;111;29803;48;30096;43;28319
5810419;5961860;361;25267;122;113;30337;132;118;30337;50;30447;45;28671
5810420;5961860;364;25488;124;117;30558;134;122;30558;52;30850;47;29074
5810421;5961860;367;25704;126;116;30016;135;124;30016;54;30957;48;29181
5810422;5961860;371;25946;129;119;30258;138;126;37485;53;32277;47;30501
5810423;5961860;398;27873;158;139;33058;158;141;37194;51;31235;46;31235
5810457;5961860;439;30755;104;91;34717;105;92;33835;42;31261;37;31001
5810458;5961860;437;30618;101;88;34461;101;88;33579;42;31815;38;31555
5810462;5961860;437;30607;88;74;34267;86;75;33385;45;33241;40;32981
5810463;5961860;437;30602;84;71;34043;83;72;33162;45;33313;40;33053
5810464;5961860;438;30643;85;74;34246;83;75;33364;47;33722;41;33463
5812300;5961860;337;23564;76;56;28398;74;60;28398;38;27566;33;27566
5812301;5961860;340;23795;77;59;28630;78;63;28630;41;28043;36;28043
5812302;5961860;344;24102;84;63;28936;80;67;28936;44;28470;39;28470
5812303;5961860;333;23297;82;67;27043;78;64;27043;42;29003;37;29003
5812304;5961860;329;23044;78;63;26797;78;60;26797;37;27234;32;27234
5812305;5961860;330;23094;78;64;26854;78;61;26854;33;26802;29;26802
5812306;5961860;332;23207;81;67;25622;78;64;25622;40;27660;35;27660
5812307;5961860;334;23346;84;69;25760;84;66;25760;39;27538;34;27538
5812308;5961860;338;23648;98;86;26973;98;83;26973;40;28754;35;28754
5812309;5961860;338;23660;100;86;26985;98;83;26985;52;30753;45;28977
5812310;5961860;341;23857;106;89;27182;104;86;27182;51;30560;45;28783
5812311;5961860;355;24834;89;71;27354;116;80;29813;50;30113;44;28337
5812312;5961860;350;24535;83;68;27111;109;77;29569;49;29862;43;28085
5812313;5961860;348;24363;88;71;27325;113;80;29784;49;29572;42;27795
5812314;5961860;347;24291;88;72;26882;108;81;29341;48;29589;42;27812
5812315;5961860;343;23986;92;74;27067;103;83;29525;47;29286;41;27509
5812316;5961860;346;24188;93;77;26758;113;86;29217;50;29656;44;27880
5812317;5961860;349;24434;102;84;29462;115;89;29462;52;30063;46;28287
5812318;5961860;348;24371;110;101;29440;120;106;29440;47;29445;41;27668
5812319;5961860;346;24224;109;98;29294;118;103;29294;49;29675;43;27899
5812320;5961860;358;25066;122;111;30136;132;116;30136;47;30164;42;28388
5812321;5961860;358;25088;122;111;30158;132;116;30158;50;30532;45;28756
5812322;5961860;361;25290;121;108;29485;129;116;29485;54;30960;48;29184
5812323;5961860;365;25546;126;112;29742;133;120;29742;54;30306;48;28530
5812324;5961860;372;26023;131;120;30335;140;127;37562;54;31424;48;31424
5812325;5961860;398;27834;158;139;33019;158;140;37155;51;31242;46;31242
5812353;5961860;409;28654;122;106;37252;121;98;30938;41;29784;36;29524
5812354;5961860;412;28860;122;112;36137;122;101;31143;40;30003;36;29743
5812355;5961860;420;29411;121;108;35864;125;109;34982;39;30141;35;29881
5812356;5961860;418;29293;121;106;35724;122;107;34842;42;30563;37;30303
5812358;5961860;448;31375;109;95;35007;111;96;34125;45;31242;41;30983
5812359;5961860;445;31173;104;93;34805;108;93;33923;43;31271;38;31012
5812360;5961860;441;30838;101;88;34470;101;89;33588;43;32221;38;31961
5812361;5961860;439;30700;98;83;34160;98;84;33278;43;32193;38;31933
5812362;5961860;436;30515;92;77;33693;97;78;32811;47;32798;42;32538
5812363;5961860;434;30402;89;75;33576;94;76;32694;44;32728;39;32468
5812364;5961860;434;30368;88;70;33552;86;71;32670;45;32971;40;32711
5812365;5961860;435;30465;88;72;33659;86;72;32777;46;33439;41;33179
5812366;5961860;434;30368;84;73;43148;86;78;33623;48;34118;42;33858
5814173;5961860;389;27228;107;83;29302;117;90;29302;59;33402;53;30683
5814174;5961860;399;27906;109;92;29981;123;99;29981;61;34042;54;31323
5814175;5961860;400;27998;114;94;30072;123;101;30072;61;37924;54;37913
5814176;5961860;369;25845;134;123;38084;147;125;32142;56;36309;49;36298
5814201;5961860;334;23378;76;53;28212;74;57;28212;39;27585;35;27585
5814202;5961860;338;23628;76;57;28462;74;61;28462;41;27246;37;27246
5814203;5961860;345;24119;84;64;28954;80;68;28954;41;28179;37;28179
5814204;5961860;330;23088;78;65;25502;78;62;25502;38;27267;34;27267
5814205;5961860;326;22819;74;61;25233;75;58;25233;36;26901;32;26901
5814206;5961860;326;22816;74;61;25231;72;58;25231;34;26655;30;26655
5814207;5961860;328;22964;76;63;25378;78;60;25378;37;27293;33;27293
5814208;5961860;330;23126;78;66;25540;78;63;25540;38;27429;34;27429
5814209;5961860;336;23500;98;84;26825;98;81;26825;39;28581;34;28581
5814210;5961860;335;23437;97;83;26762;95;80;26762;41;28574;36;28574
5814211;5961860;338;23654;98;86;26979;98;83;26979;54;30803;47;29026
5814212;5961860;356;24914;89;72;27435;116;81;29894;51;30274;45;28497
5814213;5961860;351;24569;89;73;27463;113;82;29922;52;30194;45;28417
5814214;5961860;346;24217;87;70;26741;111;78;29200;48;29443;42;27666
5814215;5961860;344;24079;83;68;26603;101;77;29062;50;29482;44;27706
5814216;5961860;340;23818;88;72;26388;108;81;28846;48;29160;42;27383
5814217;5961860;341;23840;88;72;26410;108;81;28868;51;29115;45;27339
5814218;5961860;342;23907;89;73;26477;108;82;28935;51;29751;45;27975
5814219;5961860;345;24166;108;98;29236;118;103;29236;46;29355;41;27578
5814220;5961860;343;23982;108;95;29052;112;100;28219;49;29435;43;27659
5814221;5961860;362;25332;123;114;30402;132;119;30402;51;30514;46;28738
5814222;5961860;362;25352;123;115;30422;132;120;30422;52;30704;47;28927
5814223;5961860;358;25071;118;105;29266;124;113;29266;53;30227;47;28450
5814224;5961860;357;25025;118;104;29220;122;112;29220;54;30315;48;28539
5814225;5961860;398;27829;158;139;33014;158;140;37150;54;31474;49;31474
5814226;5961860;394;27594;153;135;32780;153;137;36916;52;31299;46;31299
5814227;5961860;390;27280;147;131;32466;150;132;36602;51;31164;46;31164
5814253;5961860;402;28140;116;98;36738;116;96;36821;44;29832;40;29572
5814254;5961860;405;28332;99;84;34450;102;77;35518;44;30046;40;29786
5814255;5961860;404;28279;99;84;34396;95;77;35464;43;30221;39;29961
5814256;5961860;422;29572;123;110;36025;125;111;35144;42;30624;37;30364
5814257;5961860;429;30018;129;116;36450;127;117;35568;41;31107;37;30847
5814258;5961860;425;29720;126;112;36151;125;113;35270;42;30948;37;30689
5814259;5961860;428;29941;129;115;36372;127;116;35490;45;31218;40;30958
5814260;5961860;445;31150;104;92;34782;108;93;33900;47;33644;42;33384
5814261;5961860;441;30895;101;89;34526;104;89;33645;44;32416;39;32156
5814262;5961860;440;30783;95;81;33961;97;81;33079;43;32289;38;32029
5814263;5961860;438;30670;94;79;33848;97;80;32966;44;32548;39;32288
5814264;5961860;432;30241;88;73;33431;89;74;32549;44;32605;39;32345
5814265;5961860;428;29978;83;69;33181;86;70;32299;44;32842;39;32582
5814266;5961860;428;29946;92;74;33530;91;75;32649;46;33303;41;33043
5814267;5961860;429;30054;87;71;43297;87;74;42919;49;34735;43;34475
5814268;5961860;427;29869;82;68;43093;83;71;42715;49;34600;43;34340
5816065;5961860;394;27582;108;89;29757;123;96;29757;56;32985;50;30265
5816068;5961860;384;26871;94;79;29046;117;86;29046;55;32293;49;29573
5816069;5961860;387;27083;107;82;29258;117;89;29258;55;32172;49;29453
5816070;5961860;374;26162;80;67;28236;106;74;28236;56;32320;50;29600
5816071;5961860;374;26156;82;68;28291;106;75;28291;57;32164;51;29444
5816072;5961860;375;26249;83;71;28384;106;77;28384;57;32699;50;36705
5816073;5961860;360;25219;89;74;28676;107;81;28676;58;32704;51;36568
5816074;5961860;355;24861;102;88;29648;118;95;29648;57;36237;50;36226
5816075;5961860;370;25906;137;124;38145;151;126;32204;56;36382;49;36370
5816099;5961860;344;24066;84;63;28889;83;67;28889;38;27993;33;27993
5816100;5961860;329;22998;73;55;28328;74;59;28328;37;27076;32;27076
5816101;5961860;327;22913;79;60;28719;78;64;28719;39;27105;35;27105
5816102;5961860;327;22908;80;61;27749;78;65;27749;37;26615;33;26615
5816103;5961860;327;22859;74;62;25273;75;59;25273;37;27175;32;27175
5816104;5961860;323;22590;70;58;25004;69;55;25004;36;26924;32;26924
5816105;5961860;323;22601;70;58;25015;69;55;25015;34;26406;30;26406
5816106;5961860;326;22803;74;61;25218;72;58;25218;37;27010;32;27010
5816107;5961860;331;23146;78;66;25560;78;63;25560;37;27400;33;27400
5816108;5961860;333;23326;93;81;26651;95;78;26651;37;27508;32;27508
5816109;5961860;330;23131;91;79;26456;92;76;26456;40;28300;36;28300
5816110;5961860;334;23360;93;82;26685;95;79;26685;41;28541;36;28541
5816111;5961860;341;23872;102;86;29533;104;86;27197;42;29008;38;29008
5816112;5961860;339;23761;110;85;29413;116;102;33851;42;29401;38;29401
5816113;5961860;344;24106;88;71;26809;108;79;29268;50;29504;44;27727
5816114;5961860;340;23806;83;68;26333;101;76;28791;47;29061;41;27285
5816115;5961860;336;23546;83;68;26347;98;77;28805;46;28787;40;27010
5816116;5961860;336;23553;83;68;26123;98;77;28582;49;29014;43;27237
5816117;5961860;340;23800;88;71;26369;108;80;28828;49;29004;43;27228
5816118;5961860;340;23775;103;94;25553;112;97;28011;45;28787;40;27010
5816119;5961860;340;23802;104;94;25580;112;97;28038;49;29332;44;27556
5816120;5961860;362;25312;123;108;29507;129;116;29507;54;30769;49;28993
5816121;5961860;360;25177;120;106;29372;125;114;29372;51;30640;46;28864
5816122;5961860;354;24778;111;101;28973;121;109;28973;49;29934;43;28157
5816123;5961860;354;24763;111;100;28958;121;108;28958;52;30169;46;28393
5816124;5961860;355;24835;113;101;29030;121;109;29030;53;30258;48;28481
5816125;5961860;395;27652;155;136;32838;158;137;36974;55;31554;50;31554
5816126;5961860;393;27500;149;134;32686;150;135;36822;53;31329;48;31329
5816127;5961860;387;27065;143;128;32251;145;129;36387;50;30827;45;30827
5816152;5961860;393;27481;101;88;34710;102;81;35778;44;29677;40;29417
5816153;5961860;403;28235;99;83;34353;95;76;35420;44;30478;40;30218
5816154;5961860;400;28020;99;80;34137;88;73;35205;48;30048;43;30048
5816155;5961860;401;28100;99;81;34217;91;74;35285;47;30145;42;30145
5816156;5961860;429;29997;129;116;36428;127;117;35546;42;31158;37;30898
5816157;5961860;427;29921;129;115;36352;127;116;35470;44;31119;39;30859
5816158;5961860;428;29940;101;83;33402;98;84;32520;47;33675;42;33415
5816159;5961860;427;29902;97;82;33363;98;83;32482;47;33625;42;33365
5816160;5961860;427;29900;97;82;33362;98;83;32480;45;32872;40;32612
5816161;5961860;432;30245;101;87;33707;100;88;32825;47;33786;42;33526
5816162;5961860;425;29717;87;71;32847;89;72;31965;47;33789;41;33530
5816163;5961860;425;29729;86;69;33188;86;70;32306;47;33414;42;33154
5816164;5961860;425;29764;84;69;33170;86;70;32288;45;33076;40;32817
5816165;5961860;424;29701;85;72;33400;86;73;32518;46;33372;41;33112
5816166;5961860;423;29615;90;72;44065;89;78;32856;46;33689;41;33429
5816167;5961860;422;29512;83;68;43108;86;71;42731;50;34471;45;34211
5817963;5961860;399;27902;114;94;30077;123;101;30077;57;33351;51;30631
5817964;5961860;395;27635;108;90;29810;123;97;29810;58;33139;52;30420
5817965;5961860;392;27472;107;88;29647;118;95;29647;57;32756;51;30037
5817966;5961860;389;27210;107;84;29385;117;91;29385;56;32642;50;29922
5817967;5961860;376;26317;89;73;28630;107;80;28630;55;31843;49;29124
5817968;5961860;375;26250;82;68;28301;106;75;28301;54;32160;48;29441
5817969;5961860;371;25973;80;64;28024;106;71;28024;55;32050;49;29331
5817970;5961860;370;25905;80;65;28040;106;72;28040;56;32282;50;29563
5817971;5961860;363;25389;82;68;28305;106;75;28305;56;32296;50;36754
5817972;5961860;358;25045;86;73;28605;107;80;28605;56;32615;49;36423
5817973;5961860;353;24706;102;85;29493;118;92;29493;55;36083;48;36071
5817974;5961860;351;24567;102;83;29354;117;90;29354;55;35875;48;35864
5817975;5961860;344;24083;102;85;29494;118;92;29494;55;35553;48;35542
5817976;5961860;342;23944;102;91;29878;123;98;29878;54;35196;47;35185
5817977;5961860;341;23837;108;95;35455;123;102;30134;54;34887;47;34876
5817997;5961860;345;24122;84;63;28946;84;67;28946;41;28062;36;28062
5817998;5961860;345;24178;84;64;29001;89;68;29001;41;28179;36;28179
