from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5798986;5934906;300;20984;112;96;22070;120;104;22070;47;26168;41;24392
5798987;5934906;303;21240;115;99;22326;122;108;26412;49;26628;43;24851
5798988;5934906;298;20834;126;112;21566;134;120;21566;44;25862;39;24086
5800879;5934906;288;20157;75;53;23125;64;47;23125;33;23062;28;23062
5800880;5934906;292;20436;82;57;23404;71;51;23404;33;23337;29;23337
5800881;5934906;340;23831;102;85;24324;117;93;24324;31;22966;27;22966
5800882;5934906;300;20978;102;81;22362;112;89;22362;49;30140;43;30140
5800883;5934906;300;21014;102;82;22398;112;90;22398;48;29917;42;29917
5800884;5934906;299;20935;80;61;21485;102;69;21485;44;27925;38;27925
5800885;5934906;295;20671;74;58;21258;102;66;21258;43;27628;37;27628
5800886;5934906;293;20523;76;60;21402;102;68;21402;45;27919;40;27919
5800887;5934906;295;20643;80;63;21675;102;71;21675;45;28004;40;28004
5800888;5934906;287;20101;101;83;21187;108;91;21187;45;25195;40;23418
5800889;5934906;293;20505;107;89;21591;113;97;21591;46;25784;40;24007
5800890;5934906;294;20581;107;90;21667;113;98;21667;48;25696;42;23920
5800891;5934906;297;20792;112;93;21878;117;101;21878;45;25573;39;23797
5800892;5934906;296;20728;107;92;21815;117;100;21815;47;26048;41;24271
5800893;5934906;298;20890;112;94;21976;117;102;21976;49;26588;43;24812
5800894;5934906;296;20743;122;111;21475;134;119;21475;44;25869;39;24092
5800895;5934906;293;20504;119;107;21235;131;115;21235;45;25769;40;23992
5802783;5934906;287;20058;72;52;23027;64;46;23027;34;23059;29;23059
5802784;5934906;285;19939;72;50;22908;61;44;22908;35;23030;31;23030
5802785;5934906;289;20218;75;54;23187;64;48;23187;29;22536;25;22536
5802786;5934906;302;21115;102;83;22499;116;91;22499;31;22718;27;22718
5802787;5934906;298;20878;102;80;22262;112;88;22262;47;29951;41;29951
5802788;5934906;295;20680;102;77;22064;112;85;22064;47;29704;41;29704
5802789;5934906;295;20680;102;77;22065;112;85;22065;45;28166;39;28166
5802790;5934906;296;20749;80;61;21508;102;69;21508;44;27689;38;27689
5802791;5934906;289;20251;76;60;20865;102;68;20865;44;27962;38;27962
5802792;5934906;293;20487;80;63;21102;102;71;21102;44;28265;39;28265
5802793;5934906;284;19873;100;80;20959;107;88;20959;45;25136;39;23359
5802794;5934906;289;20208;102;85;21295;112;93;21295;45;25421;39;23645
5802795;5934906;289;20209;102;85;21295;112;93;21295;44;25422;39;23645
5802796;5934906;290;20323;106;86;21409;113;94;21409;46;25618;40;23842
5802797;5934906;295;20684;107;92;21770;114;100;21770;47;25939;41;24162
5802798;5934906;298;20858;112;94;21944;117;102;21944;48;25681;42;23905
5802799;5934906;288;20186;115;103;20918;121;111;20918;43;25182;38;23406
5802800;5934906;287;20107;114;102;20839;119;110;20839;44;25350;38;23574
5802801;5934906;293;20476;119;107;21207;128;115;21207;45;25709;40;23933
5804689;5934906;284;19893;69;50;22861;59;44;22861;33;22750;29;22750
5804690;5934906;282;19722;65;47;22690;56;41;22690;34;22742;30;22742
5804691;5934906;285;19922;75;55;23215;64;49;23215;33;22726;29;22726
5804692;5934906;287;20115;82;57;23407;71;51;23407;37;23165;32;23165
5804693;5934906;298;20879;102;80;22263;112;88;22263;48;30015;42;30015
5804694;5934906;292;20440;96;74;21824;107;82;21824;47;29621;41;29621
5804695;5934906;291;20366;94;73;21750;107;81;21750;44;28253;38;28253
5804696;5934906;287;20090;76;58;20730;102;66;20730;45;28702;39;28702
5804697;5934906;286;20021;70;57;20636;102;65;20636;44;28298;38;28298
5804698;5934906;294;20549;80;64;21164;102;72;21164;44;28366;39;28366
5804699;5934906;281;19651;100;77;20737;104;85;20737;44;24852;38;23076
5804700;5934906;280;19609;100;76;20695;104;84;20695;44;24792;38;23016
5804701;5934906;284;19859;100;80;20945;107;88;20945;46;25181;40;23405
5804702;5934906;285;19923;100;81;21009;107;89;21009;45;25000;39;23223
5804703;5934906;287;20072;101;83;21159;108;91;21159;44;25174;39;23398
5804704;5934906;289;20221;102;85;21307;112;93;21307;47;25573;41;23797
5804705;5934906;285;19942;110;99;20674;119;107;20674;43;24996;37;23220
5804706;5934906;284;19903;110;99;20635;119;107;20635;46;25285;41;23509
5804707;5934906;288;20177;115;103;20909;121;111;20909;47;25798;42;24022
5806593;5934906;284;19907;64;50;22876;59;44;22876;33;22847;29;22847
5806594;5934906;279;19538;64;45;22506;53;39;22506;33;22500;28;22500
5806595;5934906;279;19504;65;44;22473;53;38;22473;32;22382;28;22382
5806596;5934906;281;19689;72;51;22981;64;45;22981;30;22109;26;22109
5806597;5934906;287;20064;79;57;23356;71;51;23356;34;23018;30;23018
5806598;5934906;291;20374;91;52;23667;79;55;23667;34;23250;30;23250
5806599;5934906;290;20276;90;71;21660;107;79;21660;46;29371;40;29371
5806600;5934906;286;20048;90;68;21433;106;76;21433;47;29228;41;29228
5806601;5934906;284;19849;76;60;20843;102;68;20843;45;28624;39;28624
5806602;5934906;288;20132;76;59;20773;102;67;20773;45;28436;39;28436
5806603;5934906;290;20280;80;61;20921;102;69;20921;46;24798;40;23021
5806604;5934906;281;19646;100;77;20733;104;85;20733;44;24735;38;22958
5806605;5934906;276;19334;93;72;20420;103;80;20420;45;24598;39;22821
5806606;5934906;279;19521;99;75;20607;104;83;20607;44;24658;38;22882
5806607;5934906;281;19704;100;78;20790;107;86;20790;45;25021;40;23244
5806608;5934906;286;20024;101;82;21110;107;90;21110;47;25365;42;23589
5806609;5934906;291;20344;106;87;21430;113;95;21430;46;25546;41;23769
5806610;5934906;280;19587;108;94;20319;118;102;20319;43;24733;38;22956
5806611;5934906;282;19747;108;97;20479;118;105;20479;46;25138;41;23362
5806612;5934906;286;19993;110;100;20725;119;108;20725;48;25288;43;23512
5806613;5934906;309;21610;139;123;22341;146;131;22341;48;26587;42;24810
5808496;5934906;285;19964;65;55;23222;60;49;23222;34;22777;29;22777
5808497;5934906;289;20234;71;54;23203;64;48;23203;35;23226;30;23226
5808498;5934906;288;20130;72;53;23099;64;47;23099;34;23016;30;23016
5808499;5934906;276;19289;65;46;22582;56;40;22582;32;22241;28;22241
5808500;5934906;280;19580;72;50;22873;59;44;22873;29;21814;25;21814
5808501;5934906;292;20415;93;53;23708;79;56;23708;34;23328;30;23328
5808502;5934906;292;20427;93;53;23720;79;56;23720;36;23526;32;23526
5808503;5934906;291;20374;96;73;21758;107;81;21758;49;29500;43;29500
5808504;5934906;287;20062;90;68;21446;106;76;21446;46;29120;40;29120
5808505;5934906;281;19682;80;63;21067;102;71;21067;45;28799;39;28799
5808506;5934906;280;19596;80;63;21055;102;71;21055;45;24768;39;22991
5808507;5934906;277;19378;89;70;20272;103;78;20272;44;24571;38;22795
5808508;5934906;274;19194;89;67;20088;101;75;20088;43;24273;37;22496
5808509;5934906;273;19137;89;69;20223;101;77;20223;43;24348;37;22571
5808510;5934906;278;19438;99;74;20524;103;82;20524;46;24837;40;23060
5808511;5934906;276;19317;93;72;20403;103;80;20403;49;25238;43;23462
5808512;5934906;279;19561;108;94;20292;118;102;20292;48;25424;43;23647
5808513;5934906;277;19360;105;91;20092;116;99;20092;42;24222;37;22446
5808514;5934906;275;19275;105;90;20006;112;98;20006;42;24483;37;22706
5808515;5934906;280;19566;108;94;20298;118;102;20298;42;24747;37;22970
5808516;5934906;283;19803;108;97;20535;118;105;20535;46;25206;41;23429
5808517;5934906;289;20214;112;101;20188;120;111;29602;49;25391;44;23615
5808518;5934906;294;20599;118;107;20573;130;117;29987;50;26866;45;25089
5810399;5934906;281;19700;70;50;22640;65;52;22640;34;22381;29;22381
5810400;5934906;284;19878;72;53;22818;67;53;23497;36;22808;31;22808
5810401;5934906;292;20423;73;57;23392;70;51;23392;36;23362;32;23362
5810402;5934906;271;18968;65;48;22724;56;42;22724;32;21887;28;21887
5810403;5934906;272;19040;65;48;22738;56;42;22738;32;22215;27;22215
5810404;5934906;281;19686;72;51;22978;64;45;22978;31;21821;28;21821
5810405;5934906;292;20472;93;54;23764;79;57;23764;36;23480;31;23480
5810406;5934906;294;20577;93;55;23870;79;58;23870;35;23575;31;23575
5810407;5934906;296;20742;93;57;24034;80;60;24034;47;25243;41;23467
5810408;5934906;286;19997;90;67;21382;102;75;21382;45;24909;39;23132
5810409;5934906;277;19385;76;60;20026;102;68;20026;44;24533;38;22757
5810410;5934906;274;19196;74;57;19837;101;65;19837;45;24355;39;22579
5810411;5934906;278;19450;89;71;20344;103;79;20344;44;24519;38;22743
5810412;5934906;270;18901;79;63;19794;97;71;19794;42;24215;37;22439
5810413;5934906;268;18743;79;64;19830;97;72;19830;42;24002;37;22226
5810414;5934906;270;18915;85;66;20001;100;74;20001;44;24265;39;22488
5810415;5934906;276;19322;93;72;20408;103;80;20408;48;24581;42;22805
5810416;5934906;271;19005;99;86;19736;107;94;19736;43;24010;38;22234
5810417;5934906;271;18972;96;86;19704;106;94;19704;42;24089;36;22313
5810418;5934906;275;19231;105;89;19962;112;97;19962;43;24519;38;22743
5810419;5934906;282;19765;108;97;20496;118;105;20496;45;24871;40;23094
5810420;5934906;286;19986;110;100;20718;119;108;20718;47;25274;42;23497
5810421;5934906;289;20202;112;101;20175;120;111;29590;49;25381;43;23604
5810422;5934906;292;20444;115;105;20417;124;114;29832;48;26701;42;24924
5810423;5934906;316;22136;144;125;23218;146;128;29541;46;25743;41;25743
5810457;5934906;348;24356;95;81;28565;90;77;28669;36;25214;32;25215
5810458;5934906;346;24219;92;77;28310;86;73;28413;37;25768;32;25769
5810462;5934906;346;24208;76;64;28115;73;62;27462;39;27194;35;27196
5810463;5934906;346;24202;72;60;27892;72;59;27238;40;27266;35;27267
5810464;5934906;346;24243;71;63;28094;72;62;27441;41;27675;36;27677
5812300;5934906;275;19266;62;44;22206;61;46;22206;33;21989;28;21989
5812301;5934906;279;19498;64;47;22437;65;49;22437;35;22466;31;22466
5812302;5934906;283;19804;72;52;22744;67;54;22744;39;22893;34;22893
5812303;5934906;271;18981;72;56;23296;64;50;23296;37;23427;32;23427
5812304;5934906;268;18727;69;52;23050;64;46;23050;32;21658;27;21658
5812305;5934906;268;18778;69;53;23107;64;47;23107;28;21226;24;21226
5812306;5934906;270;18890;71;56;21874;64;50;21874;34;22084;30;22084
5812307;5934906;272;19029;75;58;22013;70;52;22013;34;21962;29;21962
5812308;5934906;276;19350;89;80;21989;84;69;23226;34;23178;30;23178
5812309;5934906;277;19362;90;81;22001;84;69;23238;47;25176;40;23400
5812310;5934906;279;19560;93;83;22198;90;72;23435;46;24983;40;23207
5812311;5934906;276;19331;76;59;19972;102;67;19972;44;24537;38;22760
5812312;5934906;272;19032;70;55;19729;96;63;19729;44;24285;38;22509
5812313;5934906;269;18861;75;58;19943;100;66;19943;43;23995;37;22219
5812314;5934906;268;18789;75;59;19501;94;67;19501;42;24012;37;22236
5812315;5934906;264;18484;79;62;19685;88;70;19685;42;23709;36;21933
5812316;5934906;267;18686;80;64;19376;100;72;19376;44;24079;39;22303
5812317;5934906;270;18932;89;68;19622;101;76;19622;46;24487;41;22710
5812318;5934906;270;18869;96;84;19600;106;92;19600;41;23868;36;22092
5812319;5934906;267;18722;95;82;19454;104;90;19454;43;24099;38;22322
5812320;5934906;279;19564;108;94;20296;118;102;20296;42;24588;37;22811
5812321;5934906;280;19586;108;94;20318;118;102;20318;45;24956;40;23179
5812322;5934906;283;19787;107;94;19644;115;103;22420;49;25383;43;23607
5812323;5934906;286;20044;112;97;19901;118;106;22677;48;24729;43;22953
5812324;5934906;293;20521;117;106;20495;125;116;29909;48;25932;43;25932
5812325;5934906;316;22097;144;124;23179;145;128;29502;46;25751;41;25751
5812353;5934906;318;22255;115;101;29408;107;87;23284;35;23737;31;23738
5812354;5934906;321;22460;114;104;39220;109;90;23490;35;23956;30;23958
5812355;5934906;329;23012;112;97;29713;108;93;29816;33;24094;29;24095
5812356;5934906;327;22894;111;95;29573;106;91;29676;36;24515;31;24517
5812358;5934906;357;24976;98;85;28856;96;81;28959;39;25195;35;25197
5812359;5934906;354;24774;95;82;28654;94;78;28757;37;25224;32;25226
5812360;5934906;349;24439;92;77;28318;86;74;28422;37;26174;33;26175
5812361;5934906;347;24300;90;76;37243;82;69;28112;37;26146;33;26147
5812362;5934906;345;24116;83;66;27541;81;62;27645;41;26751;36;26752
5812363;5934906;343;24002;78;64;27425;79;61;27532;38;26681;33;26682
5812364;5934906;342;23969;78;60;27401;72;58;26747;39;26923;35;26925
5812365;5934906;344;24066;76;61;27508;72;60;26854;40;27392;36;27393
5812366;5934906;342;23968;71;63;35037;74;63;34659;42;28071;37;28073
5814173;5934906;335;23445;88;64;24131;97;64;24131;56;25283;48;25136
5814174;5934906;345;24123;88;74;24809;104;74;24809;58;25924;49;25776
5814175;5934906;346;24215;93;75;24901;104;75;24901;56;32347;49;32336
5814176;5934906;315;22062;117;104;26971;129;104;26971;50;30733;44;30721
5814201;5934906;273;19080;62;41;22020;61;43;22020;34;22009;30;22009
5814202;5934906;276;19330;62;45;22270;61;47;22270;36;21670;32;21670
5814203;5934906;283;19821;72;52;22761;67;54;22761;36;22603;31;22603
5814204;5934906;268;18771;69;54;21756;64;48;21756;33;21691;29;21691
5814205;5934906;264;18502;64;50;21486;61;44;21486;31;21324;27;21324
5814206;5934906;264;18500;64;50;21484;59;44;21484;29;21079;25;21079
5814207;5934906;266;18647;67;52;21631;64;46;21631;32;21717;28;21717
5814208;5934906;269;18809;69;55;21794;64;49;21794;33;21853;29;21853
5814209;5934906;274;19202;88;78;21841;84;67;23078;33;23005;29;23005
5814210;5934906;273;19139;86;77;21778;82;66;23015;36;22997;31;22997
5814211;5934906;277;19356;89;81;21994;84;69;23232;48;25226;42;23450
5814212;5934906;277;19412;76;60;20053;102;68;20053;46;24697;40;22921
5814213;5934906;272;19067;76;60;20081;100;68;20081;46;24617;40;22841
5814214;5934906;267;18715;74;57;19359;97;65;19359;43;23866;37;22090
5814215;5934906;265;18577;70;55;19222;87;63;19222;44;23905;39;22129
5814216;5934906;262;18316;75;59;19006;94;67;19006;42;23583;37;21807
5814217;5934906;262;18338;75;59;19028;94;67;19028;45;23539;40;21762
5814218;5934906;263;18405;76;60;19095;94;68;19095;46;24174;40;22398
5814219;5934906;267;18664;94;81;19396;104;89;19396;41;23778;36;22002
5814220;5934906;264;18480;94;79;19212;97;84;18378;43;23858;38;22082
5814221;5934906;283;19830;109;98;20562;118;106;20562;46;24938;41;23161
5814222;5934906;284;19850;109;98;20581;118;106;20581;47;25127;42;23351
5814223;5934906;280;19569;104;90;19426;110;99;22201;47;24650;42;22874
5814224;5934906;279;19522;104;90;19380;107;99;22155;49;24739;43;22962
5814225;5934906;316;22092;144;124;23174;145;128;29497;49;25982;44;25982
5814226;5934906;312;21858;139;121;22940;139;125;29263;46;25807;41;25807
5814227;5934906;308;21543;132;117;22625;136;121;28948;46;25673;41;25673
5814253;5934906;311;21741;108;89;28710;104;84;28710;38;23785;34;23787
5814254;5934906;313;21933;85;65;27591;92;65;27406;38;23999;34;24001
5814255;5934906;313;21880;85;64;27538;87;64;27353;37;24174;33;24176
5814256;5934906;331;23173;113;99;29874;108;96;29978;36;24577;32;24578
5814257;5934906;337;23619;119;106;30298;112;102;30402;35;25060;31;25061
5814258;5934906;333;23321;116;104;39234;111;98;30104;36;24901;32;24903
5814259;5934906;336;23542;118;107;39455;112;101;30324;39;25171;35;25173
5814260;5934906;354;24750;95;82;28630;94;78;28734;41;27597;36;27599
5814261;5934906;350;24495;92;78;28375;88;74;28479;38;26368;34;26370
5814262;5934906;348;24383;87;70;27809;81;66;27913;37;26242;33;26244
5814263;5934906;347;24271;86;68;27697;81;65;27800;38;26501;33;26503
5814264;5934906;341;23842;79;62;27279;74;61;26626;38;26558;33;26559
5814265;5934906;337;23578;74;61;36226;72;58;26376;38;26795;33;26796
5814266;5934906;336;23547;84;64;27379;76;63;26725;40;27255;35;27257
5814267;5934906;338;23654;74;62;35186;74;62;34808;43;28688;38;28690
5814268;5934906;335;23470;70;59;34982;72;59;34604;43;28553;38;28554
5816065;5934906;340;23799;88;70;24586;104;70;24586;53;24866;45;24718
5816068;5934906;330;23088;74;60;23874;97;60;23874;52;24174;44;24026
5816069;5934906;333;23300;88;63;24087;97;63;24087;52;24053;44;23906
5816070;5934906;320;22379;60;49;23065;85;49;23065;53;24201;45;24053
5816071;5934906;320;22374;61;49;23120;85;49;23120;54;24045;45;23897
5816072;5934906;321;22466;62;51;23212;85;51;23212;52;31139;45;31128
5816073;5934906;306;21436;68;55;23505;85;55;23505;53;31003;46;30992
5816074;5934906;301;21078;84;69;27021;97;69;24477;52;30661;45;30650
5816075;5934906;316;22124;121;105;27032;134;105;27032;51;30805;44;30794
5816099;5934906;282;19768;72;51;22696;71;53;22696;33;22417;28;22417
5816100;5934906;267;18700;60;43;22136;61;45;22136;32;21500;27;21500
5816101;5934906;266;18615;66;48;22526;65;50;22526;34;21528;30;21528
5816102;5934906;266;18610;67;49;21556;65;51;21556;32;21038;28;21038
5816103;5934906;265;18542;64;51;21526;61;45;21526;32;21599;27;21599
5816104;5934906;261;18273;60;47;21257;56;41;21257;31;21348;27;21348
5816105;5934906;261;18284;60;47;21268;56;41;21268;28;20829;25;20829
5816106;5934906;264;18486;64;50;21470;59;44;21470;31;21434;27;21434
5816107;5934906;269;18829;69;55;21813;64;49;21813;32;21823;28;21823
5816108;5934906;272;19028;83;76;21667;82;65;22904;32;21932;27;21932
5816109;5934906;269;18833;82;73;21472;79;62;22709;35;22724;31;22724
5816110;5934906;272;19062;83;76;21701;82;65;22938;35;22964;31;22964
5816111;5934906;273;19090;91;73;22151;89;72;23450;37;23431;33;23431
5816112;5934906;271;18970;97;72;27247;101;85;24362;37;23824;33;23824
5816113;5934906;266;18604;75;58;19428;94;66;19428;45;23927;39;22151
5816114;5934906;261;18304;70;55;18951;87;63;18951;42;23484;36;21708
5816115;5934906;258;18044;70;55;18965;84;63;18965;41;23210;35;21434
5816116;5934906;258;18051;70;55;18741;84;63;18741;44;23437;38;21661
5816117;5934906;261;18297;75;59;18988;94;67;18988;44;23427;38;21651
5816118;5934906;261;18273;90;81;23387;97;81;18171;40;23210;35;21434
5816119;5934906;261;18300;91;81;18198;97;82;18198;44;23756;39;21979
5816120;5934906;283;19809;109;94;19666;115;103;22442;49;25192;44;23416
5816121;5934906;281;19675;106;92;19532;111;101;22308;46;25064;41;23287
5816122;5934906;275;19276;97;86;19133;106;95;21908;44;24357;38;22581
5816123;5934906;275;19260;97;86;19118;106;95;21893;47;24593;41;22816
5816124;5934906;276;19333;99;87;19190;106;96;21965;48;24681;43;22905
5816125;5934906;313;21916;141;122;22998;145;125;29321;50;26063;45;26063
5816126;5934906;311;21763;134;120;22846;136;124;29168;48;25837;43;25837
5816127;5934906;305;21328;128;113;22410;130;118;28733;45;25335;40;25335
5816152;5934906;301;21082;88;69;27851;92;69;27667;38;23629;34;23631
5816153;5934906;312;21836;85;64;27494;87;64;27309;38;24431;34;24432
5816154;5934906;309;21620;85;60;27278;81;60;27094;42;24001;37;24001
5816155;5934906;310;21700;85;62;27358;83;62;27174;41;24098;37;24098
5816156;5934906;337;23597;119;105;30276;112;101;30380;36;25111;32;25113
5816157;5934906;336;23522;118;107;39435;112;100;30304;38;25072;34;25073
5816158;5934906;336;23541;92;72;27251;84;71;26597;41;27628;37;27629
5816159;5934906;336;23502;89;72;27212;84;71;26558;41;27578;37;27580
5816160;5934906;336;23501;89;72;27211;84;71;26557;39;26825;35;26826
5816161;5934906;341;23846;92;77;27556;86;75;26902;41;27738;36;27740
5816162;5934906;333;23318;76;61;26696;74;59;26042;41;27742;36;27744
5816163;5934906;333;23330;75;59;27037;72;60;27217;41;27367;36;27368
5816164;5934906;334;23365;74;60;36145;72;59;27199;39;27029;34;27031
5816165;5934906;333;23301;77;61;35841;72;60;35464;40;27324;35;27326
5816166;5934906;332;23215;82;62;35954;74;61;35576;40;27642;35;27643
5816167;5934906;330;23113;72;59;34997;74;59;34619;44;28424;39;28425
5817963;5934906;345;24119;93;75;24906;104;75;24906;54;25232;45;25085
5817964;5934906;341;23852;88;71;24639;104;71;24639;55;25020;46;24873
5817965;5934906;338;23689;88;69;24476;97;69;24476;53;24637;45;24490
5817966;5934906;335;23427;88;65;24213;97;65;24213;53;24523;45;24375
5817967;5934906;322;22534;68;54;23459;85;54;23459;52;23725;43;23577
5817968;5934906;321;22467;61;50;23130;85;50;23130;51;24041;43;23894
5817969;5934906;317;22190;60;46;22852;85;46;22852;52;23931;44;23784
5817970;5934906;316;22122;60;46;22868;85;46;22868;52;31509;45;24016
5817971;5934906;309;21606;61;50;23134;85;50;23134;51;31188;44;24030
5817972;5934906;304;21262;65;54;23434;85;54;23434;51;30858;44;30847
5817973;5934906;299;20923;84;67;26866;97;67;24322;50;30506;43;30495
5817974;5934906;297;20784;82;65;26727;97;65;24183;50;30299;43;30287
5817975;5934906;290;20300;84;67;26888;97;67;24322;50;29977;43;29966
5817976;5934906;288;20161;84;67;26214;104;72;24707;48;29620;42;29608
5817977;5934906;286;20054;89;65;26107;104;76;24962;49;29310;42;29299
5817997;5934906;283;19825;72;52;22753;72;54;22753;35;22486;31;22486
5817998;5934906;284;19880;72;52;22808;77;54;22808;36;22602;31;22602
