from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5800891;5961860;376;26294;131;109;30301;46;29286
5800892;5961860;375;26230;127;109;30237;48;29723
5800893;5961860;377;26392;131;111;30399;49;29890
5800894;5961860;375;26245;147;127;29898;47;29581
5800895;5961860;371;26005;140;124;29658;47;29482
5802783;5961860;348;24374;83;63;28786;37;27795
5802784;5961860;347;24256;83;61;28668;39;28026
5802785;5961860;350;24534;83;65;28946;-1;-1
5802786;5961860;-1;-1;-1;-1;-1;35;27776
5802787;5961860;377;26379;122;95;30685;49;30132
5802788;5961860;374;26181;118;92;30487;49;29885
5802789;5961860;374;26182;118;92;30488;51;30628
5802790;5961860;375;26251;93;76;29931;50;30150
5802791;5961860;368;25752;93;75;29288;49;29691
5802792;5961860;371;25989;97;79;29526;49;29877
5802793;5961860;362;25374;120;96;29382;47;28849
5802794;5961860;367;25710;122;101;29718;46;29134
5802795;5961860;367;25711;122;101;29718;46;29135
5802796;5961860;369;25824;127;103;29832;47;29331
5802797;5961860;374;26185;127;108;30193;48;29649
5802798;5961860;377;26361;131;110;30368;50;29383
5802799;5961860;367;25689;135;119;29342;45;28895
5802800;5961860;366;25609;135;118;29262;46;29063
5802801;5961860;371;25978;140;124;29631;48;29422
5804689;5961860;346;24208;83;61;28620;37;27782
5804690;5961860;343;24039;81;58;28451;38;27773
5804691;5961860;346;24239;83;66;28975;37;27757
5804692;5961860;349;24431;87;68;29167;41;28196
5804693;5961860;377;26381;122;95;30687;51;30196
5804694;5961860;371;25941;110;89;30247;49;29802
5804695;5961860;370;25868;110;88;30174;51;30715
5804696;5961860;366;25591;93;73;29153;47;29342
5804697;5961860;365;25523;93;72;29059;48;29432
5804698;5961860;372;26051;97;80;29587;49;29978
5804699;5961860;359;25153;115;93;29160;46;28565
5804700;5961860;359;25112;111;93;29120;46;28505
5804701;5961860;362;25361;120;96;29369;48;28894
5804702;5961860;363;25424;120;97;29432;47;28713
5804703;5961860;365;25575;122;99;29582;46;28888
5804704;5961860;367;25722;127;101;29730;49;29308
5804705;5961860;363;25445;132;116;29098;45;28709
5804706;5961860;363;25406;132;115;29059;48;28998
5804707;5961860;-1;-1;-1;-1;-1;50;29511
5806593;5961860;346;24224;83;61;28636;38;28296
5806594;5961860;341;23855;81;56;28267;37;27531
5806595;5961860;340;23821;81;55;28233;36;27413
5806596;5961860;343;24005;83;62;28741;34;27140
5806597;5961860;348;24380;86;68;29116;38;28049
5806598;5961860;353;24690;89;72;29426;38;28282
5806599;5961860;368;25778;106;87;30084;48;29553
5806600;5961860;365;25550;106;83;29856;49;29410
5806601;5961860;362;25351;93;75;29267;48;29264
5806602;5961860;366;25633;93;74;29196;48;29461
5806603;5961860;368;25782;93;76;29344;48;28510
5806604;5961860;359;25149;115;93;29157;46;28448
5806605;5961860;355;24836;107;89;28843;47;28310
5806606;5961860;357;25023;109;91;29030;46;28371
5806607;5961860;360;25206;115;94;29213;47;28734
5806608;5961860;365;25526;121;99;29534;49;29079
5806609;5961860;369;25846;127;103;29854;48;29260
5806610;5961860;358;25090;131;111;28743;46;28446
5806611;5961860;361;25249;132;113;28902;48;28851
5806612;5961860;364;25495;133;117;29148;50;29001
5806613;5961860;387;27111;158;138;30764;50;30300
5808496;5961860;347;24262;83;66;28664;39;28353
5808497;5961860;351;24550;83;66;28962;39;28316
5808498;5961860;349;24447;83;64;28859;38;28047
5808499;5961860;337;23605;81;57;28341;36;27272
5808500;5961860;341;23896;83;61;28632;33;26872
5808501;5961860;353;24731;89;73;29467;38;28359
5808502;5961860;353;24743;89;73;29479;40;28557
5808503;5961860;370;25875;110;88;30181;51;29681
5808504;5961860;365;25564;106;84;29870;49;29322
5808505;5961860;360;25185;97;78;29491;47;28980
5808506;5961860;359;25098;93;78;29478;47;28954
5808507;5961860;355;24880;106;87;28696;46;28284
5808508;5961860;353;24696;105;84;28511;45;27985
5808509;5961860;352;24638;105;86;28646;45;28061
5808510;5961860;356;24940;109;90;28948;48;28550
5808511;5961860;355;24819;107;88;28827;51;28951
5808512;5961860;-1;-1;-1;-1;-1;50;29137
5808513;5961860;355;24862;127;108;28515;45;27935
5808514;5961860;354;24777;121;106;28430;44;28195
5808515;5961860;358;25068;131;111;28721;45;28459
5808516;5961860;362;25305;132;114;28958;49;28919
5808517;5961860;367;25716;133;120;29369;51;29104
5808518;5961860;373;26101;142;125;29754;52;30579
5810399;5961860;343;23998;86;62;28400;-1;-1
5810400;5961860;345;24175;86;65;28577;41;28494
5810401;5961860;353;24739;86;68;29151;40;28453
5810402;5961860;333;23285;81;59;28484;36;26918
5810403;5961860;334;23356;81;59;28498;35;27246
5810404;5961860;343;24002;83;62;28738;36;26879
5810405;5961860;-1;-1;-1;-1;-1;39;28511
5810406;5961860;356;24893;92;75;29629;39;29041
5810407;5961860;-1;-1;-1;-1;-1;49;29430
5810408;5961860;-1;-1;-1;-1;-1;47;29095
5810409;5961860;356;24887;93;75;28449;46;28720
5810410;5961860;353;24698;93;72;28260;47;28542
5810411;5961860;356;24952;109;88;28768;46;28232
5810412;5961860;349;24403;97;80;28218;45;27928
5810413;5961860;346;24245;93;80;28253;44;27715
5810414;5961860;349;24417;102;83;28425;46;27978
5810415;5961860;355;24824;107;88;28831;50;28294
5810416;5961860;350;24507;121;103;28160;46;27723
5810417;5961860;350;24475;121;102;28128;44;27802
5810418;5961860;353;24733;121;106;28386;45;28241
5810419;5961860;361;25267;132;113;28920;48;28924
5810420;5961860;364;25488;133;117;29141;50;28987
5810421;5961860;367;25704;133;120;29357;51;29094
5810422;5961860;371;25946;140;123;29599;50;30414
5810423;5961860;398;27872;160;141;34358;45;30225
5810457;5961860;439;30754;102;90;32548;40;30855
5810458;5961860;437;30618;100;87;32292;40;31409
5810462;5961860;437;30607;90;78;42520;43;32835
5810463;5961860;437;30601;86;77;32134;43;32907
5810464;5961860;438;30642;88;75;32015;44;33164
5812300;5961860;337;23564;84;56;27966;-1;-1
5812301;5961860;340;23795;84;59;28197;-1;-1
5812302;5961860;344;24101;89;64;28503;44;28714
5812303;5961860;-1;-1;-1;-1;-1;41;28517
5812304;5961860;329;23044;83;63;28810;35;26689
5812305;5961860;330;23094;83;64;28866;32;26258
5812306;5961860;-1;-1;-1;-1;-1;38;27115
5812307;5961860;-1;-1;-1;-1;-1;37;26993
5812308;5961860;338;23648;104;85;28985;38;28644
5812309;5961860;338;23660;104;85;28998;48;29363
5812310;5961860;-1;-1;-1;-1;-1;48;29170
5812311;5961860;355;24833;93;74;28396;46;28723
5812312;5961860;350;24534;93;71;28153;46;28472
5812313;5961860;348;24363;93;74;28367;45;28182
5812314;5961860;347;24291;93;76;27924;44;27725
5812315;5961860;343;23986;93;78;28108;44;27422
5812316;5961860;346;24188;102;81;27800;47;27792
5812317;5961860;349;24434;105;84;28046;49;28200
5812318;5961860;348;24370;121;101;28023;44;27581
5812319;5961860;346;24223;116;98;27876;46;27811
5812320;5961860;358;25067;131;111;28720;44;28304
5812321;5961860;358;25088;131;111;28741;47;28779
5812322;5961860;361;25289;130;114;30418;51;29096
5812323;5961860;365;25546;131;118;30675;52;28468
5812324;5961860;372;26023;140;124;29676;48;30371
5812325;5961860;398;27834;160;140;34320;45;30187
5812353;5961860;409;28654;125;92;28251;38;29378
5812354;5961860;412;28860;124;95;28456;38;29597
5812355;5961860;420;29411;122;106;37179;37;29738
5812356;5961860;418;29292;121;104;37038;39;30157
5812358;5961860;448;31375;112;99;35447;43;30837
5812359;5961860;445;31173;106;92;32637;41;30866
5812360;5961860;441;30838;100;87;32301;41;31815
5812361;5961860;439;30700;96;82;31992;41;31787
5812362;5961860;436;30515;94;83;31447;45;32392
5812363;5961860;434;30402;93;82;31334;42;32322
5812364;5961860;434;30369;89;79;35067;43;32565
5812365;5961860;435;30465;91;80;35174;43;33002
5812366;5961860;434;30369;88;76;32111;45;33423
5814173;5961860;389;27227;110;89;33514;53;28156
5814174;5961860;399;27906;124;98;34192;53;28137
5814175;5961860;400;27998;124;100;34284;53;27674
5814176;5961860;369;25844;154;129;36353;54;27773
5814201;5961860;334;23378;79;53;27780;-1;-1
5814202;5961860;338;23627;84;57;28029;39;26701
5814203;5961860;-1;-1;-1;-1;-1;37;26224
5814204;5961860;-1;-1;-1;-1;-1;37;26722
5814205;5961860;326;22818;83;60;27245;35;26355
5814206;5961860;326;22816;81;60;27244;33;26111
5814207;5961860;328;22963;83;62;27391;35;26748
5814208;5961860;330;23126;83;65;27553;36;26884
5814209;5961860;336;23500;99;83;28838;37;28471
5814210;5961860;335;23436;99;82;28774;39;28463
5814211;5961860;-1;-1;-1;-1;-1;50;29412
5814212;5961860;-1;-1;-1;-1;-1;48;28884
5814213;5961860;351;24569;93;76;28505;48;28804
5814214;5961860;346;24217;93;73;27783;45;28053
5814215;5961860;344;24079;93;72;27645;46;27618
5814216;5961860;340;23818;92;76;27429;45;27296
5814217;5961860;341;23840;92;76;27451;48;27251
5814218;5961860;-1;-1;-1;-1;-1;48;27887
5814219;5961860;345;24166;116;98;27819;44;27491
5814220;5961860;343;23982;116;95;27635;46;27571
5814221;5961860;362;25332;132;114;28985;48;28654
5814222;5961860;362;25351;132;115;29005;50;28912
5814223;5961860;358;25071;129;111;30200;50;28388
5814224;5961860;357;25025;126;110;30154;52;28477
5814225;5961860;-1;-1;-1;-1;-1;48;30157
5814226;5961860;394;27594;160;137;34080;45;29977
5814227;5961860;390;27280;151;132;33766;44;29749
5814253;5961860;402;28140;121;98;32622;42;29426
5814254;5961860;405;28332;103;78;31319;42;29640
5814255;5961860;404;28279;103;77;31265;41;29815
5814256;5961860;422;29572;123;109;37340;40;30218
5814257;5961860;429;30018;127;115;37764;39;30701
5814258;5961860;425;29720;124;108;29317;40;30543
5814259;5961860;428;29940;125;114;37687;43;30812
5814260;5961860;445;31150;106;91;32614;44;33238
5814261;5961860;441;30894;100;88;32357;42;32010
5814262;5961860;440;30783;96;82;34401;41;31883
5814263;5961860;438;30670;96;80;34289;41;32142
5814264;5961860;432;30241;94;82;34945;41;32199
5814265;5961860;428;29978;87;70;33584;42;32436
5814266;5961860;428;29946;94;74;33852;44;32901
5814267;5961860;429;30054;93;74;32498;46;34329
5814268;5961860;427;29869;85;69;32338;46;34194
5816065;5961860;394;27582;119;95;33968;56;32761
5816068;5961860;383;26830;110;84;33217;50;31847
5816069;5961860;387;27083;110;88;33469;50;32045
5816070;5961860;374;26161;96;73;32448;51;32193
5816071;5961860;374;26156;96;74;32502;52;32036
5816072;5961860;375;26249;96;76;32595;49;27913
5816073;5961860;360;25219;109;80;32887;50;27777
5816074;5961860;355;24860;117;94;33859;50;27446
5816075;5961860;370;25906;154;130;36415;50;27296
5816099;5961860;344;24066;89;63;28456;34;26600
5816100;5961860;329;22997;84;55;27895;35;26531
5816101;5961860;327;22913;86;61;28286;37;26559
5816102;5961860;-1;-1;-1;-1;-1;35;26069
5816103;5961860;-1;-1;-1;-1;-1;35;26630
5816104;5961860;323;22590;81;57;27017;35;26379
5816105;5961860;323;22600;81;57;27028;32;25860
5816106;5961860;326;22803;81;60;27231;35;26465
5816107;5961860;331;23146;83;65;27574;36;26854
5816108;5961860;333;23326;97;81;28664;35;26963
5816109;5961860;330;23131;92;78;28469;39;28190
5816110;5961860;334;23360;97;81;28698;39;28430
5816111;5961860;-1;-1;-1;-1;-1;41;28898
5816112;5961860;-1;-1;-1;-1;-1;41;29290
5816113;5961860;344;24106;93;74;27851;47;28114
5816114;5961860;340;23806;92;70;27375;44;27197
5816115;5961860;336;23546;90;71;27389;43;26923
5816116;5961860;336;23553;90;72;27165;46;27150
5816117;5961860;340;23800;92;75;27411;46;27140
5816118;5961860;340;23775;106;92;27428;43;26923
5816119;5961860;340;23801;112;92;27454;46;27469
5816120;5961860;362;25311;130;114;30440;51;28909
5816121;5961860;360;25177;130;112;30306;48;28813
5816122;5961860;354;24777;121;107;29906;47;28097
5816123;5961860;354;24762;121;107;29891;50;28331
5816124;5961860;355;24834;125;108;29963;51;28419
5816125;5961860;-1;-1;-1;-1;-1;48;30218
5816126;5961860;393;27500;160;135;33986;47;29913
5816127;5961860;387;27064;148;129;33551;45;29534
5816152;5961860;393;27481;105;81;31579;42;29281
5816153;5961860;403;28235;101;76;31221;42;30083
5816154;5961860;400;28019;101;73;31005;45;32272
5816155;5961860;401;28099;101;74;31086;45;32370
5816156;5961860;429;29997;127;114;37743;40;30752
5816157;5961860;427;29921;125;113;37667;42;30713
5816158;5961860;428;29940;96;83;31233;45;33269
5816159;5961860;427;29901;96;82;31195;45;33219
5816160;5961860;427;29901;96;82;31194;43;32466
5816161;5961860;432;30245;100;87;31538;44;33380
5816162;5961860;425;29717;89;70;30679;44;33384
5816163;5961860;425;29729;88;68;31019;44;33008
5816164;5961860;425;29764;85;68;31002;42;32671
5816165;5961860;424;29701;87;70;33199;43;32966
5816166;5961860;423;29615;89;71;33311;43;33283
5816167;5961860;422;29512;85;69;32354;48;34065
5817963;5961860;399;27902;124;100;34288;51;32551
5817964;5961860;395;27635;119;96;34022;52;32493
5817965;5961860;392;27471;117;94;33858;51;32045
5817966;5961860;389;27209;110;90;33596;50;31768
5817967;5961860;376;26317;109;79;32841;50;31716
5817968;5961860;375;26249;96;74;32512;50;32033
5817969;5961860;371;25973;87;69;32236;50;31923
5817970;5961860;370;25903;87;70;32249;51;32155
5817971;5961860;363;25388;96;74;32517;51;32169
5817972;5961860;358;25044;103;79;32817;48;27632
5817973;5961860;353;24705;117;91;33704;48;27280
5817974;5961860;351;24566;110;89;33565;47;27072
5817975;5961860;344;24082;117;91;33704;48;26746
5817976;5961860;342;23944;119;97;34090;47;26432
5817977;5961860;341;23837;124;101;34345;50;26540
5817997;5961860;345;24121;89;64;28512;41;27941
5817998;5961860;345;24178;89;65;28568;36;26736
5817999;5961860;328;22930;84;56;27964;34;26389
5818000;5961860;323;22588;81;57;28057;34;26119
5818001;5961860;323;22579;81;56;26988;37;26108
5818002;5961860;323;22588;81;57;27010;36;26657
5818003;5961860;319;22360;81;54;26783;34;25978
5818004;5961860;319;22340;81;53;26767;34;25697
5818005;5961860;322;22559;81;57;26987;37;27962
5818006;5961860;330;23127;87;69;27885;35;26896
5818007;5961860;326;22830;87;71;28008;37;27239
5818008;5961860;331;23165;92;78;28503;36;28017
5818009;5961860;333;23318;97;80;28656;36;28287
5818010;5961860;337;23619;103;85;28987;37;28663
5818011;5961860;336;23529;113;104;30317;38;29090
5818012;5961860;336;23515;112;104;30304;39;29475
5818013;5961860;338;23669;90;78;27581;44;27199
5818014;5961860;335;23415;90;74;27327;43;26766
5818015;5961860;332;23275;90;71;27120;46;26808
5818016;5961860;341;23867;92;76;27479;44;26967
5818017;5961860;335;23473;104;88;27126;44;26923
5818018;5961860;335;23448;104;87;27101;45;26864
5818019;5961860;361;25281;130;114;30409;48;27099
5818020;5961860;359;25098;129;111;30226;47;27572
5818021;5961860;355;24830;125;108;29959;46;27983
5818022;5961860;350;24494;121;103;29623;49;28047
5818023;5961860;353;24690;121;106;29819;45;27770
5818024;5961860;356;24922;125;109;30050;49;30158
5818025;5961860;359;25125;111;95;30637;45;28079
5818026;5961860;358;25029;109;94;30538;44;28070
5818027;5961860;389;27204;148;131;33690;45;28179
5818052;5961860;393;27494;101;71;30875;40;29898
5818053;5961860;396;27697;95;69;30683;43;32114
5818054;5961860;399;27911;101;72;30898;46;32316
5818055;5961860;432;30246;127;118;37992;41;30949
5818056;5961860;432;30262;129;118;38008;43;31100
5818057;5961860;426;29808;96;81;31101;44;33246
5818058;5961860;423;29600;94;82;35388;44;33089
5818059;5961860;422;29573;93;81;35362;42;32663
5818060;5961860;423;29631;94;82;35420;45;33385
5818061;5961860;421;29441;85;66;30403;44;33247
5818062;5961860;423;29581;89;70;30650;43;33015
5818063;5961860;419;29348;93;74;33865;46;33213
5818064;5961860;422;29546;89;70;33231;43;32988
5818065;5961860;419;29300;87;68;32852;44;33274
5818066;5961860;421;29479;89;72;33115;47;33724
5818067;5961860;425;29751;89;76;33386;49;34045
5818068;5961860;426;29828;91;73;29716;50;34430
5818069;5961860;429;30058;93;76;29945;52;34801
5818070;5961860;-1;-1;-1;-1;-1;52;35537
5818071;5961860;460;32193;99;90;33087;50;35424
5818072;5961860;451;31548;98;84;32629;48;33595
5819860;5961860;399;27954;124;101;34341;51;32590
5819861;5961860;384;26906;117;92;33720;50;32246
5819862;5961860;381;26679;110;88;33493;50;32034
5819863;5961860;377;26378;110;84;33192;49;31662
5819864;5961860;374;26152;109;81;32966;49;31470
5819865;5961860;371;25987;96;74;32450;49;31327
5819866;5961860;372;26031;91;70;32294;50;31990
5819867;5961860;368;25789;87;69;32226;49;31856
5819868;5961860;373;26131;96;73;32076;52;32264
5819869;5961860;358;25047;110;86;33295;49;27582
5819870;5961860;353;24684;110;84;33206;49;27305
5819871;5961860;350;24519;110;88;33448;50;27147
5819872;5961860;350;24492;110;91;33670;47;26632
5819873;5961860;342;23953;119;97;34087;46;26349
5819874;5961860;336;23494;124;100;34273;47;26162
5819875;5961860;353;24681;139;113;35190;48;26014
5819876;5961860;354;24752;139;114;35260;51;26224
5819893;5961860;350;24477;93;69;28868;42;27980
5819894;5961860;-1;-1;-1;-1;-1;39;27800
5819895;5961860;328;22966;86;63;27459;37;27628
5819896;5961860;325;22752;84;59;27245;35;26319
5819897;5961860;322;22546;81;57;27039;34;26022
5819898;5961860;320;22435;81;54;26843;34;25959
5819899;5961860;319;22308;79;52;26716;35;25817
5819900;5961860;321;22484;81;55;26907;34;26010
5819901;5961860;315;22028;81;56;26589;34;25500
5819902;5961860;-1;-1;-1;-1;-1;38;27989
5819903;5961860;324;22711;92;78;28484;36;27679
5819904;5961860;322;22529;92;80;28666;38;27679
5819905;5961860;326;22853;92;77;28381;37;28648
5819906;5961860;336;23550;102;84;28887;39;28648
5819907;5961860;335;23437;102;86;29075;37;28604
5819908;5961860;332;23264;104;89;29284;38;28954
5819909;5961860;333;23335;109;101;30124;37;29393
5819910;5961860;338;23657;90;78;27568;45;27189
5819911;5961860;336;23513;90;75;27425;43;26773
5819912;5961860;328;22990;89;71;26599;45;26533
5819913;5961860;331;23166;89;74;26775;44;26186
5819914;5961860;335;23456;104;87;27109;42;26339
5819915;5961860;330;23122;98;83;26775;44;26719
5819916;5961860;333;23308;102;85;26961;47;26868
5819917;5961860;347;24262;115;99;29390;45;27249
5819918;5961860;345;24136;111;98;29265;45;27544
5819919;5961860;348;24357;121;101;29486;49;28031
5819920;5961860;354;24750;121;106;29879;47;27957
5819921;5961860;-1;-1;-1;-1;-1;42;27346
5819922;5961860;356;24943;105;92;30454;42;27920
5819923;5961860;354;24754;103;90;30265;42;27836
5819924;5961860;354;24811;103;90;30310;45;27996
5819949;5961860;390;27296;101;82;31602;39;29866
5819950;5961860;396;27751;94;69;30738;43;32009
5819951;5961860;399;27940;94;69;30502;43;32024
5819952;5961860;401;28078;98;72;30400;45;31911
5819953;5961860;404;28286;96;78;30817;43;31125
5819954;5961860;407;28470;94;83;35999;47;32498
5819955;5961860;409;28636;93;81;35812;43;32949
5819956;5961860;418;29245;93;76;35033;44;33010
5819957;5961860;417;29182;93;80;34158;44;33318
5819958;5961860;416;29115;83;67;30123;45;33442
5819959;5961860;419;29309;93;80;34703;46;30746
5819960;5961860;415;29055;88;78;28953;46;34370
5819961;5961860;416;29104;88;75;33320;45;33993
5819962;5961860;414;28956;85;71;33016;46;33794
5819963;5961860;419;29342;84;68;29185;48;34109
5819964;5961860;419;29350;81;66;29236;48;34137
5819965;5961860;421;29488;84;69;29411;49;34493
5819966;5961860;425;29743;88;73;29687;52;34815
5819967;5961860;428;29958;88;73;29850;50;33176
5819968;5961860;-1;-1;-1;-1;-1;49;33257
5819969;5961860;441;30894;92;74;31975;49;34079
5821755;5961860;416;29147;187;126;30988;53;33104
5821756;5961860;393;27508;124;100;34322;51;32978
5821757;5961860;388;27125;119;95;33940;51;32424
5821758;5961860;390;27269;119;97;34083;54;32264
5821759;5961860;378;26429;110;85;33243;51;31793
5821760;5961860;373;26125;109;81;32939;49;31427
5821761;5961860;368;25725;97;77;32693;48;31103
5821762;5961860;374;26162;96;74;32474;50;32045
5821763;5961860;367;25699;87;66;31627;49;30994
5821764;5961860;372;26024;91;71;31970;51;31367
5821765;5961860;360;25204;110;88;33452;49;27749
5821766;5961860;356;24953;110;88;33476;48;27353
5821767;5961860;358;25035;110;89;33557;51;27803
5821768;5961860;362;25358;117;94;33880;53;28184
5821769;5961860;342;23946;124;103;34490;50;26551
5821770;5961860;336;23502;124;104;27598;47;26058
5821771;5961860;330;23126;124;98;27222;46;25813
5821772;5961860;335;23422;130;103;27518;48;25717
5821773;5961860;364;25478;145;124;35986;47;25412
5821788;5961860;-1;-1;-1;-1;-1;37;27984
5821789;5961860;-1;-1;-1;-1;-1;41;27803
5821790;5961860;325;22723;102;80;28662;37;27653
5821791;5961860;322;22557;101;77;28496;38;27689
5821792;5961860;327;22891;86;61;27384;35;26347
5821793;5961860;321;22487;81;56;26980;34;25894
5821794;5961860;315;22037;79;49;26530;33;25615
5821795;5961860;314;21998;79;52;26732;34;25504
5821796;5961860;311;21755;76;50;26142;32;25091
5821797;5961860;314;21972;81;54;26450;34;25239
5821798;5961860;316;22125;81;56;26602;34;24980
5821799;5961860;319;22329;97;79;28199;36;27692
5821800;5961860;319;22360;92;79;28231;38;27498
5821801;5961860;-1;-1;-1;-1;-1;40;28892
5821802;5961860;-1;-1;-1;-1;-1;41;28840
5821803;5961860;336;23501;104;91;29367;38;28779
5821804;5961860;328;22965;103;93;29521;38;29244
5821805;5961860;339;23703;102;85;27586;44;32384
5821806;5961860;337;23563;102;83;27446;45;32305
5821807;5961860;330;23129;89;73;26738;42;26321
5821808;5961860;325;22718;87;68;26375;43;26253
5821809;5961860;326;22793;89;72;26659;42;26063
5821810;5961860;327;22909;94;80;26562;42;26362
5821811;5961860;329;23044;98;82;26697;44;26641
5821812;5961860;333;23277;102;85;26930;45;26872
5821813;5961860;340;23800;107;93;28929;44;27145
5821814;5961860;341;23868;110;94;28997;47;27538
5821815;5961860;340;23779;107;93;28908;47;27160
5821816;5961860;340;23795;107;93;28923;45;27848
5821817;5961860;-1;-1;-1;-1;-1;42;27330
5821818;5961860;357;24971;105;93;30483;41;27421
5821819;5961860;349;24439;100;88;30165;41;27491
5821820;5961860;354;24805;103;90;30305;43;27849
5821821;5961860;349;24418;107;93;33866;41;27323
5821846;5961860;390;27329;98;74;30589;42;31929
5821847;5961860;397;27810;89;68;30132;42;31640
5821848;5961860;398;27833;92;69;30239;43;31637
