from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5802800;5978639;387;27068;131;113;28882;43;27399
5802801;5978639;392;27437;137;119;29250;45;27758
5804689;5978639;384;26853;83;60;26137;34;26672
5804690;5978639;381;26683;82;58;25967;35;26664
5804691;5978639;384;26883;83;65;26491;34;26647
5804692;5978639;387;27076;88;68;26684;38;27087
5804693;5978639;398;27840;118;90;30306;48;28532
5804694;5978639;391;27400;105;84;29866;46;28138
5804695;5978639;390;27327;105;83;29793;48;29051
5804696;5978639;386;27050;87;68;28773;45;27679
5804697;5978639;385;26982;87;67;28678;45;27769
5804698;5978639;393;27510;92;75;29206;47;28314
5804699;5978639;380;26612;112;88;28779;43;26902
5804700;5978639;380;26571;108;88;28739;43;26841
5804701;5978639;383;26821;116;91;28988;45;27231
5804702;5978639;384;26884;116;92;29051;44;27049
5804703;5978639;386;27034;118;94;29202;43;27224
5804704;5978639;388;27182;123;96;29349;46;27645
5804705;5978639;384;26904;129;111;28717;42;27046
5804706;5978639;384;26865;129;110;28678;46;27335
5804707;5978639;-1;-1;-1;-1;-1;47;27848
5806593;5978639;384;26869;82;61;26153;36;27187
5806594;5978639;379;26499;82;55;25783;34;26422
5806595;5978639;378;26465;82;55;25749;33;26304
5806596;5978639;381;26650;83;62;26257;31;26030
5806597;5978639;386;27025;87;67;26633;35;26940
5806598;5978639;390;27335;89;72;26943;36;27172
5806599;5978639;389;27237;101;82;29703;45;27889
5806600;5978639;386;27009;101;79;29475;46;27746
5806601;5978639;383;26810;87;70;28886;45;27600
5806602;5978639;387;27092;87;69;28815;45;27798
5806603;5978639;389;27241;87;71;28963;45;26847
5806604;5978639;380;26608;112;88;28776;43;26784
5806605;5978639;376;26295;104;84;28462;44;26647
5806606;5978639;378;26482;105;86;28649;43;26708
5806607;5978639;381;26665;112;89;28832;45;27070
5806608;5978639;386;26986;117;94;29153;46;27415
5806609;5978639;390;27305;123;98;29473;46;27596
5806610;5978639;379;26549;129;106;28362;43;26782
5806611;5978639;382;26708;129;108;28521;46;27187
5806612;5978639;385;26954;130;112;28767;47;27337
5806613;5978639;408;28570;155;137;31364;47;28636
5808496;5978639;385;26925;82;65;26498;36;27244
5808497;5978639;388;27195;83;65;26479;36;27207
5808498;5978639;387;27091;83;64;26375;35;26938
5808499;5978639;375;26250;82;56;25858;33;26162
5808500;5978639;379;26541;83;60;26149;30;25736
5808501;5978639;391;27376;89;72;26984;35;27249
5808502;5978639;391;27388;89;73;26996;38;27447
5808503;5978639;390;27335;105;83;29801;48;28018
5808504;5978639;386;27024;101;79;29490;46;27658
5808505;5978639;381;26644;92;73;29110;44;27316
5808506;5978639;379;26558;87;73;29097;44;27291
5808507;5978639;376;26340;101;82;28315;43;26621
5808508;5978639;374;26155;101;79;28131;42;26322
5808509;5978639;373;26097;100;81;28265;42;26397
5808510;5978639;377;26400;105;85;28567;45;26886
5808511;5978639;375;26279;104;84;28446;48;27288
5808512;5978639;-1;-1;-1;-1;-1;47;27474
5808513;5978639;376;26321;124;103;28134;42;26272
5808514;5978639;375;26236;119;101;28050;41;26532
5808515;5978639;379;26527;129;106;28340;42;26796
5808516;5978639;382;26764;129;109;28578;46;27255
5808517;5978639;388;27176;130;116;31836;48;27441
5808518;5978639;394;27560;137;121;32221;49;28916
5810399;5978639;381;26662;85;65;25916;-1;-1
5810400;5978639;383;26839;85;67;26094;38;27385
5810401;5978639;391;27384;86;68;26668;38;27343
5810402;5978639;370;25930;82;58;26001;33;25809
5810403;5978639;371;26001;82;59;26015;33;26136
5810404;5978639;381;26647;83;62;26255;33;25742
5810405;5978639;-1;-1;-1;-1;-1;37;27402
5810406;5978639;393;27538;92;75;27145;36;27932
5810407;5978639;-1;-1;-1;-1;-1;46;27766
5810408;5978639;-1;-1;-1;-1;-1;44;27432
5810409;5978639;376;26346;87;70;28068;44;27056
5810410;5978639;374;26157;87;67;27879;44;26878
5810411;5978639;377;26412;105;83;28387;43;26569
5810412;5978639;369;25862;92;75;27837;42;26264
5810413;5978639;367;25704;87;75;27872;42;26052
5810414;5978639;370;25877;96;78;28044;44;26314
5810415;5978639;375;26283;104;84;28451;47;26631
5810416;5978639;371;25966;118;98;27779;43;26059
5810417;5978639;370;25934;118;97;27747;41;26139
5810418;5978639;374;26192;118;101;28005;43;26578
5810419;5978639;382;26727;129;108;28540;45;27260
5810420;5978639;385;26947;130;117;31938;47;27323
5810421;5978639;388;27163;130;115;31824;48;27430
5810422;5978639;391;27405;136;119;32065;47;28750
5810423;5978639;412;28807;155;137;36012;43;28789
5810457;5978639;392;27447;85;75;28366;37;29874
5810458;5978639;388;27162;82;72;28110;38;30428
5810462;5978639;384;26912;72;61;33846;40;31855
5810463;5978639;384;26907;68;59;33344;40;31926
5810464;5978639;385;26948;69;63;27910;41;32183
5812300;5978639;375;26228;84;59;25482;-1;-1
5812301;5978639;378;26459;84;62;25714;-1;-1
5812302;5978639;382;26765;88;66;26020;41;27605
5812303;5978639;-1;-1;-1;-1;-1;38;27408
5812304;5978639;367;25688;82;63;26327;33;25579
5812305;5978639;368;25739;82;64;26383;29;25148
5812306;5978639;-1;-1;-1;-1;-1;36;26005
5812307;5978639;-1;-1;-1;-1;-1;35;25884
5812308;5978639;376;26311;103;86;26502;35;27535
5812309;5978639;376;26323;103;86;26514;45;27700
5812310;5978639;-1;-1;-1;-1;-1;45;27506
5812311;5978639;376;26293;87;69;28015;43;27060
5812312;5978639;371;25993;87;66;27772;43;26808
5812313;5978639;369;25822;87;69;27987;43;26518
5812314;5978639;368;25750;87;71;27544;42;26061
5812315;5978639;363;25445;87;73;27727;41;25758
5812316;5978639;366;25647;96;76;27419;44;26129
5812317;5978639;370;25893;99;79;27665;46;26536
5812318;5978639;369;25829;118;96;27643;41;25918
5812319;5978639;367;25682;113;94;27496;43;26148
5812320;5978639;379;26526;129;106;28339;42;26641
5812321;5978639;379;26547;129;106;28360;45;27116
5812322;5978639;382;26748;127;108;31293;48;27433
5812323;5978639;386;27006;128;111;31550;49;26804
5812324;5978639;393;27482;136;120;32142;45;28936
5812325;5978639;411;28769;155;137;35973;42;28752
5812353;5978639;370;25916;109;91;29031;36;28397
5812354;5978639;373;26122;108;94;29237;36;28617
5812355;5978639;381;26673;104;92;29514;35;28757
5812356;5978639;379;26554;103;90;29373;37;29176
5812358;5978639;396;27708;95;80;28657;41;29856
5812359;5978639;393;27506;88;77;28455;38;29885
5812360;5978639;388;27171;82;72;28119;38;30834
5812361;5978639;386;27033;77;67;27810;38;30806
5812362;5978639;383;26820;74;61;27342;42;31411
5812363;5978639;382;26707;73;59;27229;39;31341
5812364;5978639;381;26674;70;59;27279;40;31584
5812365;5978639;382;26770;72;60;33722;41;32022
5812366;5978639;381;26674;69;64;28006;43;32442
5814173;5978639;441;30852;110;86;31039;55;31663
5814174;5978639;450;31531;125;96;31717;56;31644
5814175;5978639;452;31623;125;97;31809;55;31181
5814176;5978639;421;29469;154;127;33878;57;31280
5814201;5978639;372;26042;80;56;25297;-1;-1
5814202;5978639;376;26291;84;59;25545;36;25592
5814203;5978639;-1;-1;-1;-1;-1;34;25114
5814204;5978639;-1;-1;-1;-1;-1;34;25612
5814205;5978639;364;25463;82;61;24762;32;25246
5814206;5978639;364;25461;81;61;24761;30;25002
5814207;5978639;366;25608;82;63;24907;33;25638
5814208;5978639;368;25771;82;65;25070;34;25775
5814209;5978639;374;26164;98;84;26355;35;27362
5814210;5978639;373;26100;98;83;26291;37;27354
5814211;5978639;-1;-1;-1;-1;-1;47;27749
5814212;5978639;-1;-1;-1;-1;-1;45;27220
5814213;5978639;372;26028;87;71;28125;46;27140
5814214;5978639;367;25676;87;69;27402;42;26389
5814215;5978639;365;25539;87;67;27264;44;25955
5814216;5978639;361;25277;87;71;27049;42;25632
5814217;5978639;361;25299;87;71;27070;45;25588
5814218;5978639;-1;-1;-1;-1;-1;45;26224
5814219;5978639;366;25625;113;93;27438;41;25828
5814220;5978639;363;25441;113;90;27255;43;25908
5814221;5978639;383;26792;129;109;28605;45;26991
5814222;5978639;383;26811;129;110;28624;47;27249
5814223;5978639;379;26530;127;110;27206;48;26725
5814224;5978639;378;26484;122;104;31029;49;26813
5814225;5978639;-1;-1;-1;-1;-1;45;28721
5814226;5978639;408;28529;154;133;35733;42;28541
5814227;5978639;403;28215;146;126;31182;42;28313
5814253;5978639;363;25403;104;84;28517;39;28446
5814254;5978639;366;25595;87;65;27214;39;28659
5814255;5978639;365;25541;87;65;27160;39;28835
5814256;5978639;383;26834;106;94;29675;37;29237
5814257;5978639;390;27281;112;100;30099;37;29720
5814258;5978639;385;26982;108;96;29800;37;29562
5814259;5978639;389;27203;110;99;30021;40;29831
5814260;5978639;393;27483;88;76;28432;42;32258
5814261;5978639;389;27227;83;73;28175;39;31029
5814262;5978639;387;27088;76;65;27610;38;30902
5814263;5978639;385;26976;76;63;27498;39;31162
5814264;5978639;379;26547;74;61;27335;39;31218
5814265;5978639;375;26283;67;56;26908;39;31455
5814266;5978639;375;26251;75;61;29747;41;31920
5814267;5978639;377;26359;75;60;34670;44;33348
5814268;5978639;374;26175;67;56;28233;44;33213
5816065;5978639;446;31207;118;93;31494;57;33607
5816068;5978639;435;30455;110;82;30742;51;32693
5816069;5978639;439;30708;110;86;30995;51;32891
5816070;5978639;426;29786;95;71;29973;53;33039
5816071;5978639;425;29781;95;72;30028;53;32882
5816072;5978639;427;29874;95;73;30121;52;31420
5816073;5978639;412;28844;109;78;30413;53;31284
5816074;5978639;407;28485;117;91;31385;52;30953
5816075;5978639;422;29531;154;128;33940;53;30803
5816099;5978639;382;26729;88;66;25973;31;25490
5816100;5978639;367;25661;84;58;25412;32;25421
5816101;5978639;365;25577;85;63;25803;34;25450
5816102;5978639;-1;-1;-1;-1;-1;33;24960
5816103;5978639;-1;-1;-1;-1;-1;33;25521
5816104;5978639;360;25235;81;58;24534;32;25270
5816105;5978639;361;25245;81;58;24545;30;24751
5816106;5978639;364;25448;81;61;24747;32;25356
5816107;5978639;368;25791;82;66;25090;33;25745
5816108;5978639;371;25990;97;81;26181;33;25854
5816109;5978639;369;25795;91;78;25986;36;27081
5816110;5978639;372;26024;97;82;26215;37;27321
5816111;5978639;-1;-1;-1;-1;-1;38;27788
5816112;5978639;-1;-1;-1;-1;-1;38;28181
5816113;5978639;365;25565;87;70;27470;44;26450
5816114;5978639;361;25265;87;66;26994;41;25534
5816115;5978639;357;25005;86;66;27008;40;25259
5816116;5978639;357;25012;86;67;26784;43;25487
5816117;5978639;361;25259;87;70;27031;43;25477
5816118;5978639;360;25234;102;87;27047;40;25260
5816119;5978639;361;25260;109;88;27074;44;25805
5816120;5978639;382;26771;127;108;31315;49;27246
5816121;5978639;381;26636;127;106;31181;46;27150
5816122;5978639;375;26236;118;101;30781;44;26434
5816123;5978639;375;26222;118;100;30766;47;26667
5816124;5978639;376;26294;122;101;30838;48;26756
5816125;5978639;-1;-1;-1;-1;-1;46;28783
5816126;5978639;406;28435;154;132;35639;44;28478
5816127;5978639;400;28000;142;123;30967;43;28098
5816152;5978639;353;24743;90;69;27474;39;28060
5816153;5978639;364;25497;85;64;27116;40;28862
5816154;5978639;361;25281;85;61;26900;42;28702
5816155;5978639;362;25362;85;62;26981;42;28800
5816156;5978639;389;27259;112;100;30078;38;29772
5816157;5978639;388;27183;110;99;30001;40;29732
5816158;5978639;375;26273;79;70;27129;42;32288
5816159;5978639;375;26234;78;70;27090;42;32238
5816160;5978639;375;26234;78;70;27089;40;31485
5816161;5978639;380;26578;83;75;27433;42;32399
5816162;5978639;372;26023;69;58;26574;41;32403
5816163;5978639;372;26034;68;56;26914;42;32027
5816164;5978639;372;26069;65;56;26897;40;31690
5816165;5978639;372;26007;67;57;29094;41;31985
5816166;5978639;370;25920;70;59;29206;41;32302
5816167;5978639;369;25817;69;56;28249;45;33084
5817963;5978639;450;31527;125;98;31814;52;33397
5817964;5978639;447;31260;118;94;31547;53;33339
5817965;5978639;444;31096;117;91;31383;52;32890
5817966;5978639;440;30834;110;88;31121;51;32614
5817967;5978639;428;29942;109;77;30366;51;32562
5817968;5978639;427;29874;95;72;30037;51;32879
5817969;5978639;423;29598;86;67;29761;51;32769
5817970;5978639;422;29528;86;67;29775;52;33001
5817971;5978639;414;29013;95;72;30042;51;31469
5817972;5978639;410;28669;103;77;30342;51;31139
5817973;5978639;405;28330;117;89;31230;50;30787
5817974;5978639;403;28191;110;87;31091;50;30579
5817975;5978639;396;27707;117;89;31230;50;30253
5817976;5978639;394;27569;118;95;31615;50;29938
5817977;5978639;392;27462;125;98;31871;52;30047
5817997;5978639;383;26785;88;66;26029;39;26832
5817998;5978639;383;26842;88;67;26085;34;25627
5817999;5978639;366;25593;84;59;25481;32;25280
5818000;5978639;361;25252;81;60;25574;31;25010
5818001;5978639;361;25243;81;58;24505;34;24999
5818002;5978639;361;25246;81;58;24527;33;25548
5818003;5978639;357;25019;81;54;24300;31;24868
5818004;5978639;357;24985;81;54;24284;31;24560
5818005;5978639;360;25204;81;57;24503;35;26852
5818006;5978639;368;25791;87;70;25402;33;25787
5818007;5978639;364;25494;87;72;25525;34;26130
5818008;5978639;369;25829;91;79;26020;34;26907
5818009;5978639;371;25961;97;81;26173;34;27178
5818010;5978639;368;25790;102;86;26504;35;27553
5818011;5978639;367;25699;110;99;27406;35;27980
5818012;5978639;367;25686;108;99;27393;36;28365
5818013;5978639;359;25128;86;73;27200;42;25536
5818014;5978639;355;24874;86;69;26946;40;25103
5818015;5978639;353;24734;86;66;26739;43;25144
5818016;5978639;362;25326;87;71;27098;41;25303
5818017;5978639;356;24932;101;83;26745;41;25260
5818018;5978639;356;24907;101;82;26720;42;25200
5818019;5978639;382;26740;127;108;31284;46;25436
5818020;5978639;379;26557;127;110;27233;44;25909
5818021;5978639;376;26289;122;101;30834;43;26319
5818022;5978639;371;25953;118;96;30498;46;26383
5818023;5978639;374;26149;118;99;30694;42;26106
5818024;5978639;377;26381;122;103;30925;46;28723
5818025;5978639;372;26060;106;84;32718;42;26644
5818026;5978639;371;25964;103;83;32622;42;26634
5818027;5978639;402;28139;142;125;31106;43;26743
5818052;5978639;354;24756;85;59;26770;37;28677
5818053;5978639;357;24959;79;56;26578;40;28544
5818054;5978639;360;25174;85;59;26793;43;28746
5818055;5978639;393;27508;112;103;30327;39;29968
5818056;5978639;393;27524;114;104;30342;40;30120
5818057;5978639;373;26141;77;69;26996;42;32265
5818058;5978639;370;25933;76;68;26788;41;32108
5818059;5978639;370;25907;75;67;26762;40;31682
5818060;5978639;371;25964;76;68;26820;42;32404
5818061;5978639;368;25747;65;54;26298;41;32266
5818062;5978639;370;25887;69;57;26545;41;32035
5818063;5978639;366;25654;74;62;29760;44;32233
5818064;5978639;369;25851;70;58;29126;40;32007
5818065;5978639;366;25605;68;56;28747;41;32294
5818066;5978639;368;25785;73;60;29010;44;32743
5818067;5978639;372;26056;75;64;29281;46;33065
5818068;5978639;373;26134;76;61;25611;48;33449
5818069;5978639;377;26363;77;64;25840;50;33820
5818070;5978639;-1;-1;-1;-1;-1;50;34556
5818071;5978639;407;28499;82;71;34427;48;34443
5818072;5978639;398;27853;80;66;26606;45;30484
5819860;5978639;451;31579;125;98;31866;52;33436
5819861;5978639;436;30531;117;89;31246;51;33092
5819862;5978639;433;30304;110;86;31019;52;32879
5819863;5978639;429;30003;110;82;30717;50;32508
5819864;5978639;425;29777;109;79;30492;50;32315
5819865;5978639;423;29612;95;71;29976;50;32172
5819866;5978639;424;29656;91;68;29819;51;32836
5819867;5978639;420;29414;86;67;29751;51;32702
5819868;5978639;425;29756;95;71;29602;53;31616
5819869;5978639;410;28672;110;83;30821;51;31089
5819870;5978639;404;28309;110;82;30732;51;30812
5819871;5978639;402;28144;110;86;30974;52;30654
5819872;5978639;402;28117;110;89;31195;49;30139
5819873;5978639;394;27578;118;95;31612;49;29856
5819874;5978639;387;27119;125;97;31798;49;29669
5819875;5978639;404;28306;139;110;32715;51;29521
5819876;5978639;405;28377;139;111;32786;53;29731
5819893;5978639;388;27141;92;71;26384;39;26870
5819894;5978639;-1;-1;-1;-1;-1;37;26691
5819895;5978639;366;25630;85;65;24976;34;26519
5819896;5978639;363;25416;84;62;24762;32;25210
5819897;5978639;360;25210;81;59;24556;31;24913
5819898;5978639;359;25098;81;56;24360;31;24850
5819899;5978639;357;24972;80;55;24233;32;24708
5819900;5978639;359;25142;81;56;24423;31;24901
5819901;5978639;352;24673;81;56;24405;31;24363
5819902;5978639;-1;-1;-1;-1;-1;35;26880
5819903;5978639;362;25375;91;79;26001;33;26570
5819904;5978639;360;25193;91;75;25755;35;26569
5819905;5978639;365;25517;91;77;25897;34;27539
5819906;5978639;371;25992;102;86;26404;36;27538
5819907;5978639;366;25607;101;87;26592;34;27495
5819908;5978639;363;25434;102;90;26800;35;27845
5819909;5978639;364;25506;106;96;27213;35;28284
5819910;5978639;359;25116;86;73;27188;42;25526
5819911;5978639;357;24972;86;71;27044;40;25109
5819912;5978639;349;24449;85;66;26218;42;24870
5819913;5978639;352;24625;85;69;26394;41;24522
5819914;5978639;356;24915;101;83;26728;39;24675
5819915;5978639;351;24581;94;78;26394;42;25056
5819916;5978639;354;24767;98;80;26580;44;25204
5819917;5978639;367;25721;110;90;34502;42;25586
5819918;5978639;366;25595;106;88;34377;43;25880
5819919;5978639;369;25816;118;95;30361;46;26368
5819920;5978639;374;26210;118;100;30754;44;26521
5819921;5978639;-1;-1;-1;-1;-1;40;25911
5819922;5978639;370;25878;98;82;32536;40;26485
5819923;5978639;367;25689;95;79;32347;40;26401
5819924;5978639;368;25746;95;80;32404;42;26560
5819949;5978639;351;24558;85;69;27497;37;28645
5819950;5978639;357;25013;78;57;26633;40;28439
5819951;5978639;360;25202;78;57;26397;41;28454
5819952;5978639;362;25341;81;59;26296;42;28341
5819953;5978639;365;25549;77;65;26712;41;30144
5819954;5978639;368;25732;76;66;25940;45;28928
5819955;5978639;365;25556;74;63;25753;40;31968
5819956;5978639;365;25578;74;63;26433;41;32029
5819957;5978639;364;25515;73;62;26370;42;32337
5819958;5978639;363;25421;64;55;26018;42;32461
5819959;5978639;366;25614;75;67;27078;43;29402
5819960;5978639;362;25361;69;66;24848;44;30064
5819961;5978639;363;25410;71;63;29215;43;33012
5819962;5978639;361;25261;67;58;28911;43;32814
5819963;5978639;366;25647;69;56;25080;46;33129
5819964;5978639;367;25655;66;54;25131;45;33156
5819965;5978639;368;25794;69;56;25306;47;33512
5819966;5978639;372;26049;73;60;25582;50;33834
5819967;5978639;375;26263;71;59;25745;48;29924
5819968;5978639;-1;-1;-1;-1;-1;46;30005
5819969;5978639;389;27199;74;56;25952;46;30968
5821755;5978639;468;32772;187;127;32802;54;33950
5821756;5978639;445;31133;125;98;31848;52;33823
5821757;5978639;439;30751;118;93;31465;52;33270
5821758;5978639;441;30894;118;95;31609;55;33109
5821759;5978639;429;30054;110;83;30769;53;32638
5821760;5978639;425;29750;109;78;30465;50;32273
5821761;5978639;419;29350;97;75;30218;50;31949
5821762;5978639;426;29787;95;72;29999;52;32891
5821763;5978639;419;29324;86;63;29153;51;31839
5821764;5978639;424;29649;91;68;29495;53;32213
5821765;5978639;412;28829;110;86;30978;51;31256
5821766;5978639;408;28578;110;86;31001;50;30860
5821767;5978639;409;28660;110;87;31083;53;31310
5821768;5978639;414;28983;117;92;31406;55;31691
5821769;5978639;394;27571;125;100;32016;52;30058
5821770;5978639;388;27127;125;102;32135;49;29565
5821771;5978639;382;26751;125;98;29036;49;29320
5821772;5978639;386;27047;131;102;29332;50;29224
5821773;5978639;416;29103;143;122;33512;49;28919
5821788;5978639;-1;-1;-1;-1;-1;34;26874
5821789;5978639;-1;-1;-1;-1;-1;38;26694
5821790;5978639;363;25387;101;82;26179;35;26543
5821791;5978639;360;25221;100;80;26013;35;26580
5821792;5978639;365;25555;85;64;24901;32;25238
5821793;5978639;359;25151;81;58;24497;31;24784
5821794;5978639;353;24701;80;52;24047;30;24506
5821795;5978639;352;24661;80;55;24248;31;24395
5821796;5978639;349;24415;77;52;23658;29;23982
5821797;5978639;352;24636;81;57;23966;31;24102
5821798;5978639;354;24789;81;59;24119;31;23844
5821799;5978639;357;24993;96;82;25716;33;26583
5821800;5978639;357;25024;91;79;26054;36;26388
5821801;5978639;-1;-1;-1;-1;-1;38;27783
5821802;5978639;-1;-1;-1;-1;-1;38;27731
5821803;5978639;367;25671;102;91;26884;35;27669
5821804;5978639;359;25136;101;93;27038;36;28134
5821805;5978639;359;25162;98;80;27205;41;25372
5821806;5978639;357;25022;98;78;27065;42;25293
5821807;5978639;351;24588;85;68;26357;39;24657
5821808;5978639;345;24177;82;63;25994;40;24589
5821809;5978639;346;24252;85;67;26279;39;24400
5821810;5978639;348;24368;89;75;26182;40;24698
5821811;5978639;350;24503;94;77;26316;41;24978
5821812;5978639;353;24736;98;80;26549;42;25208
5821813;5978639;361;25260;102;83;34041;41;25482
5821814;5978639;362;25327;106;84;34109;44;25874
5821815;5978639;361;25238;102;83;34019;45;25497
5821816;5978639;361;25254;102;83;34035;43;26412
5821817;5978639;-1;-1;-1;-1;-1;39;25895
5821818;5978639;370;25906;98;82;32565;39;25986
5821819;5978639;362;25374;94;75;32033;39;26055
5821820;5978639;368;25740;95;80;32399;40;26414
5821821;5978639;362;25353;99;82;32558;39;25887
5821846;5978639;351;24592;81;62;26484;39;28359
5821847;5978639;358;25072;72;55;26027;39;28070
5821848;5978639;359;25095;74;57;26134;40;28067
