from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5793263;5978639;410;28674;96;74;29363;113;82;29363;52;31894;46;31931
5793264;5978639;409;28605;134;112;29848;133;121;33934;53;30516;47;28777
5793265;5978639;409;28646;139;112;29889;136;121;33974;52;30848;46;29109
5793266;5978639;409;28655;139;112;29898;136;121;33983;55;31045;48;29306
5793267;5978639;420;29429;144;124;30672;148;132;34758;58;31840;52;30101
5793268;5978639;426;29827;152;129;31070;155;137;31070;58;32066;52;30328
5793269;5978639;456;31924;200;183;31980;196;186;32813;54;30879;48;29140
5793270;5978639;453;31744;200;181;31799;195;183;32632;57;33768;51;32029
5795164;5978639;429;30028;106;81;30678;113;89;30678;46;30902;40;30940
5795165;5978639;430;30109;106;82;30759;118;90;30759;51;32679;44;32716
5795166;5978639;429;30039;106;81;30690;113;89;30690;51;32528;45;32565
5795167;5978639;406;28405;86;70;29081;108;78;29081;45;30914;39;30951
5795168;5978639;406;28406;86;70;29081;108;78;29081;47;31475;41;31513
5795169;5978639;407;28487;88;72;29176;108;80;29176;50;31698;44;31735
5795170;5978639;405;28335;126;108;29578;128;117;33664;50;30254;44;28515
5795171;5978639;404;28254;121;107;29497;128;116;33583;52;30555;45;28816
5795172;5978639;408;28589;134;112;29832;133;120;33918;54;30998;48;29259
5795173;5978639;412;28817;140;115;30060;140;124;34146;55;31089;49;29350
5795174;5978639;409;28627;134;112;29870;133;121;33956;53;30723;47;28984
5795175;5978639;408;28564;134;111;29807;133;120;33893;54;30859;48;29120
5795176;5978639;454;31780;200;181;31835;196;184;32669;50;30383;44;28644
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5978639;432;30226;108;83;30876;118;91;30876;46;31181;41;31218
5797071;5978639;433;30343;108;85;30993;118;93;30993;49;32581;43;32618
5797072;5978639;407;28497;88;72;29172;108;80;29172;49;32297;43;32335
5797073;5978639;403;28212;86;68;28887;108;76;28887;48;32382;42;32419
5797074;5978639;401;28094;82;66;28783;108;74;28783;46;31246;40;31284
5797075;5978639;404;28302;86;69;28991;108;77;28991;48;31579;42;31617
5797076;5978639;400;28018;119;103;29262;126;111;29262;51;30201;45;28462
5797077;5978639;402;28145;121;105;29388;128;114;33474;54;30634;48;28895
5797078;5978639;407;28479;126;110;29722;130;119;33808;56;31171;50;29432
5797079;5978639;406;28386;126;109;29629;129;117;33715;54;31008;48;29269
5797080;5978639;406;28431;126;109;29674;130;118;33759;50;30218;44;28479
5797081;5978639;406;28417;126;109;29660;129;118;33746;54;30838;48;29099
5797082;5978639;403;28210;140;125;29099;150;133;29099;50;30370;44;28631
5798974;5978639;394;27614;100;72;26902;89;66;26902;38;27324;33;27362
5798975;5978639;437;30586;108;89;31237;118;97;31237;47;31528;41;31565
5798976;5978639;437;30581;108;89;31231;118;97;31231;49;31416;43;31453
5798977;5978639;437;30588;108;89;31238;118;97;31238;50;32621;44;32658
5798978;5978639;400;28027;86;69;28710;108;77;28710;48;32092;42;32129
5798979;5978639;398;27850;82;66;28534;108;74;28534;49;32450;42;32488
5798980;5978639;398;27850;82;66;28534;108;74;28534;47;31610;41;31648
5798981;5978639;402;28122;86;70;28805;108;78;28805;49;31998;43;32035
5798982;5978639;398;27851;118;101;29094;123;109;29094;50;30062;44;28323
5798983;5978639;396;27725;118;99;28968;123;107;28968;52;30002;46;28263
5798984;5978639;396;27718;113;99;28961;123;107;28961;54;29993;48;28254
5798985;5978639;401;28083;120;104;29326;126;112;29326;51;29886;45;28147
5798986;5978639;399;27945;118;102;29188;126;110;29188;51;30151;45;28412
5798987;5978639;403;28201;121;106;29444;128;115;33530;53;30611;47;28872
5798988;5978639;397;27795;132;119;28683;140;127;28683;49;29846;43;28107
5800879;5978639;387;27117;84;65;26406;75;59;26406;37;27045;32;27083
5800880;5978639;391;27396;90;69;26684;82;63;26684;38;27321;33;27358
5800881;5978639;440;30791;108;92;31441;123;100;31441;35;26949;31;26986
5800882;5978639;399;27938;108;88;29480;118;96;29480;54;34123;47;34160
5800883;5978639;400;27974;108;88;29516;118;96;29516;53;33900;46;33938
5800884;5978639;399;27896;86;67;28603;108;75;28603;48;31909;42;31946
5800885;5978639;395;27632;80;64;28376;108;72;28376;47;31611;41;31649
5800886;5978639;393;27483;82;66;28519;108;74;28519;50;31902;44;31940
5800887;5978639;394;27604;86;70;28793;108;78;28793;50;31987;44;32024
5800888;5978639;387;27062;107;90;28305;114;98;28305;50;29178;43;27439
5800889;5978639;392;27466;113;95;28709;119;103;28709;50;29767;44;28028
5800890;5978639;393;27541;113;97;28785;119;105;28785;52;29680;46;27941
5800891;5978639;396;27752;118;100;28996;123;108;28996;49;29556;43;27818
5800892;5978639;396;27689;113;99;28932;123;107;28932;51;30031;45;28292
5800893;5978639;398;27851;118;101;29094;123;109;29094;53;30572;47;28833
5800894;5978639;396;27704;128;117;28592;140;125;28592;49;29852;43;28113
5800895;5978639;392;27464;125;114;28353;137;122;28353;49;29752;43;28013
5802783;5978639;386;27019;81;64;26307;75;58;26307;38;27042;33;27080
5802784;5978639;384;26900;81;62;26188;72;56;26188;39;27013;35;27050
5802785;5978639;388;27178;84;66;26467;75;60;26467;33;26519;29;26556
5802786;5978639;401;28076;108;90;29617;122;98;29617;35;26701;31;26738
5802787;5978639;398;27838;108;86;29380;118;94;29380;51;33934;45;33972
5802788;5978639;395;27640;108;84;29182;118;92;29182;51;33687;45;33725
5802789;5978639;395;27641;108;84;29182;118;92;29182;49;32150;43;32187
5802790;5978639;396;27710;86;68;28625;108;76;28625;48;31672;42;31710
5802791;5978639;389;27211;82;66;27983;108;74;27983;48;31945;42;31983
5802792;5978639;392;27447;86;70;28219;108;78;28219;49;32248;42;32285
5802793;5978639;383;26834;106;86;28077;113;94;28077;49;29119;43;27380
5802794;5978639;388;27169;108;91;28412;118;99;28412;49;29404;43;27665
5802795;5978639;388;27170;108;91;28413;118;99;28413;49;29405;43;27666
5802796;5978639;390;27283;112;93;28526;119;101;28526;50;29601;44;27862
5802797;5978639;395;27644;113;98;28888;120;106;28888;51;29922;45;28183
5802798;5978639;397;27819;118;101;29062;123;109;29062;52;29665;46;27926
5802799;5978639;388;27147;121;109;28036;127;117;28036;47;29165;42;27426
5802800;5978639;387;27068;120;108;27957;125;116;27957;48;29333;42;27594
5802801;5978639;392;27436;125;114;28325;134;122;28325;49;29692;44;27953
5804689;5978639;384;26853;79;61;26141;69;55;26141;37;26734;32;26771
5804690;5978639;381;26682;75;59;25970;66;53;25970;39;26725;34;26763
5804691;5978639;384;26883;84;66;26495;75;60;26495;38;26709;33;26746
5804692;5978639;387;27075;90;69;26687;82;63;26687;41;27148;36;27186
5804693;5978639;398;27839;108;86;29381;118;94;29381;53;33998;46;34035
5804694;5978639;391;27400;102;80;28942;113;88;28942;51;33604;45;33641
5804695;5978639;390;27326;100;79;28868;113;87;28868;49;32236;42;32274
5804696;5978639;386;27050;82;64;27848;108;72;27848;49;32685;43;32723
5804697;5978639;385;26982;76;63;27753;108;71;27753;49;32281;42;32319
5804698;5978639;393;27510;86;71;28281;108;79;28281;49;32349;42;32386
5804699;5978639;380;26612;106;83;27855;110;91;27855;48;28835;42;27096
5804700;5978639;380;26570;106;83;27813;110;91;27813;48;28775;42;27036
5804701;5978639;383;26820;106;86;28063;113;94;28063;50;29164;44;27426
5804702;5978639;384;26884;106;87;28127;113;95;28127;49;28983;43;27244
5804703;5978639;386;27033;107;89;28276;114;97;28276;48;29158;42;27419
5804704;5978639;388;27181;108;91;28424;118;99;28424;51;29557;45;27818
5804705;5978639;384;26903;116;106;27792;125;114;27792;47;28979;41;27240
5804706;5978639;384;26864;116;105;27752;125;113;27752;50;29268;45;27530
5804707;5978639;388;27138;121;109;28026;127;117;28026;52;29782;46;28043
5806593;5978639;384;26868;74;62;26156;69;56;26156;38;26831;33;26868
5806594;5978639;379;26498;73;56;25787;63;50;25787;37;26483;32;26521
5806595;5978639;378;26465;75;56;25753;63;50;25753;37;26365;32;26403
5806596;5978639;381;26649;81;63;26261;75;57;26261;34;26092;30;26129
5806597;5978639;386;27024;88;68;26637;82;62;26637;38;27001;34;27039
5806598;5978639;390;27335;97;73;26947;89;67;26947;39;27233;34;27271
5806599;5978639;389;27237;96;78;28778;113;86;28778;50;33355;44;33392
5806600;5978639;386;27009;96;75;28550;112;83;28550;51;33212;45;33249
5806601;5978639;383;26810;82;66;27961;108;74;27961;49;32607;43;32644
5806602;5978639;387;27092;82;65;27890;108;73;27890;49;32419;43;32457
5806603;5978639;389;27241;86;67;28039;108;75;28039;50;28781;44;27042
5806604;5978639;380;26607;106;83;27850;110;91;27850;48;28718;42;26979
5806605;5978639;376;26294;99;79;27537;109;87;27537;49;28581;43;26842
5806606;5978639;378;26482;105;81;27725;110;89;27725;48;28642;42;26903
5806607;5978639;381;26664;106;84;27907;113;92;27907;50;29004;44;27265
5806608;5978639;385;26984;107;89;28228;113;97;28228;51;29348;45;27609
5806609;5978639;390;27305;112;93;28548;119;101;28548;51;29529;45;27790
5806610;5978639;379;26548;114;101;27436;124;109;27436;48;28716;42;26977
5806611;5978639;382;26708;114;103;27596;124;111;27596;50;29121;45;27382
5806612;5978639;385;26954;116;107;27843;125;115;27843;52;29271;46;27532
5806613;5978639;408;28570;145;130;29459;152;138;29459;52;30570;46;28831
5808496;5978639;385;26925;75;66;26184;70;60;26292;38;26761;33;26798
5808497;5978639;388;27195;79;66;26483;75;60;26483;39;27209;34;27246
5808498;5978639;387;27091;81;65;26379;75;59;26379;38;26999;33;27036
5808499;5978639;375;26250;75;57;25862;66;51;25862;36;26224;32;26261
5808500;5978639;379;26541;81;61;26153;69;55;26153;33;25797;29;25834
5808501;5978639;391;27375;100;73;26988;89;67;26988;38;27311;34;27348
5808502;5978639;391;27388;100;74;27000;89;68;27000;41;27509;36;27546
5808503;5978639;390;27334;102;79;28876;113;87;28876;53;33483;46;33521
5808504;5978639;386;27022;96;75;28564;112;83;28564;50;33103;44;33140
5808505;5978639;381;26643;86;69;28184;108;77;28184;49;32782;43;32819
5808506;5978639;379;26557;86;69;28172;108;77;28172;49;28751;43;27012
5808507;5978639;376;26339;95;77;27390;109;85;27390;48;28555;42;26816
5808508;5978639;374;26154;95;74;27205;107;82;27205;47;28256;41;26517
5808509;5978639;373;26097;95;76;27341;107;84;27341;47;28331;41;26592
5808510;5978639;377;26399;105;80;27642;109;88;27642;50;28820;44;27081
5808511;5978639;375;26278;99;79;27521;109;87;27521;53;29222;47;27483
5808512;5978639;379;26521;114;101;27410;124;109;27410;52;29407;46;27668
5808513;5978639;376;26321;111;98;27209;122;106;27209;46;28206;41;26467
5808514;5978639;375;26235;111;96;27124;118;104;27124;46;28466;40;26727
5808515;5978639;379;26527;114;101;27415;124;109;27415;47;28730;41;26991
5808516;5978639;382;26764;114;104;27652;124;112;27652;51;29189;45;27450
5808517;5978639;388;27175;118;108;27305;126;118;31817;53;29375;47;27636
5808518;5978639;394;27560;124;113;27690;136;121;32202;54;30849;48;29110
5810399;5978639;381;26661;81;62;25920;72;56;26028;38;26365;33;26402
5810400;5978639;383;26839;83;64;26098;76;59;26206;40;26791;35;26829
5810401;5978639;391;27383;83;69;26672;81;63;26672;41;27345;36;27383
5810402;5978639;370;25929;75;59;26004;66;53;26004;36;25870;32;25908
5810403;5978639;371;26000;75;60;26018;66;54;26018;36;26198;31;26235
5810404;5978639;381;26646;81;63;26258;75;57;26258;36;25804;32;25841
5810405;5978639;392;27432;100;74;27044;89;68;27044;40;27463;35;27501
5810406;5978639;393;27538;100;76;27150;89;70;27150;40;27558;35;27596
5810407;5978639;396;27702;100;78;27314;91;72;27314;52;29226;45;27487
5810408;5978639;385;26958;96;74;28499;108;82;28499;50;28892;43;27153
5810409;5978639;376;26346;82;66;27144;108;74;27144;49;28516;42;26777
5810410;5978639;374;26157;80;63;26954;107;71;26954;49;28338;43;26599
5810411;5978639;377;26410;95;78;27462;109;86;27462;48;28503;42;26764
5810412;5978639;369;25861;85;70;26912;103;78;26912;47;28198;41;26459
5810413;5978639;367;25704;85;70;26947;103;78;26947;47;27985;41;26247
5810414;5978639;370;25875;91;73;27118;106;81;27118;49;28248;43;26509
5810415;5978639;375;26283;99;79;27526;109;87;27526;52;28564;46;26825
5810416;5978639;371;25965;105;93;26854;113;101;26854;47;27993;42;26254
5810417;5978639;370;25933;102;92;26822;112;100;26822;46;28073;40;26334
5810418;5978639;374;26191;111;96;27080;118;104;27080;47;28503;41;26764
5810419;5978639;382;26726;114;103;27614;124;111;27614;49;28854;44;27115
5810420;5978639;385;26947;116;107;27836;125;115;27836;51;29257;46;27518
5810421;5978639;388;27162;118;108;27293;126;117;31805;53;29364;47;27625
5810422;5978639;391;27404;121;111;27535;130;119;32047;52;30684;46;28945
5810423;5978639;412;28807;150;132;30336;152;134;31756;50;30064;45;30064
5810457;5978639;392;27447;89;80;35688;85;77;35688;41;29707;36;29746
5810458;5978639;388;27162;85;74;37048;83;73;35433;42;30261;37;30300
5810462;5978639;384;26912;73;59;33834;70;56;33834;44;31687;39;31726
5810463;5978639;384;26907;70;57;33332;67;54;33332;45;31759;39;31798
5810464;5978639;385;26948;68;59;33446;66;56;33446;46;32168;40;32207
5812300;5978639;375;26227;74;56;25486;68;50;25594;37;25972;32;26010
5812301;5978639;378;26458;75;59;25717;72;53;25825;40;26450;35;26487
5812302;5978639;382;26765;83;63;26024;75;58;26132;43;26876;38;26914
5812303;5978639;371;25941;81;68;26576;75;62;26576;41;27410;36;27447
5812304;5978639;367;25688;77;64;26330;75;58;26330;36;25641;31;25678
5812305;5978639;368;25738;77;65;26388;75;59;26388;32;25209;28;25246
5812306;5978639;369;25851;80;68;25155;75;62;25155;39;26067;34;26104
5812307;5978639;371;25989;83;69;25293;81;63;25293;38;25945;33;25982
5812308;5978639;376;26311;97;87;26506;95;81;26506;39;27161;34;27198
5812309;5978639;376;26323;99;87;26518;95;81;26518;51;29160;44;27421
5812310;5978639;379;26520;100;90;26715;100;84;26715;50;28966;44;27227
5812311;5978639;376;26292;82;65;27090;108;73;27090;49;28520;42;26781
5812312;5978639;371;25993;76;62;26847;102;70;26847;48;28268;42;26529
5812313;5978639;369;25822;81;65;27061;106;73;27061;48;27978;41;26240
5812314;5978639;368;25749;81;66;26618;100;74;26618;47;27995;41;26256
5812315;5978639;363;25445;85;68;26802;94;76;26802;46;27692;40;25953
5812316;5978639;366;25647;86;71;26494;106;79;26494;49;28063;43;26324
5812317;5978639;370;25893;95;74;26740;107;82;26740;51;28470;45;26731
5812318;5978639;369;25829;102;91;26718;112;99;26718;46;27852;40;26113
5812319;5978639;367;25682;101;89;26571;110;97;26571;48;28082;42;26343
5812320;5978639;379;26525;114;101;27413;124;109;27413;46;28571;41;26832
5812321;5978639;379;26547;114;101;27436;124;109;27436;49;28939;43;27200
5812322;5978639;382;26748;113;100;26762;121;109;29537;53;29367;47;27628
5812323;5978639;386;27005;118;104;27019;124;113;29794;53;28713;47;26974
5812324;5978639;393;27482;123;112;27612;131;120;32124;53;30253;47;30253
5812325;5978639;411;28768;150;131;30297;151;133;31717;50;30071;45;30071
5812353;5978639;370;25916;106;86;28727;102;88;26174;40;28230;35;28269
5812354;5978639;373;26122;106;89;28933;106;91;26380;40;28449;35;28488
5812355;5978639;381;26673;107;95;38451;106;93;38073;38;28587;33;28626
5812356;5978639;379;26555;106;93;38311;105;91;37933;41;29008;36;29047
5812358;5978639;396;27708;93;82;37594;91;81;35978;44;29688;40;29727
5812359;5978639;393;27506;89;81;35777;89;78;35777;42;29717;37;29756
5812360;5978639;388;27171;85;75;37056;83;73;35441;42;30667;37;30706
5812361;5978639;386;27033;80;70;36747;79;69;35132;42;30639;37;30678
5812362;5978639;383;26820;76;65;34664;78;63;27207;46;31244;41;31283
5812363;5978639;382;26707;74;63;34548;77;62;27094;43;31174;38;31213
5812364;5978639;381;26674;73;58;33716;69;55;33716;44;31416;39;31455
5812365;5978639;382;26770;73;58;33710;69;55;33710;45;31885;40;31924
5812366;5978639;381;26673;68;58;34540;68;58;34163;47;32564;41;32603
5814173;5978639;441;30852;112;86;31210;118;88;31036;62;37188;54;37215
5814174;5978639;450;31530;112;96;31888;124;98;31714;63;37828;55;37855
5814175;5978639;452;31622;117;97;31980;124;99;31806;60;36330;53;36357
5814176;5978639;421;29470;140;126;34050;152;129;33876;55;34716;47;34742
5814201;5978639;372;26041;74;53;25300;68;47;25408;38;25992;33;26029
5814202;5978639;376;26290;74;56;25550;68;51;25657;40;25653;35;25690
5814203;5978639;383;26782;83;64;26041;75;58;26149;40;26586;35;26624
5814204;5978639;368;25732;77;66;25036;75;60;25036;37;25674;33;25711
5814205;5978639;364;25463;74;62;24766;72;56;24766;35;25307;31;25345
5814206;5978639;364;25460;74;62;24764;69;56;24764;33;25062;29;25099
5814207;5978639;366;25607;76;64;24911;75;58;24911;36;25700;31;25737
5814208;5978639;368;25770;77;66;25074;75;60;25074;37;25836;32;25874
5814209;5978639;374;26163;96;85;26358;95;79;26358;38;26988;33;27026
5814210;5978639;373;26100;94;84;26295;92;78;26295;40;26980;35;27018
5814211;5978639;376;26316;97;87;26512;95;81;26512;53;29209;46;27470
5814212;5978639;377;26373;82;66;27171;108;74;27171;50;28681;44;26942
5814213;5978639;372;26027;82;67;27199;106;75;27199;51;28600;44;26861
5814214;5978639;367;25676;80;64;26477;103;72;26477;47;27850;41;26111
5814215;5978639;365;25538;76;62;26339;93;70;26339;49;27889;42;26150
5814216;5978639;361;25277;81;66;26124;100;74;26124;47;27566;41;25827
5814217;5978639;361;25298;81;66;26146;100;74;26146;50;27522;44;25783
5814218;5978639;362;25365;82;67;26212;100;75;26212;50;28158;44;26419
5814219;5978639;366;25625;100;88;26513;110;96;26513;45;27762;40;26023
5814220;5978639;363;25441;100;85;26330;103;91;25496;48;27842;42;26103
5814221;5978639;383;26791;115;104;27679;124;112;27679;50;28921;44;27182
5814222;5978639;383;26810;115;105;27699;124;113;27699;51;29110;46;27371
5814223;5978639;379;26529;110;97;26544;116;106;29319;52;28633;46;26894
5814224;5978639;378;26483;110;96;26497;113;105;29273;53;28722;47;26983
5814225;5978639;411;28763;150;131;30292;151;133;31712;53;30303;48;30303
5814226;5978639;408;28529;145;128;30058;145;130;31478;51;30128;45;30128
5814227;5978639;403;28214;138;123;29743;142;125;31163;50;29994;44;29994
5814253;5978639;363;25402;99;79;28213;96;78;28213;43;28278;39;28317
5814254;5978639;366;25594;80;60;26910;83;59;26910;43;28492;38;28531
5814255;5978639;365;25541;80;60;26857;76;59;26857;42;28667;38;28706
5814256;5978639;383;26834;107;98;38612;107;96;38235;41;29070;36;29109
5814257;5978639;390;27280;113;103;39036;111;102;38659;40;29553;35;29592
5814258;5978639;385;26982;109;99;38738;108;98;38361;41;29394;36;29433
5814259;5978639;389;27203;112;102;38959;111;101;38581;44;29664;39;29703
5814260;5978639;393;27483;89;81;35753;89;78;35753;46;32090;41;32129
5814261;5978639;389;27228;85;75;37113;85;74;35498;43;30861;38;30900
5814262;5978639;387;27088;78;67;36547;78;67;27475;42;30735;37;30774
5814263;5978639;385;26975;78;67;34820;78;65;27362;43;30994;38;31033
5814264;5978639;379;26546;74;61;34411;71;58;34411;43;31051;37;31090
5814265;5978639;375;26283;66;56;34061;67;53;34061;43;31288;38;31327
5814266;5978639;375;26252;77;62;34481;73;58;35622;45;31748;40;31787
5814267;5978639;377;26359;69;56;34689;69;56;34312;47;31301;40;30819
5814268;5978639;374;26175;65;53;34485;65;53;34108;46;31165;40;30684
5816065;5978639;446;31206;112;92;31664;124;95;31491;60;37483;52;36537
5816068;5978639;436;30495;98;85;30780;118;85;30780;59;36791;51;35845
5816069;5978639;439;30708;112;85;31166;118;88;30992;58;36110;51;36136
5816070;5978639;426;29786;85;73;29970;105;73;29970;59;36106;51;36132
5816071;5978639;425;29781;87;74;30025;105;74;30025;59;35950;51;35976
5816072;5978639;427;29874;88;75;30117;105;75;30117;56;35122;49;35149
5816073;5978639;412;28843;93;80;30410;106;80;30410;57;34986;50;35012
5816074;5978639;407;28485;108;93;31382;118;93;31382;56;34644;49;34670
5816075;5978639;422;29531;144;127;34111;156;130;33937;55;34788;48;34815
5816099;5978639;382;26729;83;63;25976;78;57;26084;37;26400;32;26437
5816100;5978639;367;25660;71;55;25416;68;49;25524;36;25483;31;25520
5816101;5978639;365;25576;75;60;25806;72;54;25914;38;25511;33;25549
5816102;5978639;365;25571;76;61;24836;72;55;24944;36;25021;32;25059
5816103;5978639;364;25503;74;63;24806;72;57;24806;36;25582;31;25620
5816104;5978639;360;25234;70;59;24537;66;53;24537;35;25331;31;25368
5816105;5978639;361;25245;70;59;24548;66;53;24548;33;24812;29;24850
5816106;5978639;364;25447;74;62;24750;69;56;24750;36;25417;31;25454
5816107;5978639;368;25790;77;67;25093;75;61;25093;36;25806;32;25844
5816108;5978639;371;25989;91;82;26184;92;76;26184;36;25915;31;25952
5816109;5978639;368;25794;90;79;25989;89;73;25989;39;26707;34;26744
5816110;5978639;372;26023;91;83;26218;92;77;26218;40;26947;35;26985
5816111;5978639;372;26050;97;79;29269;99;84;26730;41;27415;37;27452
5816112;5978639;370;25930;104;78;29149;110;93;27177;41;27807;36;27845
5816113;5978639;365;25564;81;65;26545;100;73;26545;49;27910;43;26171
5816114;5978639;361;25264;76;61;26068;93;69;26068;46;27468;40;25729
5816115;5978639;357;25004;76;62;26083;90;70;26083;45;27193;39;25454
5816116;5978639;357;25012;76;62;25859;90;70;25859;48;27421;42;25682
5816117;5978639;361;25258;81;65;26105;100;73;26105;48;27411;42;25672
5816118;5978639;360;25233;96;87;25289;103;88;25289;44;27193;39;25454
5816119;5978639;361;25260;97;87;25316;103;88;25316;48;27739;42;26000
5816120;5978639;382;26770;115;100;26784;121;109;29559;53;29176;48;27437
5816121;5978639;381;26636;112;98;26650;117;107;29425;50;29047;45;27308
5816122;5978639;375;26236;103;93;26251;112;102;29026;48;28340;42;26601
5816123;5978639;375;26221;103;93;26235;112;102;29011;51;28576;45;26837
5816124;5978639;376;26293;105;94;26307;112;103;29083;52;28664;46;26925
5816125;5978639;408;28587;147;128;30115;151;131;31536;54;30383;49;30383
5816126;5978639;406;28435;140;126;29963;142;128;31384;52;30158;47;30158
5816127;5978639;400;28000;134;120;29528;136;122;30948;49;29656;44;29656
5816152;5978639;353;24743;83;64;27170;83;63;27170;43;28122;38;28161
5816153;5978639;364;25497;80;59;26813;76;58;26813;43;28924;39;28963
5816154;5978639;361;25282;80;61;26840;70;56;26597;47;28494;42;28531
5816155;5978639;362;25362;80;62;26920;72;56;26677;46;28591;41;28628
5816156;5978639;389;27259;113;103;39014;111;102;38637;41;29604;36;29643
5816157;5978639;388;27183;112;101;38939;111;100;38561;43;29565;38;29604
5816158;5978639;375;26273;85;74;36328;81;72;37498;46;32121;41;32160
5816159;5978639;375;26234;82;72;37836;80;71;37459;46;32071;41;32110
5816160;5978639;375;26233;82;72;37835;80;71;37458;44;31318;39;31357
5816161;5978639;380;26578;86;76;38180;83;74;36633;46;32231;41;32270
5816162;5978639;372;26022;73;62;34928;72;59;34928;46;32235;40;30363
5816163;5978639;372;26034;70;60;34273;68;57;34273;46;31860;40;31899
5816164;5978639;372;26069;67;54;35649;68;53;35272;44;31522;38;31561
5816165;5978639;372;26006;68;55;35344;68;54;34967;45;31817;39;31856
5816166;5978639;370;25920;72;57;35457;70;56;35080;45;30881;39;30399
5816167;5978639;369;25817;66;53;34500;68;53;34123;48;31036;42;30555
5817963;5978639;450;31526;117;97;31984;124;100;31811;61;37849;52;36903
5817964;5978639;447;31260;112;93;31718;124;96;31544;62;37638;53;36692
5817965;5978639;444;31096;112;91;31554;118;93;31381;61;37255;52;36309
5817966;5978639;440;30834;112;87;31292;118;90;31118;60;37140;52;36194
5817967;5978639;428;29942;93;79;30364;106;79;30364;59;36494;51;35396
5817968;5978639;427;29874;87;74;30035;105;74;30035;57;36035;50;36061
5817969;5978639;423;29597;85;70;29758;105;70;29758;58;35836;50;35862
5817970;5978639;422;29530;85;70;29774;105;70;29774;57;35492;49;35518
5817971;5978639;414;29013;87;74;30039;105;74;30039;56;35171;48;35198
5817972;5978639;410;28669;91;79;30339;106;79;30339;55;34841;48;34867
5817973;5978639;405;28330;108;91;31227;118;91;31227;54;34489;47;34515
5817974;5978639;403;28191;107;89;31088;118;89;31088;54;34282;47;34308
5817975;5978639;396;27707;108;91;31227;118;91;31227;54;33960;47;33986
5817976;5978639;394;27568;108;93;33549;124;97;31612;53;33603;46;33629
5817977;5978639;392;27461;114;91;33442;124;100;31868;53;33294;46;33320
5817997;5978639;383;26785;83;63;26033;79;58;26141;40;26469;35;26506
5817998;5978639;383;26841;83;64;26089;84;58;26196;40;26586;35;26623
