from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791356;5980222;455;31878;138;87;32159;117;97;43506;134;100;43506;60;39714;52;39714;33
5791357;5980222;457;31965;139;88;32494;120;100;43574;134;103;43574;60;39828;51;39828;33
5791358;5980222;457;32016;139;88;32494;164;144;43813;171;145;43813;60;39374;51;37598;33
5791359;5980222;455;31819;139;88;32494;158;142;43616;163;147;47649;65;39697;56;37921;35
5791360;5980222;455;31873;150;95;33153;161;142;43670;166;143;43670;65;40065;56;38289;35
5791361;5980222;460;32226;159;101;35246;167;147;44023;174;148;44023;65;40420;56;38643;35
5791362;5980222;465;32537;159;101;35246;171;152;44334;183;153;44334;66;40728;57;38952;36
5791363;5980222;500;35017;159;101;35246;174;135;57549;189;143;50924;72;43116;63;41339;42
5793258;5980222;463;32383;141;89;32607;128;106;44115;141;109;44115;60;39581;52;39581;34
5793259;5980222;458;32083;141;89;32551;123;102;43815;134;105;43815;60;39421;51;39421;33
5793260;5980222;459;32118;140;88;32137;123;102;43849;134;105;43849;60;39385;51;39385;33
5793261;5980222;453;31689;137;87;31946;117;96;43294;128;99;43294;60;39166;51;39166;33
5793262;5980222;451;31584;138;87;31988;117;96;43292;128;99;43292;60;39591;52;39591;33
5793263;5980222;452;31632;138;87;31988;124;101;42875;134;104;42875;60;40697;52;40697;33
5793264;5980222;451;31563;137;86;31700;158;138;43360;159;143;47394;64;39318;55;37542;35
5793265;5980222;451;31604;136;86;31638;158;139;43401;161;143;47434;64;39651;55;37874;35
5793266;5980222;452;31613;142;90;31683;158;139;43410;161;144;47443;65;39848;56;38071;35
5793267;5980222;463;32387;142;90;31683;170;150;44184;179;151;44184;65;40643;56;38866;35
5793268;5980222;468;32785;159;101;35246;179;158;44582;185;156;44582;66;40869;57;39093;36
5793269;5980222;498;34882;156;99;34766;189;145;58230;189;153;51605;71;39681;62;37905;41
5793270;5980222;496;34702;156;99;34766;182;142;58050;189;150;51425;71;42570;62;40794;41
5795164;5980222;464;32458;141;89;32551;129;107;44190;141;110;44190;60;39705;52;39705;34
5795165;5980222;465;32540;141;89;32551;131;108;44271;141;111;44271;60;41481;52;41481;34
5795166;5980222;464;32470;137;87;31676;129;107;44201;141;110;44201;63;41331;55;41331;35
5795167;5980222;448;31363;137;87;31913;117;97;42592;134;100;42592;60;39716;52;39716;33
5795168;5980222;448;31364;137;86;31700;117;97;42593;134;100;42593;62;40278;53;40278;34
5795169;5980222;449;31445;137;86;31700;117;98;42688;134;101;42688;62;40500;53;40500;34
5795170;5980222;447;31293;136;86;31638;158;134;43090;156;137;43090;61;39057;53;37281;34
5795171;5980222;446;31212;136;86;31541;158;133;43009;156;136;43009;64;39358;55;37582;35
5795172;5980222;451;31547;142;90;31683;158;138;43344;159;143;47378;65;39800;56;38024;35
5795173;5980222;454;31775;142;90;31683;158;141;43572;161;146;47606;65;39891;56;38115;35
5795174;5980222;451;31585;142;90;31683;158;138;43382;159;143;47416;65;39525;56;37749;36
5795175;5980222;450;31522;142;90;31683;158;137;43319;159;142;47353;65;39662;56;37886;36
5795176;5980222;496;34738;139;88;31494;182;143;58086;189;151;51461;66;39186;57;37409;36
5797069;5980222;436;30488;135;85;30671;141;103;41088;147;131;42533;-1;-1;-1;-1;-1
5797070;5980222;467;32657;135;85;30671;131;110;44388;141;113;44388;61;39984;53;39984;34
5797071;5980222;468;32774;137;87;31676;131;111;44505;141;114;44505;63;41384;55;41384;35
5797072;5980222;449;31455;137;87;31676;117;98;42684;134;101;42684;63;41100;54;41100;35
5797073;5980222;445;31170;137;87;31676;117;94;42399;128;97;42399;61;41185;52;41185;34
5797074;5980222;444;31052;136;86;31431;111;92;42294;128;95;42294;61;40049;52;40049;34
5797075;5980222;447;31260;136;86;31638;117;95;42503;128;98;42503;61;40382;53;40382;34
5797076;5980222;443;30976;136;86;31541;153;130;42774;154;133;42774;62;39004;54;37228;35
5797077;5980222;444;31103;136;86;31541;153;131;42900;155;134;42900;64;39436;55;37660;35
5797078;5980222;449;31437;142;90;31683;158;136;43234;156;139;43234;65;39974;56;38197;35
5797079;5980222;448;31344;142;90;31683;158;135;43141;156;138;43141;65;39810;56;38034;35
5797080;5980222;448;31389;142;90;31683;158;136;43186;156;139;43186;65;39021;56;37245;36
5797081;5980222;448;31375;142;90;31683;158;135;43172;156;138;43172;65;39641;56;37865;36
5797082;5980222;445;31168;139;88;31494;161;141;57949;167;149;51325;66;39173;57;37396;36
5798974;5980222;416;29115;130;82;29240;128;84;39715;128;111;41160;54;36127;46;36127;29
5798975;5980222;472;33017;144;91;33244;134;115;44748;153;118;44748;61;40331;53;40331;35
5798976;5980222;472;33011;144;91;33244;134;115;44743;153;118;44743;61;40218;53;40218;34
5798977;5980222;472;33018;137;87;31676;134;115;44750;153;118;44750;63;41424;54;41424;35
5798978;5980222;443;30985;135;85;31100;117;95;42222;128;98;42222;63;40895;54;40895;35
5798979;5980222;440;30808;134;85;30989;114;93;42045;128;96;42045;63;41253;55;41253;35
5798980;5980222;440;30808;135;85;31108;114;93;42046;128;96;42046;61;40413;53;40413;34
5798981;5980222;444;31080;136;86;31408;117;96;42317;134;99;42317;62;40801;54;40801;35
5798982;5980222;440;30809;136;86;31541;149;127;42606;149;130;42606;62;38865;54;37088;35
5798983;5980222;438;30683;136;86;31541;149;125;42480;147;128;42480;64;38805;55;37028;34
5798984;5980222;438;30676;139;88;30951;146;125;42473;147;128;42473;64;38796;55;37020;34
5798985;5980222;443;31041;139;88;30951;153;131;42838;154;134;42838;64;38688;55;36912;35
5798986;5980222;441;30903;142;90;31683;149;129;42700;153;132;42700;64;38954;55;37178;35
5798987;5980222;445;31159;142;90;31683;153;132;42956;156;135;42956;65;39414;56;37637;36
5798988;5980222;439;30753;137;87;30960;156;142;58015;163;150;51390;64;38648;56;36872;36
5800879;5980222;409;28619;129;81;28902;112;84;39219;120;109;40664;54;35848;47;35848;30
5800880;5980222;413;28898;130;82;29236;118;88;39498;125;113;40942;54;36123;46;36123;29
5800881;5980222;475;33222;130;82;29236;136;118;44953;153;121;44953;61;35751;53;35751;35
5800882;5980222;441;30896;144;91;33244;131;114;42992;146;117;42992;65;42926;56;42926;35
5800883;5980222;442;30932;136;86;31422;135;115;43028;152;118;43028;64;42703;56;42703;35
5800884;5980222;441;30854;135;85;31099;117;94;42115;128;97;42115;62;40711;53;40711;34
5800885;5980222;437;30590;134;85;31087;109;90;41888;128;93;41888;62;40414;53;40414;34
5800886;5980222;435;30442;134;85;31085;111;92;42031;128;95;42031;62;40705;53;40705;34
5800887;5980222;437;30562;136;86;31408;117;96;42305;128;99;42305;62;40789;53;40789;34
5800888;5980222;429;30020;135;86;30198;137;116;41817;140;119;41817;63;37981;54;36204;34
5800889;5980222;435;30424;135;86;30198;144;122;42221;143;125;42221;64;38570;55;36793;34
5800890;5980222;436;30500;136;86;30321;144;123;42296;145;126;42296;64;38482;55;36706;34
5800891;5980222;439;30710;139;88;30894;149;126;42508;149;129;42508;64;38359;55;36583;34
5800892;5980222;438;30647;139;88;30951;146;125;42444;145;128;42444;64;38833;55;37057;35
5800893;5980222;440;30809;139;88;30951;149;127;42606;149;130;42606;64;39374;55;37598;35
5800894;5980222;438;30662;137;87;30960;154;144;42104;156;147;41271;64;38654;56;36878;36
5800895;5980222;435;30422;136;86;30791;152;140;41865;154;145;46904;64;38555;55;36778;35
5802783;5980222;407;28520;128;81;28652;107;82;39121;118;107;40565;54;35845;47;35845;30
5802784;5980222;406;28401;128;81;28652;104;80;39002;118;106;40446;54;35816;47;35816;30
5802785;5980222;410;28680;130;82;29223;113;84;39280;120;110;40725;54;35322;47;35322;30
5802786;5980222;443;31034;130;82;29236;137;116;43129;152;119;43129;65;35504;56;35504;35
5802787;5980222;440;30796;130;82;29236;131;113;42892;146;116;42892;64;42737;56;42737;35
5802788;5980222;437;30598;136;86;31432;131;110;42694;141;113;42694;64;42490;55;42490;35
5802789;5980222;437;30599;136;86;31432;131;110;42694;141;113;42694;63;40952;54;40952;35
5802790;5980222;438;30668;136;86;31482;117;94;42137;128;97;42137;63;40475;54;40475;35
5802791;5980222;431;30169;132;84;30510;114;93;41495;128;96;41495;62;40748;53;40748;34
5802792;5980222;434;30406;132;84;30510;117;96;41731;128;99;41731;62;41051;54;41051;35
5802793;5980222;426;29792;135;86;30198;131;113;41589;136;116;41589;63;37922;54;36145;34
5802794;5980222;430;30127;135;86;30198;137;118;41924;142;121;41924;63;38207;54;36431;34
5802795;5980222;430;30128;136;86;30321;137;118;41925;142;121;41925;63;38208;55;36431;34
5802796;5980222;432;30241;139;88;30881;137;119;42038;142;122;42038;63;38404;54;36628;34
5802797;5980222;437;30603;139;88;30936;144;124;42400;145;127;42400;64;38725;55;36948;34
5802798;5980222;440;30777;137;87;30608;149;127;42574;149;130;42574;64;38467;55;36691;35
5802799;5980222;430;30105;135;85;30372;146;136;41548;148;140;41548;63;37968;54;36192;35
5802800;5980222;429;30026;135;85;30471;146;135;41468;145;139;41468;63;38136;55;36359;35
5802801;5980222;434;30394;136;86;30640;152;140;41837;154;145;46876;64;38495;55;36718;35
5804689;5980222;405;28355;129;82;28558;100;80;38955;112;97;39803;55;35536;47;35536;30
5804690;5980222;403;28184;128;81;28333;100;77;38784;115;103;40229;55;35528;47;35528;30
5804691;5980222;405;28384;132;84;28544;112;85;39309;118;108;39127;53;35512;46;35512;28
5804692;5980222;408;28577;134;85;28633;118;88;39501;120;110;39319;55;35951;47;35951;30
5804693;5980222;440;30797;134;85;28633;131;113;42893;146;116;42893;64;42801;55;42801;35
5804694;5980222;434;30358;136;86;31610;131;106;42454;141;109;42454;64;42406;55;42406;35
5804695;5980222;433;30284;136;86;31610;131;105;42379;140;108;42379;63;41039;54;41039;35
5804696;5980222;429;30008;132;83;30232;109;91;41360;128;94;41360;63;41488;54;41488;34
5804697;5980222;428;29940;132;83;30270;109;89;41265;128;92;41265;62;41084;54;41084;34
5804698;5980222;435;30468;134;85;30868;117;97;41793;134;100;41793;63;41152;54;41152;35
5804699;5980222;422;29570;134;85;29955;131;110;41367;133;113;41367;63;37638;54;35862;34
5804700;5980222;422;29528;134;85;29823;131;109;41325;133;112;41325;62;37578;53;35802;34
5804701;5980222;425;29778;136;86;30306;131;113;41575;136;116;41575;63;37967;54;36191;34
5804702;5980222;426;29842;134;85;29957;131;113;41639;136;116;41639;63;37786;54;36009;34
5804703;5980222;428;29991;137;87;30608;137;116;41788;140;119;41788;64;37960;55;36184;35
5804704;5980222;431;30139;137;87;30608;137;118;41936;142;121;41936;64;38359;55;36583;35
5804705;5980222;427;29861;137;87;30608;143;132;41304;145;136;41304;64;37782;55;36006;35
5804706;5980222;426;29822;135;85;30366;143;132;41264;145;136;41264;63;38071;54;36295;35
5804707;5980222;430;30096;136;86;30640;146;136;41538;148;140;41538;64;38584;55;36808;35
5806593;5980222;405;28369;127;80;28651;96;80;38970;108;90;39365;56;35633;48;35633;30
5806594;5980222;400;28000;127;80;28244;98;75;38600;112;95;39723;55;35286;47;35286;30
5806595;5980222;400;27966;126;80;28142;100;74;38567;115;100;40011;54;35168;46;35168;29
5806596;5980222;402;28151;132;84;28544;104;82;39075;115;104;38893;53;34895;46;34895;28
5806597;5980222;408;28526;134;85;28633;113;87;39450;120;110;39268;57;35804;49;35804;31
5806598;5980222;412;28836;132;84;28601;124;84;39760;125;110;39579;56;36036;48;36036;31
5806599;5980222;431;30195;132;84;30303;131;104;42290;140;107;42290;64;42157;55;42157;34
5806600;5980222;428;29967;132;84;30303;124;101;42062;134;104;42062;63;42014;54;42014;34
5806601;5980222;425;29768;132;83;30232;111;92;41473;128;95;41473;63;41409;54;41409;34
5806602;5980222;429;30050;132;84;30466;109;91;41402;128;94;41402;63;41222;54;41222;34
5806603;5980222;431;30199;132;84;30510;117;93;41550;128;96;41550;63;37583;54;35807;34
5806604;5980222;422;29565;133;84;29675;131;109;41362;133;112;41362;62;37521;53;35744;33
5806605;5980222;418;29252;133;84;29675;131;105;41049;131;108;41049;62;37383;53;35607;34
5806606;5980222;421;29440;134;85;29948;131;108;41236;133;111;41236;62;37444;53;35668;33
5806607;5980222;423;29622;134;85;29954;131;110;41419;135;113;41419;62;37806;54;36030;34
5806608;5980222;428;29942;135;85;30173;135;115;41740;140;118;41740;62;38151;54;36375;34
5806609;5980222;432;30263;137;87;30608;140;119;42060;142;122;42060;64;38332;55;36555;35
5806610;5980222;422;29506;132;84;29717;137;127;40948;140;131;40948;62;37519;54;35742;34
5806611;5980222;424;29666;132;84;29717;141;129;41108;143;133;41108;62;37924;54;36147;34
5806612;5980222;427;29912;134;85;29931;144;134;40521;145;137;41354;63;38074;54;36298;34
5806613;5980222;450;31528;139;88;31665;172;155;60050;162;147;49251;66;39373;57;37596;37
5808496;5980222;406;28407;126;80;28647;95;85;39316;98;78;39000;56;35563;48;35563;31
5808497;5980222;410;28696;128;81;28958;101;85;39297;110;95;39716;56;36012;48;36012;31
5808498;5980222;408;28592;129;82;28827;102;83;39193;112;97;39838;56;35802;48;35802;31
5808499;5980222;396;27751;126;80;28106;100;76;38676;115;99;38494;54;35026;46;35026;29
5808500;5980222;401;28042;140;89;28895;104;80;38966;115;103;38784;56;34600;48;34600;31
5808501;5980222;413;28877;144;91;29050;128;85;39801;125;111;39619;56;36114;48;36114;31
5808502;5980222;413;28889;132;84;28601;128;85;39813;125;111;39631;56;36312;48;36312;31
5808503;5980222;433;30293;130;82;28505;131;105;42388;140;108;42388;56;42286;48;42286;31
5808504;5980222;428;29980;132;84;30303;124;101;42076;134;104;42076;63;41906;54;41906;34
5808505;5980222;423;29601;131;83;29952;117;96;41696;128;99;41696;63;41585;54;41585;34
5808506;5980222;422;29515;131;83;29883;117;95;41684;128;98;41684;62;37553;54;35777;34
5808507;5980222;419;29297;133;84;29729;131;103;40902;129;106;40902;63;37357;54;35581;34
5808508;5980222;416;29112;131;83;29441;120;100;40717;129;103;40717;62;37058;53;35282;33
5808509;5980222;415;29056;131;83;29335;124;102;40852;129;105;40852;62;37134;53;35357;33
5808510;5980222;419;29357;131;83;29445;131;107;41154;131;110;41154;63;37623;54;35846;34
5808511;5980222;418;29236;135;85;30173;131;105;41033;131;108;41033;63;38024;54;36248;34
5808512;5980222;421;29480;135;85;30173;137;127;40922;140;131;40922;62;38210;54;36433;34
5808513;5980222;418;29279;130;83;29442;135;124;40721;139;128;40721;62;37008;53;35232;34
5808514;5980222;417;29193;132;84;29717;135;123;40636;138;127;40636;62;37268;53;35492;34
5808515;5980222;421;29485;134;85;29931;137;127;40927;140;131;40927;63;37532;54;35756;34
5808516;5980222;425;29722;139;88;30477;143;130;41164;143;134;41164;63;37992;54;36215;35
5808517;5980222;430;30133;139;88;30477;143;128;40817;145;134;45456;63;38177;54;36401;35
5808518;5980222;436;30518;139;88;30477;144;134;41202;149;139;45841;66;39652;57;37875;37
5810399;5980222;402;28144;125;79;28344;97;81;38736;89;74;38736;55;35167;47;35167;30
5810400;5980222;405;28321;125;79;28474;99;84;38914;95;77;38914;57;35594;49;35594;31
5810401;5980222;413;28885;128;81;29036;102;87;39485;115;98;39905;57;36148;49;36148;31
5810402;5980222;392;27430;128;81;29036;97;78;38818;110;94;38173;57;34673;49;34673;31
5810403;5980222;393;27502;129;81;28063;97;78;38832;110;95;38244;53;35000;46;35000;29
5810404;5980222;402;28148;144;91;29050;104;81;39072;115;104;38890;54;34606;47;34606;29
5810405;5980222;413;28934;144;91;29050;128;86;39858;128;112;39676;56;36266;48;36266;31
5810406;5980222;415;29039;130;82;28505;128;87;39963;128;113;39781;57;36361;49;36361;31
5810407;5980222;417;29204;130;82;28322;128;90;40128;135;115;39946;63;38029;54;36252;34
5810408;5980222;427;29916;132;83;29897;120;100;42011;134;103;42011;62;37695;54;35918;34
5810409;5980222;419;29304;130;82;29758;111;92;40656;128;95;40656;62;37319;53;35543;33
5810410;5980222;416;29115;129;82;29471;109;90;40466;128;93;40466;62;37141;53;35365;33
5810411;5980222;420;29369;129;82;29491;131;104;40973;131;107;40973;62;37305;53;35529;33
5810412;5980222;412;28819;131;83;29368;117;96;40424;126;99;40424;62;37001;53;35225;33
5810413;5980222;409;28662;129;81;28939;117;97;40459;125;100;40459;61;36788;53;35012;33
5810414;5980222;412;28833;130;82;29256;117;99;40630;127;102;40630;62;37051;53;35274;33
5810415;5980222;418;29241;130;82;29256;131;105;41038;131;108;41038;62;37367;53;35591;34
5810416;5980222;413;28923;135;85;30173;133;119;40366;135;123;40366;61;36796;53;35020;33
5810417;5980222;413;28891;130;83;29442;133;118;40334;133;122;40334;61;36875;53;35099;33
5810418;5980222;416;29149;130;83;29442;135;122;40592;138;126;40592;62;37305;53;35529;34
5810419;5980222;424;29684;132;84;29892;141;130;41126;143;134;41126;63;37657;54;35880;34
5810420;5980222;427;29905;139;88;30477;143;130;40920;145;135;45558;63;38060;54;36283;35
5810421;5980222;430;30121;139;88;30477;143;128;40805;145;134;45443;63;38167;54;36390;35
5810422;5980222;434;30363;139;88;30477;144;131;41047;147;137;45685;63;39487;55;37710;36
5810423;5980222;462;32312;147;93;32145;167;148;59575;159;140;48775;63;38444;55;38444;36
5810457;5980222;510;35721;150;95;35007;106;92;41725;106;87;41725;59;38470;51;38210;32
5810458;5980222;508;35584;154;97;35810;104;90;41588;106;85;41588;59;39024;51;38764;32
5810462;5980222;509;35659;159;101;35936;93;84;41381;96;87;44002;62;40451;53;40191;33
5810463;5980222;509;35659;159;101;35860;88;81;41157;91;84;43779;62;40522;53;40262;33
5810464;5980222;510;35707;161;102;35967;86;82;47816;90;84;41298;63;40932;54;40672;34
5812300;5980222;396;27709;123;78;27946;94;76;38302;83;68;38302;55;34775;47;34775;30
5812301;5980222;399;27940;124;78;28149;95;78;38533;89;71;38533;55;35252;47;35252;30
5812302;5980222;404;28247;124;79;28290;99;83;38839;93;76;38839;55;35679;47;35679;30
5812303;5980222;392;27443;128;81;29036;101;86;39390;110;94;38185;53;36213;45;36213;29
5812304;5980222;388;27189;129;81;28063;99;82;39143;108;91;37931;53;34443;45;34443;29
5812305;5980222;389;27240;129;81;28063;99;83;39201;108;91;37982;52;34012;45;34012;28
5812306;5980222;391;27352;128;81;27843;99;87;37968;110;93;38095;55;34869;47;34869;30
5812307;5980222;393;27491;127;81;27740;105;91;38233;110;95;38233;55;34748;47;34748;30
5812308;5980222;397;27793;127;81;27967;120;108;39446;120;112;39446;57;35964;49;35964;31
5812309;5980222;397;27806;130;82;28322;123;99;39332;125;112;39458;63;37962;54;36186;34
5812310;5980222;400;28003;132;84;29982;127;102;39529;125;111;39655;63;37769;54;35992;34
5812311;5980222;418;29250;132;84;29958;111;92;40602;128;95;40602;62;37323;53;35546;33
5812312;5980222;414;28951;129;81;29359;109;88;40358;127;91;40358;61;37071;53;35294;33
5812313;5980222;411;28780;128;81;29147;109;91;40573;126;94;40573;61;36781;52;35005;33
5812314;5980222;410;28707;128;81;29120;111;92;40130;122;95;40130;61;36798;53;35021;33
5812315;5980222;406;28403;128;81;28783;114;95;40314;120;98;40314;60;36495;52;34719;33
5812316;5980222;409;28605;129;82;29000;117;97;40006;123;101;40006;61;36865;52;35089;33
5812317;5980222;412;28851;129;82;29000;124;101;40252;127;105;40252;61;37273;52;35496;33
5812318;5980222;411;28787;129;82;29000;133;117;40230;132;121;40230;61;36654;52;34878;33
5812319;5980222;409;28640;130;83;29442;128;115;40083;130;119;40083;61;36884;52;35108;33
5812320;5980222;421;29483;132;84;29892;137;127;40925;140;131;40925;63;37373;54;35597;34
5812321;5980222;421;29505;132;84;29892;137;127;40947;140;131;40947;63;37742;54;35965;34
5812322;5980222;424;29706;132;84;29892;138;120;40274;139;126;44912;63;38169;54;36393;34
5812323;5980222;428;29963;139;88;30477;140;124;40531;141;130;45169;63;37515;54;35739;34
5812324;5980222;435;30440;151;95;31899;144;132;41124;147;138;45763;63;38633;55;38633;36
5812325;5980222;461;32273;151;95;31899;167;149;60460;159;139;47844;63;38452;55;38452;36
5812353;5980222;480;33620;145;92;33586;90;74;39345;101;81;39037;56;36993;48;36733;30
5812354;5980222;483;33825;146;92;33884;92;77;39551;103;84;39243;57;37213;48;36953;30
5812355;5980222;491;34377;148;94;34462;96;85;40127;106;92;39819;58;37350;50;37090;31
5812356;5980222;489;34259;148;94;34458;94;83;39987;104;90;39679;58;37772;49;37512;30
5812358;5980222;519;36342;149;94;34736;115;106;42121;119;101;42662;58;38452;49;38192;31
5812359;5980222;516;36141;157;99;35466;112;102;50872;114;98;42460;60;38481;51;38221;32
5812360;5980222;512;35805;155;98;35637;109;98;41584;111;93;42124;60;39430;51;39170;32
5812361;5980222;510;35667;156;99;35867;106;93;41274;105;91;41986;60;39402;51;39143;32
5812362;5980222;507;35506;155;98;35536;99;87;40807;103;83;40730;60;40007;51;39747;32
5812363;5980222;506;35393;157;99;35565;96;85;40690;103;82;40616;61;39937;52;39677;33
5812364;5980222;506;35421;158;100;35568;93;80;40666;95;83;43287;61;40180;53;39920;33
5812365;5980222;507;35522;158;100;35573;93;82;40773;95;85;43394;62;40648;53;40388;33
5812366;5980222;506;35432;160;101;35769;87;78;48020;94;86;41393;65;41328;55;41068;35
5814173;5980222;401;28092;118;75;28135;128;110;44458;126;103;33283;56;33818;49;33751;36
5814174;5980222;411;28771;122;77;28755;134;114;45136;133;113;33961;56;34458;50;34391;37
5814175;5980222;412;28862;122;77;28755;134;115;45228;133;114;34053;59;45133;51;45122;36
5814176;5980222;414;29003;114;72;29058;150;128;36461;157;141;39530;56;43518;49;43507;34
5814201;5980222;393;27523;122;77;27805;91;72;38115;83;65;38115;54;34795;46;34795;29
5814202;5980222;397;27773;123;78;27988;94;77;38365;83;69;38365;55;34456;47;34456;30
5814203;5980222;404;28264;124;78;27378;99;83;38857;93;76;38857;53;35389;46;35389;29
5814204;5980222;389;27233;124;78;27378;99;85;37849;108;91;37976;53;34476;46;34476;29
5814205;5980222;385;26964;123;78;27005;96;81;37580;108;87;37706;53;34110;45;34110;28
5814206;5980222;385;26962;128;81;27946;96;81;37577;108;87;37704;52;33865;45;33865;28
5814207;5980222;387;27109;127;81;27740;98;83;37724;108;89;37851;54;34502;46;34502;29
5814208;5980222;390;27271;126;80;27423;99;86;37887;108;92;38014;55;34639;47;34639;30
5814209;5980222;395;27646;127;81;27967;120;106;39298;120;110;39298;57;35791;49;35791;31
5814210;5980222;394;27582;127;81;27967;120;105;39235;120;109;39235;56;35783;49;35783;31
5814211;5980222;397;27799;132;84;29982;120;108;39452;120;112;39452;63;38012;54;36235;34
5814212;5980222;419;29331;130;82;29607;114;93;40683;128;96;40683;62;37483;53;35707;33
5814213;5980222;414;28985;130;82;29607;114;93;40711;127;96;40711;62;37403;53;35627;33
5814214;5980222;409;28634;127;81;28915;109;90;39989;122;93;39989;61;36652;52;34876;33
5814215;5980222;407;28496;127;80;28813;109;88;39851;120;91;39851;60;36691;52;34915;32
5814216;5980222;403;28235;128;81;29101;111;92;39636;119;96;39636;61;36369;53;34593;33
5814217;5980222;404;28256;129;82;29000;111;92;39658;119;96;39658;61;36324;52;34548;33
5814218;5980222;405;28323;129;82;29000;111;93;39724;122;97;39724;61;36960;52;35184;33
5814219;5980222;408;28583;126;80;28410;123;114;40025;128;118;40025;61;36564;52;34788;33
5814220;5980222;406;28399;126;80;28410;122;111;39841;127;115;39841;61;36644;52;34868;33
5814221;5980222;425;29749;132;84;29892;143;131;41191;144;135;41191;61;37723;52;35947;33
5814222;5980222;425;29768;132;84;29892;143;131;41211;145;135;41211;63;37913;54;36137;34
5814223;5980222;421;29488;141;89;29688;135;117;40056;135;123;44694;63;37436;54;35660;34
5814224;5980222;421;29441;141;89;29688;135;117;40009;133;122;44648;63;37525;54;35748;35
5814225;5980222;461;32268;141;89;29706;167;149;60455;159;139;47839;64;38683;55;38683;36
5814226;5980222;458;32034;151;95;31899;164;146;60221;157;135;47604;64;38508;55;38508;36
5814227;5980222;453;31719;151;95;31899;156;141;59906;152;131;47290;63;38374;55;38374;36
5814253;5980222;473;33106;143;90;32997;92;79;39712;104;86;39404;56;37042;48;36782;30
5814254;5980222;476;33300;145;92;33586;106;87;40612;109;86;40612;56;37255;48;36996;30
5814255;5980222;475;33246;146;93;33947;104;86;40559;103;85;40559;57;37431;48;37171;30
5814256;5980222;493;34538;148;94;34471;100;87;40288;111;94;39980;59;37833;50;37573;31
5814257;5980222;500;34984;152;96;35071;108;93;40712;118;94;40390;59;38316;50;38056;31
5814258;5980222;496;34686;150;95;34805;104;89;40414;111;96;40106;58;38158;50;37898;31
5814259;5980222;499;34907;151;96;34937;106;92;40635;118;93;40313;58;38427;50;38168;31
5814260;5980222;516;36117;157;99;35466;111;102;41896;112;97;42436;60;40854;51;40594;32
5814261;5980222;512;35862;157;99;35466;110;98;50593;111;94;42181;61;39625;52;39365;33
5814262;5980222;511;35774;156;99;35348;104;91;41075;104;87;40998;60;39498;51;39239;32
5814263;5980222;509;35662;156;99;35233;103;89;40962;104;86;40885;60;39758;52;39498;32
5814264;5980222;503;35233;157;100;35422;94;82;49500;101;86;43166;61;39814;52;39554;33
5814265;5980222;500;35035;157;99;35271;90;76;49210;97;82;42916;61;40051;52;39791;33
