from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5798981;5958354;424;29650;91;74;31259;114;83;31259;58;39799;51;39799
5798982;5958354;420;29379;122;105;31547;129;114;31547;58;37863;51;36086
5798983;5958354;418;29254;122;103;31422;129;112;31422;61;37803;53;36026
5798984;5958354;418;29247;117;103;31415;129;112;31415;62;37794;55;36018
5798985;5958354;423;29611;124;109;31779;133;118;31779;59;37686;52;35910
5798986;5958354;421;29473;122;107;31641;133;116;31641;59;37952;52;36176
5798987;5958354;425;29729;125;110;31897;135;120;35983;62;38412;55;36635
5798988;5958354;419;29323;136;123;31137;145;130;35276;57;37646;50;35870
5800879;5958354;409;28646;94;76;30916;82;64;29566;46;34846;39;34846
5800880;5958354;413;28924;101;80;31195;90;68;29845;46;35121;40;35121
5800881;5958354;462;32320;112;96;33895;130;105;33895;44;34749;38;34749
5800882;5958354;421;29467;112;92;31933;124;101;31933;62;41924;54;41924
5800883;5958354;421;29503;112;93;31969;124;102;31969;61;41701;53;41701
5800884;5958354;420;29424;91;72;31056;114;81;31056;56;39709;49;39709
5800885;5958354;417;29160;85;68;30829;114;77;30829;55;39412;48;39412
5800886;5958354;414;29012;87;70;30973;114;79;30973;58;39703;51;39703
5800887;5958354;416;29132;91;74;31246;114;83;31246;58;39787;51;39787
5800888;5958354;408;28590;111;94;30758;120;103;30758;58;36979;51;35202
5800889;5958354;414;28994;117;100;31162;125;109;31162;59;37568;51;35791
5800890;5958354;415;29070;117;101;31238;125;110;31238;61;37480;53;35704
5800891;5958354;418;29281;122;104;31449;129;113;31449;58;37357;50;35581
5800892;5958354;417;29218;117;103;31386;129;112;31386;60;37831;52;36055
5800893;5958354;420;29379;122;105;31547;129;114;31547;61;38372;54;36596
5800894;5958354;418;29232;132;122;31046;145;129;35185;57;37652;50;35876
5800895;5958354;414;28993;129;118;30806;141;126;34945;58;37553;51;35776
5802783;5958354;408;28548;90;74;30818;82;62;29468;47;34843;40;34843
5802784;5958354;406;28428;90;73;30699;80;61;29349;48;34814;42;34814
5802785;5958354;410;28707;95;76;30978;82;65;29628;42;34320;36;34320
5802786;5958354;423;29604;112;94;32070;128;103;32070;44;34502;38;34502
5802787;5958354;420;29367;112;91;31833;124;100;31833;60;41735;52;41735
5802788;5958354;417;29169;112;88;31635;124;97;31635;60;41488;52;41488
5802789;5958354;417;29169;112;88;31636;124;97;31636;58;39950;50;39950
5802790;5958354;418;29238;91;72;31079;114;81;31079;56;39473;49;39473
5802791;5958354;411;28740;87;71;30436;114;80;30436;57;39746;49;39746
5802792;5958354;414;28976;91;74;30673;114;83;30673;57;40049;50;40049
5802793;5958354;405;28362;110;91;30530;119;100;30530;57;36920;50;35143
5802794;5958354;410;28698;112;96;30866;124;105;30866;57;37205;50;35429
5802795;5958354;410;28698;112;96;30866;124;105;30866;57;37206;50;35429
5802796;5958354;412;28812;116;97;30980;125;106;30980;58;37402;51;35626
5802797;5958354;417;29173;117;102;31341;126;111;31341;60;37723;52;35946
5802798;5958354;419;29347;122;105;31515;129;114;31515;61;37465;53;35689
5802799;5958354;410;28676;125;114;30489;132;123;30489;56;36966;49;35190
5802800;5958354;409;28596;124;113;30410;131;122;30410;56;37134;49;35357
5802801;5958354;412;28806;129;118;30778;138;125;34917;58;37493;51;35716
5804689;5958354;405;28382;89;72;30652;77;60;29302;46;34534;40;34534
5804690;5958354;403;28211;85;69;30481;73;58;29131;47;34526;41;34526
5804691;5958354;406;28412;94;77;31006;82;65;29656;46;34510;40;34510
5804692;5958354;409;28604;100;80;31198;90;68;29848;49;34949;43;34949
5804693;5958354;420;29368;112;91;31834;124;100;31834;61;41799;53;41799
5804694;5958354;413;28929;106;84;31395;119;93;31395;60;41404;52;41404
5804695;5958354;412;28854;104;83;31321;119;92;31321;57;40037;49;40037
5804696;5958354;408;28579;87;69;30301;114;78;30301;57;40486;50;40486
5804697;5958354;407;28510;81;67;30207;114;76;30207;57;40082;50;40082
5804698;5958354;415;29038;91;75;30735;114;84;30735;57;40150;50;40150
5804699;5958354;402;28140;110;88;30308;116;97;30308;56;36636;49;34860
5804700;5958354;401;28098;110;87;30266;116;96;30266;57;36576;49;34800
5804701;5958354;405;28348;110;91;30516;119;100;30516;59;36965;51;35189
5804702;5958354;406;28412;110;91;30580;119;100;30580;58;36784;50;35007
5804703;5958354;408;28562;111;94;30730;120;103;30730;57;36958;50;35182
5804704;5958354;410;28710;112;96;30878;124;105;30878;59;37357;52;35581
5804705;5958354;406;28432;120;110;30245;130;119;30245;55;36780;48;35004
5804706;5958354;406;28392;120;110;30206;130;119;30206;59;37069;52;35293
5804707;5958354;410;28666;125;114;30480;132;123;30480;60;37582;53;35806
5806593;5958354;406;28396;83;72;30667;77;60;29317;46;34631;40;34631
5806594;5958354;400;28027;83;67;30297;71;55;28947;45;34284;39;34284
5806595;5958354;400;27993;84;66;30264;71;54;28914;45;34166;39;34166
5806596;5958354;403;28178;90;74;30772;82;62;29422;42;33893;37;33893
5806597;5958354;408;28553;97;79;31147;90;67;29797;47;34802;41;34802
5806598;5958354;412;28863;107;85;33400;97;72;30108;47;35034;41;35034
5806599;5958354;411;28765;101;82;31232;119;91;31232;59;41155;51;41155
5806600;5958354;408;28537;101;79;31004;118;88;31004;59;41012;52;41012
5806601;5958354;405;28338;87;70;30414;114;79;30414;58;40407;50;40407
5806602;5958354;409;28621;87;69;30344;114;78;30344;58;40220;50;40220
5806603;5958354;411;28769;91;72;30492;114;81;30492;58;36582;51;34805
5806604;5958354;402;28136;110;88;30304;116;97;30304;56;36519;49;34742
5806605;5958354;397;27823;103;83;29991;115;92;29991;57;36381;50;34605
5806606;5958354;400;28010;109;86;30178;116;95;30178;57;36442;49;34666
5806607;5958354;403;28193;110;88;30361;119;97;30361;58;36804;51;35028
5806608;5958354;407;28513;111;93;30681;119;102;30681;60;37149;53;35373
5806609;5958354;412;28833;116;97;31001;125;106;31001;59;37330;52;35553
5806610;5958354;401;28076;118;105;29890;130;114;29890;56;36517;49;34740
5806611;5958354;403;28236;118;108;30050;130;117;30050;59;36922;52;35145
5806612;5958354;407;28482;120;111;30296;131;120;30296;61;37072;54;35296
5806613;5958354;400;28015;149;134;31912;157;141;36051;60;38371;53;36594
5808496;5958354;406;28453;85;72;29345;78;65;29663;46;34561;40;34561
5808497;5958354;410;28723;89;77;30994;82;65;29644;48;35010;41;35010
5808498;5958354;409;28620;90;75;30890;82;63;29540;47;34800;41;34800
5808499;5958354;397;27778;84;68;30373;73;56;29023;45;34024;39;34024
5808500;5958354;401;28069;90;72;30664;77;60;29314;41;33598;36;33598
5808501;5958354;413;28904;109;85;33441;97;72;30148;47;35112;41;35112
5808502;5958354;413;28916;109;85;33453;97;72;30160;49;35310;43;35310
5808503;5958354;412;28863;106;83;31329;119;92;31329;61;41284;54;41284
5808504;5958354;408;28551;101;79;31017;118;88;31017;59;40904;51;40904
5808505;5958354;402;28171;91;74;30638;114;83;30638;58;40583;50;40583
5808506;5958354;401;28086;91;73;30626;114;82;30626;58;36551;50;34775
5808507;5958354;398;27868;100;81;29843;115;90;29843;56;36355;49;34579
5808508;5958354;395;27683;100;78;29658;113;87;29658;56;36056;48;34280
5808509;5958354;395;27626;100;80;29794;113;89;29794;55;36132;48;34355
5808510;5958354;399;27927;109;85;30095;115;94;30095;59;36621;51;34844
5808511;5958354;397;27806;103;83;29974;115;92;29974;62;37022;54;35246
5808512;5958354;401;28050;118;105;29863;130;114;29863;61;37208;54;35431
5808513;5958354;398;27849;115;102;29663;128;111;29663;55;36006;48;34230
5808514;5958354;397;27764;115;101;29577;124;110;29577;55;36266;48;34490
5808515;5958354;401;28055;118;105;29869;130;114;29869;55;36530;48;34754
5808516;5958354;404;28292;118;108;30106;130;117;30106;59;36990;52;35213
5808517;5958354;404;28290;122;112;29759;130;114;33088;62;37175;55;35399
5808518;5958354;398;27839;128;118;30144;137;118;33882;63;38650;56;36873
5810399;5958354;403;28190;90;68;29081;82;66;29081;46;34165;40;34165
5810400;5958354;405;28367;91;71;29259;84;69;29259;48;34592;42;34592
5810401;5958354;413;28912;93;79;31182;88;68;29832;49;35146;43;35146
5810402;5958354;392;27458;84;70;30515;73;58;29165;45;33671;39;33671
5810403;5958354;393;27529;84;70;30529;73;58;29179;44;33998;38;33998
5810404;5958354;402;28175;90;74;30769;82;62;29419;44;33604;39;33604
5810405;5958354;414;28961;109;86;33498;97;73;30205;48;35264;42;35264
5810406;5958354;415;29066;109;87;33603;97;74;30310;48;35359;42;35359
5810407;5958354;418;29231;110;90;33768;99;77;30475;60;37027;52;35250
5810408;5958354;407;28486;101;78;30952;114;87;30952;58;36693;50;34916
5810409;5958354;398;27874;87;70;29597;114;79;29597;57;36317;49;34541
5810410;5958354;396;27685;85;68;29408;113;77;29408;57;36139;50;34363
5810411;5958354;399;27939;100;82;29915;115;91;29915;57;36303;49;34527
5810412;5958354;391;27390;90;74;29366;109;83;29366;55;35999;48;34223
5810413;5958354;389;27232;90;75;29400;109;84;29400;55;35786;48;34010
5810414;5958354;391;27404;96;77;29572;112;86;29572;57;36049;50;34272
5810415;5958354;397;27811;103;83;29979;115;92;29979;61;36365;53;34589
5810416;5958354;393;27494;110;97;29307;118;106;29307;56;35794;49;34018
5810417;5958354;392;27462;107;96;29275;118;105;29275;54;35873;48;34097
5810418;5958354;396;27720;115;100;29533;124;109;29533;56;36303;49;34527
5810419;5958354;404;28254;118;108;30068;130;117;30068;58;36655;51;34878
5810420;5958354;407;28475;120;111;30289;130;115;33190;60;37058;53;35281
5810421;5958354;401;28098;122;112;29746;130;114;33076;61;37165;54;35388
5810422;5958354;399;27960;125;115;29988;132;116;33726;60;38485;53;36708
5810423;5958354;393;27540;154;136;32789;153;131;33435;53;34556;47;34766
5810457;5958354;332;23257;94;82;32460;92;80;32051;43;31374;37;31586
5810458;5958354;328;22972;90;78;32204;88;77;31795;43;31929;38;32140
5810462;5958354;325;22722;76;64;32010;74;63;31601;45;28434;38;27959
5810463;5958354;325;22717;72;61;31786;71;60;31378;45;28506;39;28031
5810464;5958354;325;22758;72;64;31989;71;63;31580;43;31046;38;31077
5812300;5958354;397;27755;81;62;28647;78;60;28647;45;33773;39;33773
5812301;5958354;400;27987;83;66;28878;82;64;28878;48;34250;42;34250
5812302;5958354;404;28293;91;70;29184;84;68;29184;51;34677;45;34677
5812303;5958354;392;27470;90;78;31087;82;66;29737;49;35211;43;35211
5812304;5958354;389;27216;85;75;30841;82;63;29491;44;33441;38;33441
5812305;5958354;390;27267;85;75;30898;82;64;29548;41;33010;35;33010
5812306;5958354;391;27380;88;78;29665;82;66;28315;47;33867;41;33867
5812307;5958354;393;27518;92;80;29804;88;68;28454;46;33746;40;33746
5812308;5958354;398;27839;105;98;32959;103;86;29667;47;34962;41;34962
5812309;5958354;398;27852;106;99;32972;103;86;29679;59;36960;51;35184
5812310;5958354;401;28048;108;98;32762;109;89;29876;59;36767;51;34990
5812311;5958354;397;27820;87;70;29543;114;79;29543;57;36321;50;34544
5812312;5958354;393;27522;81;66;29300;108;75;29300;56;36069;49;34292
5812313;5958354;391;27350;86;69;29514;112;78;29514;56;35779;48;34003
5812314;5958354;390;27278;86;70;29072;106;79;29072;55;35796;48;34019
5812315;5958354;385;26973;90;73;29256;100;82;29256;54;35493;47;33717
5812316;5958354;388;27175;91;75;28947;112;84;28947;57;35863;50;34087
5812317;5958354;392;27421;100;79;29193;113;88;29193;59;36271;52;34494
5812318;5958354;391;27358;107;95;29171;118;104;29171;54;35652;47;33876
5812319;5958354;389;27211;106;93;29024;116;102;29024;56;35882;49;34106
5812320;5958354;401;28053;118;105;29867;130;114;29867;55;36372;48;34595
5812321;5958354;401;28075;118;105;29889;130;114;29889;58;36740;51;34963
5812322;5958354;404;28276;117;104;29216;127;106;32545;61;37167;54;35391
5812323;5958354;408;28533;122;108;29472;129;110;32802;61;36513;54;34737
5812324;5958354;406;28393;127;117;30066;132;117;33803;55;34745;50;34955
5812325;5958354;395;27639;154;135;32750;153;131;33396;53;34563;47;34773
5812353;5958354;328;22968;114;96;31321;107;85;27756;41;29897;36;30109
5812354;5958354;331;23174;113;100;33406;109;88;27961;41;30117;36;30328
5812355;5958354;339;23725;110;98;33607;110;96;33607;40;30255;35;30466
5812356;5958354;337;23607;110;96;33467;108;94;33467;42;30676;37;30888
5812358;5958354;336;23518;98;86;32750;98;85;32341;46;31356;41;31567
5812359;5958354;333;23316;94;83;32548;95;82;32140;43;31385;38;31596
5812360;5958354;328;22981;90;78;32213;88;77;31804;44;32335;38;32546
5812361;5958354;326;22842;87;76;39254;85;72;31495;44;32307;38;32518
5812362;5958354;323;22630;81;67;31436;84;68;29558;47;28460;41;27985
5812363;5958354;322;22516;77;65;31319;81;64;30911;44;28390;38;27915
5812364;5958354;321;22483;76;60;31295;74;59;30886;45;28289;39;27814
5812365;5958354;323;22580;75;62;31402;73;61;30994;46;28632;40;28157
5812366;5958354;321;22483;72;63;37047;73;64;36670;44;31259;38;31290
5814173;5958354;486;34024;123;94;37031;128;99;37031;70;44989;61;44978
5814174;5958354;496;34702;123;104;37710;135;109;37710;71;45629;62;45618
5814175;5958354;497;34794;127;105;37801;135;110;37801;69;44131;60;44120
5814176;5958354;466;32641;149;135;39871;162;140;39871;63;42516;55;42505
5814201;5958354;394;27569;81;60;28461;78;58;28461;47;33793;41;33793
5814202;5958354;397;27819;81;63;28710;78;61;28710;49;33454;43;33454
5814203;5958354;404;28310;91;70;29202;84;68;29202;49;34387;43;34387
5814204;5958354;389;27260;85;76;29546;82;65;28196;46;33474;40;33474
5814205;5958354;386;26991;81;72;29277;80;61;27927;44;33108;38;33108
5814206;5958354;386;26989;81;72;29274;77;61;27924;42;32863;36;32863
5814207;5958354;388;27136;83;75;29422;82;63;28072;44;33500;39;33500
5814208;5958354;390;27298;85;77;29584;82;65;28234;45;33637;40;33637
5814209;5958354;396;27692;104;96;32812;103;83;29519;46;34789;40;34789
5814210;5958354;395;27628;102;95;32748;100;83;29456;48;34781;42;34781
5814211;5958354;398;27845;105;99;32965;103;86;29672;61;37010;53;35234
5814212;5958354;399;27901;87;71;29624;114;80;29624;59;36481;51;34705
5814213;5958354;394;27556;87;71;29652;112;80;29652;59;36401;51;34625
5814214;5958354;389;27204;85;68;28930;109;77;28930;56;35650;48;33874
5814215;5958354;387;27066;81;66;28792;99;75;28792;57;35689;50;33913
5814216;5958354;383;26805;86;70;28577;106;79;28577;55;35367;48;33591
5814217;5958354;383;26827;86;70;28599;106;79;28599;58;35322;51;33546
5814218;5958354;384;26894;87;71;28666;106;80;28666;59;35958;51;34182
5814219;5958354;388;27153;105;92;28967;116;101;28967;54;35562;47;33786
5814220;5958354;385;26969;105;89;28783;109;96;27949;56;35642;49;33866
5814221;5958354;405;28319;119;109;30133;130;118;30133;59;36721;52;34945
5814222;5958354;405;28339;119;109;30152;130;118;30152;60;36911;53;35135
5814223;5958354;401;28058;115;101;28997;121;103;32326;60;36434;53;34658
5814224;5958354;400;28012;115;101;28951;117;102;32280;61;36523;54;34746
5814225;5958354;396;27738;154;135;32745;153;131;33392;55;34795;50;35005
5814226;5958354;393;27504;149;132;32511;148;127;33157;53;34620;47;34830
5814227;5958354;388;27189;142;127;32196;143;123;32843;53;34781;47;34991
5814253;5958354;321;22454;106;89;30807;102;85;30720;45;29946;40;30157
5814254;5958354;324;22647;85;68;29602;90;66;29417;45;30160;40;30371
5814255;5958354;323;22593;85;67;29548;84;65;29364;44;30335;39;30546
5814256;5958354;341;23887;111;100;33768;110;98;33768;43;30737;38;30949
5814257;5958354;348;24333;117;106;34192;114;104;34192;42;31220;37;31432
5814258;5958354;343;24034;114;100;33421;112;100;33894;43;31062;38;31274
5814259;5958354;347;24255;117;103;33642;114;103;34115;46;31332;41;31543
5814260;5958354;333;23292;94;83;32525;95;81;32116;45;27413;38;27312
5814261;5958354;329;23037;90;79;32270;91;78;31861;45;32529;39;32741
5814262;5958354;327;22898;84;71;31704;84;70;31295;44;32403;39;32614
5814263;5958354;326;22785;83;69;31591;84;70;29713;44;32662;39;28055
5814264;5958354;319;22356;77;63;31174;76;62;30765;44;28140;38;27665
5814265;5958354;316;22092;72;61;38237;74;59;30516;43;27869;37;27394
5814266;5958354;315;22061;81;65;31273;79;63;30865;45;28333;39;27858
5814267;5958354;317;22168;74;62;37196;76;63;36819;43;27758;37;27283
5814268;5958354;314;21984;70;59;36992;71;60;36615;42;27623;36;27148
5816065;5958354;491;34378;123;101;37486;135;106;37486;69;45284;59;41052
5816068;5958354;481;33667;109;96;36775;128;96;36775;68;44592;58;40360
5816069;5958354;484;33879;123;94;36987;128;99;36987;67;43911;58;43900
5816070;5958354;471;32958;94;84;35965;115;84;35965;67;43906;58;43895
5816071;5958354;471;32952;95;85;36020;115;85;36020;67;43750;59;43739
5816072;5958354;472;33045;97;86;36113;115;86;36113;64;42923;56;42912
5816073;5958354;457;32015;103;90;36405;116;90;36405;65;42787;57;42776
5816074;5958354;452;31657;116;99;36711;128;104;37377;64;42445;56;42434
5816075;5958354;467;32702;152;136;39932;166;141;39932;64;42589;55;42578
5816099;5958354;404;28257;91;69;29137;87;67;29137;46;34201;39;34201
5816100;5958354;388;27189;77;61;28577;78;59;28577;44;33284;38;33284
5816101;5958354;387;27104;81;67;28967;82;65;28967;47;33312;41;33312
5816102;5958354;387;27099;83;68;27997;82;66;27997;45;32822;39;32822
5816103;5958354;386;27031;81;73;29317;80;61;27967;44;33383;38;33383
5816104;5958354;382;26762;78;69;29048;73;57;27698;44;33132;38;33132
5816105;5958354;382;26773;78;69;29059;73;58;27709;41;32613;36;32613
5816106;5958354;385;26975;81;72;29261;77;60;27911;44;33218;38;33218
5816107;5958354;390;27318;85;77;29604;82;65;28254;45;33607;39;33607
5816108;5958354;393;27518;98;94;32638;100;81;29345;44;33716;38;33716
5816109;5958354;390;27322;97;91;32442;97;78;29150;48;34508;42;34508
5816110;5958354;394;27552;99;87;31994;100;81;29379;48;34748;42;34748
5816111;5958354;394;27579;104;84;31722;108;89;29891;50;35215;44;35215
5816112;5958354;392;27459;108;82;31602;117;99;29630;50;35608;44;35608
5816113;5958354;387;27093;86;69;28999;106;78;28999;57;35711;50;33935
5816114;5958354;383;26793;81;66;28522;99;75;28522;55;35268;47;33492
5816115;5958354;379;26533;81;66;28536;96;75;28536;54;34994;46;33218
5816116;5958354;379;26540;81;66;28312;96;75;28312;57;35221;49;33445
5816117;5958354;383;26786;86;70;28558;106;79;28558;57;35211;49;33435
5816118;5958354;382;26762;101;91;27742;109;93;27742;53;34994;46;33218
5816119;5958354;383;26789;102;91;27769;109;93;27769;57;35540;50;33763
5816120;5958354;404;28298;119;105;29238;127;106;32567;62;36976;55;35200
5816121;5958354;402;28164;116;103;29103;122;104;32432;59;36847;52;35071
5816122;5958354;397;27765;108;97;28704;116;99;32033;56;36141;49;34364
5816123;5958354;396;27750;108;97;28689;116;99;32018;59;36377;52;34600
5816124;5958354;397;27822;110;98;28761;116;100;32090;61;36465;54;34689
5816125;5958354;394;27562;151;133;32569;153;128;33215;56;34875;51;35085
5816126;5958354;392;27410;144;130;32416;144;126;33063;55;34971;50;35181
5816127;5958354;385;26974;138;124;31981;137;120;32628;53;34758;47;34968
5816152;5958354;311;21795;88;72;29862;90;70;29677;45;29790;40;30002
5816153;5958354;322;22549;85;67;29504;84;65;29320;45;30591;40;30803
5816154;5958354;319;22334;85;63;29289;78;61;29104;48;30161;42;27940
5816155;5958354;320;22414;85;65;29369;81;63;29184;48;30258;41;28038
5816156;5958354;347;24311;117;106;34171;114;104;34171;43;31272;38;31483
5816157;5958354;346;24235;117;103;33622;114;103;34095;45;31233;40;31444
5816158;5958354;315;22083;89;73;31145;86;72;30736;45;27444;39;27342
5816159;5958354;315;22044;86;73;31106;86;72;30698;45;27394;39;27292
5816160;5958354;315;22043;86;73;31105;86;72;30697;45;27450;38;27349
5816161;5958354;320;22388;90;78;31450;88;76;31041;44;27323;38;27221
5816162;5958354;312;21832;75;62;30590;76;60;30181;43;26929;36;26827
5816163;5958354;312;21844;74;60;30931;74;59;30522;44;27040;38;26938
5816164;5958354;313;21879;72;60;38156;74;58;30504;42;27629;36;27154
5816165;5958354;312;21816;74;61;37851;74;62;30734;42;27403;36;26928
5816166;5958354;310;21730;79;62;37964;76;62;37587;41;27338;36;26863
5816167;5958354;309;21627;71;59;37007;75;60;36630;44;27493;38;27019
5817963;5958354;496;34698;127;105;37806;135;110;37806;69;45650;60;41418
5817964;5958354;492;34431;123;102;37539;135;107;37539;70;45439;61;41207
5817965;5958354;490;34268;123;99;37376;128;104;37376;69;45056;60;40824
5817966;5958354;486;34006;123;95;37114;128;100;37114;69;44941;59;40709
5817967;5958354;473;33113;103;90;36359;116;90;36359;68;44295;58;39911
5817968;5958354;472;33046;95;85;36030;115;85;36030;66;43836;57;43825
5817969;5958354;468;32769;94;81;35753;115;81;35753;66;43637;57;43625
5817970;5958354;467;32701;94;81;35769;115;81;35769;65;43293;56;43282
5817971;5958354;460;32185;95;85;36034;115;85;36034;64;42972;56;42961
5817972;5958354;455;31841;100;89;36334;116;89;36334;64;42642;55;42631
5817973;5958354;450;31502;116;96;36556;128;102;37222;63;42290;54;42279
5817974;5958354;448;31363;114;94;36417;128;100;37083;62;42083;54;42071
5817975;5958354;441;30878;116;97;36578;128;102;37222;63;41761;54;41749
5817976;5958354;439;30740;116;96;35904;135;108;37607;61;41404;53;41392
5817977;5958354;438;30633;121;95;35797;135;111;37863;61;41094;53;41083
5817997;5958354;404;28314;91;70;29194;89;68;29194;48;34270;42;34270
5817998;5958354;405;28369;91;71;29249;93;69;29249;48;34386;42;34386
