from_id;to_id;walk_t;walk_d;pt_m_tt;pt_m_t;pt_m_d;car_m_t;car_m_d
5795170;5975374;396;27748;125;105;29931;43;27737
5795171;5975374;395;27667;125;104;29850;44;28038
5795172;5975374;400;28002;125;106;30099;46;28481
5795173;5975374;-1;-1;-1;-1;-1;47;28572
5795174;5975374;401;28040;125;107;30137;45;28206
5795175;5975374;400;27977;125;106;30074;47;28342
5795176;5975374;446;31192;186;175;33981;43;27866
5797069;5975374;406;28399;99;84;27820;30;26535
5797070;5975374;423;29638;106;79;31228;51;30522
5797071;5975374;425;29755;110;81;31345;47;28812
5797072;5975374;-1;-1;-1;-1;-1;46;28529
5797073;5975374;395;27624;79;63;29239;46;28613
5797074;5975374;393;27507;79;62;29136;46;28239
5797075;5975374;396;27715;79;65;29344;48;28572
5797076;5975374;392;27431;125;100;29615;44;27684
5797077;5975374;394;27557;125;102;29741;47;28117
5797078;5975374;-1;-1;-1;-1;-1;49;28654
5797079;5975374;-1;-1;-1;-1;-1;46;28491
5797080;5975374;398;27843;125;106;30026;43;27701
5797081;5975374;398;27829;125;106;30012;47;28321
5797082;5975374;395;27623;145;124;30411;43;27853
5798974;5975374;386;27026;82;65;26448;-1;-1
5798975;5975374;429;29999;110;84;31589;51;30869
5798976;5975374;428;29994;110;84;31584;53;30757
5798977;5975374;-1;-1;-1;-1;-1;47;28852
5798978;5975374;-1;-1;-1;-1;-1;46;28323
5798979;5975374;389;27263;79;62;28887;46;28682
5798980;5975374;389;27263;79;62;28886;46;28058
5798981;5975374;393;27534;84;66;29158;48;28445
5798982;5975374;389;27263;120;98;29446;43;27545
5798983;5975374;388;27138;115;96;29321;45;27485
5798984;5975374;388;27130;115;96;29313;47;27477
5798985;5975374;393;27496;125;101;29679;43;27369
5798986;5975374;391;27357;120;99;29540;44;27635
5798987;5975374;394;27613;125;103;29796;46;28094
5798988;5975374;389;27207;135;116;29036;42;27329
5800879;5975374;379;26530;77;58;25951;32;26169
5800880;5975374;383;26809;81;62;26231;-1;-1
5800881;5975374;431;30204;115;87;31794;31;26304
5800882;5975374;391;27352;110;84;29833;47;28075
5800883;5975374;391;27387;110;84;29868;46;27852
5800884;5975374;-1;-1;-1;-1;-1;46;28140
5800885;5975374;386;27044;79;60;28728;45;27843
5800886;5975374;384;26896;79;62;28873;47;27801
5800887;5975374;386;27016;84;66;29145;48;28434
5800888;5975374;378;26474;110;87;28658;43;26661
5800889;5975374;384;26878;115;92;29061;43;27250
5800890;5975374;385;26954;115;93;29138;45;27163
5800891;5975374;388;27165;120;96;29348;42;27040
5800892;5975374;387;27101;115;95;29284;43;27477
5800893;5975374;389;27263;120;98;29446;45;27643
5800894;5975374;387;27116;135;114;28945;42;27335
5800895;5975374;384;26876;129;111;28705;43;27235
5802783;5975374;378;26431;77;56;25853;33;26102
5802784;5975374;376;26312;77;55;25734;35;26333
5802785;5975374;380;26591;77;59;26013;-1;-1
5802786;5975374;-1;-1;-1;-1;-1;31;26057
5802787;5975374;389;27251;110;82;29732;45;27886
5802788;5975374;386;27053;106;79;29534;45;27639
5802789;5975374;386;27054;106;79;29535;47;28381
5802790;5975374;387;27122;79;63;28978;46;27904
5802791;5975374;380;26624;79;62;28335;45;27445
5802792;5975374;384;26861;84;66;28572;45;27630
5802793;5975374;375;26246;109;83;28429;42;26602
5802794;5975374;380;26582;110;88;28765;42;26887
5802795;5975374;380;26582;110;88;28765;42;26888
5802796;5975374;381;26696;115;90;28879;43;27084
5802797;5975374;387;27057;115;95;29240;44;27403
5802798;5975374;389;27232;120;97;29415;46;27136
5802799;5975374;379;26560;124;106;28389;41;26648
5802800;5975374;378;26480;124;105;28309;42;26816
5802801;5975374;384;26849;129;110;28677;43;27175
5804689;5975374;375;26265;77;54;25687;33;26089
5804690;5975374;373;26095;76;51;25517;34;26081
5804691;5975374;376;26296;77;59;26041;33;26064
5804692;5975374;378;26488;81;62;26233;36;26504
5804693;5975374;389;27252;110;82;29733;46;27949
5804694;5975374;383;26812;97;76;29294;45;27555
5804695;5975374;382;26739;97;75;29221;46;28468
5804696;5975374;378;26462;79;60;28200;43;27096
5804697;5975374;377;26394;79;59;28106;44;27186
5804698;5975374;385;26922;84;67;28634;45;27731
5804699;5975374;372;26024;104;80;28207;41;26318
5804700;5975374;371;25983;100;80;28166;42;26258
5804701;5975374;375;26233;109;83;28416;43;26648
5804702;5975374;376;26296;109;84;28479;43;26466
5804703;5975374;378;26446;110;86;28629;42;26641
5804704;5975374;380;26594;115;88;28777;45;27062
5804705;5975374;376;26316;122;103;28145;41;26462
5804706;5975374;375;26277;122;102;28105;44;26752
5804707;5975374;-1;-1;-1;-1;-1;45;27265
5806593;5975374;375;26281;76;54;25703;34;26604
5806594;5975374;370;25911;76;49;25333;32;25839
5806595;5975374;370;25877;76;48;25299;32;25721
5806596;5975374;372;26062;77;56;25807;29;25447
5806597;5975374;378;26437;80;61;26182;34;26357
5806598;5975374;382;26747;82;65;26492;34;26589
5806599;5975374;381;26649;93;74;29131;44;27306
5806600;5975374;377;26421;93;70;28903;45;27163
5806601;5975374;375;26222;79;62;28314;43;27017
5806602;5975374;379;26504;79;61;28242;44;27214
5806603;5975374;381;26653;79;63;28391;43;26264
5806604;5975374;372;26020;104;80;28203;41;26201
5806605;5975374;367;25707;96;76;27890;42;26064
5806606;5975374;370;25894;96;78;28077;42;26125
5806607;5975374;373;26077;104;81;28260;43;26487
5806608;5975374;377;26398;109;85;28581;45;26832
5806609;5975374;382;26717;115;90;28900;44;27013
5806610;5975374;371;25961;121;98;27789;41;26199
5806611;5975374;373;26120;122;100;27949;44;26604
5806612;5975374;377;26366;122;104;28195;46;26754
5806613;5975374;400;27982;148;129;30770;45;28053
5808496;5975374;376;26338;76;59;26048;35;26661
5808497;5975374;380;26607;77;59;26029;35;26624
5808498;5975374;379;26503;77;57;25925;33;26355
5808499;5975374;367;25662;76;50;25408;31;25579
5808500;5975374;371;25953;77;54;25699;29;25153
5808501;5975374;383;26788;82;66;26534;34;26666
5808502;5975374;383;26800;82;66;26546;36;26864
5808503;5975374;382;26747;97;75;29228;46;27435
5808504;5975374;378;26436;93;71;28917;44;27075
5808505;5975374;372;26056;84;65;28537;43;26733
5808506;5975374;371;25970;79;65;28525;43;26708
5808507;5975374;368;25752;93;73;27743;41;26038
5808508;5975374;365;25567;92;71;27558;41;25739
5808509;5975374;364;25510;92;73;27693;40;25814
5808510;5975374;369;25812;96;77;27995;44;26303
5808511;5975374;367;25691;96;75;27874;46;26705
5808512;5975374;-1;-1;-1;-1;-1;46;26891
5808513;5975374;368;25733;116;95;27562;40;25689
5808514;5975374;366;25649;111;93;27477;40;25949
5808515;5975374;371;25939;121;97;27767;40;26213
5808516;5975374;374;26176;122;101;28005;44;26672
5808517;5975374;380;26588;122;107;28416;47;26858
5808518;5975374;385;26972;130;112;28801;48;28332
5810399;5975374;372;26074;79;58;25466;-1;-1
5810400;5975374;375;26251;79;61;25643;37;26802
5810401;5975374;383;26796;80;61;26217;36;26760
5810402;5975374;362;25342;76;52;25550;32;25226
5810403;5975374;363;25413;76;52;25565;31;25553
5810404;5975374;372;26059;77;56;25805;31;25159
5810405;5975374;-1;-1;-1;-1;-1;35;26819
5810406;5975374;385;26950;86;68;26695;35;27349
5810407;5975374;-1;-1;-1;-1;-1;45;27183
5810408;5975374;-1;-1;-1;-1;-1;43;26849
5810409;5975374;368;25758;79;62;27496;42;26473
5810410;5975374;365;25569;79;59;27307;42;26295
5810411;5975374;369;25824;96;74;27815;42;25986
5810412;5975374;361;25274;84;67;27265;40;25681
5810413;5975374;359;25116;79;67;27300;40;25469
5810414;5975374;361;25289;89;70;27472;42;25731
5810415;5975374;367;25695;96;75;27878;46;26047
5810416;5975374;363;25378;110;89;27206;41;25476
5810417;5975374;362;25346;110;89;27175;40;25556
5810418;5975374;366;25604;111;93;27433;41;25995
5810419;5975374;373;26139;122;100;27967;44;26677
5810420;5975374;377;26359;122;103;28188;45;26740
5810421;5975374;380;26575;122;107;28404;47;26847
5810422;5975374;383;26817;129;110;28645;45;28167
5810423;5975374;403;28220;148;131;35548;41;28206
5810457;5975374;388;27172;78;69;27901;36;29291
5810458;5975374;384;26887;75;65;27646;36;29845
5810462;5975374;381;26637;65;55;33382;39;31272
5810463;5975374;380;26632;61;53;32879;39;31343
5810464;5975374;381;26673;62;56;27446;40;31600
5812300;5975374;366;25640;78;52;25032;-1;-1
5812301;5975374;370;25871;78;55;25263;-1;-1
5812302;5975374;374;26177;82;60;25570;40;27022
5812303;5975374;-1;-1;-1;-1;-1;36;26825
5812304;5975374;359;25100;76;57;25877;31;24996
5812305;5975374;359;25151;76;57;25933;28;24565
5812306;5975374;-1;-1;-1;-1;-1;34;25422
5812307;5975374;-1;-1;-1;-1;-1;33;25301
5812308;5975374;367;25723;97;79;26052;34;26952
5812309;5975374;368;25735;97;80;26064;44;27116
5812310;5975374;-1;-1;-1;-1;-1;43;26923
5812311;5975374;367;25705;79;61;27443;42;26477
5812312;5975374;363;25406;79;58;27200;41;26225
5812313;5975374;360;25234;79;61;27414;41;25935
5812314;5975374;359;25162;79;62;26971;40;25478
5812315;5975374;355;24857;79;65;27155;40;25175
5812316;5975374;358;25059;89;68;26847;42;25546
5812317;5975374;362;25305;92;71;27093;44;25953
5812318;5975374;361;25241;110;87;27070;39;25335
5812319;5975374;358;25095;106;85;26923;42;25565
5812320;5975374;371;25938;121;97;27766;40;26058
5812321;5975374;371;25959;121;98;27788;43;26533
5812322;5975374;374;26160;120;104;26830;47;26850
5812323;5975374;377;26418;121;108;27088;47;26221
5812324;5975374;384;26894;129;111;28723;43;28353
5812325;5975374;403;28181;148;130;35509;41;28169
5812353;5975374;366;25633;102;85;28566;34;27814
5812354;5975374;369;25839;101;88;28772;34;28034
5812355;5975374;377;26390;97;85;29049;33;28174
5812356;5975374;375;26271;96;83;28909;35;28593
5812358;5975374;392;27434;88;73;28192;39;29273
5812359;5975374;389;27232;81;70;27990;36;29302
5812360;5975374;384;26896;75;65;27655;37;30251
5812361;5975374;382;26759;70;61;27346;37;30223
5812362;5975374;379;26545;67;54;26878;40;30828
5812363;5975374;378;26433;66;53;26765;37;30758
5812364;5975374;377;26399;64;52;26814;39;31001
5812365;5975374;379;26496;66;53;33258;39;31438
5812366;5975374;377;26399;62;57;27542;41;31859
5814173;5975374;432;30274;103;78;30445;54;31080
5814174;5975374;442;30952;117;88;31124;54;31061
5814175;5975374;443;31044;117;89;31216;54;30598
5814176;5975374;413;28890;145;119;33285;55;30697
5814201;5975374;364;25454;74;49;24846;-1;-1
5814202;5975374;367;25703;78;53;25095;35;25008
5814203;5975374;-1;-1;-1;-1;-1;33;24531
5814204;5975374;-1;-1;-1;-1;-1;32;25029
5814205;5975374;355;24875;76;55;24312;31;24663
5814206;5975374;355;24873;75;55;24310;29;24419
5814207;5975374;357;25020;76;57;24457;31;25055
5814208;5975374;360;25183;76;59;24620;32;25192
5814209;5975374;365;25576;92;77;25904;33;26779
5814210;5975374;364;25512;92;76;25841;35;26771
5814211;5975374;-1;-1;-1;-1;-1;46;27166
5814212;5975374;-1;-1;-1;-1;-1;44;26637
5814213;5975374;363;25440;79;63;27552;44;26557
5814214;5975374;358;25088;79;60;26830;40;25806
5814215;5975374;356;24951;79;58;26692;42;25372
5814216;5975374;353;24689;78;62;26476;40;25049
5814217;5975374;353;24711;78;63;26498;43;25005
5814218;5975374;-1;-1;-1;-1;-1;44;25641
5814219;5975374;358;25037;106;85;26866;39;25245
5814220;5975374;355;24853;106;82;26682;42;25325
5814221;5975374;374;26204;122;101;28032;44;26408
5814222;5975374;375;26223;122;102;28051;45;26666
5814223;5975374;371;25942;119;101;26612;46;26142
5814224;5975374;370;25896;115;101;26566;47;26230
5814225;5975374;-1;-1;-1;-1;-1;43;28138
5814226;5975374;399;27941;148;127;35269;41;27958
5814227;5975374;395;27627;139;121;30791;40;27730
5814253;5975374;359;25119;98;77;28053;38;27863
5814254;5975374;362;25311;80;59;26750;38;28076
5814255;5975374;361;25258;80;58;26696;37;28252
5814256;5975374;379;26551;99;87;29210;36;28654
5814257;5975374;386;26997;105;94;29635;35;29137
5814258;5975374;381;26699;101;89;29336;36;28979
5814259;5975374;385;26919;103;92;29557;39;29248
5814260;5975374;389;27209;81;70;27967;40;31675
5814261;5975374;385;26952;76;66;27711;38;30446
5814262;5975374;383;26813;69;58;27146;37;30319
5814263;5975374;381;26701;69;56;27034;37;30579
5814264;5975374;375;26272;67;54;26871;37;30635
5814265;5975374;372;26008;60;49;26444;38;30872
5814266;5975374;371;25976;68;55;29283;39;31337
5814267;5975374;373;26084;68;53;34205;42;32765
5814268;5975374;370;25900;60;49;27769;42;32630
5816065;5975374;438;30628;111;84;30900;55;33024
5816068;5975374;427;29877;103;74;30149;50;32110
5816069;5975374;430;30129;103;77;30401;50;32308
5816070;5975374;417;29208;89;63;29380;51;32456
5816071;5975374;417;29202;89;64;29434;51;32299
5816072;5975374;419;29296;89;65;29527;50;30837
5816073;5975374;404;28265;102;69;29819;51;30701
5816074;5975374;399;27907;110;83;30791;50;30370
5816075;5975374;414;28952;145;119;33347;51;30220
5816099;5975374;373;26141;82;59;25523;30;24907
5816100;5975374;358;25073;78;51;24962;30;24838
5816101;5975374;357;24989;79;57;25353;33;24867
5816102;5975374;-1;-1;-1;-1;-1;31;24377
5816103;5975374;-1;-1;-1;-1;-1;31;24938
5816104;5975374;352;24647;75;51;24084;30;24687
5816105;5975374;352;24657;75;51;24094;28;24168
5816106;5975374;355;24860;75;54;24297;31;24773
5816107;5975374;360;25203;76;59;24640;32;25162
5816108;5975374;363;25402;91;75;25731;31;25270
5816109;5975374;360;25207;85;72;25536;34;26498
5816110;5975374;363;25436;91;75;25764;35;26738
5816111;5975374;-1;-1;-1;-1;-1;36;27205
5816112;5975374;-1;-1;-1;-1;-1;36;27598
5816113;5975374;357;24977;79;61;26898;42;25867
5816114;5975374;353;24677;78;57;26421;40;24951
5816115;5975374;349;24417;78;58;26436;39;24676
5816116;5975374;349;24424;78;59;26212;42;24904
5816117;5975374;352;24671;78;62;26458;42;24894
5816118;5975374;352;24646;94;79;26475;38;24677
5816119;5975374;352;24673;102;79;26501;42;25222
5816120;5975374;374;26183;120;105;26853;47;26662
5816121;5975374;372;26048;120;103;26718;44;26567
5816122;5975374;366;25648;110;97;26319;42;25851
5816123;5975374;366;25634;110;97;26304;45;26084
5816124;5975374;367;25706;115;98;26376;47;26173
5816125;5975374;-1;-1;-1;-1;-1;44;28200
5816126;5975374;398;27847;148;125;35175;43;27895
5816127;5975374;392;27412;135;118;30576;41;27515
5816152;5975374;349;24460;83;62;27010;38;27477
5816153;5975374;360;25214;78;57;26652;38;28279
5816154;5975374;357;24998;78;54;26436;41;28119
5816155;5975374;358;25078;78;55;26517;40;28216
5816156;5975374;385;26976;105;93;29614;36;29189
5816157;5975374;384;26900;103;92;29537;38;29149
5816158;5975374;371;25998;72;64;26664;41;31705
5816159;5975374;371;25960;71;63;26626;41;31655
5816160;5975374;371;25959;71;63;26625;39;30902
5816161;5975374;376;26303;76;68;26969;40;31816
5816162;5975374;368;25748;62;51;26110;40;31820
5816163;5975374;368;25760;61;49;26450;40;31444
5816164;5975374;368;25794;58;49;26432;38;31107
5816165;5975374;368;25732;60;51;28629;39;31402
5816166;5975374;366;25645;63;52;28741;39;31719
5816167;5975374;365;25542;62;50;27785;44;32501
5817963;5975374;442;30948;117;89;31220;51;32814
5817964;5975374;438;30681;111;85;30954;52;32756
5817965;5975374;436;30518;110;83;30790;50;32307
5817966;5975374;432;30256;103;79;30528;49;32031
5817967;5975374;419;29363;102;68;29773;49;31979
5817968;5975374;419;29295;89;64;29444;49;32296
5817969;5975374;415;29019;78;59;29168;50;32186
5817970;5975374;414;28949;78;59;29181;50;32418
5817971;5975374;406;28435;89;64;29449;50;30886
5817972;5975374;401;28090;96;68;29749;49;30556
5817973;5975374;396;27751;110;81;30636;48;30204
5817974;5975374;394;27613;103;79;30497;48;29996
5817975;5975374;388;27128;110;81;30636;49;29670
5817976;5975374;386;26990;111;86;31022;48;29355
5817977;5975374;384;26883;117;90;31277;51;29464
5817997;5975374;374;26197;82;60;25578;37;26249
5817998;5975374;375;26254;82;61;25635;32;25044
5817999;5975374;357;25005;78;52;25031;30;24697
5818000;5975374;352;24664;75;53;25124;30;24426
5818001;5975374;352;24655;75;52;24054;32;24416
5818002;5975374;352;24658;75;51;24077;32;24965
5818003;5975374;349;24431;75;48;23849;29;24285
5818004;5975374;349;24397;75;48;23834;29;23977
5818005;5975374;352;24616;75;51;24053;33;26269
5818006;5975374;360;25203;81;64;24952;31;25204
5818007;5975374;356;24906;81;65;25075;32;25547
5818008;5975374;361;25241;85;73;25570;32;26324
5818009;5975374;362;25373;91;75;25723;32;26595
5818010;5975374;360;25202;95;79;26054;33;26970
5818011;5975374;359;25111;103;92;26956;33;27397
5818012;5975374;359;25098;101;92;26943;34;27782
5818013;5975374;351;24541;78;65;26628;40;24952
5818014;5975374;347;24286;78;61;26374;38;24520
5818015;5975374;345;24146;78;58;26167;41;24561
5818016;5975374;353;24738;78;63;26526;40;24720
5818017;5975374;348;24344;93;75;26173;39;24677
5818018;5975374;347;24319;93;74;26148;41;24617
5818019;5975374;374;26152;120;104;26822;44;24853
5818020;5975374;371;25969;119;102;26639;43;25326
5818021;5975374;367;25701;115;98;26371;41;25736
5818022;5975374;362;25365;110;93;26036;44;25800
5818023;5975374;365;25561;110;96;26231;40;25523
5818024;5975374;368;25793;115;99;26463;45;28140
5818025;5975374;364;25472;98;78;32254;41;26061
5818026;5975374;363;25376;96;76;32158;40;26051
5818027;5975374;394;27551;135;120;30715;41;26160
5818052;5975374;350;24473;78;52;26306;35;28094
5818053;5975374;353;24676;72;50;26114;39;27961
5818054;5975374;356;24890;78;53;26329;41;28163
5818055;5975374;389;27225;105;97;29863;37;29385
5818056;5975374;389;27240;107;97;29878;39;29537
5818057;5975374;370;25866;70;62;26532;40;31682
5818058;5975374;367;25658;69;61;26324;40;31525
5818059;5975374;366;25632;68;61;26298;38;31099
5818060;5975374;367;25689;69;61;26355;41;31821
5818061;5975374;364;25472;58;47;25833;40;31683
5818062;5975374;366;25612;62;51;26081;39;31452
5818063;5975374;363;25379;67;55;29296;42;31650
5818064;5975374;365;25577;63;51;28662;39;31424
5818065;5975374;362;25330;61;49;28283;40;31711
5818066;5975374;364;25510;66;53;28546;43;32160
5818067;5975374;368;25781;68;57;28817;45;32482
5818068;5975374;369;25859;69;54;25146;46;32866
5818069;5975374;373;26088;70;57;25376;48;33237
5818070;5975374;-1;-1;-1;-1;-1;48;33973
5818071;5975374;403;28224;75;64;33962;46;33860
5818072;5975374;394;27578;74;60;26215;44;31667
5819860;5975374;443;31000;117;90;31273;50;32853
5819861;5975374;428;29952;110;81;30652;50;32509
5819862;5975374;425;29726;103;78;30425;50;32296
5819863;5975374;420;29424;103;73;30124;48;31925
5819864;5975374;417;29198;102;70;29898;48;31732
5819865;5975374;415;29033;89;63;29382;49;31589
5819866;5975374;415;29078;83;60;29226;49;32253
5819867;5975374;412;28835;78;59;29158;49;32119
5819868;5975374;417;29177;89;62;29008;52;31033
5819869;5975374;401;28093;103;75;30227;49;30506
5819870;5975374;396;27730;103;74;30138;49;30229
5819871;5975374;394;27566;103;77;30380;50;30071
5819872;5975374;393;27538;103;80;30602;48;29556
5819873;5975374;386;27000;111;86;31019;47;29273
5819874;5975374;379;26540;117;89;31205;48;29086
5819875;5975374;396;27727;131;102;32122;49;28938
5819876;5975374;397;27798;131;103;32192;52;29148
5819893;5975374;379;26553;87;65;25934;38;26287
5819894;5975374;-1;-1;-1;-1;-1;35;26108
5819895;5975374;358;25042;79;59;24526;32;25936
5819896;5975374;355;24828;78;56;24312;31;24627
5819897;5975374;352;24622;75;53;24106;30;24329
5819898;5975374;350;24510;75;50;23910;30;24267
5819899;5975374;348;24384;74;48;23783;31;24125
5819900;5975374;351;24554;75;50;23973;29;24318
5819901;5975374;344;24085;75;49;23954;30;23780
5819902;5975374;-1;-1;-1;-1;-1;33;26297
5819903;5975374;354;24787;85;72;25550;32;25986
5819904;5975374;352;24605;85;69;25305;34;25986
5819905;5975374;356;24929;85;71;25447;32;26956
5819906;5975374;363;25404;96;80;25954;34;26955
5819907;5975374;357;25019;95;81;26142;32;26912
5819908;5975374;355;24846;96;84;26350;33;27261
5819909;5975374;356;24918;99;90;26763;33;27701
5819910;5975374;350;24528;78;64;26615;41;24943
5819911;5975374;348;24384;78;62;26472;38;24526
5819912;5975374;341;23861;77;58;25645;40;24287
5819913;5975374;343;24037;77;61;25822;39;23939
5819914;5975374;348;24327;93;74;26156;38;24092
5819915;5975374;343;23993;86;70;25822;40;24473
5819916;5975374;345;24179;90;72;26008;42;24621
5819917;5975374;359;25133;103;83;34038;41;25002
5819918;5975374;357;25007;99;81;33912;41;25297
5819919;5975374;360;25228;110;91;25898;44;25785
5819920;5975374;366;25622;110;97;26292;43;25938
5819921;5975374;-1;-1;-1;-1;-1;38;25328
5819922;5975374;361;25290;91;75;32072;38;25902
5819923;5975374;359;25101;88;72;31883;38;25818
5819924;5975374;359;25158;88;73;31940;40;25977
5819949;5975374;347;24275;78;63;27033;35;28062
5819950;5975374;353;24730;71;50;26168;38;27856
5819951;5975374;356;24919;71;50;25932;39;27871
5819952;5975374;358;25057;74;53;25831;41;27758
5819953;5975374;361;25265;70;59;26248;39;29561
5819954;5975374;364;25449;69;59;25476;43;28345
5819955;5975374;361;25281;67;57;25289;39;31385
5819956;5975374;361;25303;67;56;25969;40;31446
5819957;5975374;361;25240;66;55;25906;40;31754
5819958;5975374;359;25146;57;48;25553;41;31878
5819959;5975374;362;25339;68;60;26614;41;28819
5819960;5975374;358;25086;62;59;24383;42;29481
5819961;5975374;359;25135;64;56;28751;41;32429
5819962;5975374;357;24986;60;52;28447;42;32231
5819963;5975374;362;25372;62;49;24616;44;32546
5819964;5975374;363;25381;59;47;24666;44;32573
5819965;5975374;365;25519;62;50;24842;45;32929
5819966;5975374;368;25774;66;54;25118;48;33251
5819967;5975374;371;25989;64;52;25280;46;31248
5819968;5975374;-1;-1;-1;-1;-1;44;31329
5819969;5975374;385;26924;68;51;25561;44;32152
5821755;5975374;460;32193;180;120;32352;52;33367
5821756;5975374;436;30554;117;90;31254;50;33240
5821757;5975374;431;30172;111;84;30871;50;32687
5821758;5975374;433;30315;111;86;31015;53;32526
5821759;5975374;421;29476;103;74;30175;51;32055
5821760;5975374;417;29172;102;70;29871;49;31690
5821761;5975374;411;28771;90;66;29625;48;31366
5821762;5975374;417;29208;89;63;29406;50;32308
5821763;5975374;411;28746;78;55;28559;49;31256
5821764;5975374;415;29070;83;60;28902;51;31630
5821765;5975374;404;28250;103;77;30384;50;30673
5821766;5975374;400;28000;103;77;30408;49;30277
5821767;5975374;401;28081;103;79;30489;51;30727
5821768;5975374;406;28404;110;83;30812;53;31108
5821769;5975374;386;26992;117;92;31422;50;29475
5821770;5975374;379;26548;117;94;31541;47;28982
5821771;5975374;374;26172;117;92;28586;47;28737
5821772;5975374;378;26468;123;96;28882;48;28641
5821773;5975374;407;28524;135;113;32918;48;28336
5821788;5975374;-1;-1;-1;-1;-1;32;26291
5821789;5975374;-1;-1;-1;-1;-1;37;26111
5821790;5975374;354;24799;95;76;25728;33;25960
5821791;5975374;352;24634;94;74;25563;34;25997
5821792;5975374;357;24967;79;58;24451;31;24655
5821793;5975374;351;24563;75;52;24047;29;24201
5821794;5975374;344;24113;74;45;23597;29;23923
5821795;5975374;344;24073;74;48;23798;30;23812
5821796;5975374;340;23827;71;46;23208;28;23399
5821797;5975374;344;24048;75;50;23516;30;23519
5821798;5975374;346;24201;75;52;23669;30;23261
5821799;5975374;349;24405;90;75;25266;32;26000
5821800;5975374;349;24436;85;73;25604;34;25805
5821801;5975374;-1;-1;-1;-1;-1;36;27200
5821802;5975374;-1;-1;-1;-1;-1;37;27148
5821803;5975374;358;25083;96;85;26433;34;27086
5821804;5975374;351;24548;94;87;26588;34;27551
5821805;5975374;351;24574;90;72;26633;40;24788
5821806;5975374;349;24434;90;70;26493;40;24710
5821807;5975374;343;24000;77;60;25785;37;24074
5821808;5975374;337;23589;74;55;25422;39;24006
5821809;5975374;338;23664;77;59;25706;38;23816
5821810;5975374;340;23780;81;67;25609;38;24115
5821811;5975374;342;23915;86;69;25744;40;24395
5821812;5975374;345;24148;90;72;25977;41;24625
5821813;5975374;352;24672;95;77;33577;39;24899
5821814;5975374;353;24739;98;78;33645;43;25291
5821815;5975374;352;24650;95;76;33555;43;24913
5821816;5975374;352;24666;95;76;33571;41;25829
5821817;5975374;-1;-1;-1;-1;-1;38;25311
5821818;5975374;362;25318;91;76;32100;37;25403
5821819;5975374;354;24786;87;68;31568;37;25472
5821820;5975374;359;25153;88;73;31934;39;25831
5821821;5975374;354;24766;92;75;32094;37;25304
5821846;5975374;347;24308;74;55;26020;38;27775
5821847;5975374;354;24789;65;49;25562;38;27487
5821848;5975374;354;24812;67;50;25670;38;27484
