from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5808512;5961890;355;24873;115;101;29227;121;102;29782;53;29681;47;27832
5808513;5961890;352;24672;112;98;29026;121;99;29581;47;28479;42;26631
5808514;5961890;351;24587;112;97;28941;117;98;29496;47;28739;41;26891
5808515;5961890;355;24878;115;101;29232;121;102;29787;48;29003;42;27155
5808516;5961890;359;25115;115;105;29469;121;106;30024;51;29463;46;27614
5808517;5961890;365;25526;119;108;29122;122;100;29276;54;29648;48;27800
5808518;5961890;370;25912;125;114;29507;126;105;29661;55;31122;49;29274
5810399;5961890;357;25013;84;63;25119;75;59;26019;39;26638;34;26566
5810400;5961890;360;25190;85;66;25297;78;61;26197;41;27065;36;26993
5810401;5961890;368;25735;86;69;26246;83;63;25870;42;27619;37;27547
5810402;5961890;347;24281;76;59;25579;69;53;25203;37;26144;33;26072
5810403;5961890;348;24352;76;59;25593;69;53;25217;37;26471;32;26399
5810404;5961890;357;24998;83;63;25833;77;57;25457;37;26077;33;26005
5810405;5961890;368;25784;105;79;29324;92;68;26243;41;27737;36;27665
5810406;5961890;370;25889;105;81;29430;92;69;26348;41;27832;36;27760
5810407;5961890;372;26054;105;83;29594;93;72;26513;53;29500;46;27651
5810408;5961890;362;25309;97;74;30316;104;76;30845;51;29165;44;27317
5810409;5961890;353;24698;83;67;28961;104;68;29490;50;28790;43;26942
5810410;5961890;350;24508;81;64;28771;103;66;29300;50;28612;43;26764
5810411;5961890;354;24762;96;78;29278;106;80;29807;49;28776;43;26928
5810412;5961890;346;24213;86;70;28729;99;72;31264;48;28472;42;26624
5810413;5961890;344;24056;86;71;28764;99;73;29293;48;28259;41;26411
5810414;5961890;346;24227;92;73;28935;101;75;31470;49;28521;43;26673
5810415;5961890;352;24634;100;79;29343;106;81;29872;53;28838;47;26990
5810416;5961890;347;24317;106;93;28671;110;94;29226;48;28267;43;26419
5810417;5961890;347;24285;103;93;28638;110;94;29194;47;28346;41;26498
5810418;5961890;351;24543;112;97;28897;117;97;29452;48;28776;42;26928
5810419;5961890;358;25077;115;104;29431;121;105;29986;50;29127;45;27279
5810420;5961890;361;25298;117;107;29652;121;104;29378;52;29530;47;27682
5810421;5961890;364;25514;119;108;29110;122;100;29264;54;29637;48;27789
5810422;5961890;368;25756;122;112;29352;122;103;29506;53;30957;47;29109
5810423;5961890;381;26700;149;132;32152;142;118;29215;48;28369;43;28047
5810457;5961890;351;24569;82;69;28239;84;69;28239;37;25143;33;24869
5810458;5961890;347;24284;80;65;27984;80;65;27984;38;25697;33;25423
5810462;5961890;343;24034;69;51;27789;66;51;27789;41;27123;36;26849
5810463;5961890;343;24029;65;48;27566;64;48;27566;41;27195;36;26921
5810464;5961890;344;24070;66;51;27768;64;51;27768;42;27604;37;27330
5812300;5961890;351;24578;77;57;24685;71;52;25585;38;26246;33;26174
5812301;5961890;354;24810;79;60;24916;75;56;25816;41;26723;36;26651
5812302;5961890;359;25116;85;65;25222;77;60;26123;44;27150;39;27078
5812303;5961890;347;24293;84;67;26151;77;61;25775;42;27683;37;27612
5812304;5961890;343;24039;79;64;25904;77;58;25528;37;25914;32;25842
5812305;5961890;344;24090;79;64;25962;77;58;25586;33;25482;29;25411
5812306;5961890;346;24202;82;67;24729;77;61;24353;40;26340;35;26268
5812307;5961890;348;24341;86;69;24868;83;63;24492;39;26218;34;26147
5812308;5961890;352;24662;100;92;28786;97;80;25705;40;27434;35;27363
5812309;5961890;352;24675;102;92;28798;97;81;25717;52;29433;45;27585
5812310;5961890;355;24872;104;95;28995;102;83;25914;51;29240;45;27391
5812311;5961890;352;24644;83;66;28907;104;68;29436;50;28793;43;26945
5812312;5961890;348;24345;77;62;28663;97;64;29192;49;28542;43;26693
5812313;5961890;345;24173;82;66;28878;101;67;31412;48;28252;42;26404
5812314;5961890;344;24101;82;66;28435;96;68;28964;48;28269;42;26420
5812315;5961890;340;23796;86;69;28619;91;71;29148;47;27966;41;26118
5812316;5961890;343;23998;87;72;28311;101;73;28840;50;28336;44;26488
5812317;5961890;346;24244;96;75;28557;103;77;31091;52;28743;46;26895
5812318;5961890;345;24181;103;91;28535;110;92;29090;47;28125;41;26277
5812319;5961890;343;24034;102;89;28388;108;91;28917;49;28355;43;26507
5812320;5961890;355;24876;115;101;29230;121;102;29785;47;28844;42;26996
5812321;5961890;356;24898;115;102;29252;121;102;29808;50;29213;44;27364
5812322;5961890;359;25099;114;101;28579;119;92;28733;54;29640;48;27792
5812323;5961890;362;25356;119;104;28836;121;96;28990;54;28986;48;27138
5812324;5961890;369;25833;124;113;29429;122;104;29583;50;28558;45;28235
5812325;5961890;381;26661;149;132;32113;142;118;29176;48;28377;43;28054
5812353;5961890;329;23038;104;87;28554;98;77;22958;36;23666;32;23392
5812354;5961890;332;23243;102;89;29659;101;80;23164;36;23885;31;23611
5812355;5961890;340;23795;98;85;29387;102;85;29387;35;24023;30;23749
5812356;5961890;338;23677;98;83;29247;98;83;29247;37;24444;32;24171
5812358;5961890;355;24830;86;73;28529;91;73;28529;41;25124;36;24850
5812359;5961890;352;24628;82;70;28328;87;70;28328;38;25153;33;24880
5812360;5961890;347;24293;80;65;27992;80;65;27992;38;26103;34;25829
5812361;5961890;345;24155;77;61;27683;77;61;27683;38;26075;34;25801
5812362;5961890;342;23942;71;54;27215;76;54;27215;42;26680;37;26406
5812363;5961890;340;23829;67;52;27099;72;52;27099;39;26610;34;26336
5812364;5961890;340;23796;68;47;27074;66;47;27074;41;26852;36;26579
5812365;5961890;341;23892;68;49;27182;66;49;27182;42;27321;37;27047
5812366;5961890;340;23795;66;55;28027;67;60;28421;43;31401;38;27726
5814173;5961890;423;29583;116;87;32858;122;92;32858;63;37462;55;37379
5814174;5961890;432;30261;116;97;33536;129;102;33536;64;38102;56;38019
5814175;5961890;434;30353;120;98;33628;129;103;33628;61;36604;54;36521
5814176;5961890;403;28200;143;128;35698;156;133;35698;56;34989;48;34906
5814201;5961890;348;24392;77;55;24498;71;50;25399;39;26265;34;26194
5814202;5961890;352;24642;77;58;24748;71;53;25649;41;25926;36;25855
5814203;5961890;359;25134;85;65;25240;77;60;26140;41;26860;36;26788
5814204;5961890;344;24084;79;65;24610;77;59;24234;38;25947;34;25875
5814205;5961890;340;23814;75;62;24341;75;56;23965;36;25581;32;25509
5814206;5961890;340;23812;75;62;24338;72;56;23962;34;25335;30;25264
5814207;5961890;342;23959;78;64;24486;77;58;24110;37;25973;32;25901
5814208;5961890;345;24122;79;66;24648;77;60;24272;38;26110;33;26038
5814209;5961890;350;24515;99;90;28638;97;78;25557;39;27262;34;27190
5814210;5961890;349;24451;97;89;28575;94;77;25494;41;27254;36;27182
5814211;5961890;352;24668;100;92;28792;97;80;25710;54;29483;47;27635
5814212;5961890;353;24724;83;67;28988;104;69;29517;51;28954;45;27106
5814213;5961890;348;24379;83;68;29016;102;69;29545;52;28874;45;27026
5814214;5961890;343;24027;81;64;28294;99;66;28823;48;28123;42;26275
5814215;5961890;341;23889;77;62;28156;90;64;28685;50;28162;43;26314
5814216;5961890;338;23628;82;66;27941;97;68;28470;48;27840;42;25992
5814217;5961890;338;23650;82;67;27962;97;68;28492;51;27795;45;25947
5814218;5961890;339;23717;83;68;28029;97;69;28558;51;28431;45;26583
5814219;5961890;343;23976;101;88;28330;108;90;28859;46;28035;41;26187
5814220;5961890;340;23792;101;86;28146;102;87;28701;49;28115;43;26267
5814221;5961890;359;25142;116;105;29496;121;106;30051;51;29194;45;27346
5814222;5961890;359;25162;116;105;29516;121;106;30071;52;29384;47;27536
5814223;5961890;355;24881;111;98;28360;113;92;28514;53;28907;47;27059
5814224;5961890;355;24835;111;97;28314;109;91;28468;54;28996;48;27147
5814225;5961890;381;26656;149;132;32109;142;117;29171;50;28608;46;28285
5814226;5961890;377;26422;144;128;31874;138;114;28937;48;28433;43;28110
5814227;5961890;373;26107;138;124;31560;132;110;28622;48;29430;43;28271
5814253;5961890;322;22524;97;80;28040;93;79;28040;40;23714;35;23440
5814254;5961890;325;22716;79;61;26737;81;60;26737;40;23928;35;23654
5814255;5961890;324;22663;79;60;26683;75;59;26683;39;24103;34;23829
5814256;5961890;342;23956;99;87;29548;102;87;29548;38;24506;33;24232
5814257;5961890;349;24402;107;93;29972;105;93;29972;37;24989;32;24715
5814258;5961890;344;24104;103;89;29674;103;89;29674;38;24830;33;24557
5814259;5961890;347;24325;107;92;29895;105;92;29895;41;25100;36;24826
5814260;5961890;351;24605;82;70;28304;87;70;28304;42;27526;37;27252
5814261;5961890;348;24350;80;66;28049;84;66;28049;40;26297;35;26024
5814262;5961890;346;24210;74;58;27483;76;58;27483;39;26171;34;25897
5814263;5961890;344;24097;72;56;27371;76;56;27371;39;26430;34;26156
5814264;5961890;338;23668;66;50;26953;67;50;26953;39;26487;34;26213
5814265;5961890;334;23405;65;47;26704;66;47;26704;39;26724;35;26450
5814266;5961890;334;23374;70;52;27053;71;52;27053;42;27184;36;26911
5814267;5961890;335;23481;68;58;27916;69;56;27916;42;27900;37;27425
5814268;5961890;333;23296;65;56;27732;65;54;27732;42;27765;36;27290
5816065;5961890;428;29937;116;94;33313;129;99;33313;61;37757;53;36701
5816068;5961890;418;29226;102;89;32602;122;89;32602;60;37065;52;36009
5816069;5961890;421;29438;116;87;32814;122;92;32814;59;36384;52;36301
5816070;5961890;407;28517;89;77;31792;110;77;31792;60;36379;52;36296
5816071;5961890;407;28512;90;78;31847;110;78;31847;60;36223;52;36140
5816072;5961890;409;28604;91;79;31939;110;79;31939;57;35396;50;35313
5816073;5961890;394;27574;97;84;32232;110;84;32232;58;35260;50;35177
5816074;5961890;389;27216;110;94;32749;123;97;33204;57;34918;50;34835
5816075;5961890;404;28262;146;129;35759;160;134;35759;56;35062;49;34979
5816099;5961890;358;25080;85;64;25175;81;59;26076;38;26673;33;26602
5816100;5961890;343;24012;73;56;24614;71;51;25515;37;25756;32;25685
5816101;5961890;342;23927;77;62;25005;75;57;25905;39;25785;34;25713
5816102;5961890;342;23922;78;63;24035;75;58;24935;37;25295;33;25223
5816103;5961890;341;23854;75;62;24381;75;56;24005;37;25856;32;25784
5816104;5961890;337;23585;71;58;24112;69;52;23736;36;25604;31;25533
5816105;5961890;337;23596;71;58;24123;69;52;23747;34;25086;30;25014
5816106;5961890;340;23798;75;61;24325;72;55;23949;37;25690;32;25619
5816107;5961890;345;24141;79;66;24668;77;60;24292;37;26080;33;26008
5816108;5961890;348;24341;95;87;28464;94;76;25383;37;26188;32;26117
5816109;5961890;345;24146;94;84;28269;92;73;25188;40;26981;35;26909
5816110;5961890;348;24374;95;84;31358;94;76;25417;41;27221;36;27149
5816111;5961890;349;24402;100;80;31085;100;84;25929;42;27688;38;27616
5816112;5961890;347;24282;105;78;30966;109;90;31613;42;28081;37;28009
5816113;5961890;342;23916;82;65;28362;96;67;28891;50;28184;43;26336
5816114;5961890;337;23616;77;62;27885;90;64;28414;47;27741;41;25893
5816115;5961890;334;23356;77;62;27900;87;64;30434;46;27467;40;25619
5816116;5961890;334;23363;77;63;27676;87;64;30210;49;27694;43;25846
5816117;5961890;337;23610;82;66;27922;97;68;28451;49;27684;43;25836
5816118;5961890;337;23585;96;87;27105;102;84;28494;45;27467;40;25619
5816119;5961890;337;23612;97;88;27132;102;84;28521;49;28013;43;26164
5816120;5961890;359;25121;116;101;28601;119;92;28755;54;29449;49;27601
5816121;5961890;357;24987;113;99;28467;113;94;28621;51;29320;45;27472
5816122;5961890;351;24588;104;93;28067;108;88;28221;49;28614;43;26765
5816123;5961890;351;24573;104;93;28052;108;88;28206;52;28849;46;27001
5816124;5961890;352;24645;106;94;28124;108;89;28278;53;28938;47;27090
5816125;5961890;378;26480;146;129;31932;142;115;28995;51;28689;47;28366
5816126;5961890;376;26327;139;127;31780;133;113;28842;50;29594;45;29320
5816127;5961890;370;25892;135;121;31345;128;107;28407;47;29092;42;28818
5816152;5961890;312;21865;82;65;26997;81;64;26997;40;23558;35;23285
5816153;5961890;323;22619;79;60;26639;75;59;26639;40;24360;35;24086
5816154;5961890;320;22403;79;61;26697;70;56;26424;43;23975;38;26276
5816155;5961890;321;22483;79;62;26777;73;57;26504;43;24072;38;26373
5816156;5961890;348;24380;107;93;29950;105;93;29950;38;25040;33;24766
5816157;5961890;347;24305;107;92;29875;105;92;29875;40;25001;35;24727
5816158;5961890;334;23395;77;60;26925;77;60;26925;43;27557;38;27283
5816159;5961890;334;23356;75;60;26886;77;60;26886;43;27507;38;27233
5816160;5961890;334;23355;75;60;26885;77;60;26885;40;26754;36;26480
5816161;5961890;339;23700;79;65;27230;80;65;27230;42;27667;37;27394
5816162;5961890;331;23144;65;48;26370;67;48;26370;42;27671;36;26969
5816163;5961890;331;23156;65;47;26710;66;47;26710;42;27296;37;27022
5816164;5961890;331;23191;65;46;26692;65;46;26692;40;26958;35;26685
5816165;5961890;330;23128;66;50;26923;66;50;26923;41;27253;36;27070
5816166;5961890;329;23042;70;55;27260;69;53;26948;41;27480;35;27005
5816167;5961890;328;22939;65;55;27697;68;53;27697;43;27636;38;27161
5817963;5961890;432;30257;120;99;33633;129;104;33633;62;38123;53;37067
5817964;5961890;428;29990;116;95;33366;129;100;33366;63;37911;54;36856
5817965;5961890;426;29827;116;92;33203;123;97;33203;62;37528;53;36473
5817966;5961890;422;29565;116;89;32940;122;94;32940;61;37414;53;36358
5817967;5961890;410;28672;97;83;32186;110;83;32186;60;36768;52;35560
5817968;5961890;409;28605;90;78;31857;110;78;31857;58;36309;51;36226
5817969;5961890;405;28328;89;74;31580;110;74;31580;58;36109;51;36026
5817970;5961890;404;28260;89;74;31595;110;74;31595;58;35766;50;35683
5817971;5961890;396;27744;90;78;31861;110;78;31861;57;35445;49;35362
5817972;5961890;391;27400;94;83;32161;110;83;32161;56;35115;49;35032
5817973;5961890;387;27061;110;91;32594;123;95;33049;55;34763;48;34680
5817974;5961890;385;26922;108;89;32455;122;93;32910;55;34555;47;34472
5817975;5961890;378;26438;110;95;33049;123;95;33049;55;34233;48;34150
5817976;5961890;376;26299;110;91;31942;129;101;33434;54;33876;47;33793
5817977;5961890;374;26192;115;89;31835;129;104;33689;54;33567;47;33484
5817997;5961890;359;25137;85;65;25232;82;60;26132;41;26742;36;26671
5817998;5961890;360;25192;85;66;25287;86;61;26188;41;26859;36;26787
