from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791354;5958354;441;30864;128;81;29386;102;82;36050;125;89;36050;62;37906;53;37906;32
5791355;5958354;434;30386;128;81;29299;96;77;35712;119;84;35712;61;38087;53;38087;31
5791356;5958354;435;30448;127;81;29247;102;82;36060;125;89;36060;62;38712;53;38712;32
5791357;5958354;436;30536;129;81;29676;104;85;36128;125;92;36128;62;38826;53;38826;32
5791358;5958354;437;30587;129;81;29676;153;130;36367;156;132;36367;62;38372;53;36596;32
5791359;5958354;434;30389;129;81;29676;147;127;36169;148;134;40203;65;38695;56;36919;34
5791360;5958354;435;30443;140;88;30241;150;128;36224;151;130;36224;65;39064;56;37287;34
5791361;5958354;440;30797;137;86;31582;156;133;36577;159;135;36577;65;39418;56;37641;34
5791362;5958354;444;31108;137;86;31582;162;137;36888;167;139;36888;66;39726;57;37950;35
5791363;5958354;454;31796;137;86;31582;160;124;50102;168;123;45627;68;41439;60;41651;39
5793258;5958354;450;31482;131;83;30344;113;91;36668;131;98;36668;62;38579;54;38579;32
5793259;5958354;445;31181;131;83;30287;108;87;36368;125;94;36368;62;38419;53;38419;32
5793260;5958354;446;31216;129;82;29874;108;87;36403;125;94;36403;62;38383;53;38383;32
5793261;5958354;432;30259;127;80;29034;102;81;35847;119;88;35847;62;38164;53;38164;32
5793262;5958354;431;30155;127;80;29076;102;81;35845;119;88;35845;62;38589;53;38589;32
5793263;5958354;431;30202;127;80;29076;109;86;35428;125;93;35428;62;39695;54;39695;32
5793264;5958354;430;30134;126;80;28788;147;123;35914;145;130;39947;64;38316;56;36540;34
5793265;5958354;431;30174;126;80;28726;147;124;35954;147;131;39988;64;38649;56;36872;34
5793266;5958354;431;30183;131;83;28770;147;124;35963;147;131;39997;65;38846;56;37070;34
5793267;5958354;442;30958;131;83;28770;160;135;36738;165;137;36738;65;39641;56;37865;34
5793268;5958354;448;31355;137;86;31582;170;151;37135;171;143;37135;66;39867;57;38091;35
5793269;5958354;459;32097;137;87;31542;175;133;50784;168;132;46308;68;38679;60;36903;39
5793270;5958354;456;31916;137;87;31542;168;131;50603;168;130;46128;68;41548;60;41850;39
5795164;5958354;451;31556;131;83;30287;115;92;36744;131;99;36744;62;38703;54;38703;32
5795165;5958354;452;31638;131;83;30287;117;93;36825;131;100;36825;62;40479;54;40479;32
5795166;5958354;451;31568;126;80;28763;115;92;36755;131;99;36755;65;40329;56;40329;34
5795167;5958354;428;29934;127;80;29000;102;82;35146;125;89;35146;62;38714;54;38714;32
5795168;5958354;428;29934;126;80;28788;102;82;35147;125;89;35147;64;39276;55;39276;33
5795169;5958354;429;30015;126;80;28788;102;83;35241;125;90;35241;64;39498;55;39498;33
5795170;5958354;427;29864;126;80;28726;147;119;35644;144;126;39678;63;38055;55;36279;33
5795171;5958354;425;29783;125;79;28628;147;118;35563;144;125;39596;64;38356;56;36580;34
5795172;5958354;430;30117;131;83;28770;147;123;35897;145;130;39931;65;38798;56;37022;34
5795173;5958354;434;30346;131;83;28770;147;126;36126;147;133;40160;65;38889;56;37113;34
5795174;5958354;431;30155;131;83;28770;147;124;35936;145;130;39969;65;38523;56;36747;34
5795175;5958354;430;30093;131;83;28770;147;123;35873;145;129;39907;65;38660;56;36884;34
5795176;5958354;456;31953;129;82;28581;168;131;50640;168;130;46164;66;38184;57;36407;35
5797069;5958354;436;30515;129;81;30737;132;93;31368;138;124;36205;-1;-1;-1;-1;-1
5797070;5958354;454;31755;129;81;30737;117;95;36942;131;102;36942;63;38982;54;38982;33
5797071;5958354;455;31872;126;80;28763;117;97;37059;131;104;37059;65;40382;57;40382;34
5797072;5958354;429;30025;126;80;28763;102;83;35237;125;90;35237;65;40098;56;40098;33
5797073;5958354;425;29740;126;80;28763;102;79;34952;119;86;34952;63;40183;54;40183;32
5797074;5958354;423;29622;125;79;28518;96;78;34848;119;85;34848;63;39047;54;39047;32
5797075;5958354;426;29831;126;80;28726;102;81;35057;119;88;35057;63;39380;55;39380;33
5797076;5958354;422;29547;125;79;28628;142;115;35327;141;122;39361;64;38002;56;36226;34
5797077;5958354;424;29674;125;79;28628;142;117;35454;142;123;39488;64;38434;56;36658;34
5797078;5958354;429;30007;131;83;28770;147;121;35787;144;128;39821;65;38972;56;37195;34
5797079;5958354;427;29914;131;83;28770;147;120;35695;144;127;39728;65;38808;56;37032;34
5797080;5958354;428;29959;131;83;28770;147;121;35739;144;128;39773;65;38019;56;36243;34
5797081;5958354;428;29945;131;83;28770;147;121;35725;144;127;39759;65;38639;56;36863;34
5797082;5958354;425;29739;129;82;28581;150;129;50503;153;128;46028;66;38171;57;36394;35
5798974;5958354;416;29142;124;79;29305;118;73;29995;121;104;34832;56;35125;48;35125;28
5798975;5958354;459;32115;133;84;30980;120;100;37302;142;107;37302;63;39329;55;39329;33
5798976;5958354;459;32110;133;84;30980;120;100;37296;142;107;37296;63;39216;54;39216;33
5798977;5958354;459;32116;126;80;28763;120;100;37303;142;107;37303;65;40422;56;40422;33
5798978;5958354;422;29555;124;78;28187;102;80;34776;119;87;34776;65;39893;56;39893;33
5798979;5958354;420;29378;124;78;28077;99;78;34599;119;85;34599;65;40251;56;40251;34
5798980;5958354;420;29379;124;78;28196;99;78;34599;119;85;34599;63;39411;55;39411;33
5798981;5958354;424;29650;125;79;28496;102;82;34871;125;89;34871;64;39799;56;39799;34
5798982;5958354;420;29379;125;79;28628;137;112;35159;137;119;35159;64;37863;56;36086;34
5798983;5958354;418;29254;125;79;28628;137;111;35034;135;117;39067;64;37803;55;36026;33
5798984;5958354;418;29247;128;81;28038;134;111;35027;135;117;39060;64;37794;55;36018;33
5798985;5958354;423;29611;128;81;28038;142;116;35392;141;123;39425;64;37686;55;35910;33
5798986;5958354;421;29473;131;83;28770;137;114;35254;139;121;39287;64;37952;55;36176;33
5798987;5958354;425;29729;131;83;28770;142;117;35510;144;124;39543;65;38412;56;36635;34
5798988;5958354;419;29323;127;80;28047;143;130;50569;149;129;46093;64;37646;56;35870;34
5800879;5958354;409;28646;123;78;28968;103;78;32892;112;99;33742;56;34846;48;34846;28
5800880;5958354;413;28924;124;78;29302;109;82;33170;117;103;34021;56;35121;48;35121;28
5800881;5958354;462;32320;124;78;29302;123;103;37507;142;110;37507;63;34749;55;34749;33
5800882;5958354;421;29467;133;84;30980;117;99;35545;135;106;35545;65;41924;56;41924;34
5800883;5958354;421;29503;125;79;28510;122;100;35581;140;107;35581;65;41701;56;41701;34
5800884;5958354;420;29424;124;78;28187;102;79;34668;119;86;34668;64;39709;55;39709;33
5800885;5958354;417;29160;124;78;28175;94;76;34442;119;83;34442;64;39412;55;39412;33
5800886;5958354;414;29012;124;78;28173;96;78;34585;119;85;34585;64;39703;55;39703;33
5800887;5958354;416;29132;125;79;28496;102;81;34858;119;88;34858;64;39787;55;39787;33
5800888;5958354;408;28590;125;79;27286;124;101;34370;129;108;38404;63;36979;54;35202;32
5800889;5958354;414;28994;125;79;27286;132;107;34774;132;114;38808;64;37568;55;35791;33
5800890;5958354;415;29070;125;79;27409;132;108;34850;134;115;38884;64;37480;55;35704;33
5800891;5958354;418;29281;128;81;27981;137;111;35061;137;118;35061;64;37357;55;35581;33
5800892;5958354;417;29218;128;81;28038;134;110;34998;134;117;39032;64;37831;55;36055;33
5800893;5958354;420;29379;128;81;28038;137;112;35159;137;119;35159;64;38372;55;36596;33
5800894;5958354;418;29232;127;80;28047;142;129;34658;144;133;46352;64;37652;56;35876;34
5800895;5958354;414;28993;126;80;27878;140;125;34418;141;129;46112;64;37553;55;35776;34
5802783;5958354;408;28548;122;77;28718;99;76;32793;111;98;33644;56;34843;48;34843;28
5802784;5958354;406;28428;122;77;28718;95;75;32674;111;96;33525;56;34814;48;34814;28
5802785;5958354;410;28707;124;78;29289;105;79;32953;112;100;33804;56;34320;48;34320;28
5802786;5958354;423;29604;124;78;29302;124;101;35682;140;108;35682;65;34502;56;34502;34
5802787;5958354;420;29367;124;78;29302;117;98;35445;135;105;35445;65;41735;56;41735;34
5802788;5958354;417;29169;125;79;28519;117;95;35248;131;102;35248;64;41488;55;41488;34
5802789;5958354;417;29169;125;79;28519;117;95;35248;131;102;35248;65;39950;56;39950;33
5802790;5958354;418;29238;125;79;28570;102;79;34691;119;86;34691;65;39473;56;39473;33
5802791;5958354;411;28740;122;77;27598;99;78;34048;119;85;34048;63;39746;55;39746;33
5802792;5958354;414;28976;122;77;27597;102;81;34285;119;88;34285;64;40049;55;40049;33
5802793;5958354;405;28362;125;79;27286;117;98;34142;125;105;38176;63;36920;54;35143;32
5802794;5958354;410;28698;125;79;27286;124;103;34478;130;110;38511;63;37205;54;35429;33
5802795;5958354;410;28698;125;79;27409;124;103;34478;130;110;38512;64;37206;55;35429;33
5802796;5958354;412;28812;128;81;27968;124;104;34592;130;111;38626;63;37402;54;35626;33
5802797;5958354;417;29173;128;81;28023;132;110;34953;134;116;38987;64;37723;55;35946;33
5802798;5958354;419;29347;127;80;27695;137;112;35128;137;119;35128;64;37465;55;35689;33
5802799;5958354;410;28676;124;79;27460;136;121;34101;135;125;34575;63;36966;54;35190;33
5802800;5958354;409;28596;124;79;27558;135;120;34022;133;124;34496;63;37134;55;35357;33
5802801;5958354;412;28806;125;79;27728;140;125;34390;140;129;34864;64;37493;55;35716;34
5804689;5958354;405;28382;123;78;28624;91;74;32628;104;87;32882;57;34534;49;34534;29
5804690;5958354;403;28211;122;77;28399;92;72;32457;108;93;33308;57;34526;49;34526;28
5804691;5958354;406;28412;126;80;28609;103;79;32981;111;98;32206;55;34510;47;34510;27
5804692;5958354;409;28604;128;81;28699;109;82;33173;112;101;32398;57;34949;49;34949;29
5804693;5958354;420;29368;128;81;28699;117;98;35446;135;105;35446;64;41799;55;41799;33
5804694;5958354;413;28929;126;80;28697;117;92;35007;131;99;35007;64;41404;55;41404;33
5804695;5958354;412;28854;126;80;28697;117;91;34933;129;98;34933;65;40037;56;40037;33
5804696;5958354;408;28579;121;77;27319;94;76;33914;119;83;33914;63;40486;54;40486;33
5804697;5958354;407;28510;121;77;27358;94;75;33819;119;82;33819;63;40082;54;40082;33
5804698;5958354;415;29038;123;78;27956;102;82;34347;125;89;34347;64;40150;55;40150;33
5804699;5958354;402;28140;124;78;27043;117;95;33920;123;102;37954;63;36636;54;34860;32
5804700;5958354;401;28098;123;78;26910;117;94;33878;123;101;37912;62;36576;53;34800;32
5804701;5958354;405;28348;125;79;27394;117;98;34128;125;105;38162;63;36965;54;35189;33
5804702;5958354;406;28412;123;78;27045;117;99;34192;125;105;38226;63;36784;54;35007;33
5804703;5958354;408;28562;127;80;27695;124;101;34342;129;108;38375;64;36958;55;35182;33
5804704;5958354;410;28710;127;80;27695;124;103;34490;130;110;38524;64;37357;55;35581;33
5804705;5958354;406;28432;127;80;27695;132;117;33857;132;122;34331;64;36780;55;35004;33
5804706;5958354;406;28392;124;79;27454;132;117;33818;132;121;34292;63;37069;54;35293;33
5804707;5958354;410;28666;125;79;27728;136;121;34092;135;125;34566;64;37582;55;35806;34
5806593;5958354;406;28396;124;78;28717;87;74;32642;101;81;32444;58;34631;49;34631;29
5806594;5958354;400;28027;121;77;28310;89;69;32273;104;86;32802;57;34284;49;34284;28
5806595;5958354;400;27993;120;76;28208;92;68;32239;108;90;33090;56;34166;48;34166;28
5806596;5958354;403;28178;126;80;28609;95;76;32748;108;95;31972;55;33893;47;33893;27
5806597;5958354;408;28553;128;81;28699;105;81;33123;112;100;32347;59;34802;51;34802;30
5806598;5958354;412;28863;126;80;28338;114;74;30040;117;103;33251;58;35034;50;35034;29
5806599;5958354;411;28765;121;77;27391;117;89;34844;129;96;34844;64;41155;55;41155;33
5806600;5958354;408;28537;121;77;27391;109;86;34616;125;93;34616;63;41012;54;41012;33
5806601;5958354;405;28338;121;77;27319;96;78;34026;119;85;34026;63;40407;54;40407;32
5806602;5958354;409;28621;122;77;27554;94;77;33956;119;84;33956;63;40220;54;40220;33
5806603;5958354;411;28769;122;77;27597;102;79;34104;119;86;34104;63;36582;55;34805;33
5806604;5958354;402;28136;122;77;26762;117;95;33916;123;102;37950;62;36519;53;34742;32
5806605;5958354;397;27823;122;77;26762;117;90;33603;121;97;37636;62;36381;53;34605;32
5806606;5958354;400;28010;123;78;27036;117;93;33790;123;100;37824;62;36442;53;34666;32
5806607;5958354;403;28193;123;78;27042;117;96;33973;124;102;38006;63;36804;54;35028;32
5806608;5958354;407;28513;124;79;27261;122;100;34293;129;107;38327;63;37149;54;35373;32
5806609;5958354;412;28833;127;80;27695;127;105;34614;130;111;38647;64;37330;55;35553;33
5806610;5958354;401;28076;122;77;26805;126;112;33502;129;117;33976;62;36517;54;34740;33
5806611;5958354;403;28236;122;77;26805;131;115;33662;131;119;34136;62;36922;54;35145;33
5806612;5958354;407;28482;123;78;27019;135;123;33075;133;122;34382;63;37072;54;35296;33
5806613;5958354;400;28015;129;81;28753;160;143;52604;147;131;37239;66;38371;57;36594;35
5808496;5958354;406;28453;124;78;28712;87;72;29279;90;70;32672;58;34561;50;34561;29
5808497;5958354;410;28723;125;79;29023;92;79;32969;103;86;32795;58;35010;50;35010;29
5808498;5958354;409;28620;125;79;28893;93;77;32865;104;87;32917;58;34800;50;34800;29
5808499;5958354;397;27778;120;76;28172;92;70;32348;108;89;31573;56;34024;48;34024;28
5808500;5958354;401;28069;134;85;28760;95;74;32639;108;93;31863;58;33598;50;33598;29
5808501;5958354;413;28904;138;87;28915;118;74;30081;117;104;33292;58;35112;50;35112;30
5808502;5958354;413;28916;126;80;28338;118;74;30093;117;104;33304;58;35310;50;35310;30
5808503;5958354;412;28863;124;79;28242;117;91;34942;129;98;34942;58;41284;50;41284;30
5808504;5958354;408;28551;121;77;27391;109;86;34629;125;93;34629;63;40904;54;40904;33
5808505;5958354;402;28171;120;76;27040;102;81;34250;119;88;34250;63;40583;54;40583;32
5808506;5958354;401;28086;120;76;26971;102;81;34238;119;88;34238;63;36551;54;34775;32
5808507;5958354;398;27868;122;77;26817;117;88;33456;120;96;37533;63;36355;54;34579;33
5808508;5958354;395;27683;121;76;26529;104;85;33271;120;93;37348;62;36056;53;34280;32
5808509;5958354;395;27626;120;76;26422;109;87;33406;120;94;37440;62;36132;53;34355;32
5808510;5958354;399;27927;121;76;26532;117;92;33707;121;99;37741;63;36621;54;34844;32
5808511;5958354;397;27806;124;79;27261;117;90;33586;121;97;37620;63;37022;54;35246;32
5808512;5958354;401;28050;124;79;27261;126;112;33476;129;116;33950;63;37208;54;35431;32
5808513;5958354;398;27849;120;76;26529;124;109;33275;129;113;33749;62;36006;53;34230;32
5808514;5958354;397;27764;122;77;26805;124;108;33189;127;112;33664;62;36266;53;34490;32
5808515;5958354;401;28055;123;78;27019;126;112;33481;129;116;33955;63;36530;54;34754;33
5808516;5958354;404;28292;128;81;27564;132;115;33718;131;120;34192;63;36990;54;35213;33
5808517;5958354;404;28290;128;81;27564;134;117;33371;131;118;33444;63;37175;54;35399;33
5808518;5958354;398;27839;128;81;27564;134;123;33756;135;123;33829;66;38650;57;36873;35
5810399;5958354;403;28190;122;77;28410;89;69;29015;81;67;32408;57;34165;49;34165;28
5810400;5958354;405;28367;123;78;28540;91;71;29193;88;69;32586;59;34592;50;34592;30
5810401;5958354;413;28912;125;79;29101;93;82;33158;108;88;32984;59;35146;51;35146;30
5810402;5958354;392;27458;125;79;29101;88;72;32490;103;84;31252;59;33671;51;33671;30
5810403;5958354;393;27529;123;78;28129;88;72;32504;103;85;31323;55;33998;47;33998;27
5810404;5958354;402;28175;138;87;28915;95;76;32744;108;95;31969;56;33604;48;33604;28
5810405;5958354;414;28961;138;87;28915;118;75;30138;121;105;33348;58;35264;50;35264;29
5810406;5958354;415;29066;124;79;28242;118;76;30243;121;106;33454;59;35359;51;35359;30
5810407;5958354;418;29231;124;78;28059;118;79;30408;126;109;33619;63;37027;54;35250;32
5810408;5958354;407;28486;121;77;26984;104;85;34565;125;92;34565;63;36693;54;34916;32
5810409;5958354;398;27874;119;76;26845;96;78;33209;119;85;33209;62;36317;53;34541;32
5810410;5958354;396;27685;118;75;26559;94;75;33020;119;82;33020;62;36139;53;34363;32
5810411;5958354;399;27939;119;75;26579;117;89;33527;121;97;37605;62;36303;53;34527;32
5810412;5958354;391;27390;120;76;26456;102;81;32978;116;91;32978;62;35999;53;34223;32
5810413;5958354;389;27232;118;75;26026;102;82;33013;115;89;37046;61;35786;53;34010;32
5810414;5958354;391;27404;120;76;26344;102;84;33184;117;91;37218;62;36049;53;34272;32
5810415;5958354;397;27811;120;76;26344;117;90;33592;121;97;37625;62;36365;53;34589;32
5810416;5958354;393;27494;124;79;27261;120;104;32919;123;108;33394;61;35794;53;34018;32
5810417;5958354;392;27462;120;76;26529;120;104;32887;121;108;33361;61;35873;53;34097;32
5810418;5958354;396;27720;120;76;26529;124;107;33145;127;111;33620;62;36303;53;34527;32
5810419;5958354;404;28254;121;77;26979;131;115;33680;131;119;34154;63;36655;54;34878;33
5810420;5958354;407;28475;128;81;27564;134;119;33473;132;119;33546;63;37058;54;35281;33
5810421;5958354;401;28098;128;81;27564;134;117;33358;131;118;33431;63;37165;54;35388;33
5810422;5958354;399;27960;128;81;27564;135;121;33600;132;121;33673;61;38485;53;36708;33
5810423;5958354;393;27540;123;78;27427;153;136;52129;143;125;36763;61;34556;53;34766;33
5810457;5958354;332;23257;104;66;23794;90;80;33951;89;76;34278;49;31374;42;31586;26
5810458;5958354;328;22972;106;67;22992;89;78;33815;89;74;34142;49;31929;42;32140;26
5810462;5958354;325;22722;106;67;23023;80;70;31990;81;68;31990;49;28434;41;27959;26
5810463;5958354;325;22717;105;67;22947;75;67;31767;76;65;31767;49;28506;41;28031;26
5810464;5958354;325;22758;105;67;22979;74;70;31969;77;68;31969;47;31046;41;31077;26
5812300;5958354;397;27755;121;76;28012;85;62;28581;75;60;31974;57;33773;49;33773;28
5812301;5958354;400;27987;122;77;28215;87;66;28812;81;64;32205;57;34250;49;34250;28
5812302;5958354;404;28293;122;77;28356;91;70;29119;85;68;32512;57;34677;49;34677;28
5812303;5958354;392;27470;125;79;29101;92;80;33062;103;84;31264;55;35211;47;35211;27
5812304;5958354;389;27216;123;78;28129;91;77;32816;101;81;31010;55;33441;47;33441;27
5812305;5958354;390;27267;123;78;28129;91;78;32874;101;82;31061;54;33010;47;33010;27
5812306;5958354;391;27380;122;77;27909;91;81;31641;103;83;31174;57;33867;49;33867;28
5812307;5958354;393;27518;121;77;27806;96;83;28513;103;85;31312;57;33746;49;33746;28
5812308;5958354;398;27839;122;77;27704;110;101;29726;112;102;32525;59;34962;51;34962;30
5812309;5958354;398;27852;124;78;28059;112;89;29612;117;103;32537;63;36960;54;35184;32
5812310;5958354;401;28048;122;77;27069;116;92;29808;117;104;33328;63;36767;54;34990;32
5812311;5958354;397;27820;122;77;27045;96;77;33155;119;84;33155;62;36321;53;34544;32
5812312;5958354;393;27522;118;75;26446;94;73;32912;117;80;32912;61;36069;53;34292;32
5812313;5958354;391;27350;117;74;26234;94;76;33126;116;86;33126;61;35779;52;34003;31
5812314;5958354;390;27278;118;74;26207;96;77;32684;113;87;32684;61;35796;53;34019;32
5812315;5958354;385;26973;117;74;25871;99;80;32868;111;87;36902;60;35493;52;33717;31
5812316;5958354;388;27175;118;75;26088;102;82;32560;114;91;37194;61;35863;52;34087;31
5812317;5958354;392;27421;118;75;26088;109;86;32805;117;94;37440;61;36271;52;34494;31
5812318;5958354;391;27358;118;75;26088;120;102;32783;118;106;33257;61;35652;52;33876;32
5812319;5958354;389;27211;120;76;26529;115;100;32637;117;104;33111;61;35882;52;34106;32
5812320;5958354;401;28053;121;77;26979;126;112;33479;129;116;33953;63;36372;54;34595;33
5812321;5958354;401;28075;121;77;26979;126;112;33501;129;116;33975;63;36740;54;34963;33
5812322;5958354;404;28276;121;77;26979;128;110;32828;127;110;32901;63;37167;54;35391;33
5812323;5958354;408;28533;128;81;27564;131;113;33084;129;114;33157;63;36513;54;34737;33
5812324;5958354;406;28393;127;80;27673;135;122;33678;133;122;33751;61;34745;53;34955;33
5812325;5958354;395;27639;127;80;27673;153;137;53013;143;123;35832;61;34563;53;34773;33
5812353;5958354;328;22968;99;63;22797;70;56;27333;77;58;27333;48;29897;41;30109;24
5812354;5958354;331;23174;100;63;23095;71;58;27320;80;61;27539;49;30117;42;30328;25
5812355;5958354;339;23725;102;65;23673;75;66;27896;85;69;28115;49;30255;42;30466;25
5812356;5958354;337;23607;102;65;23669;73;64;27756;83;67;27975;49;30676;42;30888;25
5812358;5958354;336;23518;103;65;23947;99;90;32730;104;90;32730;48;31356;41;31567;25
5812359;5958354;333;23316;105;67;22731;97;87;32528;98;87;32528;49;31385;42;31596;27
5812360;5958354;328;22981;105;67;22782;94;82;32193;94;82;32193;49;32335;42;32546;27
5812361;5958354;326;22842;107;68;23012;90;78;31884;88;78;31884;50;32307;43;32518;27
5812362;5958354;323;22630;105;66;22681;86;71;31416;87;71;31416;48;28460;41;27985;26
5812363;5958354;322;22516;104;66;22670;82;69;31300;87;69;31300;49;28390;41;27915;26
5812364;5958354;321;22483;104;66;22655;79;64;31275;79;64;31275;48;28289;41;27814;26
5812365;5958354;323;22580;104;66;22660;79;66;31382;79;66;31382;48;28632;41;28157;26
5812366;5958354;321;22483;104;66;22781;76;69;40574;80;74;33619;48;31259;41;31290;26
5814173;5958354;486;34024;145;92;34416;118;97;37011;135;99;37011;74;44989;61;44978;39
5814174;5958354;496;34702;148;94;35036;122;107;37690;141;109;37690;74;45629;62;45618;40
5814175;5958354;497;34794;148;94;35036;122;108;37782;141;110;37782;75;44131;62;44120;39
5814176;5958354;466;32641;134;85;33074;151;137;39851;164;140;39851;72;42516;60;42505;37
5814201;5958354;394;27569;120;76;27871;83;60;28395;75;58;31788;56;33793;48;33793;28
5814202;5958354;397;27819;121;76;28053;85;63;28645;75;61;32038;57;33454;49;33454;28
5814203;5958354;404;28310;118;75;27444;91;70;29136;85;68;32529;55;34387;48;34387;28
5814204;5958354;389;27260;118;75;27444;91;79;31522;101;81;31055;55;33474;48;33474;28
5814205;5958354;386;26991;117;74;27071;87;76;31252;101;78;30785;55;33108;47;33108;27
5814206;5958354;386;26989;122;77;28011;87;76;31250;101;78;30783;54;32863;47;32863;27
5814207;5958354;388;27136;121;77;27806;89;78;31397;101;80;30930;56;33500;48;33500;28
5814208;5958354;390;27298;120;76;27489;91;80;31560;101;82;31093;57;33637;49;33637;28
5814209;5958354;396;27692;122;77;27704;110;98;29578;112;100;32377;59;34789;51;34789;30
5814210;5958354;395;27628;122;77;27704;109;97;29515;112;99;32314;58;34781;50;34781;30
5814211;5958354;398;27845;122;77;27069;110;101;29732;112;103;32531;63;37010;54;35234;32
5814212;5958354;399;27901;119;75;26695;99;78;33236;119;85;33236;62;36481;53;34705;32
5814213;5958354;394;27556;119;75;26695;99;78;33264;117;85;33264;62;36401;53;34625;32
5814214;5958354;389;27204;117;74;26003;94;75;32542;114;85;32542;61;35650;52;33874;31
5814215;5958354;387;27066;116;74;25901;94;73;32405;111;83;32405;61;35689;52;33913;31
5814216;5958354;383;26805;117;74;26189;96;77;32189;111;88;32189;62;35367;53;33591;32
5814217;5958354;383;26827;118;75;26088;96;77;32211;111;88;32211;61;35322;52;33546;31
5814218;5958354;384;26894;118;75;26088;96;78;32278;114;89;32278;61;35958;52;34182;31
5814219;5958354;388;27153;116;73;25498;110;99;32579;116;103;33053;61;35562;52;33786;32
5814220;5958354;385;26969;116;73;25498;108;97;32395;115;101;32869;61;35642;52;33866;32
5814221;5958354;405;28319;121;77;26979;132;116;33745;131;120;34219;61;36721;52;34945;32
5814222;5958354;405;28339;121;77;26979;132;116;33764;132;120;34238;63;36911;54;35135;33
5814223;5958354;401;28058;130;82;26776;125;106;32609;122;107;32682;63;36434;54;34658;33
5814224;5958354;400;28012;130;82;26776;125;106;32563;119;106;32636;63;36523;54;34746;34
5814225;5958354;396;27738;130;82;26794;153;137;53008;143;123;35827;64;34795;55;35005;34
5814226;5958354;393;27504;127;80;27673;150;134;52774;140;120;35593;64;34620;55;34830;34
5814227;5958354;388;27189;127;80;27673;143;129;52460;137;115;35278;61;34781;53;34991;33
5814253;5958354;321;22454;97;61;22208;71;62;27725;83;63;27700;48;29946;41;30157;24
5814254;5958354;324;22647;99;63;22797;88;75;29452;93;73;29452;48;30160;41;30371;24
5814255;5958354;323;22593;100;63;23158;87;74;29399;88;72;29399;49;30335;42;30546;25
5814256;5958354;341;23887;102;65;23681;79;69;28057;91;72;28276;50;30737;43;30949;26
5814257;5958354;348;24333;106;67;24282;87;75;28481;98;78;28700;50;31220;43;31432;26
5814258;5958354;343;24034;104;66;24015;83;70;28183;91;73;28402;49;31062;43;31274;25
5814259;5958354;347;24255;105;67;24148;84;74;28404;98;77;28623;50;31332;43;31543;26
5814260;5958354;333;23292;105;67;22731;96;87;32505;96;87;32505;49;27413;42;27312;27
5814261;5958354;329;23037;105;67;22731;96;83;32250;94;83;32250;50;32529;42;32741;27
5814262;5958354;327;22898;104;66;22493;89;75;31684;87;75;31684;49;32403;42;32614;26
5814263;5958354;326;22785;103;65;22378;89;73;31571;87;73;31571;49;32662;41;28055;26
5814264;5958354;319;22356;104;66;22550;80;67;31154;84;67;31154;48;28140;41;27665;26
5814265;5958354;316;22092;103;65;22358;76;64;30904;80;64;30904;47;27869;40;27394;25
