from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5791361;5934906;319;22308;112;71;25271;140;119;28685;146;121;23469;47;27634;41;25857;26
5791362;5934906;323;22619;112;71;25271;145;123;28996;155;125;23780;47;27942;42;26166;27
5791363;5934906;359;25098;112;71;25271;164;131;44564;163;117;41696;54;30330;48;35280;33
5793258;5934906;328;22992;94;60;23281;99;77;28777;115;84;23561;42;26795;37;26795;25
5793259;5934906;324;22692;94;60;23225;94;72;23260;109;80;23260;41;26635;36;26635;24
5793260;5934906;325;22727;93;59;22811;94;72;23295;109;80;23295;41;26599;36;26599;24
5793261;5934906;311;21770;91;57;21971;89;67;27955;103;74;22740;42;26380;36;26380;24
5793262;5934906;310;21666;91;57;22014;89;67;27954;103;74;22738;42;26805;37;26805;24
5793263;5934906;310;21713;91;57;22014;96;71;22320;109;79;22320;42;27911;37;27911;24
5793264;5934906;309;21644;90;57;21725;131;109;28022;131;115;26840;46;26532;41;24756;26
5793265;5934906;310;21685;90;57;21663;131;110;28062;133;116;26880;46;26865;41;25089;26
5793266;5934906;310;21694;95;60;21708;131;110;28071;133;116;26889;47;27062;41;25286;26
5793267;5934906;321;22469;95;60;21708;143;121;28846;151;123;23630;47;27857;41;26081;26
5793268;5934906;327;22866;112;71;25271;153;134;24028;157;129;24028;47;28083;42;26307;27
5793269;5934906;357;24964;110;69;24791;175;141;45245;162;126;42377;53;26896;47;25119;32
5793270;5934906;354;24783;110;69;24791;170;139;45064;162;124;42196;53;29784;47;28008;32
5795164;5934906;330;23067;94;60;23225;101;78;28852;115;85;23636;42;26919;37;26919;24
5795165;5934906;331;23149;94;60;23225;103;79;28933;115;86;23717;42;28695;37;28695;24
5795166;5934906;330;23079;90;57;21701;101;78;28863;115;85;23647;45;28545;40;28545;26
5795167;5934906;306;21445;90;57;21938;89;68;27254;109;75;22038;42;26930;37;26930;24
5795168;5934906;306;21445;90;57;21725;89;68;27255;109;75;22039;43;27492;38;27492;25
5795169;5934906;308;21526;90;57;21725;89;69;27349;109;76;22134;43;27715;38;27715;25
5795170;5934906;305;21375;90;57;21663;131;105;27752;129;111;26570;43;26271;38;24495;25
5795171;5934906;304;21294;89;57;21566;131;104;27671;129;110;26489;46;26572;41;24796;26
5795172;5934906;309;21628;95;60;21708;131;109;28006;131;115;26823;47;27015;41;25238;26
5795173;5934906;312;21857;95;60;21708;131;112;28234;133;118;27052;47;27105;41;25329;26
5795174;5934906;310;21666;95;60;21708;131;109;28044;131;115;26862;47;26739;41;24963;27
5795175;5934906;309;21604;95;60;21708;131;109;27981;131;114;26799;47;26876;41;25100;27
5795176;5934906;355;24820;93;59;21519;170;139;45101;162;124;42233;47;26400;42;24624;27
5797069;5934906;315;22026;88;56;22096;115;73;24992;119;107;26437;-1;-1;-1;-1;-1
5797070;5934906;332;23266;88;56;22096;103;81;29050;115;88;23834;43;27198;38;27198;25
5797071;5934906;334;23383;90;57;21701;103;82;29167;115;90;23951;45;28598;40;28598;26
5797072;5934906;308;21536;90;57;21701;89;69;27346;109;76;22130;45;28314;39;28314;26
5797073;5934906;304;21251;90;57;21701;89;65;27061;103;72;21845;43;28399;38;28399;25
5797074;5934906;302;21133;89;56;21456;83;63;26956;103;71;21740;43;27263;37;27263;25
5797075;5934906;305;21342;90;57;21663;89;66;27165;103;74;21949;43;27596;38;27596;25
5797076;5934906;301;21058;89;57;21566;126;101;27435;127;107;26253;44;26218;39;24442;26
5797077;5934906;303;21184;89;57;21566;126;103;27562;128;108;26380;46;26651;41;24874;26
5797078;5934906;307;21518;95;60;21708;131;107;27896;129;113;26713;47;27188;41;25411;26
5797079;5934906;306;21425;95;60;21708;131;106;27803;129;112;26620;47;27024;41;25248;26
5797080;5934906;307;21470;95;60;21708;131;107;27847;129;113;26665;47;26235;41;24459;27
5797081;5934906;307;21456;95;60;21708;131;106;27834;129;112;26651;47;26855;41;25079;27
5797082;5934906;304;21250;93;59;21519;139;122;27273;139;122;42096;47;26387;42;24610;27
5798974;5934906;295;20653;83;53;20665;101;53;23619;103;88;24026;35;23341;31;23341;20
5798975;5934906;338;23626;97;61;23918;106;86;29410;127;93;24194;43;27545;38;27545;25
5798976;5934906;337;23620;97;61;23918;106;86;29405;127;93;24189;43;27432;38;27432;25
5798977;5934906;338;23627;90;57;21701;106;86;29412;127;93;24196;44;28638;39;28638;26
5798978;5934906;301;21066;88;56;21125;89;66;26884;103;73;21668;44;28109;39;28109;26
5798979;5934906;298;20889;87;55;21015;86;64;26707;103;71;21491;45;28467;40;28467;26
5798980;5934906;298;20890;88;56;21134;86;64;26707;103;71;21492;43;27627;38;27627;25
5798981;5934906;302;21161;89;56;21434;89;68;26979;109;75;21763;44;28015;39;28015;26
5798982;5934906;298;20890;89;57;21566;121;98;27267;123;105;22052;44;26079;39;24302;26
5798983;5934906;297;20764;89;57;21566;121;97;27142;121;102;25960;46;26019;40;24242;25
5798984;5934906;297;20758;92;58;20976;119;96;27135;121;102;25953;46;26010;40;24234;25
5798985;5934906;302;21122;92;58;20976;126;102;27500;127;108;26317;46;25902;40;24126;26
5798986;5934906;300;20984;95;60;21708;121;100;27362;126;106;26179;46;26168;40;24392;26
5798987;5934906;303;21240;95;60;21708;126;103;27618;129;109;26435;47;26628;41;24851;27
5798988;5934906;298;20834;90;57;20985;131;116;26857;135;123;42162;46;25862;41;24086;26
5800879;5934906;288;20157;82;52;20327;85;52;20934;94;81;23530;36;23062;32;23062;21
5800880;5934906;292;20436;83;53;20661;92;56;21213;98;85;23809;35;23337;31;23337;20
5800881;5934906;340;23831;83;53;20661;108;89;29615;127;96;24399;43;22966;38;22966;25
5800882;5934906;300;20978;97;61;23918;103;85;27654;120;92;22438;47;30140;41;30140;26
5800883;5934906;300;21014;89;56;21447;108;86;27689;126;93;22474;46;29917;41;29917;26
5800884;5934906;299;20935;88;56;21124;89;65;26777;103;72;21561;44;27925;39;27925;25
5800885;5934906;295;20671;88;56;21113;81;61;26550;103;69;21334;43;27628;38;27628;25
5800886;5934906;293;20523;88;56;21110;83;63;26693;103;71;21477;43;27919;38;27919;25
5800887;5934906;295;20643;89;56;21434;89;67;26966;103;74;21751;43;28004;38;28004;25
5800888;5934906;287;20101;89;56;20223;110;87;26478;114;93;25296;44;25195;39;23418;25
5800889;5934906;293;20505;89;56;20223;117;93;26882;117;99;25700;45;25784;40;24007;25
5800890;5934906;294;20581;89;56;20347;117;94;26958;119;100;25776;46;25696;40;23920;25
5800891;5934906;297;20792;92;58;20919;121;97;27169;123;104;21953;45;25573;40;23797;25
5800892;5934906;296;20728;92;58;20976;119;96;27106;119;102;25924;46;26048;40;24271;26
5800893;5934906;298;20890;92;58;20976;121;98;27267;123;105;22052;46;26588;40;24812;26
5800894;5934906;296;20743;90;57;20985;127;115;26766;128;120;20717;46;25869;41;24092;26
5800895;5934906;293;20504;89;57;20816;125;111;26526;127;116;20477;46;25769;40;23992;26
5802783;5934906;287;20058;81;51;20077;80;50;20836;93;79;24469;36;23059;32;23059;21
5802784;5934906;285;19939;81;51;20077;76;49;20717;93;78;24350;36;23030;32;23030;21
5802785;5934906;289;20218;83;53;20648;87;53;20996;94;82;23591;36;22536;32;22536;21
5802786;5934906;302;21115;83;53;20661;110;87;27791;126;94;22575;46;22718;41;22718;26
5802787;5934906;298;20878;83;53;20661;103;84;27554;120;91;22338;46;29951;41;29951;26
5802788;5934906;295;20680;89;56;21457;103;81;27356;115;88;22140;46;29704;40;29704;26
5802789;5934906;295;20680;89;56;21457;103;81;27356;115;88;22140;44;28166;39;28166;26
5802790;5934906;296;20749;89;56;21507;89;65;26799;103;72;21583;44;27689;39;27689;26
5802791;5934906;289;20251;86;54;20536;86;64;26157;103;71;20941;44;27962;38;27962;25
5802792;5934906;293;20487;86;54;20535;89;67;26393;103;74;21177;44;28265;39;28265;26
5802793;5934906;284;19873;89;56;20223;103;83;21034;110;90;25068;44;25136;39;23359;25
5802794;5934906;289;20208;89;56;20223;110;89;26586;116;95;25404;45;25421;39;23645;25
5802795;5934906;289;20209;89;56;20347;110;89;26586;116;95;25404;45;25422;40;23645;25
5802796;5934906;290;20323;92;58;20906;110;90;26700;116;96;25518;45;25618;40;23842;25
5802797;5934906;295;20684;92;58;20961;117;95;27061;119;101;25879;46;25939;40;24162;25
5802798;5934906;298;20858;90;57;20633;121;98;27236;123;105;22020;46;25681;40;23905;26
5802799;5934906;288;20186;88;56;20398;120;107;26209;122;112;20160;45;25182;40;23406;26
5802800;5934906;287;20107;88;56;20496;120;106;26130;119;110;20081;45;25350;40;23574;26
5802801;5934906;293;20476;89;56;20666;125;111;26498;127;116;20449;46;25709;40;23933;26
5804689;5934906;284;19893;83;52;19983;72;48;20670;87;69;22669;37;22750;33;22750;21
5804690;5934906;282;19722;81;51;19758;72;45;20500;90;75;23095;36;22742;32;22742;21
5804691;5934906;285;19922;86;54;19968;85;53;21024;93;80;23031;35;22726;31;22726;19
5804692;5934906;287;20115;88;55;20058;92;56;21216;94;83;22186;37;23165;33;23165;21
5804693;5934906;298;20879;88;55;20058;103;84;27554;120;91;22338;46;30015;40;30015;26
5804694;5934906;292;20440;90;57;21635;103;77;27115;115;85;21899;46;29621;40;29621;26
5804695;5934906;291;20366;90;57;21635;103;76;27041;114;84;21825;45;28253;39;28253;26
5804696;5934906;287;20090;85;54;20257;81;62;26022;103;69;20806;45;28702;39;28702;25
5804697;5934906;286;20021;85;54;20295;81;60;25927;103;68;20711;44;28298;39;28298;25
5804698;5934906;294;20549;87;55;20893;89;68;26455;109;75;21239;45;28366;39;28366;26
5804699;5934906;281;19651;87;55;19981;103;81;26028;107;87;24846;44;24852;39;23076;25
5804700;5934906;280;19609;87;55;19848;103;80;25987;107;86;24804;44;24792;39;23016;24
5804701;5934906;284;19859;89;56;20332;103;84;26237;110;90;25054;45;25181;39;23405;25
5804702;5934906;285;19923;87;55;19983;103;84;21084;110;90;25118;45;25000;40;23223;25
5804703;5934906;287;20072;90;57;20633;110;86;21234;114;93;25268;45;25174;40;23398;26
5804704;5934906;289;20221;90;57;20633;110;89;26598;116;95;25416;45;25573;40;23797;26
5804705;5934906;285;19942;90;57;20633;117;103;25965;119;108;19916;45;24996;40;23220;26
5804706;5934906;284;19903;88;56;20392;117;103;25926;119;108;19876;45;25285;40;23509;26
5804707;5934906;288;20177;89;56;20666;120;107;26200;122;111;20151;46;25798;40;24022;26
5806593;5934906;284;19907;83;52;20076;68;48;20685;84;63;22231;37;22847;33;22847;21
5806594;5934906;279;19538;80;51;19669;69;43;20316;87;68;22590;36;22500;32;22500;21
5806595;5934906;279;19504;79;50;19567;72;42;20282;90;72;22878;36;22382;31;22382;20
5806596;5934906;281;19689;86;54;19968;76;50;20790;90;77;21760;35;22109;31;22109;19
5806597;5934906;287;20064;88;55;20058;87;55;21166;94;82;22135;39;23018;34;23018;22
5806598;5934906;291;20374;86;54;20026;98;54;23664;99;87;22445;38;23250;33;23250;22
5806599;5934906;290;20276;85;54;20328;103;75;26952;114;82;21736;45;29371;40;29371;25
5806600;5934906;286;20048;85;54;20328;96;71;21508;109;79;21508;45;29228;39;29228;25
5806601;5934906;284;19849;85;54;20257;83;63;26134;103;71;20918;45;28624;39;28624;25
5806602;5934906;288;20132;86;54;20492;81;62;26064;103;70;20848;45;28436;39;28436;25
5806603;5934906;290;20280;86;54;20535;89;65;26212;103;72;20996;45;24798;39;23021;25
5806604;5934906;281;19646;86;54;19700;103;81;26024;107;87;24842;44;24735;38;22958;24
5806605;5934906;276;19334;86;54;19700;103;76;25711;105;82;24529;44;24598;38;22821;24
5806606;5934906;279;19521;87;55;19974;103;79;25898;107;85;24716;44;24658;39;22882;24
5806607;5934906;281;19704;87;55;19980;103;81;26081;109;87;24899;44;25021;39;23244;25
5806608;5934906;286;20024;88;56;20198;108;85;21185;114;92;25219;44;25365;39;23589;25
5806609;5934906;291;20344;90;57;20633;112;91;26722;116;96;25539;45;25546;40;23769;26
5806610;5934906;280;19587;85;54;19743;111;98;25610;114;103;19561;44;24733;39;22956;25
5806611;5934906;282;19747;85;54;19743;116;101;25770;117;105;19720;44;25138;39;23362;25
5806612;5934906;286;19993;87;55;19957;119;109;19967;119;109;19967;45;25288;39;23512;25
5806613;5934906;309;21610;92;59;21691;147;133;26799;135;124;33308;48;26587;42;24810;28
5808496;5934906;285;19964;83;52;20072;69;53;21031;73;54;22903;38;22777;33;22777;22
5808497;5934906;289;20234;84;53;20383;74;53;21012;86;68;22583;38;23226;34;23226;22
5808498;5934906;288;20130;84;53;20252;75;51;20908;87;69;22704;38;23016;33;23016;22
5808499;5934906;276;19289;79;50;19531;72;44;20391;90;71;21360;36;22241;31;22241;20
5808500;5934906;280;19580;93;59;20320;76;48;20682;90;75;21651;38;21814;33;21814;21
5808501;5934906;292;20415;97;61;20475;101;55;23705;99;87;22486;38;23328;34;23328;22
5808502;5934906;292;20427;86;54;20026;101;55;23717;99;87;22498;38;23526;34;23526;22
5808503;5934906;291;20374;83;53;19930;103;77;27050;114;84;21834;38;29500;34;29500;22
5808504;5934906;287;20062;85;54;20328;96;71;21522;109;79;21522;45;29120;39;29120;25
5808505;5934906;281;19682;84;53;19978;89;67;26358;103;74;21142;44;28799;39;28799;24
5808506;5934906;280;19596;84;53;19909;89;66;26346;103;74;21130;44;24768;39;22991;24
5808507;5934906;277;19378;86;55;19754;103;74;25564;104;81;24425;45;24571;39;22795;25
5808508;5934906;274;19194;84;53;19467;91;71;25379;104;78;24240;44;24273;38;22496;24
5808509;5934906;273;19137;84;53;19360;96;73;25514;104;79;24332;44;24348;38;22571;24
5808510;5934906;278;19438;84;54;19470;103;78;25816;105;84;24633;44;24837;39;23060;25
5808511;5934906;276;19317;88;56;20198;103;76;25695;105;82;24512;44;25238;39;23462;25
5808512;5934906;279;19561;88;56;20198;111;98;25584;114;103;19534;44;25424;39;23647;25
5808513;5934906;277;19360;84;53;19467;109;95;25383;113;100;19334;44;24222;38;22446;25
5808514;5934906;275;19275;85;54;19743;109;94;25298;111;99;19248;44;24483;38;22706;25
5808515;5934906;280;19566;87;55;19957;111;98;25589;114;103;19540;44;24747;39;22970;25
5808516;5934906;283;19803;92;58;20502;117;101;25826;117;106;19777;45;25206;39;23429;25
5808517;5934906;289;20214;92;58;20502;118;103;20263;119;105;20263;45;25391;39;23615;25
5808518;5934906;294;20599;92;58;20502;119;109;20648;123;109;20648;48;26866;42;25089;28
5810399;5934906;281;19700;81;52;19769;72;54;22640;65;50;22640;36;22381;32;22381;21
5810400;5934906;284;19878;82;52;19899;74;57;22817;72;53;22817;39;22808;34;22808;22
5810401;5934906;292;20423;84;53;20461;75;55;21201;90;70;22772;39;23362;34;23362;22
5810402;5934906;271;18968;84;53;20461;68;46;20533;86;66;21039;39;21887;34;21887;22
5810403;5934906;272;19040;82;52;19488;68;46;20547;86;68;21111;35;22215;31;22215;20
5810404;5934906;281;19686;97;61;20475;76;50;20787;90;77;21756;36;21821;32;21821;20
5810405;5934906;292;20472;97;61;20475;101;56;23762;103;88;22542;38;23480;33;23480;22
5810406;5934906;294;20577;83;53;19930;101;57;23867;103;89;22648;39;23575;34;23575;22
5810407;5934906;296;20742;83;52;19747;101;59;24032;108;92;22813;45;25243;39;23467;25
5810408;5934906;286;19997;85;54;19922;91;70;21457;109;78;21457;44;24909;39;23132;24
5810409;5934906;277;19385;83;53;19783;83;63;25317;103;71;20102;44;24533;38;22757;24
5810410;5934906;274;19196;82;52;19496;81;61;25128;103;68;19912;44;24355;38;22579;24
5810411;5934906;278;19450;82;52;19517;103;75;25635;105;82;24497;44;24519;38;22743;24
5810412;5934906;270;18901;84;53;19393;89;66;19870;101;74;19870;43;24215;38;22439;24
5810413;5934906;268;18743;82;52;18964;89;67;19905;100;74;23939;43;24002;38;22226;24
5810414;5934906;270;18915;83;53;19282;89;70;25292;102;76;24110;43;24265;38;22488;24
5810415;5934906;276;19322;83;53;19282;103;76;25700;105;82;24517;44;24581;38;22805;25
5810416;5934906;271;19005;88;56;20198;106;89;19812;109;95;18978;43;24010;38;22234;24
5810417;5934906;271;18972;84;53;19467;106;89;19779;107;94;18946;43;24089;38;22313;24
5810418;5934906;275;19231;84;53;19467;109;93;25254;111;98;19204;44;24519;39;22743;25
5810419;5934906;282;19765;85;54;19917;116;101;25788;117;106;19738;45;24871;39;23094;25
5810420;5934906;286;19986;92;58;20502;118;105;20365;119;107;20365;45;25274;39;23497;25
5810421;5934906;289;20202;92;58;20502;118;103;20251;119;105;20251;45;25381;39;23604;25
5810422;5934906;292;20444;92;58;20502;119;107;20493;120;109;20493;45;26701;40;24924;27
5810423;5934906;316;22136;99;63;21893;142;130;28509;133;117;32832;45;25743;40;25743;27
5810457;5934906;348;24356;97;62;23587;83;70;28705;87;75;28705;41;25214;35;25215;22
5810458;5934906;346;24219;101;64;24389;82;68;28568;87;73;28568;41;25768;35;25769;22
5810462;5934906;346;24208;107;68;24485;73;64;28059;77;63;29136;44;27194;38;27196;24
5810463;5934906;346;24202;107;68;24409;66;61;27835;71;61;28634;44;27266;38;27267;24
5810464;5934906;346;24243;108;69;24441;69;63;28038;71;62;28278;45;27675;39;27677;25
5812300;5934906;275;19266;80;51;19371;68;48;22205;57;43;22205;36;21989;32;21989;21
5812301;5934906;279;19498;81;51;19574;70;51;22437;65;47;22437;36;22466;32;22466;21
5812302;5934906;283;19804;81;51;19715;74;56;22743;69;52;22743;36;22893;32;22893;21
5812303;5934906;271;18981;84;53;20461;74;54;21105;86;67;21051;35;23427;31;23427;20
5812304;5934906;268;18727;82;52;19488;73;51;20859;84;63;20798;35;21658;31;21658;20
5812305;5934906;268;18778;82;52;19488;73;51;20916;84;64;20848;34;21226;30;21226;19
5812306;5934906;270;18890;81;51;19268;73;55;19684;86;65;20961;36;22084;32;22084;21
5812307;5934906;272;19029;80;51;19165;80;65;22137;86;67;21100;36;21962;32;21962;21
5812308;5934906;276;19350;81;51;19392;94;82;23350;94;85;22313;39;23178;34;23178;22
5812309;5934906;277;19362;83;52;19747;96;69;23236;98;85;22325;45;25176;39;23400;25
5812310;5934906;279;19560;85;54;20007;100;72;23433;99;88;22522;44;24983;39;23207;25
5812311;5934906;276;19331;85;54;19983;83;63;25264;103;70;20048;44;24537;38;22760;24
5812312;5934906;272;19032;82;52;19384;81;59;25020;102;66;19804;43;24285;38;22509;24
5812313;5934906;269;18861;81;51;19172;81;62;25234;101;69;20019;43;23995;38;22219;24
5812314;5934906;268;18789;81;52;19145;83;62;19576;97;70;19576;43;24012;38;22236;24
5812315;5934906;264;18484;81;51;18809;86;65;19760;95;72;23794;42;23709;37;21933;23
5812316;5934906;267;18686;82;52;19026;89;68;24668;98;76;24086;43;24079;37;22303;24
5812317;5934906;270;18932;82;52;19026;96;72;24913;102;79;24332;43;24487;37;22710;24
5812318;5934906;270;18869;82;52;19026;106;88;24891;106;93;18842;43;23868;37;22092;24
5812319;5934906;267;18722;84;53;19467;101;86;24745;104;91;18695;43;24099;37;22322;24
5812320;5934906;279;19564;85;54;19917;111;98;25587;114;103;19538;44;24588;39;22811;25
5812321;5934906;280;19586;85;54;19917;111;98;25609;114;103;19560;45;24956;39;23179;25
5812322;5934906;283;19787;85;54;19917;113;96;19720;112;98;19720;45;25383;39;23607;25
5812323;5934906;286;20044;92;58;20502;115;99;19977;115;101;19977;45;24729;39;22953;25
5812324;5934906;293;20521;102;65;21648;119;108;20570;120;110;20570;45;25932;40;25932;27
5812325;5934906;316;22097;102;65;21648;142;129;28470;133;115;31900;45;25751;40;25751;27
5812353;5934906;318;22255;92;59;22165;64;50;23401;73;54;23401;38;23737;33;23738;21
5812354;5934906;321;22460;93;59;22463;66;53;23608;76;57;23608;39;23956;33;23958;21
5812355;5934906;329;23012;96;61;23041;72;61;24184;82;65;24184;40;24094;34;24095;21
5812356;5934906;327;22894;96;61;23038;70;59;24043;80;63;24043;39;24515;34;24517;21
5812358;5934906;357;24976;96;61;23315;95;84;28799;102;89;27451;40;25195;34;25197;22
5812359;5934906;354;24774;104;66;24046;92;81;28597;96;86;29440;42;25224;36;25226;23
5812360;5934906;349;24439;103;65;24216;87;76;28262;92;81;29105;42;26174;36;26175;23
5812361;5934906;347;24300;104;66;24446;84;72;27952;86;79;28966;42;26146;36;26147;23
5812362;5934906;345;24116;103;65;24115;78;66;27485;84;71;27710;42;26751;36;26752;23
5812363;5934906;343;24002;104;66;24132;73;64;27368;84;70;27597;43;26681;37;26682;24
5812364;5934906;342;23969;105;67;24117;70;60;27344;77;61;29018;43;26923;37;26925;24
5812365;5934906;344;24066;105;67;24122;70;61;27451;77;61;29011;44;27392;37;27393;24
5812366;5934906;342;23968;107;68;24244;72;64;28373;74;64;28373;47;28071;40;28073;26
5814173;5934906;335;23445;97;62;23707;81;61;23533;97;62;24128;46;25283;39;25136;28
5814174;5934906;345;24123;101;64;24328;86;71;24212;103;72;24806;47;25924;40;25776;29
5814175;5934906;346;24215;101;64;24328;86;72;24303;103;73;24898;47;32347;40;32336;28
5814176;5934906;315;22062;87;55;22366;116;102;26373;127;102;26968;45;30733;38;30721;26
5814201;5934906;273;19080;79;50;19230;66;45;22019;57;40;22019;36;22009;32;22009;20
5814202;5934906;276;19330;80;50;19413;68;49;22269;57;44;22269;36;21670;32;21670;21
5814203;5934906;283;19821;77;49;18803;74;56;22760;69;52;22760;35;22603;31;22603;20
5814204;5934906;268;18771;77;49;18803;73;53;19565;84;64;20842;35;21691;31;21691;20
5814205;5934906;264;18502;76;48;18430;68;50;19295;84;60;20573;35;21324;30;21324;19
5814206;5934906;264;18500;81;52;19371;68;49;19293;84;60;20570;34;21079;30;21079;19
5814207;5934906;266;18647;80;51;19165;71;52;19440;84;62;20718;36;21717;31;21717;20
5814208;5934906;269;18809;79;50;18848;73;54;19603;84;64;20880;36;21853;32;21853;21
5814209;5934906;274;19202;81;51;19392;94;80;23202;94;83;22165;38;23005;34;23005;22
5814210;5934906;273;19139;81;51;19392;93;79;23139;94;82;22102;38;22997;34;22997;22
5814211;5934906;277;19356;85;54;20007;94;82;23356;94;85;22318;44;25226;39;23450;25
5814212;5934906;277;19412;83;52;19633;86;64;25344;103;71;20128;44;24697;38;22921;24
5814213;5934906;272;19067;83;52;19633;86;64;25372;102;71;20157;44;24617;38;22841;24
5814214;5934906;267;18715;81;51;18940;81;60;19435;97;68;19435;42;23866;37;22090;23
5814215;5934906;265;18577;80;51;18839;81;58;19297;95;66;19297;42;23905;37;22129;23
5814216;5934906;262;18316;81;51;19127;83;63;24298;94;71;19082;43;23583;38;21807;24
5814217;5934906;262;18338;82;52;19026;83;63;24319;94;71;19103;43;23539;37;21762;24
5814218;5934906;263;18405;82;52;19026;83;64;24386;97;72;19170;43;24174;37;22398;24
5814219;5934906;267;18664;79;50;18435;96;85;24687;102;90;18638;43;23778;37;22002;24
5814220;5934906;264;18480;79;50;18435;95;82;24503;100;87;18454;43;23858;37;22082;24
5814221;5934906;283;19830;85;54;19917;117;102;25853;118;106;19804;43;24938;37;23161;24
5814222;5934906;284;19850;85;54;19917;117;102;25872;119;107;19823;45;25127;39;23351;25
5814223;5934906;280;19569;94;60;19714;110;92;19501;109;94;19501;45;24650;39;22874;25
5814224;5934906;279;19522;94;60;19714;110;92;19455;107;94;19455;45;24739;40;22962;26
5814225;5934906;316;22092;94;59;19731;142;129;28465;133;115;31896;46;25982;40;25982;27
5814226;5934906;312;21858;102;65;21648;141;126;28231;131;112;31661;46;25807;40;25807;27
5814227;5934906;308;21543;102;65;21648;134;121;27916;125;107;31347;45;25673;40;25673;27
5814253;5934906;311;21741;90;57;21577;66;56;23768;80;60;23768;38;23785;33;23787;21
5814254;5934906;313;21933;92;59;22165;83;65;27592;86;64;27592;38;23999;33;24001;21
5814255;5934906;313;21880;94;59;22527;81;64;27539;82;63;27539;39;24174;33;24176;21
5814256;5934906;331;23173;96;61;23050;76;64;24345;87;68;24345;41;24577;35;24578;22
5814257;5934906;337;23619;99;63;23651;83;70;24769;94;74;24769;41;25060;35;25061;22
5814258;5934906;333;23321;98;62;23384;79;66;24471;87;70;24471;40;24901;34;24903;22
5814259;5934906;336;23542;98;62;23517;81;69;24691;94;73;24691;40;25171;35;25173;22
5814260;5934906;354;24750;104;66;24046;90;81;28574;94;85;29416;42;27597;36;27599;23
5814261;5934906;350;24495;104;66;24046;88;77;28318;92;82;29161;43;26368;37;26370;24
5814262;5934906;348;24383;104;66;23927;81;69;27753;86;75;27978;42;26242;36;26244;23
5814263;5934906;347;24271;103;65;23813;80;68;27640;84;74;27865;42;26501;36;26503;23
5814264;5934906;341;23842;105;66;24001;74;62;27223;82;70;27223;43;26558;37;26559;24
5814265;5934906;337;23578;104;66;23820;69;59;26973;78;61;29362;43;26795;37;26796;24
